usgs_id	  10-85_slope_ftpmi	  upstream_len_mi	  elev_ft	  storage_pct	  lake_area_pct	  forest_pct	  glacier_pct	  infil_index	  mean_precip_in	  2yr_precip_in	  mean_min_jan_temp_f 
12465000	  13.00	  76.80	  2200.00	  0.39	  0.39	  2.90	  -99.00	  -99.00	  13.00	  1.00	  18.00
12465500	  22.00	  54.30	  1500.00	  0.00	  -99.00	  0.00	  -99.00	  -99.00	  10.00	  0.90	  18.00
12488500	  64.00	  22.60	  4860.00	  0.18	  0.18	  91.00	  -99.00	  -99.00	  74.00	  3.50	  19.00
12500500	  193.00	  17.30	  4700.00	  0.00	  0.00	  95.00	  -99.00	  -99.00	  53.00	  1.50	  18.00
13011500	  69.00	  31.00	  8160.00	  3.00	  2.00	  81.00	  -99.00	  7.40	  30.00	  1.40	  2.00
13011900	  58.80	  39.00	  9270.00	  0.00	  -99.00	  53.00	  -99.00	  -99.00	  41.00	  1.50	  2.00
13018300	  313.00	  5.80	  8430.00	  0.00	  -99.00	  61.00	  -99.00	  6.70	  24.00	  1.10	  -4.00
13023000	  46.00	  55.20	  8080.00	  0.00	  0.00	  75.00	  -99.00	  6.70	  40.00	  1.60	  4.00
13032000	  106.00	  15.20	  7130.00	  0.00	  0.00	  70.00	  -99.00	  5.60	  25.00	  1.30	  5.00
13037500	  12.00	  201.00	  7770.00	  1.50	  1.50	  60.00	  -99.00	  6.00	  -99.00	  -99.00	  -99.00
13063000	  24.00	  37.80	  6940.00	  0.00	  0.00	  45.00	  -99.00	  5.50	  25.00	  1.30	  7.00
13073000	  17.00	  48.00	  6080.00	  0.00	  0.00	  15.00	  -99.00	  4.70	  -99.00	  -99.00	  -99.00
13075000	  21.00	  37.50	  5630.00	  0.00	  0.00	  15.00	  -99.00	  4.20	  19.00	  1.50	  11.00
13077700	  464.00	  4.80	  8570.00	  0.00	  0.00	  25.00	  -99.00	  2.10	  25.00	  1.20	  6.00
13082500	  34.00	  50.80	  6030.00	  0.00	  0.00	  10.00	  -99.00	  3.30	  22.00	  1.20	  12.00
13092000	  160.00	  17.80	  6330.00	  0.00	  0.00	  20.00	  -99.00	  3.20	  15.00	  1.40	  13.00
13113000	  85.00	  22.80	  7110.00	  0.00	  0.00	  25.00	  -99.00	  5.40	  25.00	  1.40	  3.00
13120000	  83.00	  20.00	  8540.00	  0.00	  0.00	  40.00	  -99.00	  5.00	  39.00	  1.90	  -1.00
13120500	  48.00	  36.80	  8590.00	  0.00	  0.00	  25.00	  -99.00	  4.80	  38.00	  1.20	  -1.00
13135500	  76.00	  19.00	  8120.00	  0.00	  0.00	  50.00	  -99.00	  5.80	  41.00	  1.80	  0.00
13139510	  54.00	  40.30	  7620.00	  0.00	  0.00	  35.00	  -99.00	  5.60	  -99.00	  -99.00	  -99.00
13147900	  141.00	  20.30	  7220.00	  0.00	  0.00	  10.00	  -99.00	  4.40	  28.00	  2.00	  8.00
13161500	  63.00	  44.20	  6790.00	  0.06	  -99.00	  0.00	  -99.00	  -99.00	  10.60	  1.20	  12.00
13162500	  125.00	  21.30	  7600.00	  -99.00	  0.00	  25.00	  -99.00	  3.20	  19.00	  1.30	  13.00
13167500	  -99.00	  -99.00	  -99.00	  -99.00	  -99.00	  -99.00	  -99.00	  -99.00	  -99.00	  -99.00	  -99.00
13168500	  32.00	  121.00	  5600.00	  0.00	  0.00	  5.00	  -99.00	  4.10	  -99.00	  -99.00	  -99.00
13169500	  77.00	  44.20	  5150.00	  0.00	  0.00	  0.00	  -99.00	  4.90	  13.00	  1.10	  14.00
13178000	  33.00	  40.60	  5780.00	  0.00	  0.00	  30.00	  -99.00	  4.30	  15.00	  1.30	  15.00
13185000	  62.00	  54.80	  6350.00	  0.00	  0.00	  75.00	  -99.00	  5.90	  42.00	  2.20	  6.00
13186000	  52.00	  51.80	  6840.00	  0.00	  0.00	  20.00	  -99.00	  6.40	  37.00	  2.20	  7.00
13200000	  92.00	  45.00	  4960.00	  0.00	  0.00	  85.00	  -99.00	  6.40	  28.00	  1.70	  11.00
13200500	  356.00	  8.10	  4960.00	  0.00	  0.00	  80.00	  -99.00	  6.30	  20.00	  1.60	  12.00
13214000	  44.71	  49.20	  4900.00	  0.20	  0.20	  29.41	  -99.00	  5.30	  16.30	  1.50	  12.00
13235000	  79.00	  45.90	  6780.00	  0.00	  0.00	  90.00	  -99.00	  4.40	  40.00	  1.80	  6.00
13240000	  139.00	  12.00	  6950.00	  1.00	  1.00	  100.00	  -99.00	  6.70	  39.00	  2.20	  5.00
13250600	  64.00	  14.80	  3990.00	  0.00	  0.00	  0.00	  -99.00	  44.12	  31.00	  1.40	  18.00
13251500	  56.00	  14.70	  4690.00	  0.00	  0.00	  85.00	  -99.00	  6.70	  34.00	  2.10	  10.00
13260000	  14.00	  13.90	  4730.00	  0.00	  0.00	  25.00	  -99.00	  4.60	  35.00	  2.10	  13.00
13261000	  215.00	  18.80	  5300.00	  0.00	  0.00	  50.00	  -99.00	  5.50	  34.00	  1.80	  15.00
13267000	  174.00	  18.20	  4860.00	  0.00	  0.00	  40.00	  -99.00	  4.40	  34.00	  1.70	  16.00
13269000	  -99.00	  -99.00	  5400.00	  -99.00	  -99.00	  -99.00	  -99.00	  -99.00	  -99.00	  -99.00	  -99.00
13295000	  60.00	  22.20	  7400.00	  1.00	  1.00	  75.00	  -99.00	  5.10	  26.00	  1.60	  0.00
13295500	  40.00	  36.40	  7800.00	  1.50	  1.50	  60.00	  -99.00	  4.90	  33.00	  1.80	  0.00
13296000	  91.00	  26.20	  7980.00	  0.00	  0.00	  90.00	  -99.00	  4.80	  32.00	  1.70	  0.00
13296500	  37.00	  47.20	  7790.00	  1.00	  1.00	  70.00	  -99.00	  4.90	  34.00	  1.70	  0.00
13298500	  28.00	  80.50	  7820.00	  0.50	  0.50	  55.00	  -99.00	  5.20	  38.00	  1.70	  1.00
13299000	  219.00	  15.00	  7830.00	  0.10	  0.10	  70.00	  -99.00	  6.10	  30.00	  1.50	  4.00
13302500	  22.00	  150.00	  7380.00	  0.30	  0.30	  40.00	  -99.00	  5.30	  26.00	  1.60	  2.00
13305000	  -99.00	  -99.00	  -99.00	  -99.00	  -99.00	  -99.00	  -99.00	  -99.00	  -99.00	  -99.00	  -99.00
13306500	  99.00	  42.20	  7030.00	  0.00	  0.00	  95.00	  -99.00	  6.40	  28.00	  1.40	  5.00
13307000	  20.00	  198.00	  7140.00	  0.20	  0.20	  40.00	  -99.00	  5.40	  24.00	  1.60	  3.00
13308500	  95.00	  16.80	  7370.00	  0.10	  0.10	  95.00	  -99.00	  4.60	  28.00	  1.60	  0.00
13309000	  33.00	  22.00	  7040.00	  0.00	  0.00	  90.00	  -99.00	  6.60	  35.00	  1.80	  0.00
13310500	  92.00	  15.60	  6630.00	  0.70	  0.70	  90.00	  -99.00	  6.70	  42.00	  2.20	  2.00
13311000	  312.00	  4.90	  7780.00	  0.00	  0.00	  90.00	  -99.00	  4.00	  35.00	  1.60	  2.00
13313000	  71.00	  34.50	  7170.00	  0.30	  0.30	  100.00	  -99.00	  5.60	  38.00	  1.80	  2.00
13316500	  61.00	  48.20	  5430.00	  0.20	  0.20	  80.00	  -99.00	  6.40	  32.00	  1.90	  14.00
13317000	  16.00	  346.00	  6720.00	  0.20	  0.20	  60.00	  -99.00	  5.50	  28.00	  1.60	  8.00
13319000	  26.78	  44.80	  4640.00	  0.03	  0.03	  84.46	  -99.00	  5.60	  24.00	  1.70	  19.00
13331500	  69.00	  45.50	  5760.00	  0.70	  -99.00	  80.00	  -99.00	  1.60	  40.00	  1.80	  -99.00
13334700	  140.00	  27.10	  3550.00	  0.00	  -99.00	  45.00	  -99.00	  -99.00	  24.00	  1.50	  21.00
13336500	  39.00	  92.00	  5640.00	  0.00	  0.00	  95.00	  -99.00	  6.00	  46.00	  2.20	  8.00
13337000	  44.00	  98.00	  5250.00	  0.00	  0.00	  100.00	  -99.00	  6.00	  50.00	  2.20	  8.00
13337500	  34.00	  30.00	  5150.00	  0.00	  0.00	  100.00	  -99.00	  6.30	  30.00	  1.80	  10.00
13338000	  47.00	  66.00	  5160.00	  0.00	  0.00	  100.00	  -99.00	  6.10	  32.00	  1.80	  11.00
13338500	  51.90	  74.00	  3610.00	  0.00	  -99.00	  64.00	  -99.00	  -99.00	  28.00	  1.70	  18.00
13339000	  26.00	  130.00	  5010.00	  0.00	  0.00	  95.00	  -99.00	  5.70	  42.00	  2.00	  12.00
13340000	  32.50	  127.00	  4900.00	  0.00	  -99.00	  91.00	  -99.00	  -99.00	  41.00	  2.00	  12.00
13340500	  40.00	  50.00	  4930.00	  0.00	  0.00	  100.00	  -99.00	  6.50	  58.00	  2.40	  18.00
13340600	  -99.00	  -99.00	  0.00	  -99.00	  -99.00	  -99.00	  -99.00	  -99.00	  -99.00	  -99.00	  -99.00
13341000	  23.00	  133.00	  4220.00	  0.00	  0.00	  95.00	  -99.00	  6.60	  50.00	  2.20	  18.00
13342500	  17.00	  185.00	  4360.00	  0.00	  0.00	  70.00	  -99.00	  5.50	  42.00	  2.00	  13.00
13345000	  206.00	  28.50	  3080.00	  0.00	  0.00	  78.00	  -99.00	  4.00	  31.00	  1.70	  18.00
13348000	  19.00	  23.60	  2770.00	  0.00	  0.00	  8.30	  -99.00	  -99.00	  22.00	  1.30	  26.00
13349210	  19.00	  58.90	  2990.00	  0.00	  -99.00	  34.00	  -99.00	  -99.00	  25.00	  1.40	  23.00
13351000	  12.00	  147.70	  2410.00	  0.28	  0.28	  15.00	  -99.00	  -99.00	  18.00	  1.30	  22.00
14010000	  189.50	  17.80	  4260.00	  0.00	  0.00	  86.34	  -99.00	  5.60	  33.00	  2.00	  19.80
14020000	  137.80	  17.80	  3890.00	  0.00	  0.00	  68.67	  -99.00	  5.60	  19.00	  1.90	  20.00
14034500	  117.30	  21.60	  3520.00	  0.00	  0.00	  24.80	  -99.00	  2.50	  16.00	  1.20	  24.00
14042500	  60.70	  16.90	  4680.00	  0.00	  0.00	  77.70	  -99.00	  2.90	  24.00	  1.40	  13.00
14044000	  26.80	  65.70	  4800.00	  0.00	  0.00	  80.50	  -99.00	  4.60	  23.00	  1.40	  8.00
14046500	  20.00	  143.00	  4400.00	  0.02	  0.02	  57.30	  -99.00	  4.90	  21.00	  1.50	  16.00
14048000	  12.00	  278.80	  3880.00	  0.01	  0.01	  41.80	  -99.00	  4.20	  19.00	  1.40	  20.00
14080500	  4.20	  120.20	  4650.00	  0.27	  0.27	  26.00	  -99.00	  5.10	  20.00	  1.40	  18.00
14101500	  81.70	  44.40	  2940.00	  0.23	  0.23	  69.70	  -99.00	  2.20	  45.00	  2.90	  20.00
14105700	  -99.00	  -99.00	  -99.00	  0.00	  -99.00	  -99.00	  -99.00	  -99.00	  -99.00	  -99.00	  -99.00
14113000	  46.00	  88.70	  3140.00	  0.09	  0.09	  77.00	  -99.00	  -99.00	  36.00	  2.50	  21.00
14137000	  92.20	  37.60	  3350.00	  0.08	  0.08	  92.20	  -99.00	  5.50	  85.00	  4.10	  26.00
14150300	  72.00	  18.70	  2400.00	  0.00	  0.00	  90.00	  -99.00	  3.80	  55.00	  4.00	  30.00
14154500	  98.30	  24.00	  2850.00	  0.05	  0.05	  92.00	  -99.00	  3.20	  60.00	  3.40	  31.00
14159000	  44.60	  30.80	  4220.00	  0.45	  0.45	  84.00	  -99.00	  5.10	  86.50	  4.30	  20.00
14178000	  93.30	  35.70	  3720.00	  0.60	  0.60	  92.00	  -99.00	  5.40	  80.00	  4.10	  20.00
14179000	  180.00	  21.80	  3720.00	  0.19	  0.19	  91.50	  -99.00	  5.50	  77.00	  3.70	  23.00
14185000	  102.00	  23.50	  2870.00	  0.03	  0.03	  92.00	  -99.00	  5.50	  101.00	  4.70	  27.00
14185900	  107.00	  21.20	  3200.00	  0.00	  0.00	  100.00	  -99.00	  5.60	  110.00	  5.00	  28.00
14188800	  88.00	  27.00	  1900.00	  0.03	  0.03	  90.00	  -99.00	  3.30	  55.00	  3.50	  28.00
14190500	  17.80	  44.90	  910.00	  0.00	  0.00	  78.00	  -99.00	  2.10	  72.40	  4.40	  31.00
14191000	  11.20	  189.40	  2150.00	  0.02	  0.02	  70.00	  -99.00	  3.20	  64.40	  3.70	  31.00
14193000	  124.00	  15.10	  1060.00	  0.00	  0.00	  85.00	  -99.00	  3.60	  87.50	  4.90	  29.00
14198500	  83.10	  17.80	  2910.00	  0.02	  0.02	  80.20	  -99.00	  3.80	  91.00	  4.00	  27.00
14201000	  72.30	  35.40	  1280.00	  0.04	  0.04	  47.30	  -99.00	  1.80	  59.60	  3.25	  31.00
14208000	  136.10	  19.30	  3900.00	  0.22	  0.22	  97.00	  -99.00	  5.60	  91.00	  3.90	  20.00
14222500	  78.00	  23.30	  1940.00	  0.01	  0.01	  99.00	  -99.00	  -99.00	  93.00	  3.50	  28.00
14232500	  84.00	  38.10	  4130.00	  0.15	  0.15	  76.00	  -99.00	  -99.00	  84.00	  3.50	  23.00
14233400	  30.00	  62.60	  3760.00	  0.20	  0.20	  86.00	  -99.00	  -99.00	  86.00	  4.00	  24.00
14245000	  49.00	  28.80	  1390.00	  0.08	  0.08	  99.00	  -99.00	  -99.00	  69.00	  3.50	  31.00
14251500	  55.40	  14.20	  930.00	  0.00	  0.00	  91.70	  -99.00	  5.60	  96.90	  5.00	  34.00
14301000	  6.40	  104.00	  1180.00	  0.01	  0.01	  80.10	  -99.00	  4.70	  82.10	  3.80	  30.00
14301500	  50.40	  32.30	  1640.00	  0.00	  0.00	  12.10	  -99.00	  5.60	  102.50	  5.50	  29.00
14303600	  45.00	  39.70	  1300.00	  0.12	  0.12	  95.00	  -99.00	  5.40	  110.00	  5.80	  31.00
14306400	  25.00	  19.50	  900.00	  0.03	  0.03	  96.50	  -99.00	  4.70	  100.00	  4.50	  30.00
14306500	  21.90	  45.00	  1150.00	  0.03	  0.03	  73.90	  -99.00	  5.00	  93.40	  5.00	  31.00
14307620	  -99.00	  -99.00	  -99.00	  -99.00	  -99.00	  -99.00	  -99.00	  -99.00	  -99.00	  -99.00	  -99.00
14307700	  27.50	  21.80	  3567.00	  0.00	  0.00	  97.50	  -99.00	  5.20	  49.00	  3.10	  30.00
14308000	  87.10	  39.80	  3130.00	  0.09	  0.09	  98.00	  -99.00	  5.30	  45.00	  3.10	  31.00
14316700	  60.70	  24.20	  2639.00	  0.02	  0.02	  99.00	  -99.00	  4.10	  57.00	  3.50	  30.00
14318000	  139.00	  23.90	  2586.00	  0.10	  0.10	  89.50	  -99.00	  4.90	  51.00	  3.50	  32.50
14321000	  8.15	  170.00	  2480.00	  0.25	  0.25	  85.90	  -99.00	  4.10	  47.00	  3.30	  32.00
14325000	  82.00	  36.60	  2200.00	  0.06	  0.06	  95.10	  -99.00	  5.00	  77.00	  5.00	  35.00
14328000	  59.10	  44.70	  4900.00	  0.08	  0.08	  96.60	  -99.00	  5.30	  54.00	  3.40	  23.00
14338000	  121.00	  20.50	  3100.00	  0.00	  0.00	  98.60	  -99.00	  3.50	  39.00	  3.30	  28.00
14359000	  30.30	  92.30	  3560.00	  0.16	  0.16	  84.98	  -99.00	  3.60	  35.00	  2.90	  25.00
14362000	  166.10	  17.50	  4278.00	  0.09	  0.09	  94.41	  -99.00	  2.10	  35.00	  3.50	  27.00
14377000	  112.00	  26.90	  2930.00	  0.04	  0.04	  87.00	  -99.00	  3.20	  66.00	  4.80	  29.00
14377100	  -99.00	  -99.00	  -99.00	  -99.00	  -99.00	  -99.00	  -99.00	  -99.00	  -99.00	  -99.00	  -99.00
14400000	  -99.00	  -99.00	  -99.00	  -99.00	  -99.00	  -99.00	  -99.00	  -99.00	  -99.00	  -99.00	  -99.00
15022000	  85.70	  18.80	  2400.00	  1.00	  1.00	  40.00	  9.00	  -99.00	  175.00	  7.00	  26.00
15024800	  11.60	  369.00	  4310.00	  3.00	  1.00	  42.00	  10.00	  -99.00	  40.00	  1.00	  14.00
15052500	  291.50	  18.30	  3260.00	  3.00	  3.00	  8.00	  66.00	  -99.00	  180.00	  2.50	  24.00
15072000	  40.60	  16.30	  1300.00	  15.00	  14.00	  72.00	  0.00	  -99.00	  180.00	  7.00	  28.00
15098000	  93.80	  12.10	  2000.00	  9.00	  9.00	  60.00	  14.00	  -99.00	  180.00	  7.00	  27.00
15106980	  150.00	  8.30	  950.00	  0.00	  0.00	  88.00	  0.00	  -99.00	  100.00	  7.00	  26.00
15208000	  71.00	  46.00	  3600.00	  4.00	  4.00	  27.00	  11.00	  -99.00	  30.00	  2.00	  -2.00
15212000	  14.40	  178.00	  3620.00	  5.00	  3.00	  22.00	  17.00	  -99.00	  25.00	  2.00	  -4.00
15216000	  219.00	  11.00	  2000.00	  0.00	  0.00	  29.00	  27.00	  -99.00	  160.00	  7.00	  16.00
15258000	  26.80	  60.00	  2650.00	  5.00	  5.00	  13.00	  10.00	  -99.00	  70.00	  5.00	  10.00
15266300	  10.70	  118.00	  1750.00	  5.00	  5.00	  29.00	  11.00	  -99.00	  50.00	  3.00	  8.00
15290000	  187.00	  14.90	  3700.00	  0.00	  0.00	  16.00	  5.00	  -99.00	  50.00	  1.50	  4.00
15292000	  10.20	  189.00	  3420.00	  1.00	  1.00	  7.00	  5.00	  -99.00	  30.00	  2.00	  -4.00
15292700	  35.00	  90.30	  3630.00	  0.00	  0.00	  25.00	  7.00	  -99.00	  35.00	  2.50	  -2.00
15294300	  30.60	  98.00	  2810.00	  5.00	  5.00	  34.00	  11.00	  -99.00	  45.00	  2.00	  -5.00
15294350	  11.00	  289.00	  3200.00	  2.00	  2.00	  21.00	  11.00	  -99.00	  35.00	  1.80	  0.00
15296000	  31.20	  23.00	  1830.00	  2.00	  2.00	  13.00	  0.00	  -99.00	  75.00	  3.00	  21.00
15300000	  5.70	  106.00	  2160.00	  8.00	  6.00	  46.00	  8.00	  -99.00	  40.00	  3.00	  8.00
15302000	  12.50	  76.00	  1100.00	  16.00	  14.00	  14.00	  0.00	  -99.00	  60.00	  3.00	  4.00
15302500	  3.12	  199.00	  988.00	  9.00	  4.00	  36.00	  1.00	  -99.00	  30.00	  1.50	  8.00
15304000	  1.14	  456.00	  1480.00	  3.00	  3.00	  44.00	  1.00	  -99.00	  22.00	  1.50	  -12.00
15356000	  2.40	  690.00	  3340.00	  1.00	  1.00	  78.00	  3.00	  -99.00	  12.00	  1.00	  -11.00
15476000	  8.93	  230.00	  3860.00	  4.00	  2.00	  45.00	  7.00	  -99.00	  18.00	  1.50	  -22.00
15484000	  19.40	  124.00	  2520.00	  2.00	  0.00	  59.00	  0.00	  -99.00	  15.00	  1.60	  -19.00
15514000	  12.60	  119.00	  1770.00	  2.00	  2.00	  80.00	  0.00	  -99.00	  15.00	  1.30	  -18.00
15515500	  4.12	  489.00	  3920.00	  6.00	  4.00	  56.00	  6.00	  -99.00	  16.00	  1.40	  -18.00
15564900	  18.80	  262.00	  2200.00	  4.00	  1.00	  36.00	  0.00	  -99.00	  16.00	  1.50	  -17.00
15565447	  1.35	  1838.00	  2337.00	  6.00	  4.00	  57.00	  1.00	  -99.00	  16.00	  1.10	  -14.00
15744500	  2.40	  282.00	  1450.00	  1.00	  1.00	  32.00	  0.00	  -99.00	  25.00	  1.40	  -16.00
15798700	  13.00	  2.50	  40.00	  29.00	  22.00	  0.00	  0.00	  -99.00	  8.00	  0.50	  -23.00
15896000	  12.00	  180.00	  900.00	  3.00	  2.00	  0.00	  0.00	  -99.00	  9.00	  0.70	  -18.00
16010000	  -99.00	  6.41	  3845.00	  42.00	  -99.00	  58.00	  -99.00	  -99.00	  132.00	  8.50	  -99.00
16019000	  -99.00	  4.35	  4355.00	  69.00	  -99.00	  31.00	  -99.00	  -99.00	  146.00	  9.30	  -99.00
16068000	  -99.00	  4.30	  1390.00	  0.00	  -99.00	  100.00	  -99.00	  -99.00	  147.00	  9.40	  -99.00
16071500	  253.00	  1.90	  790.00	  0.00	  -99.00	  100.00	  -99.00	  -99.00	  105.00	  8.90	  -99.00
16097500	  -99.00	  2.41	  1110.00	  8.00	  -99.00	  82.00	  -99.00	  -99.00	  139.00	  9.10	  -99.00
16108000	  -99.00	  6.95	  3210.00	  27.00	  -99.00	  73.00	  -99.00	  -99.00	  274.00	  10.20	  -99.00
16117000	  -99.00	  1.40	  2890.00	  0.00	  -99.00	  99.00	  -99.00	  -99.00	  90.00	  7.70	  -99.00
16200000	  155.00	  4.84	  1750.00	  0.00	  -99.00	  100.00	  -99.00	  -99.00	  255.00	  10.00	  -99.00
16201000	  223.00	  3.00	  1700.00	  0.00	  -99.00	  100.00	  -99.00	  -99.00	  250.00	  10.00	  -99.00
16211600	  886.00	  2.45	  2160.00	  0.00	  -99.00	  90.00	  -99.00	  -99.00	  74.00	  5.30	  -99.00
16212800	  140.00	  8.51	  1620.00	  0.00	  -99.00	  96.00	  -99.00	  -99.00	  174.00	  8.50	  -99.00
16226000	  284.00	  4.82	  1410.00	  0.00	  -99.00	  100.00	  -99.00	  -99.00	  111.00	  7.70	  -99.00
16229000	  268.00	  2.65	  1180.00	  0.00	  -99.00	  98.00	  -99.00	  -99.00	  122.00	  7.00	  -99.00
16304200	  1037.00	  3.10	  1650.00	  0.00	  -99.00	  97.00	  -99.00	  -99.00	  199.00	  7.82	  -99.00
16330000	  154.00	  11.61	  1170.00	  0.00	  -99.00	  98.00	  -99.00	  -99.00	  106.00	  7.60	  -99.00
16345000	  112.00	  11.40	  1800.00	  0.00	  -99.00	  100.00	  -99.00	  -99.00	  185.00	  9.30	  -99.00
16400000	  -99.00	  5.26	  2270.00	  0.00	  -99.00	  100.00	  -99.00	  -99.00	  86.00	  7.00	  -99.00
16405000	  -99.00	  1.56	  2150.00	  0.00	  -99.00	  100.00	  -99.00	  -99.00	  95.00	  8.00	  -99.00
16416000	  -99.00	  1.10	  2430.00	  0.00	  -99.00	  100.00	  -99.00	  -99.00	  119.00	  7.40	  -99.00
16508000	  -99.00	  6.20	  4630.00	  0.00	  -99.00	  88.00	  -99.00	  -99.00	  257.00	  9.80	  -99.00
16515000	  -99.00	  2.40	  2490.00	  0.00	  -99.00	  100.00	  -99.00	  -99.00	  250.00	  12.00	  -99.00
16516000	  -99.00	  6.60	  4600.00	  0.00	  -99.00	  75.00	  -99.00	  -99.00	  223.00	  9.80	  -99.00
16517000	  -99.00	  6.50	  4340.00	  1.00	  -99.00	  83.00	  -99.00	  -99.00	  226.00	  9.90	  -99.00
16518000	  -99.00	  6.80	  4795.00	  0.00	  -99.00	  81.00	  -99.00	  -99.00	  207.00	  9.70	  -99.00
16519000	  -99.00	  6.80	  4650.00	  0.00	  -99.00	  83.00	  -99.00	  -99.00	  190.00	  9.70	  -99.00
16520000	  -99.00	  2.45	  2115.00	  0.00	  -99.00	  100.00	  -99.00	  -99.00	  241.00	  12.00	  -99.00
16557000	  -99.00	  2.30	  1900.00	  0.00	  -99.00	  100.00	  -99.00	  -99.00	  204.00	  11.90	  -99.00
16565000	  -99.00	  3.80	  2125.00	  0.00	  -99.00	  100.00	  -99.00	  -99.00	  201.00	  11.70	  -99.00
16566000	  -99.00	  1.70	  1665.00	  0.00	  -99.00	  100.00	  -99.00	  -99.00	  180.00	  10.20	  -99.00
16577000	  -99.00	  6.10	  3170.00	  0.00	  -99.00	  100.00	  -99.00	  -99.00	  193.00	  10.70	  -99.00
16585000	  -99.00	  4.90	  2350.00	  0.00	  -99.00	  100.00	  -99.00	  -99.00	  165.00	  10.20	  -99.00
16586000	  -99.00	  2.70	  1815.00	  0.00	  -99.00	  100.00	  -99.00	  -99.00	  150.00	  10.10	  -99.00
16587000	  -99.00	  3.00	  1790.00	  0.00	  -99.00	  100.00	  -99.00	  -99.00	  175.00	  9.90	  -99.00
16618000	  -99.00	  5.70	  2285.00	  8.00	  -99.00	  92.00	  -99.00	  -99.00	  154.00	  8.20	  -99.00
16620000	  -99.00	  6.20	  3190.00	  1.00	  -99.00	  99.00	  -99.00	  -99.00	  236.00	  10.60	  -99.00
16700000	  -99.00	  17.90	  4960.00	  0.00	  -99.00	  93.00	  -99.00	  -99.00	  125.00	  7.80	  -99.00
16737000	  -99.00	  3.30	  3735.00	  0.00	  -99.00	  100.00	  -99.00	  -99.00	  166.00	  8.00	  -99.00
16757000	  -99.00	  2.00	  3870.00	  0.00	  -99.00	  100.00	  -99.00	  -99.00	  103.00	  6.40	  -99.00
16858000	  -99.00	  -99.00	  -99.00	  -99.00	  -99.00	  -99.00	  -99.00	  -99.00	  -99.00	  -99.00	  -99.00
16890600	  -99.00	  -99.00	  -99.00	  -99.00	  -99.00	  -99.00	  -99.00	  -99.00	  -99.00	  -99.00	  -99.00
16893100	  -99.00	  -99.00	  -99.00	  -99.00	  -99.00	  -99.00	  -99.00	  -99.00	  -99.00	  -99.00	  -99.00
16897900	  -99.00	  -99.00	  -99.00	  -99.00	  -99.00	  -99.00	  -99.00	  -99.00	  -99.00	  -99.00	  -99.00
16920500	  -99.00	  -99.00	  -99.00	  -99.00	  -99.00	  -99.00	  -99.00	  -99.00	  -99.00	  -99.00	  -99.00
50028000	  25.00	  17.50	  5.87	  1.00	  -99.00	  89.00	  -99.00	  -99.00	  79.70	  -99.00	  -99.00
50038100	  7.95	  -99.00	  4.59	  -99.00	  -99.00	  -99.00	  -99.00	  -99.00	  73.70	  -99.00	  -99.00
50055000	  9.82	  29.00	  2.59	  1.00	  -99.00	  16.00	  -99.00	  -99.00	  81.60	  -99.00	  -99.00
50063800	  -99.00	  -99.00	  -99.00	  -99.00	  -99.00	  -99.00	  -99.00	  -99.00	  148.00	  -99.00	  -99.00
50071000	  33.50	  14.30	  2.91	  1.00	  -99.00	  63.00	  -99.00	  -99.00	  106.00	  -99.00	  -99.00
50075000	  26.60	  24.00	  6.83	  1.00	  -99.00	  100.00	  -99.00	  -99.00	  194.00	  -99.00	  -99.00
50092000	  -99.00	  -99.00	  -99.00	  -99.00	  -99.00	  -99.00	  -99.00	  -99.00	  86.50	  -99.00	  -99.00
50112500	  -99.00	  -99.00	  560.00	  -99.00	  -99.00	  -99.00	  -99.00	  -99.00	  81.10	  -99.00	  -99.00
50115000	  -99.00	  -99.00	  576.00	  -99.00	  -99.00	  -99.00	  -99.00	  -99.00	  86.60	  -99.00	  -99.00
50138000	  -99.00	  -99.00	  -99.00	  -99.00	  -99.00	  -99.00	  -99.00	  -99.00	  72.90	  -99.00	  -99.00
50144000	  -99.00	  -99.00	  -99.00	  -99.00	  -99.00	  -99.00	  -99.00	  -99.00	  89.90	  -99.00	  -99.00
50147800	  -99.00	  -99.00	  -99.00	  -99.00	  -99.00	  -99.00	  -99.00	  -99.00	  93.40	  -99.00	  -99.00
50252000	  -99.00	  -99.00	  -99.00	  -99.00	  -99.00	  -99.00	  -99.00	  -99.00	  -99.00	  -99.00	  -99.00
50295000	  -99.00	  -99.00	  -99.00	  -99.00	  -99.00	  -99.00	  -99.00	  -99.00	  -99.00	  -99.00	  -99.00
50345000	  -99.00	  -99.00	  -99.00	  -99.00	  -99.00	  -99.00	  -99.00	  -99.00	  -99.00	  -99.00	  -99.00
