usgs_id	  10-85_slope_ftpmi	  upstream_len_mi	  elev_ft	  storage_pct	  lake_area_pct	  forest_pct	  glacier_pct	  infil_index	  mean_precip_in	  2yr_precip_in	  mean_min_jan_temp_f 
09508500	  16.20	  209.20	  5470.00	  0.20	  -99.00	  67.00	  -99.00	  2.45	  18.40	  2.10	  21.00
10015700	  183.00	  13.50	  8050.00	  2.00	  2.00	  33.00	  -99.00	  4.70	  14.00	  1.26	  4.00
10032000	  79.00	  25.20	  8270.00	  1.00	  1.00	  63.00	  -99.00	  5.20	  32.10	  1.46	  7.00
10093000	  205.00	  6.40	  6890.00	  0.00	  0.00	  30.00	  -99.00	  5.40	  24.10	  1.40	  4.00
10113500	  171.00	  18.00	  7150.00	  1.00	  1.00	  58.00	  -99.00	  11.00	  25.10	  1.51	  5.00
10128500	  96.90	  25.30	  9090.00	  1.00	  1.00	  79.00	  -99.00	  12.00	  32.10	  1.65	  4.00
10131000	  48.00	  37.50	  7540.00	  0.20	  0.20	  50.00	  -99.00	  -99.00	  22.00	  1.55	  6.00
10153800	  308.00	  10.40	  9550.00	  1.30	  1.30	  79.00	  -99.00	  -99.00	  33.00	  1.80	  3.00
10172200	  393.00	  4.70	  6800.00	  0.00	  0.00	  94.00	  -99.00	  15.00	  29.20	  1.87	  16.00
10172700	  101.00	  11.50	  7100.00	  0.00	  0.00	  8.00	  -99.00	  3.70	  14.80	  1.47	  12.00
10172870	  683.00	  5.60	  9100.00	  0.00	  0.00	  82.00	  -99.00	  4.00	  20.70	  1.57	  9.00
10174500	  39.40	  31.10	  8480.00	  0.60	  0.60	  74.00	  -99.00	  2.00	  22.50	  1.76	  8.00
10205030	  211.00	  13.90	  8720.00	  1.00	  1.00	  86.00	  -99.00	  -99.00	  25.30	  1.72	  7.00
10208500	  296.00	  8.00	  8560.00	  0.00	  0.00	  82.00	  -99.00	  -99.00	  24.00	  1.50	  9.00
10234500	  218.00	  18.00	  9280.00	  2.00	  2.00	  85.00	  -99.00	  8.00	  27.70	  1.85	  7.00
10244950	  369.00	  5.92	  8940.00	  0.00	  -99.00	  100.00	  -99.00	  -99.00	  17.40	  1.80	  13.00
10249300	  349.00	  6.12	  9130.00	  0.00	  -99.00	  100.00	  -99.00	  -99.00	  15.40	  1.60	  12.00
10249900	  307.00	  8.68	  9960.00	  0.00	  -99.00	  82.00	  -99.00	  -99.00	  17.50	  1.70	  14.00
10255810	  470.00	  9.40	  4600.00	  0.00	  -99.00	  84.00	  -99.00	  -99.00	  13.00	  1.70	  32.00
10258000	  878.00	  9.30	  6800.00	  0.00	  -99.00	  89.00	  -99.00	  -99.00	  24.00	  3.00	  32.00
10258500	  231.00	  20.80	  4500.00	  0.00	  -99.00	  44.00	  -99.00	  -99.00	  10.00	  1.90	  37.00
10259000	  857.00	  6.70	  4500.00	  0.00	  -99.00	  72.00	  -99.00	  -99.00	  14.00	  2.30	  38.00
10263500	  341.00	  6.70	  6000.00	  0.00	  -99.00	  95.00	  -99.00	  -99.00	  18.00	  4.50	  28.00
10296000	  63.00	  29.41	  8720.00	  0.73	  -99.00	  100.00	  -99.00	  -99.00	  35.00	  3.50	  13.00
10296500	  74.00	  39.77	  8240.00	  0.55	  -99.00	  100.00	  -99.00	  -99.00	  25.00	  3.00	  13.00
10301500	  32.00	  107.88	  7250.00	  0.36	  -99.00	  20.00	  -99.00	  -99.00	  8.00	  1.50	  18.00
10308200	  104.00	  30.80	  7990.00	  0.59	  -99.00	  100.00	  -99.00	  -99.00	  35.00	  3.50	  14.00
10310000	  102.00	  17.26	  8050.00	  0.38	  -99.00	  100.00	  -99.00	  -99.00	  16.00	  2.00	  18.00
10312000	  33.00	  92.28	  6870.00	  0.10	  -99.00	  32.00	  -99.00	  -99.00	  11.00	  1.00	  18.00
10316500	  270.00	  9.86	  9090.00	  0.25	  -99.00	  100.00	  -99.00	  -99.00	  21.00	  1.60	  14.00
10322500	  8.00	  152.00	  6450.00	  0.03	  -99.00	  9.00	  -99.00	  -99.00	  9.00	  1.00	  12.00
10325500	  120.00	  12.23	  8800.00	  0.00	  -99.00	  100.00	  -99.00	  -99.00	  19.00	  1.70	  11.00
10329500	  633.00	  23.67	  6190.00	  0.00	  -99.00	  21.00	  -99.00	  -99.00	  10.80	  1.20	  13.00
10336660	  201.00	  5.40	  7300.00	  0.00	  -99.00	  98.00	  -99.00	  -99.00	  68.00	  3.70	  20.00
10336780	  208.00	  10.00	  8000.00	  0.00	  -99.00	  95.00	  -99.00	  -99.00	  25.00	  2.50	  16.00
10343500	  381.00	  4.90	  7000.00	  0.00	  -99.00	  87.00	  -99.00	  -99.00	  45.00	  3.80	  16.00
10352500	  68.00	  27.31	  5875.00	  0.00	  -99.00	  0.00	  -99.00	  -99.00	  11.00	  1.10	  12.00
10353500	  29.00	  51.50	  5498.00	  0.00	  -99.00	  9.30	  -99.00	  -99.00	  9.26	  1.00	  12.00
10371500	  96.90	  22.00	  6110.00	  1.72	  1.72	  44.90	  -99.00	  5.60	  17.00	  1.40	  17.00
10384000	  33.30	  32.00	  6050.00	  0.09	  0.09	  82.86	  -99.00	  9.50	  18.00	  1.50	  17.00
10393500	  12.30	  65.00	  5200.00	  0.01	  0.01	  68.59	  -99.00	  5.80	  19.00	  1.30	  11.00
10396000	  97.80	  22.50	  6160.00	  0.10	  0.10	  10.66	  -99.00	  3.50	  14.00	  1.40	  13.00
11025500	  182.00	  20.20	  2500.00	  0.89	  -99.00	  29.00	  -99.00	  -99.00	  27.00	  2.80	  36.00
11042400	  99.20	  20.70	  2500.00	  80.00	  -99.00	  98.00	  -99.00	  -99.00	  17.00	  3.80	  36.00
11055801	  -99.00	  -99.00	  -99.00	  -99.00	  -99.00	  -99.00	  -99.00	  -99.00	  -99.00	  -99.00	  -99.00
11058500	  764.00	  5.30	  3500.00	  0.00	  -99.00	  100.00	  -99.00	  -99.00	  27.00	  4.50	  38.00
11063500	  366.00	  11.00	  4750.00	  0.00	  -99.00	  100.00	  -99.00	  -99.00	  19.00	  6.00	  32.00
11075800	  63.00	  8.00	  2400.00	  0.00	  -99.00	  100.00	  -99.00	  -99.00	  23.00	  2.50	  38.00
11098000	  235.00	  11.50	  2500.00	  0.00	  -99.00	  100.00	  -99.00	  -99.00	  28.00	  6.00	  42.00
11111500	  78.90	  17.80	  3700.00	  0.00	  -99.00	  93.00	  -99.00	  -99.00	  29.00	  3.50	  40.00
11113001	  -99.00	  -99.00	  -99.00	  -99.00	  -99.00	  -99.00	  -99.00	  -99.00	  -99.00	  -99.00	  -99.00
11117600	  405.60	  7.20	  1800.00	  0.00	  -99.00	  95.00	  -99.00	  -99.00	  26.00	  4.50	  40.00
11117800	  507.00	  5.40	  1800.00	  0.00	  -99.00	  95.00	  -99.00	  -99.00	  27.00	  3.70	  36.00
11124500	  176.00	  20.50	  2000.00	  0.00	  -99.00	  82.00	  -99.00	  -99.00	  27.00	  3.50	  38.00
11132500	  63.70	  14.00	  500.00	  0.00	  -99.00	  27.00	  -99.00	  -99.00	  22.00	  2.30	  42.00
11138500	  77.50	  42.60	  2500.00	  0.00	  -99.00	  93.00	  -99.00	  -99.00	  24.00	  2.80	  37.00
11141280	  113.00	  11.10	  -99.00	  0.00	  -99.00	  100.00	  -99.00	  -99.00	  21.00	  2.80	  -99.00
11143000	  159.00	  14.80	  1200.00	  0.02	  -99.00	  100.00	  -99.00	  -99.00	  51.00	  2.90	  41.00
11147070	  57.10	  11.20	  1100.00	  0.00	  -99.00	  70.00	  -99.00	  -99.00	  28.00	  3.20	  32.00
11149900	  48.00	  50.00	  1700.00	  5.00	  -99.00	  80.00	  -99.00	  -99.00	  18.00	  3.00	  34.00
11151300	  33.30	  40.00	  1300.00	  0.10	  -99.00	  40.00	  -99.00	  -99.00	  15.00	  1.80	  34.00
11152000	  72.20	  31.20	  1300.00	  0.01	  -99.00	  94.00	  -99.00	  -99.00	  34.00	  3.20	  40.00
11152540	  293.30	  10.00	  1200.00	  0.00	  -99.00	  30.00	  -99.00	  -99.00	  14.00	  1.60	  38.00
11160000	  121.30	  17.00	  750.00	  0.02	  -99.00	  94.00	  -99.00	  -99.00	  39.00	  4.10	  38.00
11160020	  450.00	  4.20	  1400.00	  0.00	  -99.00	  99.00	  -99.00	  -99.00	  49.00	  5.10	  -99.00
11160300	  185.10	  6.70	  1000.00	  0.00	  -99.00	  90.00	  -99.00	  -99.00	  44.00	  4.60	  36.00
11160500	  40.80	  20.60	  650.00	  0.02	  -99.00	  96.00	  -99.00	  -99.00	  48.00	  5.00	  36.00
11162500	  46.00	  20.60	  700.00	  0.04	  -99.00	  94.00	  -99.00	  -99.00	  43.00	  4.50	  36.00
11176400	  22.20	  30.00	  1800.00	  0.00	  -99.00	  50.00	  -99.00	  -99.00	  30.00	  3.00	  36.00
11182500	  102.00	  5.70	  800.00	  0.00	  -99.00	  15.00	  -99.00	  -99.00	  23.00	  2.30	  36.00
11186001	  -99.00	  -99.00	  -99.00	  -99.00	  -99.00	  -99.00	  -99.00	  -99.00	  -99.00	  -99.00	  -99.00
11187000	  78.40	  85.00	  7500.00	  0.00	  -99.00	  95.00	  -99.00	  -99.00	  30.00	  3.50	  28.00
11189500	  73.50	  75.00	  6200.00	  0.00	  -99.00	  87.00	  -99.00	  -99.00	  22.00	  1.70	  20.00
11200800	  -99.00	  -99.00	  -99.00	  -99.00	  -99.00	  -99.00	  -99.00	  -99.00	  -99.00	  -99.00	  -99.00
11202001	  -99.00	  -99.00	  -99.00	  -99.00	  -99.00	  -99.00	  -99.00	  -99.00	  -99.00	  -99.00	  -99.00
11206501	  -99.00	  -99.00	  -99.00	  -99.00	  -99.00	  -99.00	  -99.00	  -99.00	  -99.00	  -99.00	  -99.00
11208001	  -99.00	  -99.00	  -99.00	  -99.00	  -99.00	  -99.00	  -99.00	  -99.00	  -99.00	  -99.00	  -99.00
11209900	  294.30	  29.00	  -99.00	  -99.00	  -99.00	  -99.00	  -99.00	  -99.00	  42.00	  -99.00	  -99.00
11210100	  320.00	  25.00	  5000.00	  0.10	  -99.00	  95.00	  -99.00	  -99.00	  40.00	  1.00	  36.00
11210500	  260.00	  32.80	  6260.00	  0.16	  -99.00	  87.00	  -99.00	  -99.00	  39.00	  5.00	  36.00
11213500	  202.00	  52.50	  5800.00	  0.58	  -99.00	  58.00	  -99.00	  -99.00	  41.00	  5.00	  20.00
11215000	  192.60	  21.00	  7500.00	  0.60	  -99.00	  74.00	  -99.00	  -99.00	  48.00	  3.40	  20.00
11221700	  141.00	  31.20	  2000.00	  0.00	  -99.00	  97.00	  -99.00	  -99.00	  26.00	  2.50	  28.00
11222000	  111.00	  78.70	  7760.00	  0.41	  -99.00	  73.00	  -99.00	  -99.00	  38.00	  4.00	  28.00
11224500	  78.80	  18.30	  1800.00	  0.01	  -99.00	  69.00	  -99.00	  -99.00	  16.00	  2.10	  36.00
11226500	  190.40	  25.20	  7000.00	  1.47	  -99.00	  77.00	  -99.00	  -99.00	  46.00	  2.60	  12.00
11230500	  325.40	  14.30	  9000.00	  2.50	  -99.00	  49.00	  -99.00	  -99.00	  35.00	  2.70	  11.00
11237500	  247.00	  7.70	  7600.00	  1.00	  -99.00	  96.00	  -99.00	  -99.00	  50.00	  3.50	  24.00
11253310	  -99.00	  -99.00	  -99.00	  -99.00	  -99.00	  -99.00	  -99.00	  -99.00	  -99.00	  -99.00	  -99.00
11264500	  144.00	  19.80	  9000.00	  0.83	  -99.00	  66.00	  -99.00	  -99.00	  54.00	  3.50	  14.00
11266500	  235.00	  28.60	  8800.00	  0.87	  -99.00	  70.00	  -99.00	  -99.00	  53.00	  3.80	  14.00
11274500	  43.00	  31.00	  1000.00	  0.00	  -99.00	  80.00	  -99.00	  -99.00	  16.00	  2.20	  37.00
11281000	  242.20	  24.50	  5200.00	  0.00	  -99.00	  97.00	  -99.00	  -99.00	  48.00	  4.20	  25.00
11282000	  215.90	  29.70	  5600.00	  0.00	  -99.00	  93.00	  -99.00	  -99.00	  47.00	  4.00	  25.00
11283500	  172.70	  33.00	  4800.00	  0.10	  -99.00	  95.00	  -99.00	  -99.00	  30.00	  3.00	  36.00
11292500	  217.10	  17.20	  7000.00	  0.00	  -99.00	  61.00	  -99.00	  -99.00	  47.00	  2.80	  24.00
11293500	  172.00	  9.30	  7200.00	  0.00	  -99.00	  90.00	  -99.00	  -99.00	  60.00	  3.60	  22.00
11294000	  96.60	  13.80	  7000.00	  10.00	  -99.00	  88.00	  -99.00	  -99.00	  60.00	  3.60	  22.00
11315000	  228.00	  10.50	  4100.00	  1.00	  -99.00	  98.00	  -99.00	  -99.00	  60.00	  4.00	  38.00
11316800	  208.80	  15.20	  4200.00	  0.00	  -99.00	  98.00	  -99.00	  -99.00	  45.00	  4.00	  32.00
11342000	  82.70	  49.50	  4380.00	  0.23	  -99.00	  93.00	  -99.00	  -99.00	  62.00	  5.50	  26.00
11355500	  206.20	  19.40	  6140.00	  0.00	  -99.00	  91.00	  -99.00	  -99.00	  43.00	  3.50	  20.00
11367500	  102.00	  34.60	  4800.00	  0.00	  -99.00	  82.00	  -99.00	  -99.00	  55.00	  4.00	  22.00
11368000	  146.70	  50.00	  4500.00	  0.00	  -99.00	  95.00	  -99.00	  -99.00	  75.00	  8.00	  24.00
11371000	  103.00	  28.20	  2700.00	  0.00	  -99.00	  99.00	  -99.00	  -99.00	  58.00	  3.60	  34.00
11372000	  62.50	  48.70	  2000.00	  0.00	  -99.00	  99.00	  -99.00	  -99.00	  56.00	  3.50	  36.00
11379500	  170.00	  19.60	  2000.00	  0.00	  -99.00	  92.00	  -99.00	  -99.00	  36.00	  2.80	  34.00
11381500	  115.00	  50.90	  4310.00	  0.07	  -99.00	  90.00	  -99.00	  -99.00	  43.00	  3.80	  36.00
11382000	  126.00	  36.50	  4760.00	  0.00	  -99.00	  98.00	  -99.00	  -99.00	  35.00	  2.80	  34.00
11383500	  104.00	  54.60	  2700.00	  0.09	  -99.00	  98.00	  -99.00	  -99.00	  47.00	  5.50	  37.00
11384000	  139.00	  31.60	  3500.00	  0.01	  -99.00	  97.00	  -99.00	  -99.00	  63.00	  5.00	  34.00
11400000	  85.10	  16.70	  4800.00	  0.01	  -99.00	  95.00	  -99.00	  -99.00	  54.00	  5.00	  24.00
11401500	  54.00	  58.00	  5000.00	  0.00	  -99.00	  80.00	  -99.00	  -99.00	  30.00	  2.50	  37.00
11402000	  83.00	  20.60	  4000.00	  0.16	  -99.00	  86.00	  -99.00	  -99.00	  68.00	  4.00	  36.00
11402500	  64.00	  25.00	  3500.00	  0.10	  -99.00	  75.00	  -99.00	  -99.00	  40.00	  4.00	  36.00
11403000	  47.00	  80.00	  4100.00	  0.08	  -99.00	  82.00	  -99.00	  -99.00	  37.00	  5.00	  20.00
11409300	  156.00	  16.00	  -99.00	  0.00	  -99.00	  100.00	  -99.00	  -99.00	  64.00	  6.20	  -99.00
11413000	  168.00	  32.00	  5720.00	  0.16	  -99.00	  97.00	  -99.00	  -99.00	  60.00	  4.50	  24.00
11414000	  68.40	  15.60	  6200.00	  1.00	  -99.00	  90.00	  -99.00	  -99.00	  63.00	  5.00	  16.00
11425500	  -99.00	  -99.00	  -99.00	  -99.00	  -99.00	  -99.00	  -99.00	  -99.00	  -99.00	  -99.00	  -99.00
11427000	  101.00	  59.40	  3900.00	  0.00	  -99.00	  90.00	  -99.00	  -99.00	  62.00	  5.00	  37.00
11427700	  142.00	  5.00	  6000.00	  1.00	  -99.00	  100.00	  -99.00	  -99.00	  70.00	  5.00	  16.00
11431800	  142.50	  8.40	  -99.00	  -99.00	  -99.00	  -99.00	  -99.00	  -99.00	  60.00	  -99.00	  -99.00
11441500	  208.00	  15.30	  6500.00	  1.02	  -99.00	  81.00	  -99.00	  -99.00	  58.00	  4.20	  18.00
11449500	  66.70	  20.00	  2000.00	  0.00	  -99.00	  95.00	  -99.00	  -99.00	  45.00	  5.00	  32.00
11451100	  -99.00	  -99.00	  -99.00	  -99.00	  -99.00	  -99.00	  -99.00	  -99.00	  -99.00	  -99.00	  -99.00
11456000	  45.66	  19.40	  500.00	  0.23	  -99.00	  79.00	  -99.00	  -99.00	  48.00	  3.30	  34.00
11461000	  82.10	  16.40	  900.00	  2.80	  -99.00	  86.00	  -99.00	  -99.00	  45.00	  3.60	  34.00
11465200	  28.70	  30.70	  500.00	  0.00	  -99.00	  75.00	  -99.00	  -99.00	  55.00	  4.50	  36.00
11468000	  23.60	  56.60	  500.00	  0.00	  -99.00	  93.00	  -99.00	  -99.00	  50.00	  5.00	  40.00
11468500	  19.79	  26.20	  750.00	  0.03	  -99.00	  100.00	  -99.00	  -99.00	  55.00	  4.60	  40.00
11469000	  18.75	  59.70	  750.00	  0.00	  -99.00	  95.00	  -99.00	  -99.00	  82.00	  4.50	  42.00
11472200	  24.00	  29.50	  1200.00	  0.01	  -99.00	  82.00	  -99.00	  -99.00	  62.00	  5.00	  32.00
11473900	  -99.00	  -99.00	  -99.00	  -99.00	  -99.00	  -99.00	  -99.00	  -99.00	  -99.00	  -99.00	  -99.00
11475560	  420.00	  5.00	  2800.00	  0.00	  -99.00	  100.00	  -99.00	  -99.00	  80.00	  4.30	  -99.00
11475800	  38.10	  35.00	  1600.00	  0.00	  -99.00	  95.00	  -99.00	  -99.00	  70.00	  7.00	  36.00
11476500	  22.30	  77.50	  1000.00	  0.02	  -99.00	  97.00	  -99.00	  -99.00	  73.00	  5.00	  36.00
11476600	  146.00	  9.50	  900.00	  0.00	  -99.00	  95.00	  -99.00	  -99.00	  60.00	  7.00	  40.00
11477000	  13.48	  173.20	  1200.00	  0.49	  -99.00	  92.00	  -99.00	  -99.00	  64.00	  4.50	  40.00
11478500	  62.00	  47.60	  1800.00	  0.00	  -99.00	  95.00	  -99.00	  -99.00	  70.00	  4.50	  36.00
11481200	  139.30	  15.20	  500.00	  0.00	  -99.00	  94.00	  -99.00	  -99.00	  55.00	  4.00	  37.00
11481500	  -99.00	  -99.00	  -99.00	  -99.00	  -99.00	  -99.00	  -99.00	  -99.00	  -99.00	  -99.00	  -99.00
11482500	  30.90	  61.40	  900.00	  0.02	  -99.00	  96.00	  -99.00	  -99.00	  68.00	  5.00	  37.00
11492200	  -99.00	  -99.00	  -99.00	  -99.00	  -99.00	  -99.00	  -99.00	  -99.00	  -99.00	  -99.00	  -99.00
11497500	  51.97	  37.20	  5490.00	  0.60	  0.60	  65.17	  -99.00	  9.60	  17.00	  1.50	  14.00
11501000	  4.90	  95.20	  5318.00	  1.48	  1.48	  64.83	  -99.00	  10.90	  20.00	  1.60	  13.00
11519500	  65.20	  54.40	  3200.00	  0.18	  -99.00	  81.00	  -99.00	  -99.00	  35.00	  3.00	  24.00
11521500	  121.00	  15.10	  2500.00	  0.10	  -99.00	  95.00	  -99.00	  -99.00	  75.00	  5.00	  28.00
11522500	  70.00	  55.50	  2000.00	  0.23	  -99.00	  96.00	  -99.00	  -99.00	  59.00	  5.00	  32.00
11523200	  202.90	  23.00	  4000.00	  0.00	  -99.00	  93.00	  -99.00	  -99.00	  60.00	  3.80	  26.00
11525500	  39.20	  54.40	  2600.00	  0.23	  -99.00	  94.00	  -99.00	  -99.00	  61.00	  4.00	  32.00
11528700	  31.10	  60.00	  2600.00	  0.00	  -99.00	  90.00	  -99.00	  -99.00	  60.00	  4.50	  30.00
11530000	  18.10	  154.00	  1500.00	  0.00	  -99.00	  99.00	  -99.00	  -99.00	  56.00	  4.00	  34.00
11532500	  83.70	  39.50	  1500.00	  0.02	  -99.00	  100.00	  -99.00	  -99.00	  101.00	  6.00	  38.00
12010000	  42.00	  20.50	  910.00	  0.00	  0.00	  77.00	  -99.00	  -99.00	  109.00	  4.00	  30.00
12013500	  16.00	  27.30	  641.00	  0.00	  0.00	  84.00	  -99.00	  -99.00	  87.00	  4.00	  30.00
12020000	  44.00	  26.00	  1000.00	  0.00	  0.00	  90.00	  -99.00	  -99.00	  91.00	  4.00	  32.00
12027500	  13.00	  67.90	  800.00	  0.03	  0.03	  80.00	  -99.00	  -99.00	  63.00	  3.00	  32.00
12035000	  14.00	  28.00	  500.00	  0.24	  0.24	  93.00	  -99.00	  -99.00	  128.00	  5.00	  29.00
12039300	  238.00	  12.60	  3410.00	  0.03	  0.08	  98.00	  -99.00	  -99.00	  200.00	  8.00	  24.00
12039500	  64.00	  36.50	  2700.00	  2.08	  5.49	  92.00	  -99.00	  -99.00	  186.00	  6.50	  26.00
12040500	  31.00	  48.70	  1700.00	  0.00	  0.00	  89.00	  -99.00	  -99.00	  152.00	  6.50	  28.00
12048000	  196.00	  22.40	  4500.00	  0.06	  0.06	  83.00	  -99.00	  -99.00	  62.00	  3.50	  26.00
12054000	  150.00	  19.70	  4700.00	  0.30	  0.29	  95.00	  -99.00	  -99.00	  113.00	  3.50	  26.00
12056500	  190.00	  13.90	  3700.00	  0.17	  0.17	  92.00	  -99.00	  -99.00	  161.00	  6.00	  26.00
12134500	  87.00	  42.40	  3700.00	  0.73	  0.73	  85.00	  -99.00	  -99.00	  128.00	  4.50	  22.00
12144500	  72.00	  44.80	  3300.00	  1.23	  1.23	  76.00	  -99.00	  -99.00	  118.00	  3.00	  25.00
12186000	  125.00	  24.50	  3700.00	  0.13	  0.13	  81.00	  -99.00	  -99.00	  139.00	  4.50	  21.00
12189500	  69.00	  54.90	  3900.00	  0.10	  0.10	  79.00	  -99.00	  -99.00	  125.00	  4.50	  21.00
12302055	  26.40	  66.40	  4100.00	  0.20	  -99.00	  92.00	  -99.00	  -99.00	  32.00	  1.70	  10.00
12303000	  -99.00	  -99.00	  -99.00	  -99.00	  -99.00	  -99.00	  -99.00	  -99.00	  -99.00	  -99.00	  -99.00
12303100	  636.00	  5.90	  5240.00	  0.27	  -99.00	  96.20	  -99.00	  -99.00	  67.00	  1.40	  12.00
12304500	  32.90	  65.00	  5050.00	  0.04	  0.04	  97.00	  -99.00	  7.50	  43.00	  1.70	  14.00
12305500	  152.00	  13.00	  4980.00	  0.00	  0.00	  100.00	  -99.00	  6.70	  40.00	  1.80	  16.00
12306500	  41.00	  55.00	  4870.00	  1.00	  1.00	  100.00	  -99.00	  6.00	  33.00	  1.10	  14.00
12307500	  21.00	  76.00	  4710.00	  1.00	  1.00	  100.00	  -99.00	  6.00	  28.00	  1.30	  14.00
12311000	  19.00	  14.00	  3400.00	  0.00	  0.00	  95.00	  -99.00	  6.00	  36.00	  1.40	  16.00
12316800	  288.00	  7.50	  4800.00	  0.00	  0.00	  95.00	  -99.00	  6.70	  22.00	  1.40	  15.00
12318500	  -99.00	  -99.00	  -99.00	  -99.00	  -99.00	  -99.00	  -99.00	  -99.00	  -99.00	  -99.00	  -99.00
12321500	  164.00	  18.80	  4650.00	  0.00	  0.00	  100.00	  -99.00	  6.70	  45.00	  2.00	  15.00
12322000	  6.00	  375.00	  4710.00	  0.00	  0.00	  95.00	  -99.00	  6.00	  35.00	  1.40	  13.00
12330000	  89.10	  13.50	  6980.00	  0.28	  0.28	  98.00	  -99.00	  7.20	  31.00	  1.60	  12.00
12332000	  78.90	  20.20	  7180.00	  0.46	  0.46	  93.30	  -99.00	  7.00	  35.00	  1.60	  8.00
12354500	  10.80	  264.20	  5460.00	  0.31	  0.31	  80.10	  -99.00	  6.40	  18.00	  1.60	  12.00
12355000	  31.70	  42.00	  6010.00	  0.01	  0.01	  97.70	  -99.00	  7.00	  55.00	  1.60	  3.00
12355500	  8.09	  99.00	  5120.00	  1.03	  1.03	  87.30	  -99.00	  7.00	  26.00	  1.70	  10.00
12358500	  11.70	  102.20	  5800.00	  1.20	  1.20	  84.70	  -99.00	  5.90	  59.00	  1.90	  12.00
12359800	  21.20	  82.20	  6090.00	  0.20	  -99.00	  89.20	  -99.00	  -99.00	  52.00	  2.00	  6.00
12370000	  36.30	  84.50	  5020.00	  1.85	  1.85	  89.80	  -99.00	  8.90	  23.00	  1.70	  14.00
12390700	  118.00	  21.50	  4410.00	  0.10	  0.10	  98.20	  -99.00	  7.50	  54.00	  2.10	  16.00
12392300	  132.00	  23.00	  4210.00	  0.00	  0.00	  100.00	  -99.00	  6.70	  46.00	  2.00	  16.00
12393500	  50.00	  47.00	  4230.00	  6.50	  6.50	  95.00	  -99.00	  6.20	  -99.00	  -99.00	  -99.00
12401500	  20.00	  125.40	  4560.00	  0.20	  0.20	  96.00	  -99.00	  -99.00	  27.00	  2.00	  13.00
12404500	  -99.00	  -99.00	  -99.00	  -99.00	  -99.00	  -99.00	  -99.00	  -99.00	  -99.00	  -99.00	  -99.00
12409000	  16.00	  71.30	  3000.00	  0.63	  0.63	  89.00	  -99.00	  -99.00	  21.00	  1.30	  16.00
12411000	  37.00	  42.00	  4120.00	  0.00	  0.00	  90.00	  -99.00	  6.70	  52.00	  2.20	  18.00
12413000	  24.00	  73.00	  3920.00	  0.00	  0.00	  95.00	  -99.00	  6.50	  51.00	  2.10	  18.00
12413500	  22.00	  78.00	  3900.00	  0.00	  0.00	  90.00	  -99.00	  6.60	  50.00	  2.10	  18.00
12414500	  64.00	  53.00	  4210.00	  0.00	  0.00	  95.00	  -99.00	  6.70	  51.00	  2.00	  15.00
12414900	  19.50	  26.00	  3740.00	  0.00	  -99.00	  97.00	  -99.00	  -99.00	  42.00	  2.10	  20.00
12415000	  19.00	  42.00	  3560.00	  0.00	  0.00	  95.00	  -99.00	  5.70	  40.00	  2.00	  20.00
12416000	  319.00	  6.90	  3580.00	  0.00	  0.00	  100.00	  -99.00	  6.70	  35.00	  1.50	  20.00
12422500	  -99.00	  -99.00	  -99.00	  -99.00	  -99.00	  -99.00	  -99.00	  -99.00	  -99.00	  -99.00	  -99.00
12424000	  12.50	  76.60	  2710.00	  0.04	  0.04	  78.00	  -99.00	  -99.00	  20.00	  1.50	  20.00
12427000	  63.00	  12.20	  2800.00	  1.33	  1.33	  91.00	  -99.00	  -99.00	  30.00	  19.00	  17.00
12431000	  13.00	  47.90	  2400.00	  0.54	  0.54	  60.00	  -99.00	  -99.00	  25.00	  1.50	  17.00
12442500	  21.00	  140.00	  5110.00	  0.22	  0.22	  85.00	  -99.00	  -99.00	  30.00	  2.50	  7.00
12445000	  -99.00	  -99.00	  -99.00	  -99.00	  -99.00	  -99.00	  -99.00	  -99.00	  -99.00	  -99.00	  -99.00
12447200	  -99.00	  -99.00	  -99.00	  -99.00	  -99.00	  -99.00	  -99.00	  -99.00	  -99.00	  -99.00	  -99.00
12447390	  292.00	  8.40	  6300.00	  0.12	  -99.00	  79.00	  -99.00	  -99.00	  35.00	  2.00	  8.00
12449500	  72.00	  58.80	  5180.00	  0.13	  0.13	  76.00	  -99.00	  -99.00	  35.00	  1.70	  9.00
12449950	  42.00	  92.10	  4780.00	  0.11	  -99.00	  78.00	  -99.00	  -99.00	  32.00	  1.70	  10.00
12451000	  137.00	  28.70	  5130.00	  0.31	  0.31	  83.00	  -99.00	  -99.00	  99.00	  2.80	  16.00
12452800	  91.00	  40.40	  5230.00	  0.10	  0.10	  91.00	  -99.00	  -99.00	  59.00	  2.00	  16.00
12454000	  89.00	  23.10	  4590.00	  0.07	  0.07	  51.00	  -99.00	  -99.00	  108.00	  3.50	  17.00
12455000	  46.00	  34.00	  4720.00	  2.29	  2.29	  64.00	  -99.00	  -99.00	  100.00	  3.50	  17.00
12457000	  26.00	  41.90	  4540.00	  1.06	  1.06	  76.00	  -99.00	  -99.00	  69.00	  3.10	  16.00
12458000	  81.00	  28.20	  5260.00	  0.48	  0.48	  85.00	  -99.00	  -99.00	  88.00	  3.30	  17.00
12459000	  25.00	  66.60	  4590.00	  0.93	  0.93	  80.00	  -99.00	  -99.00	  67.00	  2.80	  16.00
12462500	  26.50	  72.50	  3890.00	  1.13	  -99.00	  75.00	  -99.00	  -99.00	  60.00	  3.00	  18.00
