"wfo","lid","priority","observation pedts code","observation duration","observation last update","forecast pedts code","forecast duration","forecast last update"
"ABQ","ABIN5","1","HPIRG","6","2023-11-10 18:30:02","","",""
"ABQ","ABQN5","1","HGIRG","30","2023-11-10 18:30:02","HGIFF","26","2023-11-10 18:30:02"
"ABQ","ACMN5","1","HGIRG","30","2023-11-10 18:30:02","HGIFF","26","2022-08-28 11:45:03"
"ABQ","AICN5","1","HGIRG","30","2023-11-10 18:30:02","HGIFF","26","2023-06-14 11:45:02"
"ABQ","ANFN5","1","HGIRG","26","2023-11-10 18:30:02","","",""
"ABQ","ARCN5","1","HGIRG","30","2023-11-10 18:30:02","HGIFE","26","2023-11-10 18:30:02"
"ABQ","ARFN5","1","HGIRG","30","2023-11-10 18:30:02","HGIFE","26","2023-11-10 18:30:02"
"ABQ","ATCN5","1","HGIRG","30","2023-11-10 18:30:02","HGIFF","26","2022-07-05 17:45:02"
"ABQ","AZRN5","1","HGIRG","30","2023-11-10 18:30:02","","",""
"ABQ","BERN5","1","HPIRG","30","2023-11-10 18:30:02","","",""
"ABQ","BNDN5","1","HGIRG","30","2023-11-10 18:30:02","HGIFF","26","2022-10-03 11:45:02"
"ABQ","BWLN5","1","HPIRG","30","2023-11-10 18:30:02","","",""
"ABQ","CDRC2","1","HGIRG","30","2023-11-10 18:30:02","HGIFE","26","2023-11-10 18:30:02"
"ABQ","CERN5","1","HGIRG","30","2023-11-10 18:30:02","HGIFF","26","2019-06-30 11:45:02"
"ABQ","CGRN5","1","HPIRG","30","2023-11-10 18:30:02","","",""
"ABQ","CMMN5","1","HGIRG","30","2023-11-10 18:30:02","HGIFF","26","2021-08-06 05:30:02"
"ABQ","CMTN5","1","HGIRG","30","2023-11-10 18:30:02","HGIFF","26","2023-11-10 18:30:02"
"ABQ","CNCN5","1","HPIRG","30","2023-11-10 18:30:02","","",""
"ABQ","COCN5","1","HPIRG","30","2023-11-10 18:30:02","","",""
"ABQ","COLN5","1","HGIRG","30","2023-11-10 18:30:02","HGIFF","26","2017-10-11 11:45:02"
"ABQ","COSN5","1","HGIRG","30","2023-11-10 18:30:02","","",""
"ABQ","COTN5","1","HPIRG","30","2023-11-10 18:30:02","","",""
"ABQ","CTDN5","1","HGIRG","30","2023-11-10 18:30:02","HGIFF","26","2023-11-10 18:30:02"
"ABQ","DARN5","1","HGIRG","30","2023-11-10 18:30:02","HGIFF","26","2022-08-25 11:45:02"
"ABQ","DAWN5","1","HGIRG","30","2023-11-10 18:30:02","HGIFF","26","2022-08-02 11:45:02"
"ABQ","DIXN5","1","HGIRG","30","2023-11-10 18:30:02","HGIFF","26","2023-05-28 11:45:02"
"ABQ","EGLN5","1","HPIRG","30","2023-11-10 18:30:02","","",""
"ABQ","ELVN5","1","HPIRG","30","2023-11-10 18:30:02","","",""
"ABQ","EMBN5","1","HGIRG","30","2023-11-10 18:30:02","HGIFF","26","2023-06-07 17:45:02"
"ABQ","ESPN5","1","HGIRG","6","","HGIFZ","30",""
"ABQ","FRMN5","1","HGIRG","30","2023-11-10 18:30:02","HGIFE","26","2023-11-10 18:30:02"
"ABQ","GNTN5","1","HGIRG","26","2023-11-10 18:30:02","HGIFF","26",""
"ABQ","GOLN5","1","HGIRG","30","2023-11-10 18:30:02","HGIFF","26",""
"ABQ","GSFN5","1","HGIRZ","30","2023-11-10 18:30:02","HGIFE","26","2023-11-10 18:30:02"
"ABQ","GSFN5","2","HGIRG","30","2019-08-13 23:45:01","HGIFF","26",""
"ABQ","JECN5","1","HGIRG","30","2023-11-10 18:30:02","HGIFF","26",""
"ABQ","JEZN5","1","HGIRG","30","2023-11-10 18:30:02","HGIFF","26","2023-04-22 23:45:02"
"ABQ","LAKN5","1","HPIRG","30","2023-11-10 18:30:02","","",""
"ABQ","LATN5","1","HGIRG","30","2023-11-10 18:30:02","HGIFF","26","2022-08-31 17:45:02"
"ABQ","LCVN5","1","HGIRG","30","2023-11-10 18:30:02","HGIFF","26",""
"ABQ","LGNN5","1","HGIRG","30","2023-11-10 18:30:02","HGIFF","26",""
"ABQ","LKMN5","1","HPIRG","30","2023-11-10 18:30:02","","",""
"ABQ","LMDN5","1","HGIRG","30","2023-11-10 18:30:02","HGIFF","26","2023-05-28 11:45:02"
"ABQ","LPFN5","1","HGIRG","30","2023-11-10 18:30:02","HGIFE","26","2023-11-10 18:30:02"
"ABQ","LPRN5","1","HGIRG","30","2023-11-10 18:30:02","","",""
"ABQ","LPSC2","1","HGIRG","30","2023-11-10 18:30:02","HGIFE","26","2023-11-10 18:30:02"
"ABQ","MFGN5","1","HGIRG","30","2023-11-10 18:30:02","","",""
"ABQ","MTZN5","1","HGIRG","30","2023-11-10 18:30:02","HGIFF","26",""
"ABQ","NBFN5","1","HPIRG","30","2023-11-10 18:30:02","","",""
"ABQ","NVRN5","1","HPIRG","30","2023-11-10 18:30:02","","",""
"ABQ","OTWN5","1","HGIRG","30","2023-11-10 18:30:02","HGIFF","26","2023-06-05 11:45:02"
"ABQ","PCON5","1","HGIRG","30","2023-11-10 18:30:02","HGIFZ","24",""
"ABQ","PUEN5","1","HGIRG","30","2023-11-10 18:30:02","HGIFF","26","2017-10-11 17:45:02"
"ABQ","RCAN5","1","HGIRG","30","2023-11-10 18:30:02","HGIFF","26","2023-05-28 11:45:02"
"ABQ","RCEN5","1","HGIRG","30","2023-11-10 18:30:02","HGIFF","26","2023-05-28 11:45:02"
"ABQ","RGCN5","1","HGIRG","30","2023-11-10 18:30:02","HGIFF","26","2018-07-29 17:45:01"
"ABQ","RIPN5","1","HGIRG","30","2020-12-19 23:30:02","HGIFF","26","2022-09-28 23:30:02"
"ABQ","RRRN5","1","HPIRG","30","2023-11-10 18:30:02","","",""
"ABQ","RSFN5","1","HGIRG","30","2023-11-10 18:30:02","HGIFE","26","2023-11-10 18:30:02"
"ABQ","RUHN5","1","HGIRG","30","2023-11-10 18:30:02","","",""
"ABQ","RWRN5","1","HPIRG","30","2023-11-10 18:30:02","","",""
"ABQ","SDVN5","1","HGIRG","26","2023-11-10 18:30:02","","",""
"ABQ","SFMN5","1","HPIRG","30","2023-11-10 18:30:02","","",""
"ABQ","SFNN5","1","HPIRG","30","2023-11-10 18:30:02","","",""
"ABQ","SFPN5","1","HGIRG","30","2023-11-10 18:30:02","HGIFF","26","2023-06-12 23:45:02"
"ABQ","SHRN5","1","HGIRG","30","2023-11-10 18:30:02","HGIFE","26","2023-11-10 18:30:02"
"ABQ","SMFN5","1","HGIRG","30","2023-11-10 18:30:02","HGIFF","26","2019-07-15 11:45:02"
"ABQ","SNAN5","1","HGIRG","30","2023-11-10 18:30:02","HGIFF","26","2019-06-30 11:45:02"
"ABQ","SNCN5","1","HGIRG","30","2023-11-10 18:30:02","HGIFF","26",""
"ABQ","SPGN5","1","HGIRG","30","2014-06-26 05:15:02","","",""
"ABQ","SRLN5","1","HPIRG","30","2023-11-10 18:30:02","HPIFF","30",""
"ABQ","SRLN5","2","","","","HPIFZ","30",""
"ABQ","TBCN5","1","HGIRG","30","2023-11-10 18:30:02","HGIFF","26","2019-07-15 11:45:02"
"ABQ","TJBN5","1","HGIRG","30","2023-11-10 18:30:02","HGIFF","26","2019-07-15 11:45:02"
"ABQ","TRAN5","1","HPIRG","6","2023-11-10 18:30:02","","",""
"ABQ","TYLN5","1","HGIRG","30","2023-11-10 18:30:02","HGIFF","26",""
"ABQ","UTEN5","1","HPIRG","30","2023-11-10 18:30:02","","",""
"ABQ","WFGN5","1","HGIRG","30","2023-11-10 18:30:02","","",""
"ABQ","ZUIN5","1","HGIRG","30","2023-11-10 18:30:02","HGIFE","26","2023-11-10 18:30:02"
"ABR","AFCS2","1","HGIRG","30","2023-11-10 18:30:02","HGIFF","26","2019-04-28 11:45:01"
"ABR","AMCS2","1","HGIRG","30","2023-11-10 18:30:02","HGIFF","26","2019-04-28 11:45:01"
"ABR","ATNS2","1","HGIRG","30","2023-11-10 18:30:02","HGIFF","26","2023-08-30 11:45:02"
"ABR","BBDS2","1","HPIRX","12","2023-11-10 18:30:02","HPIFF","26",""
"ABR","BBDS2","2","HPIRZ","30","2022-10-21 16:15:02","","",""
"ABR","BCPS2","1","HGIRG","30","2014-06-26 05:15:02","HGIFF","26",""
"ABR","BGCS2","1","HGIRG","30","2023-11-10 18:30:02","HGIFF","26",""
"ABR","BITS2","1","HPIRZ","30","2014-06-26 05:15:02","HPIFF","26",""
"ABR","BLUS2","1","HPIRZ","30","2014-06-26 05:15:02","HPIFF","26",""
"ABR","BSLM5","1","HPIRZ","30","2023-11-10 18:30:02","HPIFF","26","2023-05-06 11:45:02"
"ABR","BSWS2","1","HGIRG","30","2023-11-10 18:30:02","HGIFF","26",""
"ABR","CCPS2","1","HGIRG","24","2023-11-10 18:30:02","","",""
"ABR","CMBS2","1","HGIRZ","30","2023-11-10 18:30:02","HGIFF","26","2023-08-31 11:45:02"
"ABR","CSWS2","1","HGIRG","30","2023-11-10 18:30:02","HGIFF","26","2023-05-18 23:45:02"
"ABR","DMTM5","1","HGIRG","6","2023-11-10 18:30:02","HGIFF","26",""
"ABR","DUMM5","1","HGIRG","6","2023-11-10 18:30:02","HGIFF","26",""
"ABR","ERFS2","1","HGIRG","30","2023-11-10 18:30:02","HGIFF","26",""
"ABR","FLOS2","1","HGIRG","30","2023-11-10 18:30:02","HGIFF","26",""
"ABR","FRMS2","1","HGIRG","30","2023-11-10 18:30:02","HGIFF","26",""
"ABR","FTPS2","1","HGIRG","30","2023-11-10 18:30:02","HGIFF","26","2020-08-24 11:45:02"
"ABR","FTPS2","2","HGIR2","30","2020-02-06 16:15:01","","",""
"ABR","GAVS2","1","HGIRG","6","2023-11-10 18:30:02","","",""
"ABR","GTHS2","1","HGIRG","6","2023-11-10 18:30:02","","",""
"ABR","HRMM5","1","HGIRG","6","2023-05-12 00:00:03","","",""
"ABR","ID8S2","1","HGIRZ","6","2023-08-18 23:45:02","HGIFF","26","2023-08-14 17:45:02"
"ABR","JSLS2","1","HGIRG","6","2023-11-10 18:30:02","HGIFF","26",""
"ABR","JSLS2","2","HGIR2","6","2023-08-25 15:45:02","","",""
"ABR","KAMS2","1","HGIRG","6","2023-11-10 18:30:02","HGIFF","26",""
"ABR","KMPS2","1","HPIRG","30","2023-11-10 18:30:02","HGIFF","26",""
"ABR","KMPS2","2","HGIRG","30","2019-04-25 15:30:01","","",""
"ABR","LFIS2","1","HGIRG","30","2023-11-10 18:30:02","HGIFF","26",""
"ABR","LIES2","1","HGIRG","30","2023-11-10 18:30:02","HGIFF","26","2021-06-16 11:45:01"
"ABR","LQGS2","1","HGIRG","6","2023-11-10 18:30:02","","",""
"ABR","MAPS2","1","HGIRG","30","2023-11-10 18:30:02","HGIFF","26",""
"ABR","MCBS2","1","HGIRG","24","2023-11-10 18:30:02","","",""
"ABR","MCKS2","1","HGIRG","24","2023-11-10 18:30:02","","",""
"ABR","MKCS2","1","HGIRG","6","2023-11-10 18:30:02","","",""
"ABR","MLWM5","1","HPIRG","30","2023-11-10 18:30:02","","",""
"ABR","MRPS2","1","HGIRG","6","2023-11-10 18:30:02","","",""
"ABR","MRPS2","2","HGIR2","6","","","",""
"ABR","MSKM5","1","HGIRG","24","2023-11-10 18:30:02","","",""
"ABR","MUSM5","1","HGIRG","6","2018-03-03 23:45:02","HGIFF","26",""
"ABR","MYBS2","1","HGIRG","24","2023-11-10 18:30:02","","",""
"ABR","NWMS2","1","HGIRG","24","2023-11-10 18:30:02","","",""
"ABR","ORDS2","1","HGIRG","30","2023-11-10 18:30:02","HGIFF","26","2022-05-15 11:45:02"
"ABR","ORTM5","1","HGIRG","30","2023-11-10 18:30:02","HGIFF","26",""
"ABR","PELS2","1","HLIRG","24","2023-11-10 18:30:02","","",""
"ABR","PIES2","1","HPIRX","12","2023-11-10 18:30:02","HPIFF","26",""
"ABR","PIES2","2","HPIRZ","30","2022-10-21 16:15:02","","",""
"ABR","PIRS2","1","HGIRG","30","2023-11-10 18:30:02","HGIFF","26",""
"ABR","PONS2","1","HLIRG","6","2023-11-10 18:30:02","HLIFF","26",""
"ABR","PVRS2","1","HGIRP","30","2023-11-10 18:30:02","HGIFF","26","2023-04-27 23:45:02"
"ABR","PVRS2","2","HGIRG","30","2023-04-12 23:45:02","","",""
"ABR","RAUS2","1","HGIRG","30","2023-11-10 18:30:02","HGIFF","26",""
"ABR","RFDS2","1","HGIRG","30","2023-11-10 18:30:02","HGIFF","26","2023-05-02 23:45:02"
"ABR","RVLS2","1","HGIRG","30","2023-11-10 18:30:02","HGIFF","26",""
"ABR","SFDS2","1","HGIRG","30","2023-11-10 18:30:02","HGIFF","26","2023-09-15 11:30:02"
"ABR","SNKS2","1","HGIRG","6","2023-11-10 18:30:02","HGIFF","26","2023-05-22 11:45:03"
"ABR","SNKS2","2","HGIRZ","30","2020-06-30 16:00:02","","",""
"ABR","SWMS2","1","HGIRG","24","2023-11-10 18:30:02","","",""
"ABR","TCTS2","1","HGIRG","24","2023-11-10 18:30:02","","",""
"ABR","TMCM5","1","HGIRG","6","2023-11-10 18:30:02","","",""
"ABR","TRAM5","1","HPIRG","30","2023-11-10 18:30:02","HPIFF","26",""
"ABR","WBSS2","1","HGIRG","30","2023-11-10 18:30:02","HGIFF","26","2023-04-29 23:45:03"
"ABR","WBWS2","1","HGIRG","30","2023-11-10 18:30:02","HGIFF","26","2023-05-03 11:45:02"
"ABR","WEAM5","1","HGIRG","30","2023-11-10 18:30:02","HGIFF","26",""
"ABR","WEAM5","2","HGIR2","30","2023-04-16 12:45:02","","",""
"ABR","WESS2","1","HGIRG","30","2023-11-10 18:30:02","HGIFF","26","2023-04-27 23:45:02"
"ABR","WHIS2","1","HGIRG","30","2023-11-10 18:30:02","HGIFF","26","2020-08-24 11:45:02"
"ABR","WHIS2","2","HGIR2","30","2018-01-02 18:15:01","","",""
"ABR","WHRM5","1","HTIRG","30","2023-11-10 18:30:02","HGIFF","26",""
"ABR","WHRM5","2","HGIRG","30","2022-08-17 15:45:02","","",""
"ABR","WKPS2","1","HGIRG","30","2023-11-10 18:30:02","HGIFF","26",""
"ABR","WTRS2","1","HGIRG","30","2023-11-10 18:30:02","HGIFF","26","2023-04-20 11:45:02"
"ABR","WWCS2","1","HGIRG","30","2023-11-10 18:30:02","HGIFF","26",""
"AKQ","AHLV2","1","HGIRG","30","2023-11-10 18:30:02","HGIFE","26",""
"AKQ","AHSN7","1","HGIRG","30","2023-11-10 18:30:02","HGIFE","26",""
"AKQ","ALKV2","1","HGIRG","6","2023-11-10 18:30:02","HGIFE","26",""
"AKQ","BBSM2","1","HGIRG","6","2023-11-10 18:30:02","HGIFE","26",""
"AKQ","BDCM2","1","HGIRG","6","2017-10-12 00:00:02","HGIFE","26",""
"AKQ","BFCV2","1","HGIRG","6","2023-11-10 18:30:02","HGIFE","26",""
"AKQ","BGCV2","1","HMIRZ","6","2023-11-10 18:30:02","HMIFE","6","2021-03-05 00:45:02"
"AKQ","BGCV2","2","HMIRG","6","2018-09-08 22:15:02","","",""
"AKQ","BISM2","1","HMIRG","2","2023-11-10 18:30:02","HMIFM","26","2023-11-10 18:30:02"
"AKQ","BISM2","2","HMIRP","2","2022-01-07 15:00:02","","",""
"AKQ","BKNV2","1","HMIRZ","12","2023-11-10 18:30:02","HMIFE","6","2022-08-14 10:45:02"
"AKQ","BLHV2","1","HGIRG","30","2023-11-10 18:30:02","HGIFF","26",""
"AKQ","BLIN7","1","HGIRR","6","2023-11-10 18:30:02","HMIFE","6",""
"AKQ","BLYV2","1","HMIRZ","12","2023-11-10 18:30:02","HMIFE","6",""
"AKQ","BREV2","1","HGIRZ","52","2018-04-03 00:00:02","HGIFE","26","2020-10-09 11:30:02"
"AKQ","BRTV2","1","HGIRG","6","2023-11-10 18:30:02","HGIFE","26",""
"AKQ","BUGV2","1","HGIRG","6","2023-11-10 18:30:02","HGIFE","26",""
"AKQ","BWLV2","1","HGIRG","30","2023-11-10 18:30:02","HGIFZ","26",""
"AKQ","CACV2","1","HGIRG","6","2023-11-10 18:30:02","HGIFE","26",""
"AKQ","CAMM2","1","HMIRG","4","2023-11-10 18:30:02","HMIFM","26","2023-11-10 18:30:02"
"AKQ","CAMM2","2","HMIRP","6","2021-04-22 18:30:02","","",""
"AKQ","CARV2","1","HGIRG","30","2023-11-10 18:30:02","HGIFF","26","2023-11-10 18:30:02"
"AKQ","CBBV2","1","HMIRP","6","2017-10-08 00:15:02","HMIFE","26","2022-08-24 05:45:02"
"AKQ","CBBV2","2","HMIRG","6","2016-10-06 11:45:02","","",""
"AKQ","CBRN7","1","HGIRR","6","2023-08-13 23:45:02","HMIFE","6",""
"AKQ","CCHV2","1","HMIRG","12","2023-11-10 18:30:02","HMIFM","26","2023-11-10 18:30:02"
"AKQ","CHBV2","1","HMIRG","6","2023-11-10 18:30:02","HMIFM","13","2023-11-10 18:30:02"
"AKQ","CHBV2","2","HMIRP","6","2021-04-19 15:00:02","","",""
"AKQ","CHIV2","1","HMIRG","6","2023-11-10 18:30:02","HMIFM","26","2023-11-10 18:30:02"
"AKQ","CKHV2","1","HGIRG","30","2023-11-10 18:30:02","HGIFF","26",""
"AKQ","CMCM2","1","HGIRG","6","2023-11-10 18:30:02","HGIFE","26",""
"AKQ","CPCV2","1","HMIRG","6","2022-10-12 23:45:02","HMIFE","6",""
"AKQ","CRSM2","1","HMIRG","6","2023-11-10 18:30:02","HMIFM","26","2023-11-10 18:30:02"
"AKQ","DECV2","1","HGIRG","6","2023-11-10 18:30:02","HGIFE","26",""
"AKQ","DGSV2","1","HGIRG","6","2023-11-10 18:30:02","HGIFE","26",""
"AKQ","DNDV2","1","HGIRG","30","2023-11-10 18:30:02","HGIFF","26",""
"AKQ","DOSV2","1","HGIRG","30","2021-04-14 23:45:02","HGIFF","26",""
"AKQ","DPCV2","1","HGIR2","6","2023-11-10 18:30:02","HGIFE","6",""
"AKQ","DPCV2","2","HGIRG","6","2020-11-27 01:45:02","","",""
"AKQ","DSMV2","1","HGIRG","6","2023-11-10 18:30:02","HGIFE","6",""
"AKQ","EBRV2","1","HMIRZ","6","2023-11-10 18:30:02","HMIFE","6",""
"AKQ","EBRV2","2","HMIRG","6","2018-09-11 17:30:02","","",""
"AKQ","ELZV2","1","HMIRZ","3","2023-11-10 18:30:02","HMIFM","26","2023-11-10 18:30:02"
"AKQ","ELZV2","2","HMIRG","3","2020-06-26 17:30:02","","",""
"AKQ","EMWN7","1","HMIRG","6","2023-11-10 18:30:02","HMIFE","6",""
"AKQ","EPOV2","1","HGIRG","30","2023-11-10 18:30:02","HGIFF","26","2023-11-10 18:30:02"
"AKQ","ERCV2","1","HMIRG","6","2022-10-10 23:45:02","HMIFE","6",""
"AKQ","EWPN7","1","HMIRG","6","2023-11-10 18:30:02","HMIFE","6",""
"AKQ","EZMV2","1","HMIRZ","6","2023-11-10 18:30:02","HMIFM","26","2023-11-10 18:30:02"
"AKQ","FKLV2","1","HGIRG","6","2023-11-10 18:30:02","HGIFF","26","2023-07-12 07:45:02"
"AKQ","FKNV2","1","HGIRG","30","2023-11-10 18:30:02","HGIFF","26","2023-09-29 11:30:03"
"AKQ","FNCV2","1","HGIRG","6","2023-11-10 18:30:02","HGIFE","26",""
"AKQ","FRMV2","1","HGIRG","30","2023-11-10 18:30:02","HGIFF","26","2023-11-10 18:30:02"
"AKQ","FTMV2","1","HMIRZ","6","2023-11-10 18:30:02","HMIFM","26","2023-11-10 18:30:02"
"AKQ","HAGV2","1","HMIRG","6","2022-10-20 23:45:02","HMIFE","6",""
"AKQ","HFDN7","1","HGIRR","6","2023-11-10 18:30:02","HMIFE","6",""
"AKQ","HMNV2","1","HMIRZ","6","2023-11-10 18:30:02","HMIFE","6","2021-03-05 00:45:02"
"AKQ","HRCV2","1","HGIRG","6","2023-11-10 18:30:02","HGIFE","26",""
"AKQ","HTFN7","1","HGIRR","6","2021-10-15 23:45:02","HGIFE","6",""
"AKQ","HWRV2","1","HGIRG","6","2023-11-10 18:30:02","HGIFE","26",""
"AKQ","IWBM2","1","HMIRG","6","2023-11-10 18:30:02","","",""
"AKQ","JRKV2","1","HGIRG","6","2023-11-10 18:30:02","HGIFE","26",""
"AKQ","JSFV2","1","HMIRG","6","2023-11-10 18:30:02","HMIFM","26","2023-11-10 18:30:02"
"AKQ","JYCN7","1","HGIRG","6","2023-11-10 18:30:02","HGIFE","6",""
"AKQ","KERV2","1","HPIRG","30","2023-11-10 18:30:02","HPIFZ","26",""
"AKQ","KPTV2","1","HMIRG","4","2023-11-10 18:30:02","HMIFM","26","2023-11-10 18:30:02"
"AKQ","KPTV2","2","HMIRP","6","2023-02-27 22:15:02","","",""
"AKQ","LAWV2","1","HGIRG","30","2023-11-10 18:30:02","HGIFF","26","2023-09-28 23:30:02"
"AKQ","LHNV2","1","HMIRZ","12","2023-11-10 18:30:02","HMIFM","26","2023-11-10 18:30:02"
"AKQ","LHNV2","2","HMIRG","6","2019-11-26 20:00:02","HMIFE","6",""
"AKQ","LKDV2","1","HGIRG","6","2023-11-10 18:30:02","HGIFE","6",""
"AKQ","LNBV2","1","HGIRG","30","2023-11-10 18:30:02","HGIFE","26",""
"AKQ","LONV2","1","HMIRZ","6","2023-11-10 18:30:02","HMIFE","6","2021-03-05 00:45:02"
"AKQ","LONV2","2","HMIRG","6","2018-09-11 17:30:02","","",""
"AKQ","LRBV2","1","HMIRZ","30","2023-11-10 18:30:02","HMIFE","6","2021-03-05 00:45:02"
"AKQ","LRBV2","2","","","","HMIFM","26",""
"AKQ","LTCV2","1","HMIRZ","6","2023-11-10 18:30:02","HMIFE","6",""
"AKQ","LTCV2","2","HMIRG","6","2018-09-11 17:30:02","","",""
"AKQ","LTTV2","1","HGIRG","6","2023-11-10 18:30:02","HGIFE","26",""
"AKQ","LWTV2","1","HMIRG","6","2023-11-10 18:30:02","HMIFM","26","2023-11-10 18:30:02"
"AKQ","LWTV2","2","HMIRP","6","2022-07-21 08:30:02","","",""
"AKQ","MACN7","1","HGIRR","6","2023-11-10 18:30:02","HGIFE","6",""
"AKQ","MINN7","1","HMIRG","6","2023-11-10 18:30:02","HMIFE","6",""
"AKQ","MJBV2","1","HMIRG","12","2019-06-09 00:00:02","HMIFE","26","2022-08-14 10:45:02"
"AKQ","MKNV2","1","HGIRZ","6","2023-11-10 18:30:02","HGIFE","26",""
"AKQ","MKNV2","2","HGIRG","2","2023-06-09 15:45:02","","",""
"AKQ","MNBM2","1","HGIRG","6","2023-11-10 18:30:02","HGIFE","26",""
"AKQ","MNBV2","1","HGIRG","6","2023-11-10 18:30:02","HGIFE","26",""
"AKQ","MNPV2","1","HMIRG","6","2023-11-10 18:30:02","HMIFM","26","2023-11-10 18:30:02"
"AKQ","MNPV2","2","HMIRP","6","2023-10-03 12:30:02","","",""
"AKQ","MTCV2","1","HGIRG","30","2023-11-10 18:30:02","HGIFF","40","2023-11-10 18:30:02"
"AKQ","MTXV2","1","HGIRG","30","2023-11-10 18:30:02","HGIFF","26","2023-11-10 18:30:02"
"AKQ","NLRV2","1","HMIRZ","30","2023-11-10 18:30:02","HMIFE","6","2021-03-05 00:45:02"
"AKQ","NLRV2","2","HMIRG","30","2018-09-11 17:30:02","","",""
"AKQ","NMCV2","1","HMIRZ","30","2023-11-10 18:30:02","HMIFM","26",""
"AKQ","NMDV2","1","HMIRZ","6","2023-11-10 18:30:02","HMIFM","26","2022-08-14 10:45:02"
"AKQ","NMWV2","1","HMIRG","6","2019-11-27 23:45:02","HMIFE","6",""
"AKQ","NSWM2","1","HGIRG","6","2023-11-10 18:30:02","HGIFE","26",""
"AKQ","NSWV2","1","HMIRZ","6","2023-11-10 18:30:02","HMIFM","26","2023-11-10 18:30:02"
"AKQ","NWRV2","1","HMIRZ","30","2023-11-10 18:30:02","","",""
"AKQ","OBCN7","1","HGIRG","6","2023-11-10 18:30:02","HGIFE","26",""
"AKQ","OCCN7","1","HGIRR","6","2023-11-10 18:30:02","HGIFE","6",""
"AKQ","OCIM2","1","HMIRG","4","2023-11-10 18:30:02","HMIFM","26","2023-11-10 18:30:02"
"AKQ","OCIM2","2","HMIRP","6","2023-07-11 21:45:02","","",""
"AKQ","PAMV2","1","HGIRG","30","2023-11-10 18:30:02","HGIFE","26",""
"AKQ","PARV2","1","HGIRG","30","2023-11-10 18:30:02","HGIFE","26",""
"AKQ","PCKV2","1","HGIRG","6","2023-11-10 18:30:02","HGIFE","26",""
"AKQ","POTN7","1","HGIRG","30","2023-11-10 18:30:02","HGIFE","26",""
"AKQ","PSQN7","1","HGIRG","30","2023-11-10 18:30:02","HGIFE","26",""
"AKQ","PTHN7","1","HGIRG","6","2022-04-28 23:30:02","HGIFE","6",""
"AKQ","PYAV2","1","HGIRG","30","2023-11-10 18:30:02","HGIFF","26","2023-11-10 18:30:02"
"AKQ","RAWV2","1","HGIRG","30","2023-11-10 18:30:02","HGIFF","26","2023-09-28 23:30:02"
"AKQ","RICV2","1","HGIRG","30","2023-11-10 18:30:02","HGIFF","26","2023-11-10 18:30:02"
"AKQ","RMDV2","1","HGIRG","30","2023-11-10 18:30:02","HGIFF","26","2023-11-10 18:30:02"
"AKQ","RVDV2","1","HGIRG","6","2023-11-10 18:30:02","HGIFE","26",""
"AKQ","SAXV2","1","HMIRZ","6","2023-11-10 18:30:02","HMIFM","26","2023-11-10 18:30:02"
"AKQ","SDLV2","1","HGIRG","6","2023-11-10 18:30:02","HGIFE","26",""
"AKQ","SEBV2","1","HGIRG","30","2023-11-10 18:30:02","HGIFF","26","2023-11-10 18:30:02"
"AKQ","SLGN7","1","HGIRR","6","2023-11-10 18:30:02","HMIFE","6",""
"AKQ","SMLN7","1","HGIRG","6","2023-11-10 18:30:02","HGIFE","6",""
"AKQ","SNDN7","1","HGIRG","6","2023-11-10 18:30:02","HMIFE","6",""
"AKQ","SNKV2","1","HGIRG","6","2023-11-10 18:30:02","HGIFE","26",""
"AKQ","SOHV2","1","HGIRG","6","2023-11-10 18:30:02","HGIFE","26",""
"AKQ","SRPM2","1","HMIRG","12","2023-11-10 18:30:02","HMIFE","12",""
"AKQ","STYV2","1","HGIRG","30","2023-11-10 18:30:02","HGIFF","26","2023-09-30 11:30:02"
"AKQ","SWPV2","1","HMIRG","4","2023-11-10 18:30:02","HMIFM","26","2023-11-10 18:30:02"
"AKQ","SWPV2","2","HMIRP","6","2023-02-27 22:15:02","","",""
"AKQ","THAV2","1","HMIRZ","6","2023-11-10 18:30:02","HMIFE","6","2021-03-05 00:45:02"
"AKQ","THAV2","2","HMIRG","6","2018-09-11 17:30:02","","",""
"AKQ","TLCN7","1","HGIRR","6","2023-11-10 18:30:02","HMIFE","6",""
"AKQ","TPPV2","1","HGIRG","6","2023-11-10 18:30:02","HGIFE","26",""
"AKQ","WAHV2","1","HMIRG","4","2023-11-10 18:30:02","HMIFM","26","2023-11-10 18:30:02"
"AKQ","WAHV2","2","HMIRP","6","2018-09-04 23:45:01","","",""
"AKQ","WCKV2","1","HMIRG","6","2022-10-20 23:45:02","HMIFE","6",""
"AKQ","WDVN7","1","HMIRG","12","2023-11-10 18:30:02","HMIFE","12",""
"AKQ","WLRM2","1","HGIRG","30","2023-11-10 18:30:02","HGIFZ","26",""
"AKQ","WNCV2","1","HMIRZ","6","2023-11-10 18:30:02","HMIFE","6",""
"AKQ","WNDN7","1","HGIRG","30","2023-11-10 18:30:02","HGIFF","26","2023-09-30 11:30:02"
"AKQ","WNDV2","1","HMIRG","4","2023-09-21 12:00:04","HMIFM","26","2023-11-10 18:30:02"
"AKQ","WNDV2","2","HMIRP","6","2023-11-10 18:30:02","","",""
"AKQ","WNRN7","1","HGIRR","6","2023-11-10 18:30:02","HGIFE","6",""
