OBJ_STATUS_,OBJ_IDENTIF,NAME,MIN_X_AXIS_,MAX_X_AXIS_,MIN_Y_AXIS_,MAX_Y_AXIS_,RFC,HUC,CWA,FCST_GP,CH5_ID,TYPE,DESCRIPTION,ATTRIBUTE,NUMBER_ZONE,ZONE_1_MIN_,ZONE_2_MIN_,ZONE_3_MIN_,ZONE_4_MIN_,ZONE_5_MIN_,ZONE_6_MIN_,ZONE_1_SHEF,ZONE_2_SHEF,ZONE_3_SHEF,ZONE_4_SHEF,ZONE_5_SHEF,ZONE_6_SHEF
"0","579",OAWU1,-111.2600095275,-110.8896620972,40.6724287545,40.8481310934,CBRFC,"16020101",slc,weber,OAWU1,f,WEBER - OAKLEY- NR,,"3","0","2590","3048","0","0","0",OAWU1HLF,OAWU1HMF,OAWU1HUF,,,
"0","580",OCEU1,-112.0845933061,-111.7014124154,38.1505670611,38.7058128952,CBRFC,"16030002",slc,sevier,OCEU1,d,OTTER CK - OTTER CREEK RES- ANTIMONY- NR,,"3","0","2590","3048","0","0","0",OCEU1HLH,OCEU1HMH,OCEU1HUH,,,
"0","581",OGHU1,-111.7055249845,-111.5441430416,41.2240163579,41.4278410234,CBRFC,"16020102",slc,weber,OGHU1,f,SF OGDEN - HUNTSVILLE- NR,,"3","0","2133","2438","0","0","0",OGHU1LLF,OGHU1LMF,OGHU1LUF,,,
"0","583",OHOC2,-107.2075251298,-106.8853605988,38.5876445832,38.8385221542,CBRFC,"14020002",gjt,gun,OHOC2,d,OHIO CK - MOUTH- ABV,,"3","0","2895","3352","0","0","0",OHOC2HLF,OHOC2HMF,OHOC2HUF,,,
"0","584",ONRI1,-111.9789708765,-111.5508941518,42.2665579226,42.6671781618,CBRFC,"16010202",slc,bear,ONRI1,d,ONEIDA NARROWS RESERVOIR,,"3","0","1676","2133","0","0","0",ONRI1LLF,ONRI1LMF,ONRI1LUF,,,
"0","586",ORWA3,-110.8314352361,-109.8330499250,35.5795515414,36.4807962206,CBRFC,"15020012",fgz,litcol,ORWA3,d,ORAIBI WASH - TOLANI LAKE- NR- ORAIBI- N,,"3","0","1828","2133","0","0","0",ORWA3HLH,ORWA3HMH,ORWA3HUH,,,
"0","588",PCCC2,-108.2676091150,-107.5210147411,39.0295188586,39.3810363486,CBRFC,"14010005",gjt,colpal,PCCC2,f,PLATEAU CK - CAMEO- NR,,"3","2133","2590","3048","0","0","0",PCCC2LLF,PCCC2LMF,PCCC2LUF,,,
"0","590",PCON2,-114.3136007420,-114.1990613296,37.3520724919,37.4897722148,CBRFC,"15010013",vef,mudlv,PCON2,d,PINE CANYON DAM-CALIENTE 16SE,,"2","0","1828","0","0","0","0",PCON2HLH,PCON2HUH,,,,
"0","591",PIDC2,-107.4766318201,-106.9800820601,37.0859039642,37.6408721349,CBRFC,"14080102",gjt,sanjuan,PIDC2,d,PIEDRA - ARBOLES- NR,,"3","2133","2590","3200","0","0","0",PIDC2HLF,PIDC2HMF,PIDC2HUF,,,
"0","592",PINU1,-111.9759342894,-111.6066714856,41.1806036025,41.4335304098,CBRFC,"16020102",slc,weber,PINU1,d,OGDEN - PINEVIEW RES- OGDEN- NR,,"3","0","2133","2438","0","0","0",PINU1LLF,PINU1LMF,PINU1LUF,,,
"0","593",PIUU1,-112.3801686280,-112.0819702330,38.0589733614,38.3368247436,CBRFC,"16030001",slc,sevier,PIUU1,d,SEVIER - PIUTE RES- MARYSVILLE-NR,,"3","0","2133","2590","0","0","0",PIUU1LLH,PIUU1LMH,PIUU1LUH,,,
"0","594",PIXW4,-111.5143236327,-110.5983307080,41.2248710401,42.0622733599,CBRFC,"16010102",slc,bear,PIXW4,d,BEAR - PIXLEY DAM- BLO- COKEVILLE- NR,,"2","0","2194","0","0","0","0",PIXW4LLF,PIXW4LUF,,,,
"0","597",PLFA3,-112.3287301247,-111.5866924641,36.7158435429,37.7390515333,CBRFC,"14070007",fgz,billpar,PLFA3,d,PARIA - LEES FERRY,,"3","0","1676","2133","0","0","0",PLFA3HLH,PLFA3HMH,PLFA3HUH,,,
"0","600",PMUU1,-111.6658509229,-111.4381777776,40.2692105620,40.5473159489,CBRFC,"16020203",slc,provo,PMUU1,d,PROVO - PAST MURDOCK DAM,,"3","0","2133","2590","0","0","0",PMUU1LLF,PMUU1LMF,PMUU1LUF,,,
"0","601",PNLA3,-110.9612808887,-110.7350937744,33.2693402641,33.6003237062,CBRFC,"15060103",slc,salt,PNLA3,d,PINAL CK - INSPIRATION DAM- GLOBE- NR,,"2","0","1219","0","0","0","0",PNLA3HLH,PNLA3HUH,,,,
"0","602",PNRU1,-111.7585059872,-111.5006003753,41.4056824503,41.5432946895,CBRFC,"16010203",slc,bear,PNRU1,f,PORCUPINE RESERVOIR,,"2","0","2133","0","0","0","0",PNRU1HLF,PNRU1HUF,,,,
"0","603",PNTA3,-110.6791771738,-110.4068040251,31.8123020979,32.1194973007,CBRFC,"15050302",twc,santacrz,PNTA3,d,PANTANO WASH - VAIL- NR,,"2","0","1219","0","0","0","0",PNTA3LLH,PNTA3LUH,,,,
"0","605",POLA3,-110.5635161238,-109.8089018927,35.6284029883,36.3521446913,CBRFC,"15020013",fgz,litcol,POLA3,d,POLACCA WASH - SECOND MESA- NR,,"3","0","1828","2133","0","0","0",POLA3HLH,POLA3HMH,POLA3HUH,,,
"0","613",PORU1,-111.3093188906,-111.2544202825,39.5469018933,39.5713566594,CBRFC,"14060009",slc,sanrafdd,PORU1,d,ROLFSON RESERVOIR,,"1","0","0","0","0","0","0",PORU1HLF,,,,,
"0","614",PPPU1,-111.6991646934,-111.5406278187,40.2339971081,40.3340143155,CBRFC,"16020203",slc,provo,PPPU1,f,PROVO - PROVO,,"3","0","2133","2590","0","0","0",PPPU1LLF,PPPU1LMF,PPPU1LUF,,,
"0","615",PRHU1,-111.1239385258,-110.6826192719,39.6856250917,39.8972605994,CBRFC,"14060007",slc,duchpr,PRHU1,d,PRICE - HEINER- NR,,"2","0","2590","0","0","0","0",PRHU1LLF,PRHU1LUF,,,,
"0","617",PRKA3,-113.0359647477,-112.3783092096,32.5776892584,33.2888861499,CBRFC,"15070201",fgz,logila,PRKA3,d,GILA - PAINTED ROCK DAM,,"1","0","0","0","0","0","0",PRKA3RLH,,,,,
"0","618",PRLU1,-111.7996135102,-111.6947800028,40.7065322972,40.7606709171,CBRFC,"16020204",slc,sixcks,PRLU1,f,PARLEYS CK - SALT LAKE CITY- NR,,"2","0","2133","0","0","0","0",PRLU1LLF,PRLU1LUF,,,,
"0","619",PRSC2,-107.6920188427,-107.2355138326,38.9430069899,39.2572389399,CBRFC,"14020004",gjt,gun,PRSC2,d,MUDDY CK - PAONIA RES- BARDINE- NR,,"3","0","2438","2895","0","0","0",PRSC2HLF,PRSC2HMF,PRSC2HUF,,,
"0","621",PRZU1,-111.9371595441,-111.6673766020,41.3685304933,41.6050363541,CBRFC,"16010203",slc,bear,PRZU1,f,LITTLE BEAR - PARADISE,,"3","0","1676","2133","0","0","0",PRZU1LLF,PRZU1LMF,PRZU1LUF,,,
"0","622",PSBC2,-106.6079200300,-106.2920909246,39.6670655105,39.8249834879,CBRFC,"14010001",gjt,colpal,PSBC2,d,PINEY - STATE BRIDGE- NR,,"3","0","2895","3352","0","0","0",PSBC2HLF,PSBC2HMF,PSBC2HUF,,,
"0","623",PSPC2,-107.0832563974,-106.6417632532,37.2621097905,37.5707198362,CBRFC,"14080101",gjt,sanjuan,PSPC2,f,SAN JUAN - PAGOSA SPRINGS,,"3","0","2895","3352","0","0","0",PSPC2HLF,PSPC2HMF,PSPC2HUF,,,
"0","625",PUCA3,-109.5237570006,-108.1346872472,35.1158296364,36.0674248515,CBRFC,"15020007",fgz,litcol,PUCA3,f,PUERCO - CHAMBERS- NR,,"3","0","2133","2438","0","0","0",PUCA3HLH,PUCA3HMH,PUCA3HUH,,,
"0","627",PVHU1,-111.3919849404,-111.1551263207,40.4772697445,40.6310926337,CBRFC,"16020203",slc,provo,PVHU1,d,PROVO - HAILSTONE- NR,,"2","0","2286","0","0","0","0",PVHU1LLF,PVHU1LUF,,,,
"0","628",PWBA3,-110.8349584863,-110.6150887034,31.9740558817,32.2207311151,CBRFC,"15050302",twc,santacrz,PWBA3,d,PANTANO WASH - BROADWAY BLVD,,"3","0","914","1066","0","0","0",PWBA3LLH,PWBA3LMH,PWBA3LUH,,,
"0","629",RBCU1,-111.8129917470,-111.7415832416,40.7705026439,40.8243463893,CBRFC,"16020204",slc,sixcks,RBCU1,d,RED BUTTE CK - FT DOUGLAS- AT- SALT LAKE CITY- NR,,"1","0","0","0","0","0","0",RBCU1HLF,,,,,
"0","630",RBPC2,-106.8159100419,-106.6636332648,37.1397265090,37.3408523220,CBRFC,"14080101",gjt,sanjuan,RBPC2,d,RIO BLANCO - PAGOSA SPRINGS- NR- BLANCO DAM- BLO,,"3","0","2895","3352","0","0","0",RBPC2HLF,RBPC2HMF,RBPC2HUF,,,
"0","631",RBRU1,-111.8456106831,-111.8036000786,40.7469419444,40.7882816595,CBRFC,"16020204",slc,sixcks,RBRU1,f,RED BUTTE CK - 1600 E- NR- SALT LAKE CITY- NR,,"1","0","0","0","0","0","0",RBRU1LLF,,,,,
"0","632",RBSC2,-107.8272427964,-107.6673759858,38.1721809126,38.2385112056,CBRFC,"14020006",gjt,gun,RBSC2,d,UNCOMPAHGRE - RIDGWAY RES,,"1","0","0","0","0","0","0",RBSC2LLF,,,,,
"0","633",RCYA3,-109.4790144561,-109.2555312509,31.6772759227,31.8461562604,CBRFC,"15080301",gjt,whvam,RCYA3,d,WHITEWATER DRAW,,"3","0","1828","2133","0","0","0",RCYA3HLH,RCYA3HMH,RCYA3HUH,,,
"0","634",RCYC2,-107.3809122117,-106.9862820338,38.9850694130,39.2414535733,CBRFC,"14010004",gjt,colpal,RCYC2,f,CRYSTAL - REDSTONE- NR- AVALANCHE CK- ABV,,"3","0","2895","3352","0","0","0",RCYC2HLF,RCYC2HMF,RCYC2HUF,,,
"0","635",RERC2,-106.3998761422,-106.1488086254,39.3499921749,39.5096250188,CBRFC,"14010003",gjt,colpal,RERC2,d,EAGLE - REDCLIFF,,"2","0","3352","0","0","0","0",RERC2HLF,RERC2HUF,,,,
"0","636",RFRU1,-109.6734994761,-109.4520230658,40.5859785262,40.8155672911,CBRFC,"14060002",slc,duchpr,RFRU1,d,BIG BRUSH CK - RED FLEET RES- VERNAL- NR,,"2","0","2590","0","0","0","0",RFRU1HLF,RFRU1HUF,,,,
"0","637",RGRN5,-108.9572545478,-108.1624001823,32.5905437718,33.2720573151,CBRFC,"15040002",slc,upgila,RGRN5,f,GILA - REDROCK- NR,,"3","0","1524","1828","0","0","0",RGRN5LLH,RGRN5LMH,RGRN5LUH,,,
"0","638",RICA3,-111.0119800794,-110.8634275470,32.2208956283,32.3760127774,CBRFC,"15050302",twc,santacrz,RICA3,d,RILLITO CK - LA CHOLLA BLVD,,"1","0","0","0","0","0","0",RICA3LLH,,,,,
"0","639",RILA3,-110.9140495794,-110.8074962951,32.1429315943,32.3852106684,CBRFC,"15050302",twc,santacrz,RILA3,f,RILLITO CK - TUCSON- DODGE BLVD- AT,,"2","0","853","0","0","0","0",RILA3LLH,RILA3LUH,,,,
"0","640",RINA3,-110.6342085881,-110.5142452574,32.0707235582,32.2214706744,CBRFC,"15050302",twc,santacrz,RINA3,d,RINCON CK - TUCSON- NR,,"3","0","1524","2133","0","0","0",RINA3HLH,RINA3HMH,RINA3HUH,,,
"0","642",RKUU1,-111.4509647978,-111.0583674447,40.5870892309,40.8203871980,CBRFC,"16020101",slc,weber,RKUU1,d,WEBER - ROCKPORT RES- WANSHIP- NR,,"3","0","2133","2590","0","0","0",RKUU1LLF,RKUU1LMF,RKUU1LUF,,,
"0","643",ROKU1,-110.7135289677,-110.5634397962,40.4924004394,40.5962629198,CBRFC,"14060003",slc,duchpr,ROKU1,f,ROCK CK - MOUNTAIN HOME- NR,,"2","0","3200","0","0","0","0",ROKU1LLF,ROKU1LUF,,,,
"0","644",RRGC2,-107.9140374844,-107.6285168753,39.6136853494,39.8236287291,CBRFC,"14010005",gjt,colpal,RRGC2,d,RIFLE CK - RIFLE GAP RESERVOIR,,"2","0","2438","0","0","0","0",RRGC2HLF,RRGC2HUF,,,,
"0","645",RSFN5,-109.2223069687,-108.7263756669,33.7285869274,34.0277569310,CBRFC,"15040004",slc,upgila,RSFN5,f,SAN FRANCISCO - RESERVE- NR,,"2","0","2438","0","0","0","0",RSFN5HLH,RSFN5HUH,,,,
"0","646",RSVA3,-111.4526677161,-110.8718583149,33.3167458436,34.0948194896,CBRFC,"15060105",slc,salt,RSVA3,d,SALT - ROOSEVELT RESERVOIR- AT,,"3","0","914","1280","0","0","0",RSVA3LLH,RSVA3LMH,RSVA3LUH,,,
"0","648",RURC2,-106.8495537191,-106.5424919002,39.2817451873,39.4658458290,CBRFC,"14010004",gjt,colpal,RURC2,d,FRYING PAN - RUEDI RES- BASALT- NR,,"3","0","2895","3352","0","0","0",RURC2LLF,RURC2LMF,RURC2LUF,,,
"0","649",SAHN2,-115.2932893557,-115.0579172688,36.1151731597,36.2699154914,CBRFC,"15010015",vef,mudlv,SAHN2,d,LAS VEGAS WASH - SAHARA AVE,,"2","0","552","0","0","0","0",SAHN2LLH,SAHN2LUH,,,,
"0","650",SALU1,-111.7450269910,-111.6890686242,40.7226770625,40.7858702562,CBRFC,"16020204",slc,sixcks,SALU1,d,MOUNTAIN DELL DAM,,"1","0","0","0","0","0","0",SALU1LLF,,,,,
"0","652",SAPA3,-110.3950016409,-109.8619649643,31.2450275116,31.7151174752,CBRFC,"15050202",twc,sanpedro,SAPA3,f,SAN PEDRO - CHARLESTON,,"3","0","1341","1524","0","0","0",SAPA3LLH,SAPA3LMH,SAPA3LUH,,,
"0","654",SAYU1,-111.5875041893,-111.4407454450,38.9048362922,39.0786929622,CBRFC,"16030003",slc,sevier,SAYU1,d,SALINA CK - EMERY- NR,,"2","0","2590","0","0","0","0",SAYU1HLH,SAYU1HUH,,,,
"0","655",SBCA3,-110.8433213228,-110.7149424463,32.3164368985,32.4493937390,CBRFC,"15050302",twc,santacrz,SBCA3,d,SABINO CK - TUCSON- NR,,"3","0","1524","2133","0","0","0",SBCA3HLH,SBCA3HMH,SBCA3HUH,,,
"0","656",SCCA3,-111.2994958445,-110.7927934528,31.5037882775,31.9031740438,CBRFC,"15050301",twc,santacrz,SCCA3,f,SANTA CRUZ - CONTINENTAL,,"3","0","1066","1219","0","0","0",SCCA3LLH,SCCA3LMH,SCCA3LUH,,,
"0","657",SCCC2,-107.9237219491,-107.7702067143,38.9015500593,39.0798990057,CBRFC,"14020005",gjt,gun,SCCC2,f,SURFACE CK - CEDAREDGE,,"2","0","2895","0","0","0","0",SCCC2HLF,SCCC2HUF,,,,
"0","658",SCCN2,-115.0619072542,-114.9862429143,36.1595565593,36.2096404661,CBRFC,"15010015",vef,mudlv,SCCN2,d,SLOAN CHANNEL - CHARLESTON BLVD,,"1","0","0","0","0","0","0",SCCN2HLH,,,,,
"0","659",SCGU1,-113.9362873951,-113.3797961723,37.2784343775,37.5133151637,CBRFC,"15010008",slc,virgin,SCGU1,f,SANTA CLARA - GUNLOCK,,"3","0","1676","2133","0","0","0",SCGU1LLH,SCGU1LMH,SCGU1LUH,,,
"0","661",SCHC2,-106.9150211052,-106.7900425993,40.1803651373,40.3057718453,CBRFC,"14050001",gjt,whyam,SCHC2,d,YAMPA - STAGECOACH RES,,"1","0","0","0","0","0","0",SCHC2RLF,,,,,
"0","662",SCJU1,-111.5399424454,-111.4305882912,40.6008457818,40.7395446356,CBRFC,"16020101",slc,weber,SCJU1,f,SILVER CK - SLIVER CK JUNCTION- NR,,"3","0","2133","2438","0","0","0",SCJU1HLF,SCJU1HMF,SCJU1HUF,,,
"0","663",SCLA3,-110.7491247674,-110.4822484743,31.3551185840,31.5163821777,CBRFC,"15050301",twc,santacrz,SCLA3,d,SANTA CRUZ - LOCHIEL- NR,,"1","0","0","0","0","0","0",SCLA3HLH,,,,,
"0","664",SCNA3,-110.9249241959,-110.3449877052,31.0406241380,31.4784414697,CBRFC,"15050301",twc,santacrz,SCNA3,d,SANTA CRUZ - NOGALES- NR,,"2","0","1524","0","0","0","0",SCNA3LLH,SCNA3LUH,,,,
"0","666",SCPA3,-112.1347390143,-111.9751936696,33.7286115800,33.9670856134,CBRFC,"15070102",slc,aguafria,SCPA3,d,SKUNK CK - PHOENIX- NR,,"2","0","609","0","0","0","0",SCPA3HLH,SCPA3HUH,,,,
"0","667",SCSA3,-110.4704785111,-109.8001256740,34.2155856369,34.6861609055,CBRFC,"15020005",fgz,litcol,SCSA3,d,SILVER CK - SNOWFLAKE- NR,,"2","0","1828","0","0","0","0",SCSA3LLH,SCSA3LUH,,,,
"0","670",SCTA3,-111.3116214413,-111.0185491832,32.3291941991,32.5859032662,CBRFC,"15050303",twc,santacrz,SCTA3,f,SANTA CRUZ - TRICO RD- AT- MARANA- NR,,"3","0","670","853","0","0","0",SCTA3LLH,SCTA3LMH,SCTA3LUH,,,
"0","671",SEKU1,-112.7731526069,-112.1600023122,37.5902166223,38.2591762745,CBRFC,"16030001",slc,sevier,SEKU1,f,SEVIER - KINGSTON- NR,,"3","0","2133","2590","0","0","0",SEKU1LLH,SEKU1LMH,SEKU1LUH,,,
"0","673",SFCA3,-109.4067551123,-108.6627160545,32.9770446923,33.4017599345,CBRFC,"15040004",slc,upgila,SFCA3,f,SAN FRANCISCO - CLIFTON,,"3","0","1676","1981","0","0","0",SFCA3LLH,SFCA3LMH,SFCA3LUH,,,
"0","674",SFFA3,-112.1767353054,-111.8281311002,33.3348637871,33.5736704717,CBRFC,"15060106",slc,salt,SFFA3,f,SALT - 51ST AVE,,"2","0","350","0","0","0","0",SFFA3LLH,SFFA3LUH,,,,
"0","675",SFLC2,-107.7205783130,-107.3739020870,38.5878571356,38.7975254971,CBRFC,"14020002",gjt,gun,SFLC2,f,SMITH FK - NR LAZEAR,,"3","0","2438","2895","0","0","0",SFLC2LLF,SFLC2LMF,SFLC2LUF,,,
"0","676",SFRU1,-110.8144455851,-110.7063164172,40.5167926637,40.5928834282,CBRFC,"14060003",slc,duchpr,SFRU1,d,SOUTH FORK ROCK CK - DOCS DIV- BLO,,"2","0","3200","0","0","0","0",SFRU1HLF,SFRU1HUF,,,,
"0","677",SFSU1,-111.3113714450,-111.0922135976,39.6844023928,39.8960196636,CBRFC,"14060007",slc,duchpr,SFSU1,d,PRICE - SCOFIELD RES- SCOFIELD- NR,,"2","0","2590","0","0","0","0",SFSU1LLF,SFSU1LUF,,,,
"0","678",SGDU1,-112.4124495372,-111.8569080623,38.2487097042,38.9612185911,CBRFC,"16030003",slc,sevier,SGDU1,f,SEVIER - SIGURD- NR,,"3","0","2133","2590","0","0","0",SGDU1LLH,SGDU1LMH,SGDU1LUH,,,
"0","681",SHRN5,-109.0854295268,-107.3498237812,35.5578297432,36.9986601519,CBRFC,"14080105",gjt,sanjuan,SHRN5,f,SAN JUAN - SHIPROCK,,"3","0","1828","2133","0","0","0",SHRN5LLF,SHRN5LMF,SHRN5LUF,,,
"0","686",SJAC2,-107.5804928656,-107.4471071712,38.0534763931,38.2348932976,CBRFC,"14020002",gjt,gun,SJAC2,d,CIMARRON - SILVER JACK RES- CIMARRON- NR,,"2","0","3352","0","0","0","0",SJAC2HLF,SJAC2HUF,,,,
"0","687",SJCC2,-107.3208262136,-106.7000249143,36.7819427202,37.3818982491,CBRFC,"14080101",gjt,sanjuan,SJCC2,d,SAN JUAN - CARRACAS- NR,,"3","0","2286","2438","0","0","0",SJCC2LLF,SJCC2LMF,SJCC2LUF,,,
"0","688",SJFC2,-109.2949689136,-108.3768174420,36.4413923159,37.2843265977,CBRFC,"14080201",gjt,sanjuan,SJFC2,d,SAN JUAN - FOUR CORNERS,,"3","0","1828","2133","0","0","0",SJFC2LLF,SJFC2LMF,SJFC2LUF,,,
"0","690",SKEC2,-105.9547502870,-105.7759951348,39.5188017679,39.6732615067,CBRFC,"14010002",gjt,colkrem,SKEC2,f,SNAKE - MONTEZUMA- NR,,"2","0","3505","0","0","0","0",SKEC2HLF,SKEC2HUF,,,,
"0","691",SLAC2,-106.0417890932,-105.9195538465,39.6334359104,39.6989739846,CBRFC,"14010002",gjt,colkrem,SLAC2,f,STRAIGHT CK - LASKEY GULCH- BLO,,"2","0","3352","0","0","0","0",SLAC2HLF,SLAC2HUF,,,,
"0","692",SLCA3,-110.5601789101,-109.9326886071,33.5737596653,34.0753342148,CBRFC,"15060103",slc,salt,SLCA3,f,SALT - CHRYSOTILE- NR,,"2","0","1676","0","0","0","0",SLCA3LLH,SLCA3LUH,,,,
"0","697",SLFC2,-107.4539004347,-107.0647263173,40.7628973642,40.9903473761,CBRFC,"14050003",gjt,whyam,SLFC2,d,SLATER FORK - SLATER- NR,,"2","0","2590","0","0","0","0",SLFC2HLF,SLFC2HUF,,,,
"0","698",SLLA3,-109.9996299705,-109.7176455943,34.0982468607,34.2087975048,CBRFC,"15020005",fgz,litcol,SLLA3,d,SHOW LOW CK - LAKESIDE- NR,,"2","0","2133","0","0","0","0",SLLA3HLH,SLLA3HUH,,,,
"0","701",SLPA3,-111.9629697231,-111.6399332763,33.4004754179,33.5281288844,CBRFC,"15060106",slc,salt,SLPA3,f,SALT - PRIEST DRIVE,,"2","0","396","0","0","0","0",SLPA3LLH,SLPA3LUH,,,,
"0","703",SLRA3,-110.9421369204,-110.4647097125,33.5552898517,34.3395563155,CBRFC,"15060103",slc,salt,SLRA3,f,SALT - ROOSEVELT- NR,,"3","0","1219","1676","0","0","0",SLRA3LLH,SLRA3LMH,SLRA3LUH,,,
"0","704",SLRW4,-110.5036838846,-110.3686276382,40.7718904441,41.0542136537,CBRFC,"14040107",slc,green,SLRW4,d,EF SMITHS FORK - STATELINE RES- ROBERTSON-NR,,"2","0","3048","0","0","0","0",SLRW4HLF,SLRW4HUF,,,,
"0","705",SLVA3,-112.3967691215,-111.0225625157,31.9744023506,33.2326494214,CBRFC,"15050303",twc,santacrz,SLVA3,d,SANTA CRUZ - LAVEEN- NR,,"3","0","457","579","0","0","0",SLVA3LLH,SLVA3LMH,SLVA3LUH,,,
"0","708",SLVN2,-115.5428424449,-114.9846174484,35.8268918400,36.2883219454,CBRFC,,vef,mudlv,SLVN2,,,,"0","0","0","0","0","0","0",,,,,,
"0","710",SMBA3,-113.3891556316,-112.5508691641,34.2103798868,34.8276171431,CBRFC,"15030203",fgz,billpar,SMBA3,d,SANTA MARIA - BAGDAD- NR,,"3","0","1219","1524","0","0","0",SMBA3HLH,SMBA3HMH,SMBA3HUH,,,
"0","712",SMPC2,-108.1473766170,-107.7326290327,37.7733385127,38.1458244034,CBRFC,"14030003",gjt,dol,SMPC2,f,SAN MIGUEL - PLACERVILLE- NR,,"3","0","2895","3352","0","0","0",SMPC2HLF,SMPC2HMF,SMPC2HUF,,,
"0","713",SMRC2,-105.9389080861,-105.6478700430,40.1613215614,40.3725070734,CBRFC,"14010001",bou,colkrem,SMRC2,f,COLORADO - SHADOW MTN RES NR GRAND LK,,"3","0","2895","3352","0","0","0",SMRC2LLF,SMRC2LMF,SMRC2LUF,,,
"0","714",SMUC2,-108.7804370924,-108.2035773136,37.8687626980,38.4942370487,CBRFC,"14030003",gjt,dol,SMUC2,d,SAN MIGUEL - URAVAN,,"3","0","2133","2743","0","0","0",SMUC2LLF,SMUC2LMF,SMUC2LUF,,,
"0","716",SNCA3,-110.8005724046,-109.8080316188,33.1840835508,33.6969978946,CBRFC,"15040007",slc,upgila,SNCA3,f,SAN CARLOS - PERIDOT- NR,,"3","0","1234","1524","0","0","0",SNCA3HLH,SNCA3HMH,SNCA3HUH,,,
"0","718",SNMC2,-108.5026761555,-107.9325046316,37.8227132344,38.3682792917,CBRFC,"14030003",gjt,dol,SNMC2,d,SAN MIGUEL - BROOKS BRIDGE- NUCLA- NR,,"3","0","2438","2895","0","0","0",SNMC2LLF,SNMC2LMF,SNMC2LUF,,,
"0","720",SOMC2,-107.4538316471,-107.3336773979,38.8166533515,38.9976020738,CBRFC,"14020004",gjt,gun,SOMC2,f,NF GUNNISON - SOMERSET- NR,,"2","0","2438","0","0","0","0",SOMC2LLF,SOMC2LUF,,,,
"0","721",SPAA3,-110.9506270935,-110.3202431410,32.4132059074,32.9044280010,CBRFC,"15050203",twc,sanpedro,SPAA3,d,SAN PEDRO - BLO ARAVAIPA CK,,"3","0","975","1280","0","0","0",SPAA3LLH,SPAA3LMH,SPAA3LUH,,,
"0","722",SPBA3,-110.5202184528,-109.9375603088,31.6825341428,32.3131710867,CBRFC,"15050203",twc,sanpedro,SPBA3,d,SAN PEDRO - BENSON- NR,,"3","0","1219","1371","0","0","0",SPBA3LLH,SPBA3LMH,SPBA3LUH,,,
"0","723",SPLU1,-111.7191337301,-111.5326476047,40.0134231033,40.1566062805,CBRFC,"16020202",slc,provo,SPLU1,d,SPANISH FORK NR LAKESHORE,,"1","0","0","0","0","0","0",SPLU1RLF,,,,,
"0","724",SPPA3,-110.5150541236,-109.9177357225,30.9690016890,31.4266789117,CBRFC,"15050202",twc,sanpedro,SPPA3,f,SAN PEDRO - PALOMINAS,,"3","0","1402","1524","0","0","0",SPPA3HLH,SPPA3HMH,SPPA3HUH,,,
"0","726",SPRA3,-110.7145451553,-110.0636280341,32.1121708208,32.5930845326,CBRFC,"15050203",twc,sanpedro,SPRA3,f,SAN PEDRO - REDINGTON,,"3","0","1127","1371","0","0","0",SPRA3LLH,SPRA3LMH,SPRA3LUH,,,
"0","727",SPRI1,-111.7262882488,-111.4519282562,42.5650596286,42.8561540581,CBRFC,"16010201",slc,bear,SPRI1,d,SODA POINT RESERVOIR,,"2","0","1828","0","0","0","0",SPRI1LLF,SPRI1LUF,,,,
"0","729",SPTA3,-110.3130489270,-109.8782859311,31.5378516633,31.8521913855,CBRFC,"15050202",twc,sanpedro,SPTA3,f,SAN PEDRO - TOMBSTONE- NR,,"2","0","1371","0","0","0","0",SPTA3LLH,SPTA3LUH,,,,
"0","732",SRFU1,-111.2707375827,-110.2986654804,38.8198276521,39.4754378240,CBRFC,"14060009",slc,sanrafdd,SRFU1,d,SAN RAFAEL - GREEN RIVER- NR,,"3","0","2133","2590","0","0","0",SRFU1LLF,SRFU1LMF,SRFU1LUF,,,
"0","733",SRKU1,-112.4013543863,-111.7124213286,37.4043783077,38.2740194960,CBRFC,"16030002",slc,sevier,SRKU1,f,EF SEVIER - KINGSTON- NR,,"3","0","2590","3048","0","0","0",SRKU1LLH,SRKU1LMH,SRKU1LUH,,,
"0","737",SRSU1,-113.8795076512,-113.5019659547,37.0627371012,37.3614067097,CBRFC,"15010008",slc,virgin,SRSU1,f,SANTA CLARA - ST. GEORGE,,"3","0","1219","1676","0","0","0",SRSU1LLH,SRSU1LMH,SRSU1LUH,,,
"0","739",SRYU1,-112.0919738798,-111.2965370389,38.6798134667,39.7870902016,CBRFC,"16030003",slc,sevier,SRYU1,d,SEVIER - GUNNISON- NR,,"3","0","2133","2590","0","0","0",SRYU1LLH,SRYU1LMH,SRYU1LUH,,,
"0","741",SSFA3,-110.0906204397,-109.6792749126,34.1329109164,34.4259611085,CBRFC,"15020005",fgz,litcol,SSFA3,d,SILVER CK - SNOWFLAKE- ABV,,"3","0","1828","2133","0","0","0",SSFA3HLH,SSFA3HMH,SSFA3HUH,,,
"0","744",SSPA3,-112.6244273616,-112.1662622466,32.0442519671,32.5538620830,CBRFC,"15080101",gjt,whvam,SSPA3,d,SAN SIMON WASH - PISINIMO- NR,,"3","0","640","731","0","0","0",SSPA3HLH,SSPA3HMH,SSPA3HUH,,,
