OBJ_STATUS_,OBJ_IDENTIF,NAME,MIN_X_AXIS_,MAX_X_AXIS_,MIN_Y_AXIS_,MAX_Y_AXIS_,FCSTGROUP,NWSID,AREA,DESCRIPT,TVA_NUM
"0","413",LLLL1,-93.1670833333,-92.6462500000,32.8287500000,33.3245833333,FGLOUALA,LLLL1,468.5076986910,CORNEY BAYOU/LILLIE,"-999"
"0","414",GREL1,-93.4795833333,-93.0587500000,31.5954166666,32.0412500000,FGLREDLA,GREL1,379.8822007970,RED @ GRAND ECORE,"-999"
"0","415",SANM6,-89.2087500000,-89.0045833333,31.7829166666,32.0954166666,FGPASMS,SANM6,99.4508173450,TALLAHALA/SAND-VILLE,"-999"
"0","416",OKGL1,-91.3795833333,-91.1561869580,32.8141458333,33.1079166666,FGLOUALA,OKGL1,156.2833309440,B.MACON NR OAK GROVE,"-999"
"0","417",OKDL1,-92.8004166666,-92.6087500000,30.8120833333,31.0245833425,FGCALCLA,OKDL1,116.2027167190,CALCASIEU @ OAKDALE,"-999"
"0","418",CREM6,-89.6420833333,-89.4879166666,30.5662500000,30.8495833333,FGLPERLA,CREM6,95.4503658370,E.HOBOLO-/CARRIERE,"-999"
"0","419",COLL1,-92.4254166666,-92.0670833333,32.1495833333,32.5454166666,FGLOUALA,COLL1,328.3124612140,OUACHITA/COLUMBIA LD,"-999"
"0","420",FLSL1,-90.3504166666,-90.2004166666,30.6079166666,30.9037500000,FGAMCOLA,FLSL1,98.2506596550,TCHEFUNCTE NR FOLSOM,"-999"
"0","421",MNLM6,-89.7504166666,-89.5379166666,30.6537500000,31.0245833333,FGLPERLA,MNLM6,177.2428138640,W.HOBOLO- @ MCNEIL,"-999"
"0","422",BOEL1,-91.6587500000,-91.2920833333,32.7579166666,33.1370833333,FGLOUALA,BOEL1,249.5423282450,BOEUF NR OAK GROVE,"-999"
"0","423",TDGL1,-91.4087500000,-91.1110703083,32.4245833333,32.8176956114,FGLOUALA,TDGL1,254.9565596190,TENSAS @ TENDAL,"-999"
"0","424",ZAYL1,-91.1754166666,-91.0265836918,30.6412500000,30.9329166666,FGAMCOLA,ZAYL1,80.7500620060,COMITE/ZACHARY,"-999"
"0","425",AGRM6,-88.5629166666,-88.2170833333,30.7870833333,31.5495833333,FGPASMS,AGRM6,542.9030247590,ESCATAWPA/AGRICOLA,"-999"
"0","426",PRCL1,-91.0379166666,-90.9880844983,30.6412500000,30.7662500000,FGAMCOLA,PRCL1,15.5041890930,L.SANDY/PEAIR,"-999"
"0","427",NTZM6,-91.5420833333,-90.2795833333,31.5287622755,32.4620833333,FGMISS,NTZM6,1994.0909526300,"MISS @ NATCHEZ, MS","-999"
"0","428",MCLM6,-89.1295833333,-88.7254166666,31.0704166666,31.7745833333,FGPASMS,MCLM6,599.5126510380,LEAF NR MCLAIN,"-999"
"0","429",WGAM6,-89.2920833333,-88.8795833333,30.8454166666,31.1995833333,FGPASMS,WGAM6,339.1355684440,BLACK CR NR WIGGINS,"-999"
"0","430",CLGL1,-92.0004166666,-91.5670833333,32.4621665618,32.9662500000,FGLOUALA,CLGL1,420.0442155640,B.LAFOURCH/CREW LAKE,"-999"
"0","431",CYNL1,-91.6379166666,-91.1229345078,31.7120833333,32.1278650367,FGLOUALA,CYNL1,455.0924860860,TENSAS @ CLAYTON,"-999"
"0","433",RRAL1,-92.3379166666,-91.8337500000,31.0954166666,31.5995833333,FGLREDLA,RRAL1,502.2944659050,RED/L&D 1 - RUBY,"-999"
"0","434",MRVL1,-92.7254166666,-91.8633935316,30.9183125000,31.3579166666,FGATCHLA,MRVL1,613.0438894590,B.DES GLAIS/MOR-VILL,"-999"
"0","435",CLWL1,-92.7420833333,-92.3670833333,30.8587398184,31.2162500548,FGVERMLA,CLWL1,235.4472937440,B.COCODRIE/CLEARWTR,"-999"
"0","436",RRBL1,-92.4504166666,-92.2837500000,31.1662500000,31.3662500000,FGLREDLA,RRBL1,61.5668571670,RED/L&D 2-MARKSVILLE,"-999"
"0","437",NRBL1,-90.5879166666,-90.5004166666,30.4954166666,30.7745833333,FGAMCOLA,NRBL1,50.8551119450,NATALBANY NR BAPTIST,"-999"
"0","438",BLWM6,-89.3170833333,-89.1129166666,30.5495833333,30.8204166666,FGGULFMS,BLWM6,97.7017221950,BILOXI @ WORTHAM,"-999"
"0","439",VLSL1,-92.0170833333,-91.8287825727,30.0533192515,30.2329166666,FGVERMLA,VLSL1,72.7657592460,VERMILION/SURREY ST,"-999"
"0","440",MAGL1,-91.0629166666,-90.7462500000,30.5329166666,30.9370833333,FGAMCOLA,MAGL1,202.9747699990,AMITE @ MAGNOLIA,"-999"
"0","441",LNDM6,-89.4962500000,-89.2629166666,30.4671389442,30.7829166666,FGGULFMS,LNDM6,125.7678886290,WOLF NR LANDON,"-999"
"0","442",VESM6,-89.2754166666,-88.7587500000,30.7204166666,30.9370833333,FGPASMS,VESM6,216.9123577490,RED CR @ VESTRY,"-999"
"0","443",BSLL1,-92.7920833333,-92.3295833333,30.4537500000,30.8745679957,FGCALCLA,BSLL1,502.5288311700,B.NEZPIQUE NR BASILE,"-999"
"0","444",AEXL1,-93.3795833333,-92.4087500000,31.2037500000,31.9537500000,FGLREDLA,AEXL1,1566.4018267300,RED @ ALEXANDRIA,"-999"
"0","445",LEKM6,-88.8087500000,-88.3837500000,31.0829166666,31.7537500000,FGPASMS,LEKM6,570.7030475120,CHICK-HY/LEAKESVILLE,"-999"
"0","446",BSHL1,-90.2170833333,-89.8962500000,30.5912500000,30.9995833333,FGLPERLA,BSHL1,220.6181810220,BOGUE CHITTO/BUSH,"-999"
"0","447",COGL1,-91.6504166666,-91.2170833333,32.0787500000,32.8579166666,FGLOUALA,COGL1,417.5700258260,B.MACON NR COMO,"-999"
"0","448",ALGL1,-91.9087500000,-91.6629166666,32.3704166666,32.6105866690,FGLOUALA,ALGL1,62.9738341790,Boeuf River near Alto,"-999"
"0","449",NLGL1,-91.5295833333,-91.0795833333,32.0370833333,32.4537500000,FGLOUALA,NLGL1,428.3558794950,TENSAS NR NEWLIGHT,"-999"
"0","450",MRDM6,-88.9504166666,-88.7295833333,32.4704166666,32.7370833333,FGPASMS,MRDM6,150.7263988130,OKATIBBEE DAM,"-999"
"0","451",ROBL1,-90.5170833333,-90.2795833333,30.5037500000,30.8079166666,FGAMCOLA,ROBL1,176.7567747730,TANGIPAHOA @ ROBERT,"-999"
"0","452",HOLL1,-90.7004166666,-90.6004166666,30.4995833333,30.7120833333,FGAMCOLA,HOLL1,44.3859611330,TICKFAW @ HOLDEN,"-999"
"0","453",VSHL1,-92.1212500000,-91.9920833333,30.1329166666,30.3119238451,FGVERMLA,VSHL1,58.6691612490,VERMILION/HWY 733,"-999"
"0","454",CUSL1,-90.2712500000,-90.1523008408,30.4936520153,30.6733833011,FGAMCOLA,CUSL1,37.3697656610,TCHEFUNCTE/COVINGTON,"-999"
"0","455",BVCL1,-92.1379166666,-91.9545833333,30.3704166666,30.5724791666,FGVERMLA,BVCL1,80.2482006980,B.VERMILION/CARENCRO,"-999"
"0","456",ARNL1,-92.2608125000,-91.9129166666,30.3912500000,30.7453257873,FGVERMLA,ARNL1,172.8845761430,B.TECHE/ARNAUDVILLE,"-999"
"0","457",DENL1,-91.1545833333,-90.9212500000,30.4579166666,30.5954166666,FGAMCOLA,DENL1,66.7626267340,AMITE NR DENHAM SPGS,"-999"
"0","458",CVEL1,-90.1191458333,-89.9795833333,30.4745833333,30.6495833333,FGAMCOLA,CVEL1,42.7796823710,BOG.FALAY/COV.BOSTON,"-999"
"0","459",PGFM6,-88.9420833333,-88.5004166666,30.6079166666,31.0704166666,FGPASMS,PGFM6,457.2136848420,PAS-GOULA/GRAHAM FRY,"-999"
"0","460",BTRL1,-91.6900208333,-91.0795833333,30.4287500000,31.1245833333,FGMISS,BTRL1,843.1510646940,MISS @ BATON ROUGE,"-999"
"0","462",ACML1,-91.9170833333,-91.4138825850,31.1579166666,31.6620833333,FGLOUALA,ACML1,462.5099607620,BLACK/ACME,"-999"
"0","463",MLVL1,-91.8282429326,-91.7337500000,30.6912500000,30.9891381487,FGATCHLA,MLVL1,18.9414438120,ATCHAF-YA/MELVILLE,"-999"
"0","464",DIBM6,-89.0920833333,-88.7670833333,30.4724952527,30.7495833333,FGGULFMS,DIBM6,208.4501075400,TCHOUT-BF/DIBERVILLE,"-999"
"0","465",KLNM6,-89.6504166666,-89.3754166666,30.3704166666,30.7370833333,FGGULFMS,KLNM6,207.3570411670,JOURDAN/HWY 43-KILN,"-999"
"0","466",GLFM6,-89.3034097577,-89.1754166666,30.3883977501,30.5495833333,FGGULFMS,GLFM6,44.0362774930,WOLF NR GULFPORT,"-999"
"0","467",PECM6,-89.9670833333,-89.6420833333,32.2204166666,32.4808125000,FGUPERMS,PECM6,203.5409210820,PELAHATCHIE C/FANNIN,"-999"
"0","468",FNGM6,-89.8629166666,-89.6920833333,32.3912500000,32.5412500000,FGUPERMS,FNGM6,51.9935232530,FANNEGUSHA/SAND HILL,"-999"
"0","469",OFAM6,-89.7420833333,-89.4795833333,32.7037500000,33.0495833333,FGUPERMS,OFAM6,159.6079287110,YOCKA-KANY/OFAHOMA,"-999"
"0","470",GDHM6,-89.6587500000,-89.4587500000,32.3579166666,32.8204166666,FGUPERMS,GDHM6,212.7708749620,PEARL NR GOOD HOPE,"-999"
"0","472",RATM6,-89.8545833333,-89.5837500000,32.3620833333,32.7870833333,FGUPERMS,RATM6,186.3271325120,PEARL/RATLIFFS FERRY,"-999"
"0","473",BXAL1,-90.0587500000,-89.4879166666,30.7370833333,31.4245833333,FGLPERLA,BXAL1,864.7472510400,PEARL NR BOGALUSA,"-999"
"0","474",PERL1,-90.0629166666,-89.7170833333,30.3537500000,30.9287500000,FGLPERLA,PERL1,297.9770738960,W.PEARL/PEARL RIVER,"-999"
"0","475",CKYM6,-89.2545833333,-88.8920833333,32.1912500000,32.6829166666,FGPASMS,CKYM6,390.3579759360,CHUNKY NR CHUNKY,"-999"
"0","476",OARM6,-88.8962500000,-88.6420833333,32.2870833333,32.5454166666,FGPASMS,OARM6,132.2409837320,OKATIBBEE/ARUNDEL,"-999"
"0","477",ENSM6,-88.9712500000,-88.6920833333,32.1412500000,32.6204166666,FGPASMS,ENSM6,209.8798588810,CHICK-HAY/ENTERPRISE,"-999"
"0","478",MTCM6,-90.4670833333,-90.0045833333,31.4537500000,31.8745833333,FGLPERLA,MTCM6,439.6534199430,PEARL NR MONTICELLO,"-999"
"0","479",CLMM6,-90.2379166666,-89.6879166666,31.2329166666,31.8370833333,FGLPERLA,CLMM6,729.1179794740,PEARL NR COLUMBIA,"-999"
"0","480",MTTL1,-93.2004166666,-92.7754166666,30.6829166666,31.1412500000,FGCALCLA,MTTL1,502.7069640530,WHISKY CHITTO/MITTIE,"-999"
"0","481",OBCL1,-92.8629166666,-92.6420833333,30.6245833333,30.8954166666,FGCALCLA,OBCL1,148.9845558930,CALCASIEU @ OBERLIN,"-999"
"0","482",KDRL1,-93.1920833333,-92.7618202753,30.4829166666,30.7829166666,FGCALCLA,KDRL1,258.9412346700,CALCASIEU NR KINDER,"-999"
"0","483",LBFM7,-90.8962500000,-90.5420833333,36.6287500000,36.9245833333,FGBLAKAR,LBFM7,185.4782307780,L. BLACK/LEEPER,"-999"
"0","484",DNZM7,-91.2212500000,-90.7920833333,36.6204166666,37.0954166666,FGBLAKAR,DNZM7,381.7978608640,CURRENT @ DONIPHAN,"-999"
"0","485",CRGA4,-90.8212500000,-90.1920833333,36.3662500000,36.9495833333,FGBLAKAR,CRGA4,519.7799280150,BLACK NR CORNING,"-999"
"0","486",POCA4,-91.1295833333,-90.4920833333,36.2120833333,36.6995833333,FGBLAKAR,POCA4,856.6875978780,BLACK @ POCAHONTAS,"-999"
"0","487",PAZM7,-90.5670833333,-90.3212500000,37.1912500000,37.4287500000,FGSTFRAR,PAZM7,97.0138160030,ST.FRANCIS/PATTERSON,"-999"
"0","488",SABM7,-90.7629166666,-90.4879166666,37.2412500000,37.5787500000,FGSTFRAR,SABM7,188.8526375950,BIG CK/SAM BAKER SP,"-999"
"0","489",SAZM7,-90.6712500000,-90.2670833333,37.3370833333,37.5579166666,FGSTFRAR,SAZM7,159.4910027020,ST FRANCIS/SACCO,"-999"
"0","490",CTLL1,-92.6587500000,-91.9483125000,31.3454166666,31.9079166757,FGLOUALA,CTLL1,841.0720168090,CATAHOULA NR WALTERS,"-999"
"0","491",CLSM6,-89.7004166666,-89.2045833333,31.6912500000,32.3620833333,FGPASMS,CLSM6,752.4939423610,LEAF NR COLLINS,"-999"
"0","492",OKCM6,-89.8045833333,-89.4004166666,31.4829166666,32.0204166666,FGPASMS,OKCM6,268.6315650030,OKATOMA CR @ SANFORD,"-999"
"0","493",HBGM6,-89.8462500000,-89.4129166666,31.3787500000,31.8454166666,FGPASMS,HBGM6,295.3782921980,BOWIE CR/HATTIESBURG,"-999"
"0","494",HATM6,-89.5587500000,-89.2087500000,31.2787500000,31.9870833333,FGPASMS,HATM6,457.3199466440,LEAF @ HATTIESBURG,"-999"
"0","495",COTA4,-91.0004166666,-90.6754166666,35.1329166666,35.8037500000,FGSTFRAR,COTA4,521.1365575330,L ANGUILLE/COLT,"-999"
"0","496",PLGA4,-91.0837500000,-90.7254166666,34.9620833333,35.3870833333,FGSTFRAR,PLGA4,242.9927026680,L.ANGUILLE/PALESTINE,"-999"
"0","497",LCRA4,-90.6295833333,-90.0081439674,35.8206696900,36.4704166666,FGSTFRAR,LCRA4,726.6942996580,ST.FRANCIS/LAKE CITY,"-999"
"0","498",RIGA4,-90.3390673442,-89.5322220000,35.6692371407,37.2448753455,FGSTFRAR,RIGA4,2047.6019828500,LITTLE RHC/RIVERVALE,"-999"
"0","500",PNGA4,-90.6212500000,-89.7765448986,35.2531573779,35.9976834509,FGSTFRAR,PNGA4,1147.8147745200,ST.FRANCIS/PARKIN,"-999"
"0","502",DODM6,-90.5587500000,-90.2754166666,33.6204166666,34.0495833333,FGLYAZMS,DODM6,266.2948103990,QUIVER NR DODDSVILLE,"-999"
"0","503",RYEA4,-92.4587500000,-91.9795833333,33.6454166666,34.3579166666,FGUOUAAR,RYEA4,721.4088443050,SALINE NR RYE,"-999"
"0","504",CALA4,-93.2462500000,-92.3962500000,33.1954166666,33.8162500000,FGUOUAAR,CALA4,1229.3418956800,OUACHITA/CALION L&D,"-999"
"0","505",BGBA4,-92.1879166666,-91.6191458333,33.8245833333,34.2912500000,FGLOUALA,BGBA4,398.2817495180,B BARTH/GARRET BRDG,"-999"
"0","506",BBPA4,-91.8629166666,-91.4045833333,33.2353789351,33.9162500000,FGLOUALA,BBPA4,752.5320739370,B BARTHOLOMEW/PRTLND,"-999"
"0","507",CPGM7,-89.9795833333,-89.2254166666,37.2975567239,38.1870833333,FGMISS,CPGM7,1105.9335810400,MISS/CAPE GIRARDEAU,"-999"
"0","508",CIRI2,-89.2754166666,-88.5629166666,36.9704166666,37.5787500000,FGMISS,CIRI2,868.0902630860,OHIO @ CAIRO,"-999"
"0","509",WKLK2,-90.4212500000,-88.9462500000,36.9162500000,37.6954166666,FGMISS,WKLK2,2147.8766419100,MISS @ WICKLIFFE,"-999"
"0","513",ROZM7,-90.7129166666,-90.2629166666,37.5954166666,37.8495833333,FGSTFRAR,ROZM7,234.2931343930,ST FRANCIS/ROSELLE,"-999"
"0","514",FRZM7,-90.4045833333,-90.2004166666,37.5037500000,37.7329166666,FGSTFRAR,FRZM7,93.6439880820,LTL ST FRAN/FREDRCKT,"-999"
"0","515",MLCM7,-90.7545833333,-90.2545833333,37.4537500000,37.6620833333,FGSTFRAR,MLCM7,172.0106452070,ST FRANCIS/MILL CK,"-999"
"0","516",JOYL1,-92.9504166666,-92.5379166666,31.9037500000,32.5454166666,FGLOUALA,JOYL1,732.4887510270,DUGDEMONA/JOYCE LA,"-999"
"0","517",RHLL1,-92.7837500000,-92.0087500000,31.7412500000,32.4454166666,FGLOUALA,RHLL1,1160.0827724700,LITTLE/ROCHELLE,"-999"
"0","518",PLBA4,-92.2275208333,-91.9212500000,34.2823601148,34.8120833333,FGLARKAR,PLBA4,260.5872990380,PLUM BAYOU/ALTHEIMER,"-999"
"0","519",MTRA4,-92.1170833333,-91.5233541666,34.1061778387,34.7995833333,FGLARKAR,MTRA4,351.0110210670,LTL BYU METO/REYDELL,"-999"
"0","520",BMGA4,-92.2962500000,-91.3462500000,34.0475208333,35.0245833333,FGLARKAR,BMGA4,1070.4916743800,BYU METO NR GILLETTE,"-999"
"0","521",GRRA4,-92.8504166666,-91.9254166666,35.4370833333,35.8912500000,FGLWHIAR,GRRA4,999.1851393100,L.RED/GREERS FRY DAM,"-999"
"0","522",CLDA4,-92.0087500000,-90.6129166666,34.6454166666,36.0120833333,FGLWHIAR,CLDA4,1424.5402748800,WHITE @ CLARENDON,"-999"
"0","523",HEEA4,-90.9837500000,-89.5879166666,34.5079166666,35.4495299146,FGMISS,HEEA4,1686.3983464400,MISSISSIPPI @ HELENA,"-999"
"0","525",ROSM6,-91.7045833333,-90.5420833333,33.8891458333,35.0829166666,FGMISS,ROSM6,2366.8961945500,MISSISSIPPI/ROSEDALE,"-999"
"0","526",DLAM6,-90.0379166666,-89.5045833333,31.9620833333,32.3787500000,FGLPERLA,DLAM6,449.0137351580,STRONG @ D-LO,"-999"
"0","527",ROCM6,-90.4129166666,-89.7629166666,31.7662500000,32.3412500000,FGLPERLA,ROCM6,907.7793043460,PEARL @ ROCKPORT,"-999"
"0","528",JSNM6,-90.1004166666,-89.7545833333,32.3037500000,32.6204166666,FGUPERMS,JSNM6,159.6188370800,PEARL/ROSS BARNETT D,"-999"
"0","529",JHMM6,-90.2379166666,-90.1379166666,32.3495833333,32.4287500000,FGUPERMS,JHMM6,17.3201188720,HANGING MOSS/JACKSON,"-999"
"0","530",JACM6,-90.2462500000,-89.9926764697,32.2537500000,32.4787500000,FGUPERMS,JACM6,114.0986859040,PEARL @ JACKSON,"-999"
"0","531",ARSA4,-91.3962500000,-90.9856787760,33.5417175565,34.1225208333,FGMISS,ARSA4,311.2370505350,MISS @ ARKANSAS CITY,"-999"
"0","533",ANGM6,-90.8629166666,-90.5170833333,32.9579166666,33.2537500000,FGLYAZMS,ANGM6,175.9434502450,B.SUNFLOWER/ANGUILLA,"-999"
"0","534",YZOM6,-90.5629166666,-89.8670833333,32.8245833333,33.3454166666,FGLYAZMS,YZOM6,831.5182435460,YAZOO @ YAZOO CITY,"-999"
"0","535",VCKM6,-91.2631489030,-90.3254166666,32.3079166666,33.6412500000,FGMISS,VCKM6,2162.3545490200,MISS @ VICKSBURG,"-999"
"0","537",WAGL1,-94.0462500000,-93.6670833333,32.1870833333,32.4787500536,FGLREDLA,WAGL1,262.3466280080,CYPRESS/WALLACE LAKE,"-999"
"0","538",PPBM7,-90.9045833333,-90.3129166666,36.7537500000,37.2745833333,FGBLAKAR,PPBM7,339.6928819890,Black River at Poplar Bluff,"-999"
"0","539",JONL1,-91.7045833333,-91.5627627911,32.9745833333,33.2758421742,FGLOUALA,JONL1,96.4584964820,Bayou Bartholomew near Jones,"-999"
"0","540",BBWA4,-91.6015923269,-91.5045833333,33.0699253670,33.2591185206,FGLOUALA,BBWA4,42.2043383870,Bayou Bartholomew near Wilmot,"-999"
"0","541",BSRL1,-91.5184338571,-91.3050987305,30.0558326726,30.2293942269,FGATCHLA,BSRL1,94.2123569410,Bayou Sorrel near Bayou Sorrel,"-999"
"0","542",SLSL1,-91.6617113300,-91.0052037259,29.9729414333,30.7509337539,FGATCHLA,SLSL1,913.1376552260,Bayou Sorrel near Bayou Sorrel,"-999"
"0","543",EMCM7,-91.5087500000,-91.3379166666,37.0120833333,37.2287500000,FGBLAKAR,EMCM7,84.6958962080,Jacks Fork near Eminence,"-999"
"0","544",ALYM7,-91.7379166666,-91.4212500000,36.9662500000,37.2204166666,FGBLAKAR,ALYM7,138.1619020620,Jacks Fork at Alley Springs,"-999"
"0","545",LRCL1,-90.1545833333,-90.0712500000,30.4995833333,30.5995833333,FGAMCOLA,LRCL1,17.8607410610,Bogue Falaya at Covington (Lee Rd),"-999"
"0","546",CGSL1,-90.2129166666,-90.0545833333,30.5537500000,30.7537500000,FGAMCOLA,CGSL1,71.7640772420,Bogue Falaya @ Camp Covington,"-999"
"0","547",MLUL1,-92.7087500000,-91.6420833333,32.4037500000,33.3454166666,FGLOUALA,MLUL1,1754.6348005500,Ouachita River at Monroe,"-999"
"0","548",LDBL1,-92.8962500000,-92.3337500000,32.5079166666,33.0245833333,FGLOUALA,LDBL1,537.1830111080,Bayou D'Arbonne at Bayou D'Arbonne Dam,"-999"
"0","549",BUNL1,-93.3254166666,-93.1212500000,30.8120833333,31.0704166666,FGCALCLA,BUNL1,122.7789778190,Bundick Creek near Deridder,"-999"
"0","550",BKDL1,-93.3420833333,-93.0587500000,30.7037500000,30.8704166666,FGCALCLA,BKDL1,95.3624083450,Bundick Creek at Bundick Lake Dam,"-999"
"0","551",PLMT1,-88.5879166666,-88.2896256447,36.3079166666,36.6079166666,FGWESTTN,PLMT1,169.3454936380,N.F. Obion River near Palmersville,"-999"
"0","552",SFOT1,-88.8420833333,-88.4379166666,35.8829166666,36.1495833333,FGWESTTN,SFOT1,178.0600791900,S.F. Obion near Greenfield,"-999"
"0","553",MLGT1,-88.7129166666,-88.4398090392,35.7889617006,35.9829166666,FGWESTTN,MLGT1,110.3952221990,Rutherford F. near Milan,"-999"
"0","554",FRVT1,-88.8545833333,-88.4499209307,35.6454166666,35.8537500000,FGWESTTN,FRVT1,210.7918920800,M.F. Forked Deer near Fairview,"-999"
"0","555",JKNT1,-88.8879166666,-88.4360371755,35.2620833333,35.7162500000,FGWESTTN,JKNT1,523.2397162730,S.F. Forked Deer @ Jackson,"-999"
"0","556",PHTT1,-88.8504166666,-88.3928442424,34.6412500000,35.2995833333,FGWESTTN,PHTT1,559.5006941830,Hatchie River @ Pocahontas,"-999"
"0","557",LSAL1,-92.6875059784,-92.3337500000,30.0294565935,30.1954166666,FGCALCLA,LSAL1,135.9196114100,Mermentau River at Lake Arthur,"-999"
"0","558",LCSL1,-92.8049865697,-92.6218415246,29.9840395880,30.0907192839,FGCALCLA,LCSL1,46.5179987650,Mermentau River at Lacassine N.W.R.,"-999"
"0","559",BBLL1,-91.7080249253,-91.6595505827,31.0577317446,31.0703806639,FGATCHLA,BBLL1,1.9331029620,Old River Outflow at Barbre Landing,"-999"
"0","560",OROL1,-91.6683066153,-91.5777659909,31.0362650873,31.1011803656,FGATCHLA,OROL1,8.2908307050,Old River Combined Outflow Channel,"-999"
"0","561",KILL1,-90.8283815667,-90.5874198423,30.3518713846,30.7537500000,FGAMCOLA,KILL1,167.9807727290,Tickfaw River at Killian,"-999"
"0","562",TSPL1,-90.6448851044,-90.5449942038,30.3389113656,30.5974791666,FGAMCOLA,TSPL1,46.8954277290,Tickfaw River near Springfield,"-999"
"0","563",FSLL1,-90.9837500000,-90.7160907306,30.2568283837,30.6884075548,FGAMCOLA,FSLL1,221.1931710960,Amite River at French Settlement,"-999"
"0","566",RRVL1,-90.9954954720,-90.5651840353,29.9774544530,30.1409013424,FGMISS,RRVL1,23.9973642810,Mississippi River at Reserve,"-999"
"0","567",DONL1,-91.2494605667,-90.9897235049,30.1093978363,30.4287504167,FGMISS,DONL1,50.6682017660,Mississippi at Donaldsonville,"-999"
"0","568",BCSL1,-90.5686110000,-90.4430560000,29.9914252317,30.0592804378,FGMISS,BCSL1,7.6833398240,Mississippi at Bonne Carre Spillway,"-999"
"0","569",NORL1,-90.4430737249,-90.1361110000,29.9189644663,29.9986110000,FGMISS,NORL1,15.4072183620,Mississippi at New Orleans,"-999"
"0","570",NAPM6,-89.7795833333,-89.5754166666,30.3504077641,30.7412500000,FGLPERLA,NAPM6,172.5221679630,E. Pearl River at Stennis Space Center,"-999"
"0","571",PRBL1,-89.7608125000,-89.6571086433,30.2972400000,30.4141458333,FGLPERLA,PRBL1,26.7450237160,W. Pearl River at Slidell (I-10),"-999"
"0","572",WPSL1,-89.7581169105,-89.6488286058,30.2296041241,30.3376127802,FGLPERLA,WPSL1,22.4240160640,W. Pearl River near Slidell (US90),"-999"
"0","573",EPCM6,-89.6488286058,-89.5143585478,30.1785239687,30.3018808809,FGLPERLA,EPCM6,33.7274283610,E. Pearl River near Pearlington (CSX RR),"-999"
"0","574",BBBM6,-89.2045833333,-88.7909667904,30.3613634227,30.5370833333,FGGULFMS,BBBM6,135.5427034450,Back Bay of Biloxi at Popps Ferry Rd,"-999"
"0","575",CRBM6,-88.8587500000,-88.5391296650,30.4380560000,30.6954166666,FGPASMS,CRBM6,208.3664897540,Pascagoula River near Moss Point (I-10),"-999"
"0","576",MRRM6,-88.8920833333,-88.4837500000,30.9495833333,31.4579166666,FGPASMS,MRRM6,389.2862351730,Pascagoula River at Merrill,"-999"
"0","577",PSCM6,-88.6088890000,-88.5158211180,30.3654862279,30.3994078346,FGPASMS,PSCM6,7.2119103630,Pascagoula River at Pascagoula,"-999"
"0","578",WPGM6,-88.6660833525,-88.4191875000,30.3827780000,30.7037500000,FGPASMS,WPGM6,111.5908381160,W. Pascagoula River at Gautier,"-999"
"0","579",LBSL1,-89.8782684286,-89.7962500000,30.3010102813,30.4183875366,FGAMCOLA,LBSL1,23.7699500430,Bayou Liberty near Slidell (US90),"-999"
"0","580",LRLL1,-89.9711220103,-89.8170833333,30.2648800000,30.5204166666,FGAMCOLA,LRLL1,82.9152739160,Bayou Lacbome at Lacombe (US90),"-999"
"0","581",BBSL1,-89.8258387907,-89.7513594935,30.2621295872,30.3808125000,FGAMCOLA,BBSL1,19.2943421610,Bayou Bonfouca at Slidell (LA433),"-999"
"0","582",ASBL1,-90.0587500000,-89.8816458333,30.4465418446,30.6037500000,FGAMCOLA,ASBL1,55.9969848900,Abita River at Abita Springs (LA43),"-999"
"0","583",WSHL1,-92.4087500000,-92.0087500000,30.6180560000,31.0197080908,FGVERMLA,WSHL1,322.5683714710,Bayou Courtableau at Washington,"-999"
"0","584",MKGT1,-88.5670833333,-88.3043839492,35.8936886196,36.2309038660,FGWESTTN,MKGT1,209.6241555460,S.F. Obion near Mackenzie,"-999"
"0","585",DRST1,-88.6548217132,-88.3213136210,36.1954166666,36.3537500503,FGWESTTN,DRST1,137.0387490520,M.F. Obion River near Dresden,"-999"
"0","586",HLYT1,-89.9797977297,-89.9024791666,35.1162500000,35.2229431550,FGWESTTN,HLYT1,16.9500187120,Wolf River at Memphis (Hollywood St),"-999"
"0","587",RLGT1,-89.9273604480,-89.7462500000,35.0870833333,35.2370021944,FGWESTTN,RLGT1,71.5636919440,Wolf River at Raleigh,"-999"
"0","588",FRRT1,-89.9939223188,-89.7379166666,35.2141458333,35.3123378753,FGWESTTN,FRRT1,68.0378066100,Loosahatchie River at Frayser,"-999"
"0","589",MLLT1,-89.9293804168,-89.7254161834,35.2995357513,35.4713840484,FGWESTTN,MLLT1,88.3991529670,BIG CREEK AT MILLINGTON,"-999"
"0","590",SCHA4,-91.3871673170,-91.1117180194,34.3807159845,34.7808125000,FGLWHIAR,SCHA4,204.1728626240,White River at St Charles,"-999"
"0","591",PNTL1,-90.3951347082,-90.2379166666,30.4434692180,30.6245833333,FGAMCOLA,PNTL1,51.1409503330,Tangipahoa River near Ponchatoula,"-999"
"0","592",CTRL1,-90.2163050526,-90.0991214617,30.4628185331,30.5482447154,FGAMCOLA,CTRL1,19.4308040800,Tchefuncte River near Covington (LA21),"-999"
"0","593",MSVL1,-90.1775089413,-89.9431599455,30.3969667247,30.4620848786,FGAMCOLA,MSVL1,40.0784613260,Tchefuncte River at Madisonville,"-999"
