RFC_ID,NWS_loc_ID,MINLON,MAXLON,MINLAT,MAXLAT,NAME
WGRFC,ONGCH,-105.15042,-104.37125,29.22458,29.97458,ONGCH
WGRFC,PRST2,-104.51292,-104.35042,29.52875,29.66625,PRST2
WGRFC,VSCCL,-102.52958,-100.77542,27.65375,29.05792,VSCCL
WGRFC,VSCCU,-102.71292,-100.55458,26.40792,27.94958,VSCCLU
WGRFC,RDSNL,-101.04625,-100.07958,26.56625,27.67042,RDSNL
WGRFC,LSTTU,-101.56292,-99.56708,26.08708,26.84125,LSTTPU
WGRFC,LSTTP,-100.72542,-99.53375,26.68708,27.94958,LSTTP
WGRFC,FAL2,-99.62542,-99.29625,26.62042,26.90375,FALT22
WGRFC,ICMNL,-101.75458,-100.52542,25.09542,26.43292,ICMNL
WGRFC,HERNL,-100.92958,-99.38792,25.49125,26.33292,HERNL
WGRFC,CCHNL,-100.68375,-99.21292,24.84125,25.73708,CCHNL
WGRFC,PDAT2,-101.94625,-101.55042,30.02458,30.62875,PDAT2
WGRFC,SACT2,-98.65042,-98.35042,29.35375,29.73708,SACT2
WGRFC,MCGT2,-97.78792,-97.35875,31.43292,31.63708,MCGT2
WGRFC,ASR3,-100.40875,-99.85458,28.48708,29.07458,ASRT23
WGRFC,WTYT2,-97.97125,-97.27125,31.82042,32.42042,WTYT2
WGRFC,LEWU,-97.40458,-97.08375,33.07042,33.37458,LEWT2U
WGRFC,LART2,-97.41292,-97.18375,32.44125,32.74542,LART2
WGRFC,GPVT2,-97.55875,-97.03792,32.92875,33.21208,GPVT2
WGRFC,JAKT2,-98.74208,-98.01708,33.16208,33.55792,JAKT2
WGRFC,WHAT2,-96.49625,-96.10042,29.27458,29.64125,WHAT2
WGRFC,BACU,-96.36292,-96.00875,29.11625,29.34958,BACT2U
WGRFC,SRCT2,-101.60042,-100.92125,31.72875,32.14125,SRCT2
WGRFC,IRAT2,-101.15042,-100.98792,32.54542,32.78292,IRAT2
WGRFC,CCRT2,-100.87125,-100.48792,32.26625,32.57042,CCRT2
WGRFC,BSKT2,-102.03792,-101.40042,31.83292,32.64542,BSKT2
WGRFC,WBRT2,-101.53375,-101.00042,31.97458,32.45375,WBRT2
WGRFC,CLRT2,-101.52958,-100.89625,32.30375,32.49958,CLRT2
WGRFC,CHVT2,-100.75875,-100.30875,30.84125,31.20375,CHVT2
WGRFC,DEET2,-101.17958,-100.78375,32.59542,32.95375,DEET2
WGRFC,JBTT2,-102.17125,-101.06708,32.45792,33.04542,JBTT2
WGRFC,SGOT2,-100.47542,-100.26708,31.08292,31.29125,SGOT2
WGRFC,CLBT2,-101.40875,-100.62542,31.53292,31.92875,CLBT2
WGRFC,BLKT2,-100.53375,-100.22542,31.99542,32.31208,BLKT2
WGRFC,CDCT2,-101.36708,-100.74625,32.40375,32.70792,CDCT2
WGRFC,MNRU,-100.62125,-100.06292,30.60792,31.08708,MNRT2U
WGRFC,SILT2,-101.15042,-100.50458,31.90375,32.56208,SILT2
WGRFC,JNCU,-100.48792,-99.91292,30.00792,30.34125,JNCT2U
WGRFC,SAGT2,-100.70458,-100.45042,31.42458,31.82042,SAGT2
WGRFC,TKST2,-101.12958,-100.70875,31.19958,31.59958,TKST2
WGRFC,KNBT2,-100.95042,-100.60042,30.93292,31.27875,KNBT2
WGRFC,TKLT2,-101.25875,-100.63792,30.99542,31.38708,TKLT2
WGRFC,LKCT2,-99.85875,-99.49625,31.90792,32.26625,LKCT2
WGRFC,EVST2,-100.82542,-100.38792,31.78708,32.17875,EVST2
WGRFC,SCCT2,-100.54625,-100.37542,31.30375,31.59958,SCCT2
WGRFC,JCTU,-100.50042,-100.07125,30.27042,30.64958,JCTT2U
WGRFC,BCRT2,-100.07125,-99.36708,31.00792,31.28708,BCRT2
WGRFC,MNRT2,-100.25042,-99.76708,30.70792,31.09542,MNRT2
WGRFC,TBRT2,-100.75875,-100.42542,31.15792,31.54542,TBRT2
WGRFC,BAMT2,-100.09208,-99.69208,31.74125,32.20792,BAMT2
WGRFC,PRKM,-100.29625,-99.88375,31.04542,31.50375,PRKT2M
WGRFC,BLIU,-100.54625,-100.20458,31.69958,32.02458,BLIT2U
WGRFC,JCTT2,-100.25458,-99.77542,30.29958,30.74125,JCTT2
WGRFC,OHIU,-100.02958,-99.67125,31.27458,31.89958,OHIT2U
WGRFC,BLIM,-100.26708,-100.00458,31.72458,32.28292,BLIT2M
WGRFC,BLIT2,-100.39208,-100.00042,31.62458,32.11208,BLIT2
WGRFC,PRKU,-100.42958,-100.02542,31.16625,31.52042,PRKT2U
WGRFC,CUTT2,-99.68375,-99.11708,31.91625,32.42458,CUTT2
WGRFC,STYT2,-99.86708,-99.56708,31.26208,31.53708,STYT2
WGRFC,PRKT2,-100.46292,-99.91292,31.30375,31.70792,PRKT2
WGRFC,BSST2,-99.82125,-99.26708,30.72042,31.07042,BSST2
WGRFC,FRBT2,-99.34208,-98.87125,30.08292,30.39958,FRBT2
WGRFC,WCHT2,-99.69208,-99.12542,31.20375,31.72458,WCHT2
WGRFC,BWDT2,-99.03792,-98.81292,31.73292,31.94958,BWDT2
WGRFC,LBWU,-99.70042,-99.20042,31.76208,32.11208,LBWT2U
WGRFC,OHIT2,-99.77125,-99.57542,31.49958,31.82875,OHIT2
WGRFC,MLIT2,-99.08375,-98.60042,31.47458,31.87875,MLIT2
WGRFC,LBWT2,-99.32542,-98.87542,31.72458,32.18708,LBWT2
WGRFC,SSBT2,-99.16708,-98.71708,31.01208,31.32875,SSBT2
WGRFC,WCHU,-99.62958,-99.13792,31.45792,31.81208,WCHT2U
WGRFC,SSBU,-99.40042,-98.86708,30.83708,31.25792,SSBT2U
WGRFC,SNBU,-99.22125,-98.82542,31.22875,31.73292,SNBT2U
WGRFC,SNBT2,-98.91708,-98.47125,31.07042,31.64542,SNBT2
WGRFC,BUDU,-98.87542,-98.34625,30.90792,31.34542,BUDT2U
WGRFC,LGRU,-97.28792,-96.96708,29.88292,30.21625,LGRT2U
WGRFC,WHAU,-96.74208,-96.37958,29.49125,29.75375,WHAT2U
WGRFC,NCA3,-103.85875,-101.59625,31.57042,33.59542,NCA3
WGRFC,NCA4,-102.18375,-101.03792,31.03292,31.83292,NCA4
WGRFC,BKLT2,-93.98792,-93.46708,31.08292,31.74125,BKLT2
WGRFC,GPRT2,-97.43375,-97.02542,32.60375,32.94958,GPRT2
WGRFC,PNTT2,-96.30458,-95.85042,32.75792,33.22042,PNTT2
WGRFC,MLAU,-96.09625,-95.60458,32.49542,32.91208,MLAT2U
WGRFC,TRNT2,-96.32958,-95.79625,32.16625,32.66625,TRNT2
WGRFC,TDDT2,-96.65458,-96.09208,32.12875,32.54125,TDDT2
WGRFC,LOL1,-96.38792,-95.83792,31.97458,32.21625,LOLT21
WGRFC,JSPT2,-94.30458,-93.87125,30.99542,31.47875,JSPT2
WGRFC,EBBT2,-96.50042,-96.02542,29.51625,29.88708,EBBT2
WGRFC,MTHU,-98.33792,-97.89625,28.17458,28.75792,MTHT2U
WGRFC,HFFTU,-95.14208,-94.95458,30.22042,30.52875,HFFT2U
WGRFC,TBLT2,-94.45042,-93.92958,30.77042,31.15375,TBLT2
WGRFC,SKMT2,-97.92125,-97.61708,28.20375,28.49958,SKMT2
WGRFC,SPDT2,-95.39208,-95.13375,30.24125,30.53708,SPDT2
WGRFC,VICU,-97.32958,-97.09625,28.92875,29.21625,VICT2U
WGRFC,CODT2,-96.78375,-96.43792,29.15375,29.69542,CODT2
WGRFC,BOLT2,-96.32958,-95.87125,29.28292,29.60375,BOLT2
WGRFC,MTHT2,-98.45042,-97.81708,27.95375,28.36625,MTHT2
WGRFC,RMOT2,-96.21292,-95.71708,29.53708,29.94958,RMOT2
WGRFC,PRDT2,-104.43792,-104.22542,29.36625,29.82458,PRDT2
WGRFC,EDNM,-97.23375,-96.80458,29.15792,29.37042,EDNT2M
WGRFC,PTETU,-95.50875,-95.33792,30.16625,30.42875,PTET2U
WGRFC,GLIT2,-97.88375,-97.37125,28.59958,28.99542,GLIT2
WGRFC,HSJTU,-95.36708,-95.13375,30.09125,30.38708,HSJT2U
WGRFC,VICT2,-97.22542,-96.97958,28.78292,29.00792,VICT2
WGRFC,BRVT2,-93.63375,-93.31292,31.05792,31.55792,BRVT2
WGRFC,CKDT2,-97.43792,-97.14208,28.67458,28.91208,CKDT2
WGRFC,DWYT2,-94.00875,-93.59208,30.27875,30.69125,DWYT2
WGRFC,MTPT2,-96.32542,-96.07958,28.92042,29.24125,MTPT2
WGRFC,HSJT2,-95.27125,-95.04208,29.89542,30.14542,HSJT2
WGRFC,SWYT2,-95.95042,-95.64208,29.04542,29.41625,SWYT2
WGRFC,KOUT2,-94.81708,-94.15875,30.39542,30.87875,KOUT2
WGRFC,HFFT2,-95.09625,-94.90875,30.10375,30.28292,HFFT2
WGRFC,JULT2,-95.78792,-95.51708,29.44958,29.62042,JULT2
WGRFC,CBVT2,-97.92125,-97.72125,27.83708,28.21625,CBVT2
WGRFC,RRRC2,-107.55875,-107.19625,37.59542,37.85792,RRRC2
WGRFC,RWGC2,-107.41708,-106.66292,37.55375,37.97458,RWGC2
WGRFC,SRGC2,-106.88792,-106.56708,37.40792,37.68292,SRGC2
WGRFC,SNTT2,-97.77542,-97.50042,27.94958,28.15375,SNTT2
WGRFC,EVDT2,-94.20042,-93.92542,30.33708,30.93708,EVDT2
WGRFC,DUPT2,-97.21708,-96.96708,28.66625,28.84958,DUPT2
WGRFC,EDNT2,-97.22125,-96.65875,28.94958,29.28708,EDNT2
WGRFC,SOLT2,-94.74208,-94.31292,30.02875,30.55792,SOLT2
WGRFC,ALAC2,-106.40875,-105.74208,37.44542,37.80375,ALAC2
WGRFC,CERN5,-106.02958,-105.45875,36.72458,37.17875,CERN5
WGRFC,WCBT2,-95.99208,-95.52125,29.08292,29.60375,WCBT2
WGRFC,CAAT2,-97.78792,-97.62125,27.84542,27.99125,CAAT2
WGRFC,BEAT2,-94.64625,-93.97958,30.07875,30.54958,BEAT2
WGRFC,ORNT2,-93.80042,-93.60458,30.05792,30.34958,ORNT2
WGRFC,HAKT2,-95.56292,-95.19625,32.41208,32.80792,HAKT2
WGRFC,PDA1,-101.95458,-101.54208,30.57875,31.18708,PDAT21
WGRFC,SFIT2,-102.30458,-101.76292,30.36208,30.70792,SFIT2
WGRFC,PDA2,-101.61292,-101.26708,30.15375,30.69958,PDAT22
WGRFC,LTRT2,-101.64208,-101.24208,29.79542,30.23292,LTRT2
WGRFC,NUBT2,-100.20875,-99.82542,29.71208,30.09542,NUBT2
WGRFC,UVAT2,-100.27125,-99.89208,29.39542,29.95792,UVAT2
WGRFC,ULRT2,-99.87958,-99.70875,29.14125,29.42042,ULRT2
WGRFC,DBY1,-99.83375,-99.41292,28.77875,29.20375,DBYT21
WGRFC,TIL2,-99.61708,-98.90458,28.01208,28.53708,TILT22
WGRFC,FRRT2,-99.35875,-98.92542,27.52875,27.98708,FRRT2
WGRFC,TIL1,-99.11708,-98.70042,27.91625,28.31625,TILT21
WGRFC,WTTT2,-98.71292,-98.12125,28.59125,29.15375,WTTT2
WGRFC,MYAT2,-98.89208,-98.30042,28.85375,29.27875,MYAT2
WGRFC,REFT2,-97.96708,-97.25875,28.27042,28.74958,REFT2
