SiteID	SiteCode	SiteName	Latitude	Longitude	MINLON	MAXLON	MINLAT	MAXLAT	LatLongDat	Elevation_	VerticalDa	LocalX	LocalY	LocalProje	PosAccurac	State	County	Comments	HUC8	DrainageAr
408.0	07049000	WAR EAGLE CREEK NEAR HINDSVILLE, ARK.	36.2006	-93.8556	-93.88134	-93.54972	35.80299	36.28041	3.0	None	None	None	None	None	None	AR	None	Catchment outlet location	11010001	681.2
409.0	02118000	SOUTH YADKIN RIVER NEAR MOCKSVILLE N C	35.8447	-80.6594	-81.19049	-80.63391	35.78201	36.09697	3.0	None	None	None	None	None	None	NC	None	Catchment outlet location	03040102	792.5
410.0	03438000	LITTLE R NR CADIZ,KY.	36.7778	-87.7217	-87.82273	-87.26198	36.64935	36.98097	3.0	None	None	None	None	None	None	KY	None	Catchment outlet location	05130205	632.0
411.0	02329000	OCHLOCKONEE RIVER NR HAVANA, FLA.	30.5539	-84.3842	-84.48996	-83.7584	30.43287	31.50187	3.0	None	None	None	None	None	None	FL	None	Catchment outlet location	03120003	2952.6
412.0	02016000	COWPASTURE RIVER NEAR CLIFTON FORGE, VA	37.7917	-79.7597	-79.82682	-79.28689	37.72004	38.47659	3.0	None	None	None	None	None	None	VA	None	Catchment outlet location	02080201	1194.0
413.0	01445000	PEQUEST RIVER AT HUNTSVILLE NJ	40.9811	-74.7767	-74.86094	-74.66263	40.92786	41.05951	3.0	None	None	None	None	None	None	NJ	None	Catchment outlet location	02040105	80.3
414.0	06883000	LITTLE BLUE RIVER NEAR DEWEESE, NE	40.3328	-98.0667	-99.16254	-98.03105	40.18327	40.70653	3.0	None	None	None	None	None	None	NE	None	Catchment outlet location	10270206	2548.6
415.0	06225500	WIND RIVER NEAR CROWHEART, WYO.	43.2425	-109.0097	-110.10246	-108.98763	42.91616	43.981	3.0	None	None	None	None	None	None	WY	None	Catchment outlet location	10080001	4897.7
416.0	07197000	BARON FORK AT ELDON, OK	35.9211	-94.8383	-94.81613	-94.33454	35.71566	36.12227	3.0	None	None	None	None	None	None	OK	None	Catchment outlet location	11110103	795.1
417.0	07222500	CONCHAS RIVER AT VARIADERO, N. MEX.	35.4028	-104.4431	-105.03116	-104.34543	35.21158	35.69734	3.0	None	None	None	None	None	None	NM	None	Catchment outlet location	11080005	1354.6
418.0	02058400	PIGG RIVER NEAR SANDY LEVEL, VA	36.9458	-79.525	-80.16149	-79.48826	36.75269	37.04265	3.0	None	None	None	None	None	None	VA	None	Catchment outlet location	03010101	906.5
419.0	11530000	TRINITY R A HOOPA CA	41.05	-123.6708	-123.78932	-122.42453	40.10725	41.38455	3.0	None	None	None	None	None	None	CA	None	Catchment outlet location	18010211	7389.3
420.0	07147070	WHITEWATER R AT TOWANDA, KS	37.7958	-97.0125	-97.31156	-96.84664	37.7445	38.15945	3.0	None	None	None	None	None	None	KS	None	Catchment outlet location	11030017	1103.3
421.0	11281000	SF TUOLUMNE RIVER NR OAKLAND RECREATION CAMP CAL	37.8217	-120.0119	-120.04409	-119.62915	37.73679	37.87678	3.0	None	None	None	None	None	None	CA	None	Catchment outlet location	18040009	225.3
422.0	03326500	MISSISSINEWA RIVER AT MARION, IND.	40.5761	-85.6594	-85.74807	-84.6499	40.06547	40.67622	3.0	None	None	None	None	None	None	IN	None	Catchment outlet location	05120103	1766.4
423.0	02217500	MIDDLE OCONEE RIVER NEAR ATHENS, GA.	33.9467	-83.4228	-83.96088	-83.38763	33.91148	34.31808	3.0	None	None	None	None	None	None	GA	None	Catchment outlet location	03070101	1015.3
424.0	13340500	N FK CLEARWATER RIVER AT BUNGALOW RANGER STA ID	46.6314	-115.5078	-115.7573	-114.74245	46.39106	47.03514	3.0	None	None	None	None	None	None	ID	None	Catchment outlet location	17060307	2579.6
425.0	09132500	NORTH FORK GUNNISON RIVER NEAR SOMERSET, CO.	38.9258	-107.4336	-107.7155	-107.05477	38.67834	39.27658	3.0	None	None	None	None	None	None	CO	None	Catchment outlet location	14020004	1362.3
426.0	05517000	YELLOW RIVER AT KNOX, IND.	41.3028	-86.6206	-86.5755	-85.87311	41.13737	41.59813	3.0	None	None	None	None	None	None	IN	None	Catchment outlet location	07120001	1126.7
427.0	07378000	COMITE RIVER NEAR COMITE, LA.	30.5125	-91.0736	-91.24009	-90.9293	30.56216	31.11041	3.0	None	None	None	None	None	None	LA	None	Catchment outlet location	08070202	735.6
428.0	03348000	WHITE RIVER AT ANDERSON, IND.	40.1061	-85.6722	-85.7064	-84.88736	39.96132	40.25961	3.0	None	None	None	None	None	None	IN	None	Catchment outlet location	05120201	1051.5
429.0	07144780	NF NINNESCAH R AB CHENEY RE, KS	37.8447	-97.9358	-98.95297	-97.87564	37.66952	38.0178	3.0	None	None	None	None	None	None	KS	None	Catchment outlet location	11030014	2038.3
430.0	05053000	WILD RICE RIVER NR ABERCROMBIE, ND	46.4681	-96.7833	-98.0445	-96.61722	45.72413	46.53068	3.0	None	None	None	None	None	None	ND	None	Catchment outlet location	09020105	5387.2
431.0	07152000	CHIKASKIA RIVER NEAR BLACKWELL, OK	36.8114	-97.2769	-98.81133	-97.10909	36.76966	37.6137	3.0	None	None	None	None	None	None	OK	None	Catchment outlet location	11060005	4814.8
