01398000  58 .........................................................**********************************************************
01398500  64 .................................................*****************************************************..***********
01399500  66 .................................................******************************************************************
01408000  57 ..........................................................*********************************************************
01408500  59 ........................................................***********************************************************
01410000  56 ...........................................................********************************************************
01411000  63 ....................................................***************************************************************
01411500  56 ...........................................................********************************************************
01413500  51 ................................................................***************************************************
01414000  21 ....................................................................*********************..........................
01414500  51 ................................................................***************************************************
01415500  25 ................................................................*************************..........................
01418500  33 ................................................................*********************************..................
01419500  33 ................................................................*********************************..................
01420500  74 .........................................**************************************************************************
01421000  40 ........................................****************************************...................................
01422000  33 ................................................................*********************************..................
01422500  33 ................................................................*********************************..................
01423000  38 .............................................................................**************************************
01424500  23 ...................................................................***********************.........................
01425500  34 .............................................................**********************************....................
01426500  50 ........................................**************************************************.........................
01427500  42 ...................................................................******************************************......
01435000  37 ..............................................................................*************************************
01437000  24 .......................................................************************....................................
01439500  80 ...................................********************************************************************************
01440000  65 ..................................................*****************************************************************
01440400  31 ....................................................................................*******************************
01443500  66 ................................................*******************************************************.***********
01445000  22 ...................................................................**********************..........................
01445500  67 ................................................*******************************************************************
01447500  45 ......................................................................*********************************************
01459500  38 ..............................................................**************************************...............
01463500  41 .......................................*****************************************...................................
01464500  47 ...................................................................***********.************************************
01466500  35 ................................................................................***********************************
01467000  65 ..................................................*****************************************************************
01471000  29 .............................................................................*****************************.........
01475000  35 ....................................................................***********************************............
01478500  24 ...............................................................................*******...*****************.........
01483500  16 ..........................................................**..........**************...............................
01484000  25 .......................................................................................*************************...
01487000  26 ......................................................................**************************...................
01488500  25 ......................................................................*************************....................
01491000  35 ...........................................................................***********************************.....
01492000  31 .............................................................................*******************************.......
01495000  56 ...........................................................********************************************************
01496200  21 ..............................................................................................*********************
01498500  37 .................................................................*************************************.............
01502000  50 .................................................................**************************************************
01503000  75 ........................................***************************************************************************
01512500  28 ........................................****************************...............................................
01514000  47 .........................................................***********************************************...........
01518000  39 .................................................................***************************************...........
01520000  28 ..............................................................................****************************.........
01520500  48 .........................................................************************************************..........
01528000  51 ................................................................***************************************************
01531000  33 ..........................................*********************************........................................
01532000  74 .........................................**************************************************************************
01534000  74 .........................................**************************************************************************
01538000  69 ..............................................*********************************************************************
01539000  50 .................................................................**************************************************
01541000  75 ........................................***************************************************************************
01541500  47 ........................................***********************************************............................
01543500  50 .................................................................**************************************************
01545600  23 ............................................................................................***********************
01547700  33 ..................................................................................*********************************
01548500  70 .............................................**********************************************************************
01549500  48 ...................................................................************************************************
01555000  59 ........................................................***********************************************************
01555500  59 ........................................................***********************************************************
01556000  72 ...........................................************************************************************************
01558000  50 .................................................................**************************************************
01560000  49 ..................................................................*************************************************
01562000  77 ......................................*****************************************************************************
01564500  50 .................................................................**************************************************
01567000  73 ..........................*************************************************************************................
01568000  59 ........................................................***********************************************************
01570500   0 ...................................................................................................................
01574000  31 .......................................................*******************************.............................
01580000  62 .....................................................**************************************************************
01582000  44 .......................................................................********************************************
01583000  34 ..........................................................................**********************************.......
01583500  44 .......................................................................********************************************
01586500  26 ......................................................**************************...................................
01590000  42 ...........................................................******************************************..............
01591000  44 .......................................................................********************************************
01595000  32 ...................................................................................********************************
01597000  33 ...........................................................................*********************************.......
01599000  48 ........................................................************************************************...........
01601500  59 ........................................................***********************************************************
01603500  50 ...........................................................**************************************************......
01604500  50 .................................................................**************************************************
01608500  64 ..........................**..**.......................************************************************************
01610000  42 .................................................................******************************************........
01611500  65 ..................................................*****************************************************************
01613000  56 ...........................................................********************************************************
01614000  40 .......................................................***.......*************************************.............
01614500  60 .......................................................************************************************************
01617800  25 ..........................................................................................*************************
01631000  58 .........................................................**********************************************************
01632000  63 ....................................................***************************************************************
01634000  63 ....................................................***************************************************************
01634500  51 ................................................................***************************************************
01637500  41 ..........................................................................*****************************************
01639000  46 .....................................................................**********************************************
01639500  41 ..........................................................................*****************************************
01640500  53 ..........................................................*****************************************************....
01641500  37 ..........................................................................*************************************....
01643500  32 ...........................................................................**********........**********************
01644000  58 .........................................................**********************************************************
01645000  45 .........................................................*********************************************.............
01646502  58 .........................................................**********************************************************
01653600  23 ............................................................................................***********************
01661050  20 ...............................................................................................********************
01661500  42 .........................................................................******************************************
01663500  46 .....................................................................**********************************************
01664000  46 .....................................................................**********************************************
01666500  45 ......................................................................*********************************************
01667500  58 .........................................................**********************************************************
01668000  78 .....................................******************************************************************************
01669500  38 ......................................................................**************************************.......
01674000  46 .....................................................................**********************************************
02013000  60 .......................................................************************************************************
02014000  51 .......................................................****************************.........***********************
02015700  28 .......................................................................................****************************
02016000  63 ....................................................***************************************************************
02017500  62 .....................................................**************************************************************
02018000  63 ....................................................***************************************************************
02020500  50 .................................................................**************************************************
02027800  28 .......................................................................................****************************
02030000  50 .................................................................**************************************************
02030500  61 .....................................................*********.****************************************************
02035000  55 ...................................................*******************************************************.........
02038850  22 .............................................................................................**********************
02039500  62 .....................................................**************************************************************
02041000  42 .........................................................................******************************************
02044500  37 .............................................................................**********************.***************
02045500  58 .........................................................**********************************************************
02046000  42 .........................................................................******************************************
02047000  47 ....................................................................***********************************************
02047500  45 ....................................................................*********************************************..
02051500  59 ........................................................***********************************************************
02053200  30 .....................................................................................******************************
02053800  28 .......................................................................................****************************
02054500  44 ......................................................................*****************************.***************
02055000  70 ............................................**********.************************************************************
02058400  25 ..........................................................................................*************************
02059500  58 .........................................................**********************************************************
02061500  51 ................................................................***************************************************
02064000  52 ........................................................*****.......***********************************************
02070000  59 .......................................................*******.****************************************************
02070500  42 ........................................................******************************************.................
02074500  59 ........................................................***********************************************************
02083000  62 .....................................................**************************************************************
02083500  61 .......................****...............................*********************************************************
02085500  63 ....................................................***************************************************************
02086000  46 ....................................................**********************************************.................
02091500  46 ........................................................**********************************************.............
02092500  37 ..............................................................................*************************************
02093500  43 .......................................................*******************************************.................
02094000  31 ....................................................******...*************************.............................
02101000  32 ..................................................................********************************.................
02102000  58 .........................................................**********************************************************
02103500  42 ........................................................******************************************.................
02105500  35 ................................................................***********************************................
02107000  35 ..............................................................................***********************************..
02110500  38 .............................................................................**************************************
02111000  49 ..................................................................*************************************************
02111180  23 ............................................................................................***********************
02111500  49 ..................................................................*************************************************
02112120  24 ...........................................................................................************************
02115500  31 ...................................................................*******************************.................
02116500  33 .......................................................*********************************...........................
02117500  31 ...................................................................*******************************.................
02118000   0 ...................................................................................................................
02121000  32 ......................********************************.............................................................
02126000  59 ........................................................***********************************************************
02127000  34 ................................................................**********************************.................
02130900  29 ......................................................................................*****************************
02131000   0 ...................................................................................................................
02132000  59 ........................................................***********************************************************
02134500  59 ........................................................***********************************************************
02135000  46 .....................................................................**********************************************
02135300  20 ...............................................................................................********************
02136000  59 ........................................................***********************************************************
02138500  66 .................................................******************************************************************
02143040  27 ........................................................................................***************************
02143500  37 ..............................................................................*************************************
02146900  28 .......................................................................................****************************
02147500  32 ..............................................................................******************************.....**
02149000  37 ..............................................................................*************************************
02152100  29 ......................................................................................*****************************
02154500  58 .........................................................**********************************************************
02156500  50 .................................................................**************************************************
02157000  38 .............................................................................**************************************
02164000  30 .....................................................................*****************************................*
02165000  38 ..................................................................**************************************...........
02169630  22 .............................................................................................**********************
02173000  47 ..........................................................***************************************..........********
02173500  49 ..................................................................*************************************************
02174000  43 ........................................................................*******************************************
02175500  37 ..............................................................................*************************************
02176500  37 ..............................................................................*************************************
02177000  49 ..................................................................*************************************************
02178400  24 ...........................................................................................************************
02185200  21 ..............................................................................................*********************
02188500  35 .....................................................................***********************************...........
02191200  20 ......................................................................................********************.........
02192000  51 ................................................................***************************************************
02193500  21 ............................................................................*********************..................
02196000  41 .........................................................*.........**********************************..**......****
02197300  22 .............................................................................................**********************
02197600  30 .....................................................................................******************************
02197830  19 ................................................................................................*******************
02198000  51 ................................................................***************************************************
02202000  33 ................................................................*********************************..................
02202500  51 ................................................................***************************************************
02203000  51 ................................................................***************************************************
02206500  20 .....................................................................********************..........................
02212600  24 ...........................................................................................************************
02213050  27 ........................................................................................***************************
02213500  30 ................................................................******************************.....................
02217000  20 ..............................................................................********************.................
02217500  46 ................................................................**********************************************.....
02218500  41 ................................................................*****************************************..........
02219500  41 ................................................................*****************************************..........
02220550  25 .......................................................................................*************************...
02221000  20 ..............................................................................********************.................
02224000  24 ...............................................................................************************............
02225500  51 ................................................................***************************************************
02226000  57 ..........................................................*********************************************************
02226500  51 ................................................................***************************************************
02227500  37 ..............................................................................*************************************
02228000  57 ..........................................................*********************************************************
02231000  62 .....................................................**************************************************************
02232500  55 ............................................................*******************************************************
02236000  55 ............................................................*******************************************************
02240000  27 .........................................................****************...............................***********
02246000  57 ..........................................................*********************************************************
02248000  37 ..............................................................................*************************************
02256500  57 ..........................................................*********************************************************
02273000  34 .......................................................**********************************..........................
02296750  57 ..........................................................*********************************************************
02298830  52 ...............................................................****************************************************
02301500  56 ...........................................................********************************************************
02303000  49 ..................................................................*************************************************
02313000  57 ..........................................................*********************************************************
