02441000  40 ...................................................................****************************************........
02441500  64 ..........................*************................***************************************************.........
02448000  54 .......................................................****......**************************************************
02450000  60 .......................................................************************************************************
02450250  22 .............................................................................................**********************
02456500  50 .......................................................***..........***********************************************
02467000  60 .......................................................************************************************************
02467500  50 .................................................................**************************************************
02472500  50 .................................................................**************************************************
02474500  47 ..................................................................*******************************************..****
02475500  50 .................................................................**************************************************
02479000  58 .........................................................**********************************************************
02479155  22 .............................................................................................**********************
02479300  30 .....................................................................................******************************
02484500  44 .......................................................................********************************************
02486000  43 ............................***********................********************************............................
02487500  41 .........................................................*****************************************.................
02488500  50 .................................................................**************************************************
02489500  50 .................................................................**************************************************
02490500  44 .......................................................................********************************************
02492000  51 ................................................................***************************************************
03010500  49 ..................................................................*************************************************
03011020  85 ..............................*************************************************************************************
03011800  23 ............................................................................................***********************
03015500  79 ....................................*******************************************************************************
03020500  56 ...........................................................********************************************************
03024000  39 ...........................................................***************************************.................
03028000  35 ................................................................................***********************************
03032500  69 .............................................**.*******************************************************************
03034500  49 ..................................................................*************************************************
03042000  36 ...............................................................................************************************
03049000  48 ...................................................................************************************************
03049500   0 ...................................................................................................................
03051000  81 ..................................*********************************************************************************
03069500  75 ........................................***************************************************************************
03074500  46 .....................................................................**********************************************
03075500  47 ....................................................................***********************************************
03078000  41 ..........................................................................*****************************************
03079000  68 ...............................................********************************************************************
03080000  70 .............................................**********************************************************************
03085000   0 ...................................................................................................................
03089500  30 ....................................................................******************************.................
03092500  55 .....................................................*******************************************************.......
03102500  71 .........................................****.****..***************************************************************
03106000  69 ..............................................*********************************************************************
03109500  73 ..........................................*************************************************************************
03114500  68 ..........................................*****.....***************************************************************
03116000  52 .....................................................****************************************************..........
03118500  67 ................................................*******************************************************************
03125000  42 ................................................................******************************************.........
03132000  30 ........................................................................******************************.............
03136000  60 ................................................************************************************************.......
03137000  53 ................................................*****************************************************..............
03144000  52 ...............................................................****************************************************
03159500  61 ..........................................*************************************************************............
03161000  61 ...................................................**..**********************************************************.*
03164000  58 .........................................................**********************************************************
03167000  69 ...................................********...........*************************************************************
03167500  57 ...................................********.......................*************************************************
03170000  60 .......................................................************************************************************
03173000  50 .................................................................**************************************************
03175500  58 ...................................********......................**************************************************
03179000  38 .............................................................................**************************************
03180500  45 ......................................................................*********************************************
03182500  59 ........................................................***********************************************************
03183500  93 ......................*********************************************************************************************
03186500  59 ........................................................***********************************************************
03187500  29 .......................................................................*******.............******************..****
03193000 111 ....***************************************************************************************************************
03198500  66 ...................................********..............**********************************************************
03202000  67 ..........................................********************...***********************************************...
03204500  42 .................................................................******************************************........
03217000  48 ...................................................................************************************************
03219500  56 ....................................................*******.......*************************************************
03230500  64 ................................................**************...**************************************************
03234500  58 .........................................................**********************************************************
03235500  32 .........................................................................********************************..........
03237280   0 ...................................................................................................................
03237500  57 .....................................................*********.....************************************************
03248500  50 .................................................................**************************************************
03252500  50 .................................................................**************************************************
03253500  47 ..........................................**...........*********************************************...............
03262000  72 ..........................................***.*********************************************************************
03265000  65 ...........................................************.......*****************************************************
03266000  62 .....................................................**************************************************************
03269500  59 ...............................*.........**********************************************************................
03272000  70 .........................................*********....*************************************************************
03274000  59 ........................................................***********************************************************
03275000  60 .......................................................************************************************************
03276700   0 ...................................................................................................................
03281500  55 ....................................................******........*************************************************
03285000  46 .....................................................................**********************************************
03294000  34 .................................................................................**********************************
03294500   0 ...................................................................................................................
03298000  44 .......................................................................********************************************
03301500  50 .................................................................**************************************************
03307000  49 ..................................................................*************************************************
03308500  42 ..........................................*******.....****......*******************************....................
03310300  29 ......................................................................................*****************************
03320500  47 ....................................................................***********************************************
03324000  44 .......................................................................********************************************
03324300  31 ....................................................................................*******************************
03326500  58 .........................................................**********************************************************
03327520  20 ...............................................................................................********************
03328500  45 ......................................................................*********************************************
03329400  20 ...............................................................................................********************
03333600  29 ......................................................................................*****************************
03334500  44 .......................................................................********************************************
03335500  65 ..................................................*****************************************************************
03339500  50 .................................................................**************************************************
03340800  31 ....................................................................................*******************************
03343400  28 .......................................................................................****************************
03345500  77 ....................................***..**************************************************************************
03346000  48 ...................................................................************************************************
03347500  34 .................................................................................**********************************
03351500  47 ....................................................................***********************************************
03360500  60 .......................................................************************************************************
03361650  21 ..............................................................................................*********************
03362000  45 ......................................................................*********************************************
03362500  45 ......................................................................*********************************************
03363500  58 .........................................................**********************************************************
03364000  40 ...........................................................................****************************************
03373500  65 ..................................................*****************************************************************
03374000  60 .......................................................************************************************************
03374455  20 ...............................................................................................********************
03377500  61 ......................................................*************************************************************
03379500  74 .........................................**************************************************************************
03380500  71 ...................................****..*******.......************************************************************
03381500  49 ..................................................................*************************************************
03416000  46 .....................................................................**********************************************
03434500  63 ....................................................***************************************************************
03436000  49 ..................................................................*************************************************
03438000  48 ...................................................................************************************************
03439500  31 ...................................................*******************************.................................
03441000  68 ...............................................********************************************************************
03444500  31 .....................................................***********************................********...............
03448000  52 .............................................................****************************************************..
03450000  53 .....................................................*************************************************....**.....**
03451500  93 ......................*********************************************************************************************
03453000  39 .............................................................***************************************...............
03454000  37 .............................................................*************************************.................
03455500  34 .................................................................................**********************************
03456500  34 .................................................................................**********************************
03459000  42 .........................................................******************************************................
03460000  44 .............................................................******************..........**************************
03463300  31 ....................................................................................*******************************
03465500  68 ...............................................********************************************************************
03469000   0 ...................................................................................................................
03473000  57 ..........................................................*********************************************************
03479000  48 ...................................................................************************************************
03488000  68 ...............................................********************************************************************
03497300  25 ..........................................................................................*************************
03500000  44 .......................................................................********************************************
03500240  27 ........................................................................................***************************
03501000  52 ..................................**............**************************************************.................
03504000  48 ...................................................................************************************************
03509000  34 ....................................................................**********************************.............
03512000  41 ........................................................................*..****************************************
03513500  36 ..............................................................************************************.................
03518500  56 ....................................................********************************************************.......
03524000  68 ...............................................********************************************************************
03528000  69 ..............................................*********************************************************************
03532000  62 ..............................................**************************************************************.......
03540500  61 ......................................................*************************************************************
03545000  39 .....................................................................***************************************.......
03550000  76 ...............................*****.....**...*********************************************************************
03550500  39 .....................................................................***************************************.......
03558000  75 ........................................***************************************************************************
03560000  28 ......................................................................****************************.................
03568500  23 ..............................................................................***********************..............
03571000  68 ...............................................********************************************************************
03574500  52 ...............................................................****************************************************
03575000  57 .........................................................***************************************************.******
03586500  41 ..............................................................*****.....************************************.......
03592500  49 .....................................................*..**..**********************************************.........
03603000  50 ....................................................**************************************************.............
03604000  68 ...............................................********************************************************************
03604500  61 ......................................................*************************************************************
03612000  64 ...................................................****************************************************************
04001000  24 ...........................................................................................************************
04010500  65 ..................................................*****************************************************************
04014500  56 .........................................................*****************..***************************************
04025500  43 .....................................................................***************************************...****
04027000  48 .........................................********..........................****************************************
04033000  46 .....................................................................**********************************************
04040500  45 ......................................................................*********************************************
04045500  35 ................................................................................***********************************
04046000  27 ..............................................................................***************************..........
04056500  50 .................................................................**************************************************
04059500  34 .................................................................................**********************************
04063700  25 ..........................................................................................*************************
04069500  35 ................................................................................***********************************
04071000  75 ........................................***************************************************************************
04073500  90 .........................******************************************************************************************
04078500  66 ..............................................******************************************************************...
04079000  75 ........................................***************************************************************************
04080000  59 .........................................********************************************************............***...
04081000  51 ...........................................***********************************************..*................***...
04084500   0 ...................................................................................................................
04085200  22 .............................................................................................**********************
04086000  46 ...........................................********..........................**************************************
04087000  74 .........................................**************************************************************************
04093000  33 ..................................................................................*********************************
04094000  36 ...............................................................................************************************
04100500  57 ..........................................................*********************************************************
04105000  54 .............................................................******************************************************
04112500   0 ...................................................................................................................
04121500  55 ............................................................*******************************************************
04128000  46 .....................................................................**********************************************
04135500  46 .....................................................................**********************************************
04142000  51 ................................................................***************************************************
04173500  30 ...............................................................................******************************......
04183500  56 ................................................**************....******************************************.......
04184500  41 ...................................................................*****************************************.......
04189000  59 ...................................................***********.....************************************************
04191500  72 ...........................................************************************************************************
04193500   0 ...................................................................................................................
04196500  57 ................................................**************...*******************************************.......
04197000  56 ..................................................************...********************************************......
04198000  61 ...................................................***********...**************************************************
04199500  31 .............................................................................*******************************.......
04201500  56 ...................................................***********........*********************************************
04212000  49 .................................................*************...************************************..............
04212500  48 ...................................................***********....********...*****************************.........
04213000  51 .................................................*************...............**************************************
04214500  50 .................................................................**************************************************
04215500  48 ...................................................................************************************************
04217500  33 ..................................................................................*********************************
04221000  19 ..................................................................................***..............****************
04221500  56 ...........................................********************************************************................
04223000  19 ...................................*******************.............................................................
04230500  43 ........................................................................*******************************************
04234000  63 ....................................................***************************************************************
04243500  39 ............................................................................***************************************
04256000  46 .....................................................................**********************************************
04258500  27 ........................................................***************************................................
04262500  72 ...........................................************************************************************************
04264331   0 ...................................................................................................................
04265000  53 ...................................................*****************************************************...........
04269000  76 .....................................*******..*********************************************************************
04274000  48 ...............................................************************************************....................
04275000  64 ...................................................****************************************************************
04276500  45 ..................................................*********************************************....................
04287000  53 ..............................................................*****************************************************
04293500  55 ............................................................*******************************************************
04296000  37 ..............................................................................*************************************
05011500   0 ...................................................................................................................
05014500  32 ............................................**.......................................******************************
05051600  22 ......................................................................................**********.************......
05053000  56 ...........................................................********************************************************
05054500  33 ..................................................................................*********************************
05056000  39 ............................................................................***************************************
05056100  26 ...................................................................................**************************......
05056200  25 ....................................................................................*************************......
05057000  43 ........................................................................*******************************************
05057200  32 ...................................................................................********************************
05059600  18 ...........................................................................................******************......
05059700  32 ...................................................................................********************************
05060500  42 .........................................................................******************************************
05062000  57 ..........................................................*********************************************************
05062500  61 ....................................********.............*****************************************************.....
05064900  22 ...........................................................................................**********************..
05066500  53 ..............................................................*****************************************************
05069000  41 .........................................................................**************************************.***
05078000  28 ..................................................................****************************.....................
05078500  41 ....................................********.................*********************************.....................
05082500   0 ...................................................................................................................
05083600  28 .......................................................................................****************************
05084000  48 ...................................................................************************************************
05098700  27 ........................................................................................***************************
05098800  27 ........................................................................................***************************
05099100  27 ........................................................................................***************************
05099300  26 .........................................................................................**************************
05099600  49 ..................................................................*************************************************
05100000  57 ..........................................................*********************************************************
05107500  58 .......................................................**********************************************************..
05112000  29 ...............................................**********..*...*...***.............................**************..
05113360  29 ......................................................................................*****************************
05113600  29 ......................................................................................*****************************
05113800  28 .......................................................................................****************************
05120500  51 ................................................................***************************************************
05123400  32 ...................................................................................********************************
05123900  24 ....................................................................................************************.......
05124480  22 .............................................................................................**********************
05130500  46 .....................................................................**********************************************
05131500  65 ......................................*****............************************************************************
05132000  55 .......................................................***************************************************...****..
05133500   0 ...................................................................................................................
05134200  29 ...................................................................................*****************************...
05244000  31 ..................................................................*******************************..................
05275000  36 ......................................******.................******************************........................
05280000  60 ....................................**.*****.............*...****************************************************..
05286000  55 .........................................................*..******************************************************.
05288500   0 ...................................................................................................................
05290000  42 ..................................................................******************************************.......
05291000  55 ..........................................................*******************************************************..
05293000  47 ..................................................................***********************************************..
05300000  55 .......................................*..................*.*****************************************************..
05304500  49 ................................................................*************************************************..
05313500  50 ..............................................................***.***********************************************..
05316500  52 ......................................*.......................***************************************************..
05317000  53 ......................................**......................**.*************************************************.
05320500  43 ..................................................................******....*************************************..
05330000   0 ...................................................................................................................
05331000   0 ...................................................................................................................
05333500  71 .........................................*******************************************************************...****
05336700  20 ..............................................................................................********************.
05338500  34 ........................................****..................................******************************.......
05340500  78 .....................................******************************************************************************
05353800  21 ............................................................................................*********************..
05362000  73 ..........................................*************************************************************************
05365500   0 ...................................................................................................................
05368000  38 .............................................................................**************************************
05374000  58 ....................................********.............**************************************************........
05376000  19 ..............................................................................................*******************..
05379500  59 .........................................*****...............******************************************************
05381000  78 ................................***.....***************************************************************************
05383000  56 .........................................********************************************************..................
05384000  50 ......................................***.**.......................*********************************************...
05385000  60 .....................................*******.............*****************************************************.....
05387500  32 ..............................................................................********************************.....
05393500  46 .....................................................................**********************************************
05394500  66 .........................................*****************........*************************************************
05397500  61 .........................................************.............*************************************************
05399500  62 .........................................***********............***************************************************
05405000  53 .........................................*******.....................**********************************************
05407000   0 ...................................................................................................................
05408000  50 .................................................................**************************************************
05410490  55 ............................................................*******************************************************
05412500  56 ...........................................................********************************************************
05413500  54 .............................................................******************************************************
05414000  54 .............................................................******************************************************
05415000  49 ..................................................................*************************************************
05418500  75 ........................................***************************************************************************
05419000  54 .............................................................******************************************************
05420500 115 *******************************************************************************************************************
05421000  55 ............................................................*******************************************************
05422000  54 .............................................................******************************************************
05426000  57 ..........................................................*********************************************************
05430500  74 .........................................**************************************************************************
05431486  49 ..................................................................*************************************************
05432500  49 ..................................................................*************************************************
05433000  48 ..................................................................***********************************************.*
05434500  49 ..................................................................*************************************************
05435500  74 .........................................**************************************************************************
05436500  74 .........................................**************************************************************************
05438500  49 ..................................................................*************************************************
05440000  49 ..................................................................*************************************************
05440500  32 ..................................................................********************************.................
