StnID,CLASS,UsedInFDCStudy,DRAIN_SQKM,BAS_COMPACTNESS,LAT_CENT,LONG_CENT,PPTAVG_BASIN,T_AVG_BASIN,RH_BASIN,FST32F_BASIN,LST32F_BASIN,WD_BASIN,WDMAX_BASIN,WDMIN_BASIN,PET,SNOW_PCT_PRECIP,PRECIP_SEAS_IND,PERHOR,TOPWET,CONTACT,WB5100_ANN_MM,FORESTNLCD06,BARRENNLCD06,SHRUBNLCD06,GRASSNLCD06,HGA,HGB,HGC,HGD,AWCAVE,PERMAVE,BDAVE,OMAVE,WTDEPAVE,ROCKDEPAVE,NO4AVE,NO200AVE,CLAYAVE,SILTAVE,SANDAVE,KFACT_UP,RFACT,ELEV_MEDIAN_M_BASIN,RRMEDIAN,SLOPE_PCT,ASPECT_DEGREES,ASPECT_NORTHNESS,ASPECT_EASTNESS,WATERWETNLCD06,DJF_PPT7100_CM,MAM_PPT7100_CM,JJA_PPT7100_CM,SON_PPT7100_CM,WB5100_MON_PHASE,JUL_JAN_TMP_DIFF_DEGC,ELEV_RANGE_M_BASIN
09235600,Ref,TRUE,64,2.54,40.791909,-109.35568,51.83,3.86,50.9,250.9,164.8,74.9,7.9,5,444.6,41,0.115,0,10.59,76.3,104.4,68.14,0.02,30.29,0.03,13.83,76.51,7.23,2.43,0.07,3.54,1.42,0.4,5.99,57.82,59.05,28.43,20.34,32.26,47.4,0.05,23.37,2448,0.227,16.8,109.3,-0.33,0.944,0.67,8.04,18.31,11.66,13.74,2.908689992,24.22,648
09245000,Ref,TRUE,173.8,2.13,40.740113,-107.156567,78.38,3.93,54.9,245.8,168.7,119.8,13.2,7,456.3,56,0.201,1.3,10.58,155.6,402.1,69.18,0.37,24.16,4.32,0,69.27,17.52,13.21,0.12,1.93,1.34,0.72,5.63,59.3,73.68,46.87,27.79,38.71,33.5,0.2,44,2551,0.389,15.3,239.1,-0.514,-0.858,0.8,25.12,23.37,11.48,18.43,3.148735977,23.19,1208
09268500,Ref,FALSE,22.8,2.59,40.677895,-109.831305,79.34,1.98,48,248.6,177.1,83.3,8.7,6,387,48.5,0.068,0,9.79,7.8,236.2,75.17,3.4,8.75,12.44,21.82,34.67,28.93,14.58,0.06,7.17,1.48,0.69,5.07,53.7,57.73,22.52,12.42,31.63,55.95,0.09,52.57,3065,0.447,19.8,178.6,-1,0.024,0.23,16.69,25.89,15.8,20.73,3.222823321,21.41,1199
09268900,Ref,FALSE,19.4,2.52,40.697931,-109.771914,77.1,2.09,48,247.3,175.6,81.8,8.4,5.7,384.4,52.8,0.074,0,9.9,10.9,326.4,75.31,0.81,13.87,6.05,23.09,32.73,29.33,14.85,0.07,7.11,1.47,0.71,5.09,53.27,57.8,22.79,12.46,31.93,55.61,0.09,46.93,3046,0.518,14.3,116.2,-0.442,0.897,2.25,15.75,25.77,15.59,20.07,3.426756879,21.44,823
09276000,Ref,FALSE,27.7,2.19,40.491343,-110.96912,80.76,3.82,49.4,248.1,175.4,94.3,9.5,6,448.1,53.5,0.175,3.6,9.44,26.6,116.3,82.68,0.18,14.29,0.06,5.24,63.79,21.34,9.62,0.1,3.02,1.38,1.34,5.81,54.87,71.88,41.08,22.39,38.83,38.78,0.18,42.86,2829,0.683,21.9,178.1,-0.999,0.034,0.27,24.98,22.57,12.69,20.83,3.346224854,21.8,697
09278500,Ref,FALSE,313.7,2.13,40.635746,-110.722019,93.62,0.3,51.2,237.2,191.3,96.4,9.5,6.6,346.7,62.8,0.13,0,9.83,7.2,438.1,68.58,15.19,8.44,5.78,21.31,26.68,33.27,18.74,0.06,6.87,1.46,0.81,4.87,49.48,56.8,21.91,11.65,32.01,56.34,0.09,57.91,3161,0.524,25.4,192.2,-0.977,-0.211,1.96,26.57,27.91,16.71,22.42,3.794048925,20.72,1581
09280400,Ref,FALSE,7.7,2.47,40.291583,-111.293947,86.42,2.62,53.1,242.2,175.7,101.1,10.7,6,403.7,60,0.237,1,8.86,20.1,331.8,89.9,0,9.49,0.02,30,15,52,3,0.09,4.18,1.3,0.9,6,57.01,63.43,37.17,25.07,40.05,34.88,0.26,54.31,2756,0.588,14.8,96.4,-0.112,0.994,0.06,29.46,22.98,11.48,22.59,3.277724123,22.34,473
09288150,Ref,FALSE,145.5,3.21,39.960809,-110.90283,56.06,4.22,49.5,252.8,163.8,82.3,8.1,5.5,448.3,51.1,0.129,1.9,10.24,10.9,190.6,49,5.71,44.75,0.02,0,56.55,10.35,33.1,0.1,2.34,1.36,1.31,5.97,40.11,56.31,32.8,20.58,43.14,36.27,0.15,26.1,2504,0.453,24.8,80.4,0.166,0.986,0,16.13,14.83,10.32,14.78,3.103813202,23.02,941
09288900,Ref,FALSE,105.1,2.56,39.932829,-110.535994,51.39,5.8,50.5,265.2,147.3,74.2,7.1,5,503.9,37.2,0.106,1.7,10.04,16.3,97.6,45.63,19.3,34.56,0.2,0,57.35,7.88,34.77,0.09,2.41,1.36,1.31,5.97,40.01,54.22,31.08,20.28,43.04,36.68,0.15,23.65,2479,0.515,31.9,35.5,0.814,0.581,0.06,14.04,13.02,10.07,14.17,2.517378292,24.58,818
09298000,Ref,FALSE,38.3,1.99,40.618116,-109.999975,66.83,3.98,47.6,256.2,164.4,73.5,7.5,5.1,442.2,43.7,0.051,0,9.48,8.6,169,88.98,0.3,8.24,1.94,42.74,26.94,23.1,7.21,0.07,7.16,1.48,0.66,5.96,58.74,61.29,28.41,15.2,35.18,49.63,0.07,34.09,2843,0.727,25.3,163.5,-0.959,0.284,0.24,14.13,21.06,13.79,17.76,3.000297147,22.32,948
09302450,Ref,FALSE,56.1,2.99,40.095636,-107.47016,77.35,2.07,55,241.4,183.8,109,11.6,7,394.7,54.7,0.134,0.7,10.05,38.6,377.6,68.92,0.05,12.73,16.93,4.13,64.26,28.98,2.64,0.13,1.79,1.4,0.8,6,53.36,79.83,51.14,24.81,42.58,32.61,0.27,32.37,2708,0.41,17.2,155.2,-0.908,0.42,0.8,22.83,22.56,13.95,18.32,3.351838766,21.55,976
09303300,Ref,TRUE,136.8,1.15,39.878829,-107.286044,107.23,0.39,57.5,242.3,182.7,125.1,13.9,6.9,350.5,68.9,0.235,1.6,9.8,47,689.6,50.39,1.08,0.14,38.94,12.53,26.94,47.47,13.06,0.13,2.59,1.39,0.43,6,37.84,68.12,39.48,18.76,43.36,37.88,0.24,39.71,3258,0.573,18.2,268,-0.035,-0.999,9.45,33.41,36.09,14.16,23.46,3.984709421,21.02,899
09303500,Ref,TRUE,398.6,1.29,39.862155,-107.389613,98.24,1.05,56.7,244.8,179.7,121.1,13.4,6.8,365.2,67.5,0.215,3.9,10.05,51,640.4,64.71,0.67,0.76,28.41,6.87,26.06,49.35,17.71,0.13,1.97,1.38,0.58,6,37.96,75.62,46.11,21.62,43.9,34.48,0.23,37.91,3166,0.65,23,304,0.559,-0.829,4.75,30.07,32.38,13.69,22.06,3.878099591,21.19,1360
09306007,Ref,TRUE,459.7,1.96,39.770605,-108.02099,50.72,5.93,56.5,264,149.5,88.8,9.1,5.6,508.3,32.8,0.034,4.1,10.7,45.1,116.5,63.18,0.93,29.9,0.93,0,37.64,5.38,56.98,0.12,2.07,1.33,0.99,6,30.08,69.89,44.03,23.16,44.27,32.57,0.22,14.39,2315,0.349,22.1,269.4,-0.01,-1,0.07,11.48,14.95,10.11,14.18,2.495917749,23.73,1060
09306242,Ref,TRUE,82,2.79,39.893319,-108.55174,48.51,5.86,58.6,271.6,144,77.4,8,5,499.3,25.5,0.055,0.5,10.56,30.6,39.5,38.19,3.31,58.37,0.11,0,32,3.59,64.41,0.11,2.47,1.34,0.96,6,24.88,67.53,40.02,20,45.02,34.98,0.24,11.76,2285,0.447,16.6,79.8,0.178,0.984,0,10.94,14.85,9.45,13.3,2.620338733,24.76,627
09307500,Ref,FALSE,775,2.17,39.360288,-109.616242,44.33,6.58,52.6,272.2,144.2,61,6.6,4.5,528.6,32.7,0.027,1.6,10.66,22.4,51,59.43,0.94,36.06,2.93,0,60.69,7.9,31.41,0.1,2.13,1.35,1.48,6,40.32,61.99,34.97,18.11,42.98,38.91,0.21,16.24,2358,0.496,27.3,21.5,0.931,0.366,0.34,9.63,11.78,10.7,12.2,2.527423382,24.56,1068
