StnID,CLASS,UsedInFDCStudy,DRAIN_SQKM,BAS_COMPACTNESS,LAT_CENT,LONG_CENT,PPTAVG_BASIN,T_AVG_BASIN,RH_BASIN,FST32F_BASIN,LST32F_BASIN,WD_BASIN,WDMAX_BASIN,WDMIN_BASIN,PET,SNOW_PCT_PRECIP,PRECIP_SEAS_IND,PERDUN,PERHOR,TOPWET,CONTACT,WB5100_ANN_MM,FORESTNLCD06,PLANTNLCD06,BARRENNLCD06,SHRUBNLCD06,GRASSNLCD06,PASTURENLCD06,CROPSNLCD06,HGB,HGC,HGD,HGBD,AWCAVE,PERMAVE,BDAVE,OMAVE,WTDEPAVE,ROCKDEPAVE,NO4AVE,NO200AVE,CLAYAVE,SILTAVE,SANDAVE,KFACT_UP,RFACT,ELEV_MEDIAN_M_BASIN,RRMEDIAN,SLOPE_PCT,ASPECT_DEGREES,ASPECT_NORTHNESS,ASPECT_EASTNESS,WATERWETNLCD06,DJF_PPT7100_CM,MAM_PPT7100_CM,JJA_PPT7100_CM,SON_PPT7100_CM,WB5100_MON_PHASE,JUL_JAN_TMP_DIFF_DEGC,ELEV_RANGE_M_BASIN
03070000,Ref,TRUE,2422.2,0.86,38.981091,-79.631114,138.55,8.55,76.9,269.7,139.2,163.8,16.1,10.8,584.5,24,0.074,3.1,3.6,11.24,49.7,746.8,89.53,3.27,1.38,0.04,0.07,2.85,0.43,13.27,63.55,5.1,1.03,0.11,3.98,1.4,0.66,5.26,38.26,68.21,45.07,19.75,53.41,26.84,0.22,136.08,951,0.505,19.8,289.4,0.332,-0.943,1.97,31.47,36.51,40.13,30.51,2.237429896,22.28,1060
03070500,Ref,TRUE,517.4,1.99,39.702614,-79.617861,126.59,8.91,72.1,273,139.2,152.9,15,10,609.8,22.5,0.07,2.1,3.1,12.2,74.7,631.7,77.1,15.89,0.28,0,0,12.09,3.8,22.64,65.8,2.23,1.43,0.12,3.34,1.37,0.53,4.56,40.79,74.14,51.52,22.61,53.71,23.67,0.28,117.51,592,0.341,10.6,215.2,-0.817,-0.576,0.65,28.49,33.38,36.05,28.3,2.053081495,23.41,533
03075905,Ref,FALSE,31.7,1.51,39.56067,-79.287623,126.35,7.93,75,274.9,135.6,151.1,14.2,10.1,570.4,26.5,0.053,2.7,1,11.21,55.8,649.9,74.35,15.05,3.33,0,0.03,14.92,0.12,0.01,55.33,16.88,0,0.12,4.4,1.37,1.1,3.94,42.28,74.24,49.03,22.6,52.19,25.21,0.25,121.29,828,0.417,4.2,6.9,0.993,0.12,3.18,29.39,33.66,34.99,28.43,2.304140268,23.6,175
03076600,Ref,TRUE,127.4,2.05,39.632729,-79.321979,124.47,8.2,74.4,276.6,133.4,155,14.6,10.8,585,27.1,0.053,2.4,1,11.06,18.1,659.1,69.65,23.02,1.34,0,0.05,21.63,1.39,8.12,62.04,6.77,0.48,0.11,4.75,1.4,0.6,4.81,39.7,74.35,46.45,19.77,52.74,27.49,0.22,123.09,753,0.626,13.8,268.4,-0.029,-1,0.26,28.7,33.02,34.69,28.05,2.356956551,23.71,444
03078000,Ref,TRUE,161.5,1.96,39.644838,-79.196248,120.59,8.15,73.9,277.4,132.3,143.6,13.5,9.9,577.9,25.3,0.069,2.8,1.2,11.46,35.7,556.4,74,18.65,1.44,0,0.02,17.46,1.19,4.15,61.29,5.54,0.05,0.11,5.12,1.38,0.53,4.42,41.16,74.17,46.52,20.39,51.33,28.28,0.23,111.15,793,0.532,8.6,64.8,0.425,0.905,0.47,26.49,32.55,34.07,27.53,2.20666303,23.55,295
03083000,Ref,FALSE,8.3,3.22,40.101933,-79.472316,117.34,9.07,69.4,280.8,133.3,144.7,14.9,10,623.9,23.4,0.094,2,0,9.59,18.6,593.7,79.08,16.48,0.15,0,0,12.74,3.74,42.51,37.6,0.38,1.34,0.1,6.81,1.38,0.61,4.98,43.48,70.28,38.99,17.47,47.9,34.63,0.19,112.27,607,0.777,12.6,258.4,-0.201,-0.98,0,23.91,30.8,34.74,28.2,2.150512388,24.16,287
03089500,Ref,FALSE,49.8,1.83,40.963603,-80.949169,98.95,9.49,68,277.9,133.6,130.5,12.7,9.1,652.1,19.3,0.124,2,5.5,12.41,977.8,315.2,31.78,57.79,0.05,0.03,1.48,27.39,30.4,15.5,73.61,4.61,4.75,0.13,1.55,1.53,1.91,2.54,58.7,89.62,63.11,22.42,53.56,24.02,0.38,113.75,357,0.415,2.4,286.9,0.29,-0.957,2.31,18.77,25.79,30.51,23.89,1.964140656,25.03,94
03092000,Ref,TRUE,58.3,1.99,41.091641,-81.04053,99.52,9.56,69,283.6,129.3,134.2,13.1,9,656.1,19.2,0.117,2.2,3.2,12.94,369.6,304,44.63,40.18,0.09,1.73,4.76,23.17,17.01,2.14,35.36,55.86,5.57,0.18,1.3,1.37,2.69,1.45,57.99,93.58,80.07,40,48.11,11.89,0.41,112.86,310,0.366,1.1,58.1,0.529,0.849,2.38,19.03,25.8,30.21,24.5,1.929492669,24.98,82
03092090,Ref,TRUE,55.5,1.96,41.208347,-81.19813,102.94,9.25,70.1,289.9,121.5,140.4,14.3,9.5,649.4,20.5,0.102,3,3.8,12.57,471.3,345.3,42.57,37.9,0,0.33,4.78,19.23,18.67,8.45,80.76,8,2.79,0.12,1.11,1.57,0.41,2.4,59.36,88.93,61.83,21.91,54.2,23.89,0.36,113.82,352,0.472,1.7,201,-0.933,-0.359,2.63,20.13,26.51,30.32,25.99,1.975591006,25.19,89
03102950,Ref,TRUE,250.8,1.35,41.49953,-80.639838,103.89,8.69,69,280,134.9,141.5,14.5,9.9,625.9,21.7,0.112,4.3,6.2,12.77,465.2,446.5,32.14,52.27,0.03,1.97,3,16.13,36.14,15.48,50.92,25.85,5.57,0.14,1.58,1.51,1.94,1.99,58.39,88.35,64.18,22.83,55.25,21.92,0.37,115.19,313,0.429,1.1,63.1,0.453,0.891,5.69,19.8,25.65,31.17,27.3,2.035729487,25.06,84
03111150,Ref,FALSE,27,2.19,40.217409,-80.3671,101.13,10.19,67,285.6,126.4,135.4,13,9,671.8,19.2,0.104,2,3.8,11.83,96.6,340.8,33.44,59.62,0.12,0.02,0.28,40.15,19.47,28.78,65.97,1.41,3.84,0.14,1.73,1.42,0.53,3.55,41.87,84.2,67.81,32.33,55.49,12.18,0.37,113.49,361,0.471,9.1,190.1,-0.984,-0.176,0.07,20.63,26.76,30.45,23.3,1.92173341,24.53,138
03114500,Ref,TRUE,1187.3,1.49,39.372248,-80.75776,115.89,11.1,69.4,280.2,127.3,143.7,14,9.3,700.7,15.6,0.088,3.3,5,12.61,250.3,462.8,88.27,6.58,0.01,0.01,0.39,4.97,1.61,8.89,53.17,37.94,0,0.13,0.98,1.38,0.41,5.69,39.5,81.07,65.82,30.72,55.77,13.5,0.34,124.32,313,0.393,17.6,170.6,-0.986,0.164,0.23,24.95,31.2,34.18,25.71,1.654400857,23.42,308
03115400,Ref,TRUE,544.3,1.65,39.669875,-81.137082,107.19,10.78,68.9,283.1,125.8,127.9,12.2,8.5,692.9,16,0.093,2.3,7,12.83,490.5,385.6,81.95,10.03,0.03,0.05,1.13,7.02,3.01,3.82,66.97,29.21,0,0.14,0.83,1.41,0.45,5.66,37.76,84.7,71.85,34.19,54.89,10.93,0.36,122.81,302,0.454,13.3,171.1,-0.988,0.155,0.12,22.56,28.41,32.23,24.1,1.74421223,24.33,227
03121850,Ref,TRUE,31.5,1.22,40.614815,-81.279811,102.36,9.95,68.8,285,124.6,128.5,12,9,672.7,19,0.144,2.1,2.6,12.78,232.2,322,56.51,35.65,0.23,0,2.2,16.95,18.7,40.6,58.8,0.6,0,0.13,2.34,1.42,0.49,4.46,49.95,78.81,58.47,23.61,57.43,18.96,0.32,117.77,339,0.619,6.8,245.3,-0.418,-0.908,0.19,19.69,26.46,33.6,22.63,1.982990151,25.12,118
03140000,Ref,TRUE,70.3,2.04,40.412086,-81.821539,98.2,9.89,69.6,287.9,118.1,116.9,11,8,671.1,18,0.128,2.1,6.3,12.61,201.7,303.3,40.93,52.56,0.02,0.15,1.01,38.5,14.06,30.72,62.85,0,2.9,0.14,1.25,1.46,0.42,3.48,54.96,84.34,65.62,25.79,56.85,17.36,0.34,121.58,306,0.455,8.2,212,-0.848,-0.53,0.02,18.85,26.25,31.08,22.04,2.068949291,25.33,156
03144000,Ref,TRUE,363.4,1.71,40.22785,-82.206332,102.23,9.85,68,278.7,125.3,116.6,10.9,8,666.7,18.1,0.118,3.1,3.6,12.51,166.8,343.3,55.88,37.59,0.05,0.12,0.4,17.96,19.64,12.23,87.23,0,0.54,0.13,1.79,1.47,0.3,4.03,57.14,78.19,57.9,22.24,58.57,19.19,0.32,123.98,306,0.514,7.1,157.6,-0.924,0.381,0.23,20.41,27.2,32.05,22.58,1.970053637,25.29,146
03149500,Ref,TRUE,196.1,1.71,39.990417,-81.852031,99.3,10.57,68.8,280.9,124.9,120.7,11.6,8,689.8,16.2,0.124,2.5,11.6,13.51,1781.8,308.7,45,43.78,0.39,0.16,1.55,34.08,9.7,30.49,67.28,1.43,0.36,0.13,0.97,1.5,0.34,4.5,50.91,80.59,63.27,28.52,57.43,14.06,0.36,122.36,275,0.459,6.1,177.2,-0.999,0.049,0.11,19.66,26.32,31.68,21.63,1.91761857,24.69,133
03151500,Ref,FALSE,400.3,1.36,38.768492,-80.417387,132.72,10.79,72.6,278.8,129.5,147.8,14.7,9.5,676,15.8,0.072,2.9,2.6,11.65,17,655.7,90.13,4.05,0.21,0,0.03,3.26,0.78,7.17,75.72,7.13,0,0.12,4.35,1.36,0.59,5.56,36,73.82,52.81,22.21,55.88,21.92,0.29,132.84,484,0.401,19.7,278.7,0.151,-0.988,0.76,29.91,34.5,38.9,29.33,1.626169203,22.46,616
03153000,Ref,FALSE,429.5,1.96,38.763413,-80.919169,120.99,11.75,69.3,285.7,124.3,136.5,13,9,719.6,13,0.082,2.9,4.8,12.3,36.5,466.1,90.91,4.8,0,0,0.54,3.33,1.47,3.95,55.61,40.44,0,0.13,0.93,1.38,0.42,5.77,37.79,80.29,65.86,31.08,56.09,12.83,0.34,124.71,335,0.423,19.9,232.5,-0.609,-0.793,0.07,26.37,31.71,36.07,26.87,1.466160652,22.91,307
03154000,Ref,FALSE,530.5,1.85,38.734892,-81.138517,118.65,11.74,68.9,284.7,123.7,133.4,13,9,720.3,13.8,0.077,2.1,6.7,12.45,33.2,456.8,89.97,5.06,0,0.02,0.38,4.58,0.48,7.82,54.75,37.43,0,0.13,0.92,1.38,0.42,5.67,38.71,81.16,66.61,30.68,56.46,12.86,0.34,126.75,315,0.431,18.9,183.1,-0.999,-0.053,0.06,26.15,31.08,34.87,26.62,1.494765601,22.89,267
03154500,Ref,FALSE,206.3,1.7,38.858889,-81.438674,114.38,11.59,68,282.2,123.8,132.3,12.9,8.6,718.9,14.6,0.069,2,9.5,12.34,109.4,440.3,78.63,15.62,0.03,0.01,0.42,14.66,0.96,12.01,24.68,63.31,0,0.13,0.59,1.41,0.32,5.57,41.75,88.11,75.46,35.95,53.69,10.36,0.33,127.99,279,0.503,13.8,130.6,-0.65,0.76,0.03,25.64,29.61,33.15,26.04,1.529994419,22.97,181
03155500,Ref,TRUE,1174.1,1.73,39.172429,-81.025823,114.57,11.35,68.7,282.3,125.9,134.7,13.1,8.6,709.5,14.9,0.082,3.5,5.1,12.68,417.5,426.5,86.05,7.81,0.02,0.04,0.52,6.44,1.38,8.85,54.27,36.88,0,0.13,0.92,1.38,0.42,5.64,39.04,81.37,66.75,30.58,56.52,12.91,0.34,125.48,295,0.46,14.3,173.2,-0.993,0.118,0.13,24.89,30.79,33.63,25.34,1.638321108,23.28,248
03158200,Ref,TRUE,295,1.8,39.563514,-82.247245,102.83,10.25,66,278.1,129,110.5,10.9,6.9,675.5,17.3,0.115,2.6,4.2,12.57,129.3,338.2,83.71,7.36,0.07,0.92,0.9,4.78,2.58,41.04,56.84,2.12,0,0.13,2.2,1.43,0.45,4.62,46.03,80.66,62.82,27.62,57.25,15.13,0.35,123.99,270,0.479,9.6,178.2,-1,0.031,0.22,20.98,28.02,31.77,22.07,1.931455264,24.44,146
03159540,Ref,TRUE,400.9,1.25,39.157563,-82.009492,103.64,11.33,67.9,283.6,124.8,119.8,11.7,8,711.7,14,0.092,2.8,6.3,13.35,1236.3,317.8,65.26,26.7,0.03,0.55,0.59,22.72,3.99,0.6,72,27.26,0,0.14,0.94,1.46,0.26,3.87,49.75,89.28,76.45,36.83,52.87,10.29,0.41,125.29,245,0.488,8.5,149.2,-0.859,0.512,0.1,22.37,27.74,31.03,22.48,1.719092547,24,129
03161000,Ref,TRUE,527.9,1.91,36.283126,-81.560927,141.8,10.44,72.6,279.3,126.5,127.5,12.9,8.2,625.8,13,0.06,4,3.2,11.21,21.4,781.9,67.76,18.88,0.22,2.12,1.08,18.76,0.11,94.47,4.16,0.85,0.33,0.13,2.91,1.41,0.67,5.78,56.11,91.16,51.01,18.01,40.49,41.51,0.24,248.56,996,0.214,17,129.6,-0.637,0.771,0.21,31,39.71,36.93,34.1,1.392219593,19.78,889
03164000,Ref,TRUE,2952.7,1.86,36.502891,-81.365902,127.34,10.41,71.5,276.1,130.8,118.3,12.1,7.8,628.1,13.3,0.065,3.3,2.8,11.1,21.8,636.1,66.47,24.61,0.16,1.35,1.07,24.48,0.13,90.36,8.42,0.91,0.22,0.13,3.19,1.39,0.64,5.84,55.54,87.69,51.41,21.37,40.37,38.26,0.22,199.23,923,0.236,16.2,134.4,-0.7,0.714,0.37,28.1,35.89,33.43,29.89,1.401983621,20.06,1076
03165000,Ref,TRUE,102,1.68,36.606844,-80.880798,126.82,11.26,69.9,278.2,129.6,104.3,11,7,667.5,11.7,0.059,3,3,11.16,28,492.8,48.88,40.86,0.07,0.61,1.51,40.67,0.19,71.69,21.67,2.16,0,0.14,3.3,1.36,0.6,5.98,51.09,81.12,50.68,24.47,42.37,33.15,0.22,153.55,804,0.243,9.6,240.7,-0.489,-0.872,0.07,27.99,35.2,33.22,30.61,1.342517233,20.59,358
03167500,Ref,TRUE,691.3,2.19,36.7926,-80.573153,126.51,10.52,69.1,274.7,131.7,103.6,10.4,6.9,640.5,12.9,0.058,2.9,2.9,11.41,25.4,555.1,64.86,29.1,0.02,0.28,0.33,29.03,0.07,60.23,32.67,4.55,0.63,0.14,3.65,1.36,0.58,5.94,46.1,78.4,49.33,23.1,45.46,31.44,0.23,169.59,806,0.368,12.5,226.2,-0.692,-0.722,0.19,27.64,34.9,32.72,30.69,1.3847588,20.78,620
03170000,Ref,TRUE,794.6,1.85,36.960067,-80.362512,114.89,10.56,67.8,271.4,133.5,104.8,10.7,7.1,641.7,12.3,0.063,3.2,3.2,11.25,32.8,468,60.7,33.22,0.03,0.38,0.46,33.07,0.15,75.98,18.48,0.85,2.05,0.14,3.34,1.37,0.63,5.96,52.68,82.66,50.66,26.17,38.67,35.16,0.21,152.52,760,0.39,11,242.1,-0.468,-0.884,0.18,24.54,32.27,29.83,28.35,1.39056583,21.05,520
03173000,Ref,TRUE,773.3,1.75,37.157663,-80.950246,103.51,10.57,71.9,277.8,127.6,112.8,11.1,7.3,649,13.5,0.082,3,3.2,11.11,45.7,366.2,76.59,19.97,0.03,0.16,0.4,19.86,0.11,49.36,37.56,2.42,9.69,0.11,3.31,1.4,0.64,5.6,43.93,74.09,50.07,31.17,41.37,27.46,0.26,119.69,771,0.36,16.5,126.3,-0.592,0.806,0.12,23.7,29.11,28.23,22.66,1.573038795,21.21,722
03178500,Ref,FALSE,81.4,2.32,37.539146,-81.158566,106.79,9.68,78.3,280.1,126.4,138.7,13.3,9.3,619.2,14.9,0.083,2,1.5,10.64,23.4,348.8,84.08,10.28,0,0,1.85,10.23,0.04,27.63,72.16,0.06,0,0.12,2.32,1.39,0.59,5.74,37.49,70.02,48.85,23.14,52.65,24.21,0.26,123.93,801,0.4,16.8,151.1,-0.876,0.483,0.02,24.78,30.58,29.36,22.95,1.645582068,21.33,465
03180500,Ref,TRUE,345.1,1.86,38.606518,-79.741538,129.93,8.06,77.4,269.4,138.2,156.9,14.9,10.3,561.7,25.3,0.056,2.9,3.7,11.34,19.6,676.5,94.4,0.63,0.55,0.16,0.1,0.38,0.24,10.46,73.37,1.35,10.82,0.1,2.75,1.39,0.57,4.98,37.29,64,40.96,19.42,51.3,29.29,0.22,132.18,1059,0.4,20.3,237.6,-0.535,-0.845,0.42,30.1,34.96,35.25,29.52,2.229773593,21.83,577
03182500,Ref,TRUE,1365,1.24,38.391762,-79.877207,123.26,8.56,73.5,270.2,137.9,143.5,13.6,9.3,585.3,23.3,0.049,2.5,1.3,10.98,18.5,588.1,89.52,5.14,0.51,0.15,0.07,3.93,1.21,22,57.92,1.17,11.97,0.1,3.65,1.39,0.72,5.47,37.04,66.24,41.86,19.55,50.34,30.11,0.22,127.33,917,0.336,19.6,233.9,-0.589,-0.808,0.74,28.74,32.9,33.56,28.08,2.00302939,22.11,842
03183000,Ref,FALSE,219.9,1.77,37.617698,-80.407243,105.93,10.21,69.9,275,130.8,118.6,11.9,8,640.5,17.3,0.078,2.3,5.4,11.09,43.2,418.1,74.17,18.26,0.24,0.21,1.08,17.3,0.97,36.84,33.68,3.2,14.83,0.11,5.06,1.37,0.7,5.84,35.56,68.05,43.52,24.27,44.84,30.89,0.24,113.69,772,0.361,14.9,285,0.258,-0.966,0.61,23.29,29.77,29.02,23.86,1.638143363,22.08,606
03186500,Ref,TRUE,329.7,1.51,38.326942,-80.280878,150.45,8.69,73.8,274.6,134.7,153.8,14.6,10,582.8,24.3,0.06,2,1.8,10.69,17,921.6,96.85,0.3,0.47,0.24,0,0.22,0.09,21.71,70.93,1.11,0,0.12,2.52,1.4,0.41,5.24,40.77,69.37,49.3,22.54,54.54,22.92,0.24,153.66,1079,0.534,22.4,270.8,0.015,-1,0.28,35.46,40.49,41.73,32.87,2.288940478,22.24,761
03187000,Ref,FALSE,611.5,1.43,38.361658,-80.33346,149.91,9.18,73.5,275.8,133.1,152.7,14.5,10.1,602.7,22.5,0.066,2,1.5,10.85,14.3,883.8,94.43,1.07,0.36,0.18,0.08,0.57,0.5,13.57,78.03,0.84,0,0.12,3.19,1.39,0.48,5.23,38.95,69.84,49.01,21.71,54.98,23.31,0.25,149.19,997,0.466,21.4,275.3,0.092,-0.996,0.5,34.96,40.34,42.22,32.54,2.204140593,22.19,818
03187500,Ref,TRUE,207.4,1.77,38.265814,-80.360397,150.25,9.15,73.2,276.7,132.4,153.2,14.8,10,595.8,22.6,0.071,2.1,2.8,11.04,19.8,893.2,97.64,0,0,0.04,0.03,0,0,9.05,82.1,1.54,0,0.11,2.95,1.39,0.4,4.92,39.39,68.07,46.83,20.77,54.35,24.88,0.23,158.28,1092,0.583,21.6,267.1,-0.05,-0.999,0.06,34.01,39.99,42.72,33.45,2.20114677,22.6,756
03190000,Ref,FALSE,742.1,1.38,37.98439,-80.719713,131.69,9.16,74,276.8,132.9,142.2,13.7,8.6,603.6,19,0.064,2.2,5.1,11.36,39.7,645.1,85.17,4.63,1.39,0.76,1.24,4.02,0.6,8.27,78.75,4.03,0,0.12,4.24,1.37,0.65,5.39,36.08,72.04,50.58,21.19,55.65,23.16,0.28,140.87,850,0.371,17.5,244.2,-0.435,-0.9,2.13,31.22,35.67,36.71,28.05,1.747214472,22.34,755
03198350,Ref,TRUE,165,2.19,37.923108,-81.381711,124.08,10.91,74.1,283.7,124.8,144.7,14.2,9.8,672.4,14.6,0.088,1.6,1,10.97,11.9,520.3,86.12,0.86,3.21,0.01,7.12,0.86,0,26.38,54.82,2.18,0,0.11,3.82,1.37,0.6,5.92,38.83,71.35,47.56,19.97,54.59,25.44,0.22,136.75,615,0.476,33.4,262,-0.14,-0.99,0.08,28,34.31,35.99,26.23,1.499998431,22.38,748
03201000,Ref,FALSE,617.2,1.47,38.628995,-81.496079,115.17,12.1,68,287,121.8,132,12.8,9,736.2,12.3,0.077,2,6.5,12.31,56.9,404.8,83.96,8.45,0.02,0.01,0.36,7.67,0.77,5.41,52.6,41.99,0,0.13,0.88,1.38,0.41,5.74,38.13,81.11,66.94,31.54,55.98,12.48,0.34,129.13,275,0.472,14.3,176.8,-0.998,0.055,0.21,25.41,30.08,33.92,25.8,1.51410307,22.96,197
03201800,Ref,FALSE,13.8,2.27,39.358046,-82.319213,103.37,10.65,67,279.1,129.6,111.2,11,7.1,686.9,15.9,0.102,2.8,2.9,11.68,72.5,350.3,94.13,0.3,0,0.03,0,0.3,0,57.42,37.2,5.13,0,0.12,3.05,1.38,0.51,5.09,41.74,81.53,56.78,24.71,50.15,25.14,0.34,125.54,277,0.553,10.4,198.9,-0.946,-0.324,0,21.75,27.99,31.29,22.35,1.815407816,24.38,103
03201902,Ref,TRUE,530.1,1.66,39.341073,-82.363971,104.1,10.73,67,279.9,127.9,113.8,11.1,7.7,691.1,15.9,0.102,2.4,5.1,12.41,173.2,356.2,78.44,14.27,0.05,0.67,0.45,10.8,3.47,36.19,59.35,3.71,0,0.14,2.15,1.42,0.52,4.37,43.6,82.49,65.1,27.57,56.8,15.63,0.36,125.66,269,0.493,8.7,161.1,-0.946,0.325,0.33,21.81,28.28,31.52,22.5,1.814527396,24.32,138
03207965,Ref,TRUE,16.7,1.81,37.452207,-82.317652,119.68,13.15,70,294.6,114.7,119.3,11.7,8,771.5,9,0.078,1,0,10.4,5.4,385.8,87,0.88,0,0,6.8,0.88,0,31,55,14,0,0.12,4.53,1.43,0.67,5.65,36.84,72.45,45.44,19.91,48.9,31.19,0.25,140.13,466,0.507,35.1,204,-0.914,-0.407,0,27.1,32.9,34.03,25.9,1.530655793,22.4,436
03210000,Ref,TRUE,146.1,1.56,37.518232,-82.344178,118.94,13.21,70,295.6,113.4,121.8,11.6,8,775.4,9.1,0.076,1.2,0,10.94,5.4,419.2,78.23,1.5,4.09,0.02,11.81,0.81,0.69,31.49,54.45,13.92,0,0.12,4.52,1.43,0.67,5.62,37.36,72.62,45.36,19.82,48.71,31.47,0.25,142.08,438,0.415,32,265.3,-0.082,-0.997,0.23,27.22,32.22,33.89,25.72,1.487113886,22.51,521
03213000,Ref,FALSE,1304.2,1.61,37.349643,-81.608711,112.34,11.43,71.5,284.2,125.5,130.6,12.6,8.2,691.6,12.7,0.082,2,1,10.9,11.7,416.6,87.08,1.71,1.17,0.06,2.77,1.71,0,34.87,60.82,4.13,0,0.1,2.78,1.41,0.57,5.84,43.53,63.17,39.94,20.82,49.44,29.74,0.22,130.67,619,0.437,28.1,275,0.086,-0.996,0.11,25.39,31.22,31.46,24.26,1.529995907,21.65,756
03213700,Ref,TRUE,2425.1,1.27,37.422867,-81.815258,115.44,11.99,70.8,288.3,121.9,129,12.4,8.1,719.6,11.8,0.078,1.7,0.8,10.96,9.7,424,84.29,1.26,1.84,0.08,6.05,1.19,0.07,34.4,59.46,5.96,0.03,0.11,3.1,1.41,0.59,5.8,42.47,64.73,40.7,20.52,49.33,30.15,0.22,134.91,542,0.416,29.9,285.5,0.268,-0.963,0.22,26.31,31.83,32.25,25.01,1.505580708,22.02,861
03218000,Ref,FALSE,186.9,1.42,40.695948,-83.060402,96.88,9.56,68.7,283.4,122.4,120,12,8.4,670.4,19.4,0.141,2.3,9.6,13.88,5707.7,304.7,3.72,84.31,0.38,0,0.66,0.51,83.8,1.29,58.68,0,10.64,0.15,0.63,1.56,1.61,1.3,60,96.96,80.63,33.04,53.57,13.4,0.36,121.02,298,0.5,0.2,270.8,0.014,-1,0.14,18.07,25.76,31.12,21.93,2.080624721,25.98,42
03228750,Ref,TRUE,170,1.88,40.425454,-82.871068,99.25,9.68,68.1,280,124.1,118,11,8,669.6,19.5,0.124,2.3,9.3,13.61,1748.6,335.4,23.32,68.54,0,0.53,0.16,6.98,61.56,4.46,76.08,1.05,1.65,0.15,0.75,1.58,1.26,2.03,59.9,94.7,76.07,30.8,53.86,15.35,0.38,124.5,313,0.369,0.8,255.3,-0.254,-0.967,0.67,19.19,26.14,31.26,22.72,2.056803026,25.77,84
03235500,Ref,FALSE,3.6,2.86,39.398817,-82.754298,101.89,10.6,67.9,281,124,111.9,11,7,690.3,16,0.125,2,3,11.34,42.1,348.5,96.99,0,0,0,0,0,0,46.73,46.21,6.96,0.09,0.13,2.13,1.42,0.79,5.39,45.32,70.09,54.65,21.94,63.24,14.82,0.28,127.18,315,0.607,14.4,168.3,-0.979,0.203,0,19.75,28.5,31.42,22.24,1.89355686,24.64,112
03237255,Ref,TRUE,553.9,1.7,38.455496,-83.33881,115.52,12.23,68.8,288.4,116.9,119.3,11.5,8,742,12.9,0.088,2.3,3.8,11.59,21.6,394.1,84.16,5.78,0.02,1.72,4.05,5.75,0.03,52.41,37.55,5.29,0,0.13,2.92,1.37,0.62,5.48,44.13,68.81,47.31,19.73,57.37,22.89,0.27,148.32,308,0.557,15.2,111.3,-0.362,0.932,0.02,26.15,31.96,33.4,24.13,1.634491234,24.16,264
03237280,Ref,TRUE,33,1.69,38.674928,-83.235934,112.79,12.14,68.1,285.5,120.5,117,11,8,740.1,13,0.088,2,1,10.95,28.7,356.9,92.06,1.93,0,1.88,0.23,1.92,0.01,47,46,7,0,0.13,2.14,1.42,0.8,5.43,45.16,69.8,54.43,21.81,63.43,14.76,0.28,140.69,303,0.612,16.9,171,-0.988,0.157,0.14,25.3,31.06,32.91,23.64,1.674594538,24.28,232
03237500,Ref,TRUE,1003.2,1.26,38.987328,-83.514808,109.71,11.73,71,286.5,118.6,120.3,12,8,733.1,13.5,0.099,2.1,8.2,12.83,548.8,366.7,47.73,41.64,0.11,1.48,4.06,26.46,15.18,27.8,63,8.42,0.27,0.14,0.81,1.49,0.6,4.53,47.99,92.65,78.32,36.18,52.3,11.52,0.38,139.1,275,0.478,5.1,120,-0.5,0.866,0.19,23.23,30.98,32.12,23.45,1.710355216,24.29,247
03238500,Ref,TRUE,568.5,1.49,39.046838,-83.824199,110.84,11.16,71.8,288.5,114.5,119.7,12,8,713.2,15,0.102,2.3,8.4,14.34,3455.3,385.8,23.73,68.57,0.03,0.19,0.46,9.8,58.77,2.47,32.21,61.31,3.05,0.18,0.65,1.48,0.65,1.83,59.33,96.43,79.46,29.88,55.13,14.98,0.42,141.42,297,0.607,1.3,227.2,-0.679,-0.734,0.22,23.04,32.14,31.56,24.05,1.765177708,24.59,173
03241500,Ref,TRUE,170.9,1.6,39.751688,-83.729284,100.74,10.44,69.3,282.7,119.8,114.1,11,7.8,691.9,16.8,0.124,2.4,6.8,13.81,2489.9,318.5,4.75,87.85,0.11,0,1.31,4.12,83.73,16.04,54.05,0.01,29.64,0.15,1.48,1.58,0.78,2.87,59.69,92.66,69.19,25.38,51.62,23.01,0.35,130.76,325,0.67,0.7,255.9,-0.243,-0.97,0.16,19.59,28.52,30.57,22.07,1.953230788,25.53,91
03248500,Ref,TRUE,360.4,1.41,37.645179,-82.993149,117.97,12.34,68.2,286.6,120.9,111.7,11,7.4,739.3,9.1,0.072,2.1,1.9,12.08,14.2,386.7,80.14,4.33,1.12,0.02,10.12,3.79,0.55,52.73,38.6,8.67,0,0.13,3.14,1.39,0.94,5.74,38.69,73.34,49.6,21.12,52.33,26.55,0.28,157.37,346,0.387,17.4,179.4,-1,0.011,0.01,27.03,31.93,33.41,25.61,1.504922913,22.85,253
03250100,Ref,TRUE,219.5,1.8,38.293426,-83.437828,116.98,12.39,69.7,291.9,113,119.2,11.3,8,746.9,12.1,0.084,2.4,6.7,11.98,38.3,424.9,79.5,11.86,0.02,1.48,1.73,11.52,0.33,48.53,37.73,9.27,0,0.14,2.7,1.39,0.6,5.01,44.6,72.45,51.62,20.73,57.77,21.5,0.29,153.92,315,0.484,14.8,167.6,-0.977,0.215,0.11,26.44,32.64,33.27,24.71,1.60224358,23.96,217
