StnID,CLASS,UsedInFDCStudy,DRAIN_SQKM,BAS_COMPACTNESS,LAT_CENT,LONG_CENT,PPTAVG_BASIN,T_AVG_BASIN,RH_BASIN,FST32F_BASIN,LST32F_BASIN,WD_BASIN,WDMAX_BASIN,WDMIN_BASIN,PET,SNOW_PCT_PRECIP,PRECIP_SEAS_IND,PERDUN,PERHOR,TOPWET,CONTACT,WB5100_ANN_MM,FORESTNLCD06,PLANTNLCD06,BARRENNLCD06,SHRUBNLCD06,GRASSNLCD06,PASTURENLCD06,CROPSNLCD06,HGA,HGB,HGAD,HGC,HGD,HGBD,AWCAVE,PERMAVE,BDAVE,OMAVE,WTDEPAVE,ROCKDEPAVE,NO4AVE,NO200AVE,CLAYAVE,SILTAVE,SANDAVE,KFACT_UP,RFACT,ELEV_MEDIAN_M_BASIN,RRMEDIAN,SLOPE_PCT,ASPECT_DEGREES,ASPECT_NORTHNESS,ASPECT_EASTNESS,WATERWETNLCD06,DJF_PPT7100_CM,MAM_PPT7100_CM,JJA_PPT7100_CM,SON_PPT7100_CM,WB5100_MON_PHASE,JUL_JAN_TMP_DIFF_DEGC,ELEV_RANGE_M_BASIN
04040500,Ref,TRUE,419.8,1.25,46.569748,-88.402662,89.98,4.24,69.5,255.6,163.1,144.7,16.2,9.9,529.1,30.4,0.197,2.3,2.5,12.82,268.3,360.9,55.36,0.49,0.04,1.12,2.75,0.33,0.16,3.23,44.35,13.77,21.97,4.75,11.92,0.17,3.59,1.27,12.93,2.24,54.95,91.13,41.09,9.73,41.93,48.34,0.28,87.12,504,0.645,2.2,291.5,0.366,-0.931,38.09,13.56,20.48,29.51,25.65,3.291823354,29.64,203
04042500,Ref,FALSE,420.6,1.16,46.894912,-88.739495,86.01,4.64,70.2,260.6,154.9,139.1,16.4,9,538.9,31.5,0.137,2.1,1.7,12.04,119.3,284.7,81.03,3.1,0.06,0.67,0.99,2.09,1.01,15.28,46.35,5.49,7.83,9.79,10.5,0.12,4.05,1.48,3.39,2.91,58.91,95.2,40.94,15.74,29.52,54.74,0.21,75.49,317,0.477,3.3,117.7,-0.464,0.886,12.75,17,18.6,26.51,23.78,2.98238129,29.08,264
04043050,Ref,TRUE,76.6,1.28,47.277713,-88.356936,84.89,4.66,74.1,272.4,138,153,21.3,9,536.7,36.3,0.072,2.1,2,11.41,111.3,277.7,69.68,4.35,0.83,0.73,0.97,1.83,2.52,18.45,70.39,2.65,6.7,0.54,1.28,0.07,3.93,1.54,1.38,2.67,59.27,90.89,28.31,9.03,25.63,65.34,0.17,68.84,277,0.325,3.5,143.3,-0.802,0.598,16.79,22.83,17.2,22.59,22.39,2.961323672,28.01,255
04043140,Ref,FALSE,12.1,2.56,46.723073,-88.360608,90.2,4.35,69,257.4,163.3,144.9,16.9,9.9,529.6,30,0.172,2,1.2,11.76,33.6,336.5,77.66,0,0,0.69,7.75,0,0,57,31,9,1,0,2,0.09,7.28,1.45,4.34,3.8,60,92.91,21.77,7.99,17.38,74.63,0.15,78.08,381,0.428,5.2,328.9,0.856,-0.517,10.42,14.99,20.47,28.96,25.6,3.186130608,29.15,208
04043150,Ref,TRUE,169.3,1.66,46.729875,-88.302542,92.75,4.25,69.5,256.3,162.9,143.8,16.3,9.7,526,31.7,0.162,2.2,2.2,11.71,130.2,372.8,80.06,0.16,0.01,0.72,4.19,0.05,0.11,21.5,48.57,5.76,15.39,3.88,4.9,0.11,3.99,1.43,5.42,3,54.13,94.23,33.19,9.39,29.6,61.01,0.2,79.32,417,0.562,4.5,315.4,0.712,-0.703,11.99,15.83,21.01,29.29,26.26,3.24522602,29.07,406
04043238,Ref,FALSE,14.1,1.98,46.754212,-87.909131,87.2,4.69,70.2,256.3,158.4,142.5,16,10,533.7,31.8,0.146,2,1,13,104,362,52.41,0,0,14.24,21.96,0,0,62.79,12.55,21.74,0.32,1.95,0.64,0.12,9.62,1.31,11.98,4,58.87,95.34,15.09,5.77,11.69,82.54,0.13,84.36,443,0.898,1.8,109.8,-0.339,0.941,8.86,14.99,20.58,26.3,25.26,3.25143293,29.07,127
04043244,Ref,FALSE,26.6,2.03,46.759555,-87.834265,84.24,4.87,71,259.3,155.8,141.9,16,10,540.2,31.5,0.142,2.6,0.4,11.49,24.5,345.3,84.55,0,0,0.15,1.84,0,0,62.74,24.86,7.1,0.78,2.96,1.56,0.08,8.48,1.46,3.55,4.27,58.28,93.93,18.81,6.96,14.91,78.13,0.14,82.23,366,0.357,5.5,8.8,0.988,0.153,11.01,14.8,19.9,25.26,24.64,3.180055807,28.65,140
04043275,Ref,FALSE,84.4,1.02,46.722779,-87.938509,88.99,4.33,70.1,252.6,162.8,143.4,16,10,526.7,32,0.157,2.1,1.5,12.38,84.4,372.2,59.6,0,0,2.73,10.25,0,0,43.12,19.07,17.4,11.67,4.69,4.05,0.13,7.23,1.31,11.39,3.61,54.45,94.39,24.58,7.02,22.41,70.57,0.17,86.64,455,0.224,3.1,65.8,0.411,0.912,25.95,14.82,20.9,27.42,25.52,3.297882606,29.29,161
04045500,Ref,TRUE,1909.6,1.42,46.36423,-85.338039,82.79,4.8,74.4,267.6,151.8,138.7,16.9,8.7,527.3,32.4,0.138,3,0.8,13.23,279.7,305.2,33.35,0.66,0.2,0.49,3.14,0.46,0.19,37.64,9.13,43.28,5.82,3.43,0.66,0.19,7.91,1.09,22.9,2.58,59.65,95.13,24.86,8.98,18.53,72.49,0.16,67.31,238,0.25,0.9,163.6,-0.959,0.283,59.77,16.02,17.98,24.17,24.61,3.056502436,27.55,140
04046000,Ref,TRUE,75.8,1.94,46.172402,-85.3737,81.09,5.15,75.5,270.4,149.4,135.6,16.3,8.5,534.4,30.4,0.144,3.3,0.3,13.02,154.6,290.8,33.36,0.17,0.04,0.87,6.61,0.17,0,32.68,8.64,46.92,7.57,1.04,1.83,0.16,9.05,1.16,20.4,2.21,59.74,96.08,18.82,7.23,13.94,78.84,0.14,65.16,250,0.647,0.5,168.5,-0.98,0.2,56.35,15.1,17.96,23.71,24.31,2.965883261,26.96,85
04055000,Ref,FALSE,1863.1,1.41,46.328154,-85.995211,80.74,5.02,73.1,266.9,149.6,137.5,15.6,9,538.7,30.9,0.155,3.3,0.2,13.55,198.7,272.9,33.58,1.19,0.09,1.01,7.77,0.95,0.23,45.6,6.78,43.61,0.11,3.07,0.54,0.18,9.24,1.12,21.49,2.85,59.6,94.04,18.15,6.05,14.89,79.06,0.15,69.65,228,0.224,0.7,168,-0.978,0.207,53.98,14.82,17.24,24.92,23.7,2.930011829,27.93,174
04056500,Ref,TRUE,2945.9,1.48,46.304305,-86.111727,81.64,5.03,73,267.5,150.2,135.1,15.2,8.8,537.5,31.1,0.151,3.4,0.2,13.53,215.2,277.3,35.85,1,0.1,1,5.75,0.66,0.34,40.05,7.91,47.21,0.14,3.61,0.72,0.19,8.93,1.09,22.98,2.59,59.29,93.51,19.15,6.22,16,77.78,0.15,70.07,230,0.249,0.6,157.9,-0.927,0.376,53.94,15.12,17.51,24.84,24.13,2.926219926,27.75,177
04057510,Ref,TRUE,473.6,0.99,46.120493,-86.719828,82.76,5.24,72.1,271.3,148.9,127.7,13.6,8.7,541,30.4,0.167,4.5,0,13.5,175.1,284.9,48.29,0,0.02,1.84,1.47,0,0,51.24,3.77,42.95,0.32,1.43,0.29,0.18,9.56,1.09,21.51,3.08,59.4,93.76,15.88,5.7,12.69,81.6,0.15,71.63,241,0.444,1.1,149.9,-0.865,0.501,46.01,14.22,18.2,25.69,24.64,2.950878939,28.06,117
04057800,Ref,TRUE,115.9,1.04,46.541877,-87.912526,84.47,4.02,68.5,244.1,170.9,144,15.9,10,520.5,31.3,0.197,2.6,2.5,12.67,132.3,337.9,64.23,0.65,0,1.27,3.09,0.24,0.41,3.12,43.55,11.78,21.97,9.23,10.35,0.18,3.54,1.25,12.49,2.8,49.54,91.01,40.29,8.45,42.5,49.04,0.27,82.27,505,0.477,4,148,-0.848,0.53,28.71,12.61,19.72,27.65,24.25,3.308138947,29.38,86
04059500,Ref,TRUE,1184.4,0.63,46.009071,-87.610639,78.69,4.77,69.2,261.7,150.2,123.3,11.7,8.8,543.5,25.7,0.246,1.6,0.9,13.03,254.3,251,43.31,3.42,0.1,0.55,2.07,2.71,0.72,4.02,44.69,36.4,2.82,2.9,9.17,0.21,3.43,1.21,18.87,2.24,58.9,91.07,43.83,14.02,38.54,47.44,0.23,76.58,320,0.404,1.6,133.3,-0.686,0.728,47.78,10.09,18.6,27.76,22.25,3.090416161,29.42,280
04062200,Ref,TRUE,345.1,1.21,46.639588,-88.096441,91.01,3.91,69,247.7,168.2,144.1,15.7,10,517.3,32.2,0.185,2.3,2.9,12.99,235.3,383.5,62.4,0,0.01,0.12,0.94,0,0,0,32.56,8.02,36.93,10.41,12.07,0.17,2.32,1.3,10.74,2.84,44.86,92.44,45.12,9.4,46.32,44.28,0.28,87.22,538,0.496,4,151.6,-0.879,0.476,34.98,14.06,20.83,29.09,25.76,3.352942258,29.39,123
04063700,Ref,TRUE,362.6,1.17,45.75734,-88.664301,78.14,4.37,67.9,250.1,162.1,115.5,12,6.6,533.6,24,0.275,2.3,1.6,13.21,173.2,266,46.36,1.21,0.05,1.75,0.79,0.03,1.18,5.25,60.56,25.31,3.85,0.24,4.8,0.17,5.36,1.29,15.77,3.39,59.86,79.63,32.94,7.41,36.79,55.8,0.26,91.38,468,0.364,1.6,104.7,-0.254,0.967,48.05,8.76,18.91,27.95,22.52,3.254704423,30.37,110
04066500,Ref,TRUE,660.1,1.5,45.592653,-88.2097,78.53,4.98,68.3,261.7,148.3,106.3,11,5.8,554.9,23.5,0.266,1.7,0.2,12.66,63.2,235.5,58.27,2.65,0.01,1.85,2.79,0.12,2.52,57.85,18.64,18.15,3.49,1.23,0.64,0.13,8.69,1.36,10.81,4.81,57.81,86.13,19.1,4.97,19.44,75.58,0.18,83.35,359,0.398,2.1,113.7,-0.401,0.916,30.22,9.2,19.27,28.06,21.98,3.060294987,29.99,244
04067958,Ref,TRUE,1198.8,0.8,45.581394,-88.616598,79.76,4.57,68.5,256.2,156.2,112.7,11.6,6.4,538.9,23.8,0.267,1.9,1.1,12.91,144.2,259.1,55.48,3.99,0.04,1.88,1,0.11,3.89,10.58,56.03,25.94,3.25,0.19,4.02,0.17,5.63,1.28,16.12,3.54,59.86,80.16,31.47,7.27,34.91,57.81,0.25,90.01,463,0.59,2.2,112.3,-0.38,0.925,34.6,9.21,19.67,28.47,22.42,3.158837223,30.16,278
04071858,Ref,TRUE,341.6,0.87,44.777261,-88.242292,79.93,6.14,69.7,269.4,137,104.4,10,6.3,593,22.6,0.238,1.8,4.8,12.73,424.5,198.7,19.22,57.61,0.41,0.29,0.92,17.07,40.54,11.98,40.27,11.44,26.34,0.3,9.67,0.15,3.6,1.47,4.51,3.36,60,91.26,46.19,13.28,40.94,45.78,0.23,88.89,243,0.481,0.7,91.8,-0.031,1,15.42,10.09,20.5,28.21,21.13,2.786499147,30.01,131
04073462,Ref,TRUE,6.2,1.79,43.799242,-88.922684,81.76,7.2,70,273,130.4,101,10,6,629.2,18.4,0.272,1,4,11.15,322.7,180.6,8.96,81.07,0.12,0.75,1.44,5.06,76.01,0,94.82,0.56,0,0.21,4.42,0.18,1.71,1.47,1.54,5.5,60,90.68,73.22,21.32,61.31,17.37,0.31,121.8,301,0.722,2,328.2,0.849,-0.528,2.01,9.13,21.2,30.63,20.78,2.741875462,30.44,79
04073970,Ref,FALSE,216.8,1.06,43.929329,-88.740291,79.68,7.17,70.5,276.4,128.2,102.4,10,5.5,628.6,18.4,0.274,2,6.4,13.29,625.5,172.5,2.79,66.1,0.05,0.38,0.54,15.12,50.97,0.29,57.48,11.09,19.28,6.33,5.53,0.18,2.07,1.42,7.49,4.02,59.57,91.74,69.47,26.5,51.4,22.11,0.33,119,260,0.432,1,339.6,0.937,-0.348,25.72,8.92,20.28,30.13,20.34,2.806528242,30.36,74
04074538,Ref,TRUE,112.7,1.13,45.519065,-88.882648,80.81,4.51,69.2,256.7,156.8,115.6,11.7,7,536.3,23.1,0.267,2,1.9,12.37,124.5,271.8,56.17,4.25,0.04,1.38,0.37,0.09,4.16,8.97,62.55,16.89,5.72,0.33,5.55,0.15,4.91,1.38,10.61,3.7,59.78,80.12,32.93,7.33,36.65,56.02,0.26,94.72,500,0.292,3.1,173,-0.992,0.122,31.14,9.29,19.98,28.89,22.66,3.24413349,30.27,120
04074950,Ref,TRUE,1205.5,0.85,45.439536,-88.945349,81.67,4.53,68.9,258.7,153.4,111.2,11.2,6.4,540.1,22.7,0.274,2.5,1.6,12.74,124.6,276,55.75,4.22,0.02,0.97,0.62,0.31,3.91,10.68,60.27,19.71,4.41,0.23,4.69,0.15,5.25,1.35,12.29,3.79,59.82,79.86,31.9,7.28,35.57,57.15,0.25,95.27,487,0.522,2.4,168,-0.978,0.209,34.76,9.21,20.08,29.39,23.02,3.260735786,30.51,205
04077400,Ref,TRUE,2139.5,0.61,45.273316,-88.876948,81.31,4.8,68.7,260,150.5,108.2,11,6.2,550,22.1,0.274,2.3,2.1,12.74,121.1,260,55.47,5.71,0.01,0.74,0.82,0.99,4.72,12.73,61.36,20,2.84,0.13,2.94,0.15,5.21,1.36,11.56,4.16,59.89,81.31,32.97,8.07,35.11,56.81,0.23,95.12,465,0.645,2.4,151.8,-0.882,0.472,33.4,9.08,20.24,29.37,22.62,3.157839012,30.53,338
04085119,Ref,FALSE,36.1,2.32,44.383336,-87.966224,77.02,7.17,71.6,278.3,127,105.3,10,7,631.1,21,0.245,1.8,6.6,12.48,756.2,183.1,4.89,87.39,0.01,0.17,0.66,32.09,55.3,0,6,7,79,8,0,0.16,0.85,1.54,4.77,4.34,59.7,94.13,76.75,41.92,41.62,16.46,0.33,90.45,277,0.593,0.7,5.9,0.995,0.103,1.09,9.46,19.54,27.84,20.21,2.730733606,29.88,59
04085200,Ref,TRUE,319.6,1.54,44.538166,-87.697125,78.91,6.85,72.3,279,129.8,102.6,9.6,7,603.5,22.8,0.218,1.6,9.3,12.61,603.6,200.3,7.66,79.89,0.13,0.66,0.51,53.52,26.37,2.58,15.98,5.36,68.42,4.56,3.1,0.15,2.18,1.55,3.77,4.45,59.76,90.82,66.72,32.81,41.61,25.58,0.32,90.52,237,0.529,1.5,46.8,0.685,0.729,4.85,10.75,19.75,27.28,21.12,2.68785674,28.96,104
04085281,Ref,TRUE,280.6,1.39,44.370105,-87.650695,78.91,6.94,73.5,281.2,127.2,101.2,9,6.9,594.8,23.7,0.213,1.6,3.6,13.29,382.1,201.7,8.61,67.59,0.26,1.13,0.21,46.74,20.85,6.2,42.43,4.46,36.97,2.31,7.62,0.13,4.42,1.54,2.94,4.66,59.91,87.16,53.32,22.34,39.58,38.08,0.3,89.23,218,0.327,1.3,120,-0.5,0.866,16.46,10.94,19.79,27.09,21.1,2.66817833,28.16,110
04096900,Ref,TRUE,411.1,1.06,42.153388,-85.122855,93.35,8.97,71.6,279.1,127.4,121.6,12.1,9,658.5,20.1,0.154,2.3,0.3,13.8,193.9,263.4,14.3,56.6,0.12,0.24,0.74,11.85,44.75,3.75,72.71,6.38,0.01,0,17.16,0.12,7.06,1.44,5.59,3.88,59.99,86.41,30.4,13.12,26.95,59.93,0.24,113.2,283,0.333,0.8,223.2,-0.729,-0.685,22.11,15.64,24.19,29.48,24.03,2.207534982,27.02,72
04102776,Ref,TRUE,214.9,1.62,42.436663,-86.069936,98.7,8.8,69.7,283.5,128.3,128.4,14.3,8.7,642,22,0.112,3.1,0.9,13.46,129.7,317.8,27.6,37.26,0.08,0.63,6.1,4.64,32.62,37.55,29.19,10.94,13.86,0.03,7.53,0.11,8.21,1.52,1.71,3.48,60,96.95,36.34,11.91,27.79,60.29,0.2,130.48,204,0.409,0.8,287.4,0.299,-0.954,21.69,18.62,24.38,27.98,27.72,2.09032321,25.82,66
04104945,Ref,TRUE,123.7,1.12,42.463428,-85.097365,90.23,8.91,72,278.7,129,121.3,12,9,659.3,21,0.142,2,3.2,13,180.4,250.6,23.58,52.33,0.2,0.26,0.53,22.34,29.99,10.59,61.07,6.63,9.81,0.14,11.76,0.13,5.49,1.46,4.52,4.36,60,91,40.75,15.4,32.77,51.83,0.25,106.93,279,0.587,1.6,189.1,-0.987,-0.159,17.86,15.29,23.21,27.43,24.3,2.186716143,26.91,46
04105700,Ref,TRUE,98,1.16,42.424489,-85.346479,93.98,9.22,72,281.1,128.1,127.5,13.2,9,671.5,20,0.139,2,2.1,13,92.6,275,28.2,41.77,0.15,0.22,0.44,18.86,22.9,8.08,80.51,8.06,0.37,0,2.98,0.12,7.41,1.43,5.1,5.16,60,87.55,29.76,12.92,25.3,61.78,0.26,113.05,281,0.54,2.2,157.3,-0.923,0.385,19.92,16.03,24.09,28.23,25.62,2.100205903,26.98,63
04115265,Ref,TRUE,95.8,2.18,43.320802,-84.978183,83.09,7.79,72,275.1,131.5,114.2,11.1,8,622.7,22,0.147,2,0,12.33,140.6,205.3,27.82,49.98,0.98,0.42,1.49,15.09,34.89,21.13,58.9,14.56,0.35,1.11,3.95,0.13,7.66,1.36,11.04,4.63,60,86.12,27.37,11.24,23.9,64.86,0.21,96.57,277,0.473,1.5,141.5,-0.782,0.623,14.25,13.94,20.81,24.96,23.36,2.428428337,27.21,74
04117000,Ref,TRUE,19.7,2.02,42.537323,-85.102351,89.48,8.92,72,278.6,129,121.1,12,9,660.5,21,0.14,2,3,13.17,254.2,244,21.45,55.26,1.51,0.29,0.5,26.67,28.59,9.91,47.19,7.35,31.53,0.39,3.63,0.16,2.41,1.49,5.11,4.25,60,96.06,56.89,21.8,41.98,36.23,0.29,105.06,281,0.617,2.2,358.1,0.999,-0.034,15.67,15.28,22.79,27.19,24.22,2.172707747,26.94,47
04122200,Ref,TRUE,1048.3,0.89,43.580153,-85.968981,88.94,7.37,68.4,269.6,142,123.4,14.1,8,600,26,0.116,2.7,0.3,12.7,92.7,278.4,49.64,20.41,0.13,2.97,6.69,4.45,15.96,49.9,24.22,15.59,8.1,0.09,2.1,0.1,9.66,1.49,3.65,3.89,60,94.43,26.59,9.53,20.18,70.3,0.19,110.67,254,0.362,2.3,218.3,-0.784,-0.62,14.95,16.68,21.7,25.67,24.89,2.426291421,26.77,218
04122500,Ref,TRUE,1769.2,1.12,43.839734,-85.905439,86.87,7.1,69.3,265.1,144,124.2,14.1,7.9,594.8,26.1,0.129,2.4,0.1,12.84,89.3,284.4,61.4,9.28,0.06,3.43,4.97,1.98,7.3,61.61,16.53,14.22,5.23,0.16,2.25,0.09,10.37,1.48,4.08,4.25,60,94.89,21.47,8.08,15.76,76.16,0.17,107.76,264,0.369,2.4,244.8,-0.425,-0.905,15.83,15.68,20.78,25.45,24.97,2.551250396,26.96,255
04123000,Ref,FALSE,317.1,1.21,44.085668,-86.077438,86.1,7.61,70.3,271.7,139.4,127,14.9,7.7,608.9,25.6,0.139,3.8,0.2,13.53,239.2,264.5,60.12,5.4,0.06,4.27,4.7,1.64,3.76,56.16,11.03,20.86,9.93,0.19,1.83,0.11,10.37,1.4,9.15,3.8,60,96.55,20.53,8.67,13.67,77.65,0.17,103.42,221,0.211,1.9,291.5,0.366,-0.931,20.66,15.52,19.9,25.54,25.12,2.449487785,26.42,166
04123500,Ref,FALSE,337.4,1.29,44.857796,-84.849951,85.33,5.79,72.1,256.2,152.3,140.8,15.8,8.4,561.2,27.4,0.156,1.7,0.1,12.41,24.5,301.1,59.07,3.32,0.11,7.79,15.99,0.16,3.16,91.55,6.6,1.54,0,0,0.32,0.07,12.05,1.48,0.76,5.79,59.66,96.41,12.24,5.57,8.03,86.41,0.14,97.36,392,0.426,2.3,169.9,-0.985,0.175,6.66,15.46,19.02,25.57,25.35,2.88896676,27.53,122
04124000,Ref,TRUE,2243.6,0.81,44.597713,-85.179362,82.41,5.94,71.6,257.3,153.6,134.9,14.9,8.3,560.9,27.2,0.163,1.9,0.1,12.44,56.2,274.6,53.87,8.46,0.12,4.62,13.65,1.74,6.71,79.58,6.9,10.35,1.9,0.37,0.92,0.08,11.02,1.44,3.66,5.05,59.77,95.91,15.05,6.33,10.78,82.9,0.14,93.94,353,0.414,2.2,240.1,-0.498,-0.867,13.42,14.35,18.57,24.98,24.59,2.805476814,27.31,261
04124500,Ref,TRUE,148.4,1.37,44.10745,-85.415819,83.58,6.01,72.2,256.9,151.4,125.4,12.8,8.6,559.4,26.6,0.165,2,0.3,12.43,94.4,273.4,36.34,22.82,0.01,3.15,10.63,5.51,17.31,55.21,27.65,1.77,14.87,0.5,0,0.1,6.61,1.51,0.92,5.61,59.74,94.91,30.69,12.66,22.58,64.76,0.18,97.67,389,0.244,2.8,241.6,-0.475,-0.88,19.55,13.86,19.77,25.17,24.82,2.77138502,27.18,172
04125460,Ref,TRUE,637,1.46,44.128733,-85.536994,83.81,6.16,71.7,258.3,150.3,127,13.4,8.3,564.5,26.4,0.16,2,0.1,12.23,57,274.1,54.04,14.77,0.05,3.59,7.9,3.17,11.6,71.86,14.58,3.45,9.29,0.66,0.17,0.09,9.07,1.48,1.29,5.48,59.55,95.82,22.46,9.52,16.09,74.39,0.16,98.23,377,0.484,3.1,230,-0.643,-0.766,13.75,14.15,19.71,25.19,24.84,2.731331152,27.19,275
04125500,Ref,FALSE,650.4,1.41,44.130217,-85.542063,83.84,6.17,71.7,258.4,150.2,127.1,13.4,8.3,564.9,26.4,0.16,2,0.1,12.21,56.7,273.9,54.69,14.5,0.05,3.57,7.78,3.12,11.38,72.28,14.32,3.4,9.17,0.67,0.16,0.09,9.11,1.49,1.27,5.49,59.56,95.84,22.29,9.45,15.95,74.6,0.16,98.28,376,0.496,3.1,233,-0.602,-0.799,13.55,14.18,19.71,25.2,24.84,2.729152002,27.19,284
04126970,Ref,TRUE,327.1,1.05,44.685404,-85.234328,81.07,6.16,70.9,259.1,154.3,139.7,15.9,8,565.1,27.6,0.17,2,0.1,12.88,60.9,270.7,47.43,6.67,0.19,6.56,16.15,1.28,5.39,74.71,12.67,10.57,0.38,0,1.67,0.08,10.65,1.46,2.94,5.1,60,95.28,16,6.31,12.07,81.62,0.15,91.82,317,0.41,1.6,275.5,0.096,-0.995,14.34,14.03,17.7,24.66,24.74,2.729592578,27.08,161
04127918,Ref,FALSE,548.3,1.16,46.255709,-84.801428,82.1,4.76,75.6,269.4,147.9,136.8,16.5,8.2,527.4,31.1,0.15,2.5,1.6,13.32,452,296.7,36.5,8.96,0.09,0.51,10.45,6.06,2.9,36.32,6.98,23.53,1.92,23.27,7.56,0.17,7.55,1.25,12.6,2.48,59.53,95.89,35.94,18.11,20.01,61.88,0.21,67.99,241,0.413,0.7,113.5,-0.399,0.917,39.47,15.18,17.93,23.96,25.04,3.098058604,27.85,126
04127997,Ref,TRUE,487.2,1.28,45.173929,-84.667136,84.8,5.91,71.5,255.8,153.6,140.4,16.4,8,566.2,29.3,0.136,1.6,0.8,12.07,29.7,294.7,61.3,6.35,0.06,3.2,10.34,0.69,5.66,73.33,20.18,1.78,3.64,0.05,0.79,0.09,8.62,1.5,1.26,5.72,60,94.89,21.87,9.43,15.06,75.5,0.17,97.87,328,0.398,4.1,41.1,0.754,0.657,11.58,16.78,18.75,24.36,24.98,2.827594781,27.45,236
04128000,Ref,TRUE,500.1,1.19,45.176747,-84.665119,84.7,5.9,71.5,255.8,153.6,140.3,16.4,8,566,29.3,0.136,1.6,0.8,12.05,29.9,293.8,60.82,6.36,0.06,3.22,10.55,0.68,5.69,72.52,20.99,1.79,3.59,0.05,0.82,0.09,8.59,1.5,1.25,5.72,60,94.89,21.93,9.44,15.12,75.44,0.17,97.71,326,0.415,4,40.1,0.765,0.645,11.65,16.75,18.75,24.34,24.96,2.827293631,27.45,246
04129500,Ref,FALSE,370.6,0.79,45.172559,-84.498084,82.25,5.33,71.3,246.8,159.1,131,14.8,8,546.7,29.5,0.136,1.8,1.2,12.42,64.6,255.3,58.94,6.04,0.02,2.87,8.58,0.41,5.62,59.6,22.72,11.17,3.62,0.12,2.52,0.1,8.34,1.45,4.72,4.75,59.8,94.4,21.81,9,16.15,74.85,0.16,91.51,290,0.362,2.7,24.6,0.909,0.416,19.21,16.03,18.67,24.09,23.5,2.793126769,27.42,224
04136000,Ref,TRUE,2882.1,1.01,44.697669,-84.520514,83.01,5.92,72.7,258.7,150.4,131.4,13.9,8.7,564.6,27,0.165,2.3,0.2,12.8,81.6,236,56.66,1.93,0.1,5.51,12.58,0.37,1.56,83.52,6.32,8.3,1.25,0.13,0.48,0.08,11.59,1.45,3.88,5.2,60,96.5,12.93,5.77,8.73,85.49,0.13,91.18,373,0.412,1.6,191.6,-0.98,-0.201,13.82,14.32,19.07,25.61,24.08,2.745651829,27.5,177
04141000,Ref,FALSE,4.8,2.19,44.301766,-84.110242,77.22,6.23,71.4,261.7,146.2,112.7,10.1,8,572.8,26,0.184,2,5.8,11.33,854.6,201.7,16.15,69.28,0.13,0.77,4.04,42.6,26.68,0.6,2.99,4,84.46,5.96,1.99,0.15,1.08,1.52,2.56,3.86,60,95.53,66.5,31.82,42.78,25.41,0.23,90.18,283,0.444,1.4,80.7,0.161,0.987,5.56,12.41,18.47,25.1,21.25,2.607846834,27.53,54
04150500,Ref,TRUE,915.6,0.87,43.5149,-82.98462,79.8,7.74,71.1,281,129.7,115,11.3,7.8,616.1,22.3,0.152,2,1.7,13.91,670.9,177.3,11.57,69.16,0.11,0.1,1.12,17.34,51.82,6.23,29.31,12.56,24.32,0.68,26.17,0.17,3.11,1.42,8.76,2.04,60,94.78,52.77,18.46,40.03,41.51,0.26,89.55,237,0.216,0.4,293.6,0.4,-0.916,12.41,13.29,19.8,23.55,23.15,2.360292184,27.03,102
04153500,Ref,FALSE,354.1,1.92,43.715165,-84.68446,80.62,7.67,72,276.1,131.5,107.3,10,6.9,622.4,23,0.159,2.7,2.5,13.55,504.6,191.9,13.57,63.36,0.16,2.18,1.74,18.42,44.95,5.7,15.71,12,37.61,2.36,25.92,0.15,3.82,1.51,2.59,1.69,60,96.99,56.43,22.38,38.81,38.81,0.25,96.29,231,0.471,0.4,118.5,-0.476,0.879,12.22,12.88,20.18,24.66,22.89,2.47906973,27.39,87
