StnID,CLASS,UsedInFDCStudy,DRAIN_SQKM,BAS_COMPACTNESS,LAT_CENT,LONG_CENT,PPTAVG_BASIN,T_AVG_BASIN,RH_BASIN,FST32F_BASIN,LST32F_BASIN,WD_BASIN,WDMAX_BASIN,PET,SNOW_PCT_PRECIP,PRECIP_SEAS_IND,PERDUN,PERHOR,TOPWET,CONTACT,WB5100_ANN_MM,FORESTNLCD06,BARRENNLCD06,SHRUBNLCD06,GRASSNLCD06,HGA,HGB,HGC,HGD,AWCAVE,PERMAVE,BDAVE,OMAVE,WTDEPAVE,ROCKDEPAVE,NO4AVE,NO200AVE,CLAYAVE,SILTAVE,SANDAVE,KFACT_UP,RFACT,ELEV_MEDIAN_M_BASIN,RRMEDIAN,SLOPE_PCT,ASPECT_DEGREES,ASPECT_NORTHNESS,ASPECT_EASTNESS,DJF_PPT7100_CM,MAM_PPT7100_CM,JJA_PPT7100_CM,SON_PPT7100_CM,WB5100_MON_PHASE,JUL_JAN_TMP_DIFF_DEGC,ELEV_RANGE_M_BASIN
10255800,Ref,FALSE,391.4,1.86,33.440308,-116.537652,37.57,14.81,41.7,315.8,100,32.1,4.9,772.3,3.2,0.472,0.3,0,10.14,9.5,50.6,5.21,4.04,65.73,22.48,12.49,20.47,35.11,31.93,0.1,5.88,1.52,1.29,5.99,25.46,86.35,29.48,11.41,25.45,63.13,0.19,34.05,1195,0.369,22.4,119.4,-0.492,0.871,18.8,9.34,3.6,5.84,1.336844615,16.58,2237
10255810,Ref,TRUE,56.5,2.07,33.287451,-116.494835,43.05,13.88,42.5,315.5,96,33,5.2,726.9,3.9,0.444,1,0.1,9.28,4.2,61.8,17.46,1.51,71.61,8.89,3.56,24.63,22.79,49.02,0.1,6.02,1.52,1.48,6,22.38,89.11,28.13,11.09,22.99,65.92,0.19,34.1,1423,0.669,33.4,84,0.105,0.994,20.65,10.57,4.53,7.24,1.389758093,17.05,1587
10255850,Ref,FALSE,102.7,2.38,32.99391,-116.475085,47.58,14.54,42.6,309.7,111.1,36.4,5.6,751.4,3.8,0.508,1,0.1,9.76,27.5,91.5,4.79,1.49,62.19,28.85,12.84,21.39,47.9,17.88,0.1,5.41,1.51,1.35,5.99,26.33,87.32,32.08,11.99,26.81,61.19,0.19,50.72,993,0.338,26.3,98.6,-0.15,0.989,23.53,12.59,3.65,7.72,1.41424499,16.44,1176
10257600,Ref,TRUE,92.9,1.68,34.090659,-116.690385,55.02,13.42,38.1,311.4,95.6,39.9,6.3,737.5,7.4,0.582,0,0,9.6,3.9,91.4,29.58,3.02,55.88,11.3,10.15,13.66,38.02,38.17,0.09,5.01,1.48,1.25,6,20.93,72.3,27.72,12.16,30.05,57.78,0.17,67.47,1767,0.475,38.3,161.2,-0.947,0.322,31.12,13.31,2.82,7.64,1.305283896,16.68,2188
10258000,Ref,TRUE,43.7,2.15,33.794324,-116.634097,67.92,11.67,45.1,291.7,124.2,46.6,7.4,645.7,10.2,0.513,0,0,8.24,2.1,173.7,50.32,3.33,32.04,14.21,13.6,5.15,38.17,43.08,0.06,9.08,1.56,0.65,6,23.14,63.14,18.86,10.26,25.32,64.43,0.13,50.6,2304,0.68,37.1,109.8,-0.339,0.941,36.43,15.75,5.69,9.86,1.262973075,16.13,3034
10258500,Ref,TRUE,241.5,2,33.645404,-116.521225,37.78,15.68,41.9,316.2,94.3,27.9,4.2,813.4,5.1,0.464,0,0,9.87,11.5,75.2,12.34,1.41,71.89,12.68,3.44,8.98,37.12,50.46,0.09,5.3,1.54,1.03,6,17.1,83.53,28.31,11.18,26.56,62.26,0.19,28.2,1221,0.451,22.7,30.4,0.863,0.506,19.88,8.33,4.26,5.3,1.274737201,17.03,2244
10259000,Ref,TRUE,22.5,2.61,33.762561,-116.601537,48.65,14.65,42.5,309.1,102.3,32.1,5.1,770.8,3.7,0.518,0,0,9.02,2.8,77.6,17.66,6.48,49.17,26.65,18.61,8.16,12.77,60.46,0.07,6.68,1.49,0.73,6,23.95,59.69,20.48,10.6,30.81,58.58,0.14,34.73,1400,0.493,46,124.5,-0.566,0.824,25.69,11.67,3.87,7.05,1.218106527,16.73,2301
10259200,Ref,TRUE,79.1,2.88,33.573077,-116.407076,39.61,14.44,40.8,311.3,98,30.6,4.4,747.6,5.4,0.426,0,0,9.35,7.5,49.6,42.52,0.14,51.15,5.06,6.37,13.12,41.92,38.58,0.1,4.59,1.49,1.3,6,18.89,78.68,29.58,12.18,29.06,58.76,0.18,29.33,1312,0.402,24.9,14.9,0.967,0.256,21.45,7.14,5.86,5.13,1.230496305,17.39,2233
10263500,Ref,TRUE,59.5,3.06,34.379248,-117.81124,67.56,11.65,44.3,323.5,93.6,40,6.6,631.2,24.1,0.602,0,0,8.94,1.3,452.3,63.98,0.41,30.75,1.55,17.65,0.73,14.95,66.68,0.07,6.3,1.42,0.82,5.94,23.28,56.3,22.31,12,35.17,52.83,0.14,79.99,1918,0.421,44.5,355.1,0.996,-0.085,37.68,18.07,2.25,9.38,1.388569194,17.47,1624
10264000,Ref,FALSE,127.5,2.48,34.391052,-117.965592,64.33,12.27,47.3,324.1,98.1,42.8,7.1,658.5,18.1,0.629,0,0,9.8,4,372.5,31.66,2.13,48.14,16.7,7.81,6.49,20.86,64.84,0.09,4.63,1.49,1.08,5.83,21.9,71.37,25.85,11.31,31.4,57.29,0.16,86.44,1686,0.455,35.5,333.2,0.893,-0.45,36.44,17.6,1.75,8.55,1.35920875,17.43,1498
10264600,Ref,FALSE,41.2,1.8,35.031057,-118.427275,46.55,10.54,41.6,292.4,130.2,47.7,8.5,601,18.4,0.647,0,0.1,9.41,37.6,153.2,23.28,0,57.3,18.93,1.58,47.48,11.42,39.52,0.11,3.28,1.49,0.64,6,33.94,86.39,37.39,14.69,32.09,53.22,0.22,50.51,1693,0.379,30.2,120.2,-0.503,0.864,28.45,10.92,1.42,5.58,1.388801753,18.46,1177
10264750,Ref,FALSE,88.5,2.11,35.209761,-118.17129,27.48,14.59,41.7,320.7,100.6,35.3,5.9,792.9,4.9,0.522,0,0,9.85,7.1,33.2,14.18,0.33,75.73,9.75,4.39,35.91,8.61,51.09,0.11,4.36,1.51,0.51,6,32.5,84,36.82,13.89,33.52,52.59,0.22,23.66,1318,0.417,26.7,108.7,-0.321,0.947,13.29,7.02,1.89,5.29,1.353276112,19.52,1178
10281800,Ref,FALSE,31.4,2.27,36.773971,-118.335856,69.71,2.34,52.5,260.4,177.5,55.8,8.3,383.2,71.2,0.554,0,0,8.56,9.1,268.6,24.57,36.34,34.03,2.09,1.77,19.61,7.48,71.14,0.05,7.52,1.37,1.35,5.57,48.88,63.53,17.18,8.99,25.76,65.24,0.11,34.81,3160,0.621,49.4,95.5,-0.095,0.995,34.49,22.18,2.98,9.81,4.220758019,16.44,2498
10359300,Ref,FALSE,614.4,1.11,40.640692,-120.993643,75.08,6.45,58.3,250.1,172,73.7,9.6,490.6,51.5,0.435,0.1,0.2,11.41,84.5,395.3,71.42,0.4,22.18,2.91,5.34,55.48,16.75,22.42,0.1,2.34,1.33,1.19,5.69,48.34,65.2,35.55,18.61,41.87,39.52,0.18,47.18,1810,0.287,8.7,123.9,-0.558,0.83,33.94,20.22,5.25,15.74,2.181708892,19.05,862
10360900,Ref,FALSE,58.6,2.46,41.919898,-120.206475,90.77,5.79,65.3,253.6,167.9,109.9,13.7,478.3,47.7,0.382,0,1.8,9.3,47.3,317.8,77.86,1.16,19.87,1.09,7.05,68.87,11.92,12.16,0.1,2.6,1.16,1.48,5.84,39.08,66.97,36.61,19.4,39.9,40.71,0.19,40.86,2045,0.543,27.5,129.6,-0.637,0.771,36.11,27.64,7.02,19.91,2.323361161,19.59,1053
11015000,Ref,TRUE,117.8,1.44,32.902299,-116.568281,76.11,12.79,45.5,304.7,113.6,48.7,7.8,677.6,11.1,0.564,1,0.6,10.19,17.9,335.4,18.96,0,70.6,4.78,2.96,39.75,23.35,33.95,0.11,5.47,1.48,1.28,5.99,33.19,91.96,32.5,12.93,24.7,62.37,0.19,91.51,1323,0.342,17.6,239.9,-0.501,-0.865,37.55,23.05,3.34,12.21,1.457198702,15.31,941
11031500,Ref,FALSE,49.6,1.93,33.333587,-116.595055,55.05,13.24,43.2,310.4,109.7,39.3,6.4,695.5,5.4,0.458,1,0.3,9.87,9.4,159.6,23.28,0,73.35,2.04,4.08,28.66,34.63,32.62,0.11,5.25,1.5,1.51,5.99,25.69,89.53,31.42,12.35,24.95,62.7,0.19,57.34,1438,0.507,24.2,240.2,-0.497,-0.868,26.11,14.68,5.03,9.11,1.394386499,15.75,1068
11033000,Ref,FALSE,67.4,2.31,33.324114,-116.820772,67.83,13.69,46.7,308.5,125.6,40,6,718.5,3.9,0.551,0.5,0.3,9.69,10.2,251.7,43.33,0,45.39,9.54,7.15,38.78,19.01,35.05,0.1,6.08,1.49,1.32,5.98,34.09,91.32,30.72,12.23,23.69,64.09,0.19,91.22,1389,0.527,20.4,146.4,-0.833,0.554,34.66,19.18,3.95,10.03,1.42148837,15.84,1017
11046300,Ref,TRUE,209.6,2.09,33.531683,-117.391885,47.63,16.48,56.2,334.5,61.1,34.3,6,836.9,0,0.647,0.3,0.4,10.21,19.6,97.4,1.39,0,88.97,5.92,0.61,3.4,49.48,46.51,0.12,3.12,1.53,0.68,6,20.44,94.31,45.95,17.5,35.52,46.98,0.27,40.17,659,0.561,21.5,224.5,-0.713,-0.701,27.76,12.28,0.84,6.72,1.36597579,10.81,954
11058000,Ref,FALSE,8.2,2.6,34.175085,-117.212751,66.24,15.83,45.8,332,81.4,38.3,7,818.5,0.9,0.624,0,0,9.42,2.1,193.8,0.39,0,81.06,15.34,9.3,11.18,36.5,43.02,0.08,5.53,1.51,0.7,6,21.55,67.8,27.62,13.42,32.4,54.18,0.16,71.2,816,0.502,33.6,222.5,-0.737,-0.676,36.27,18.68,1.8,8.53,1.385839905,15.53,735
11058600,Ref,TRUE,11.8,2.93,34.21679,-117.283711,88.8,14.88,46.1,328.9,83.9,46.6,8.2,768.1,3.3,0.632,0,0,8.77,2,370.2,9.41,0.05,76.53,0.68,8.59,14.4,36.71,40.31,0.08,5.62,1.51,0.71,6,22.88,68.98,27.69,13.39,31.8,54.8,0.17,93.89,1106,0.464,40.3,202,-0.927,-0.374,49.46,25.49,2.06,11.75,1.338765846,16.4,1017
11073001,Ref,FALSE,43,3.05,34.24992,-117.636459,105.43,10.88,46.9,322.6,90,60.2,10.8,602,9.9,0.634,0,0,8.35,1,649.4,47.25,3.3,44.9,2.16,23.96,10.1,7.86,58.08,0.07,6.64,1.46,0.68,5.94,28.69,54.71,20.74,11.24,33.6,55.17,0.14,267.53,2048,0.499,50.3,243.6,-0.445,-0.896,59.52,30.06,2.31,13.58,1.324829614,16.11,2016
11073470,Ref,FALSE,26.2,3.37,34.202742,-117.619394,102.68,12.41,50.1,325.5,84.2,58,10.2,663,1.8,0.641,0,0,8.16,1.8,403.2,29,3.09,64.77,2.33,10.28,10.92,34.36,44.44,0.07,5.63,1.5,0.69,6,21.84,66.5,26.96,13.25,32.48,54.28,0.16,221.33,1589,0.441,51.4,199,-0.945,-0.326,58.22,28.99,1.86,13.4,1.31013756,15.32,1950
11080500,Ref,FALSE,219.3,2.47,34.293382,-117.729699,89.5,12.04,47.1,328.3,84.5,49.5,8.3,651.1,13,0.636,0,0.1,9.35,1.5,538.9,37.87,1.31,58.69,0.97,17.8,6.24,14.76,61.21,0.07,6.04,1.45,0.77,5.97,23.96,58,24.89,12.43,36.59,50.98,0.15,162.2,1660,0.46,51.4,231.1,-0.628,-0.778,50.84,24.58,1.76,12.19,1.353319397,16.06,2563
11084500,Ref,FALSE,15.4,2.73,34.198818,-117.940282,84.08,15.11,55.8,336.9,75,48.1,8,771.6,0.5,0.651,0,0.3,9.49,4,314.3,26.41,0,70.78,0,4.79,12.21,36.12,46.88,0.11,3.47,1.48,0.97,5.98,19.24,78.7,43.74,16.5,45.68,37.82,0.23,140.57,878,0.441,39.2,155.2,-0.908,0.42,47.92,23.32,1.46,11.24,1.313528341,14.36,1337
11086500,Ref,FALSE,7.2,2.3,34.185209,-117.831614,73.37,15.78,54.7,341,62.5,44.8,7.9,804,0,0.639,0,1,8.73,4.9,292.5,7.35,0,87.11,0,0,17,44,39,0.13,2.39,1.51,1.02,6,17.8,87.22,51.97,18.21,49.74,32.05,0.26,149.35,755,0.513,35.9,212.7,-0.842,-0.54,40.84,20.32,1.55,9.96,1.335032259,12.81,677
11094000,Ref,FALSE,168,2.52,34.331997,-118.077533,77.87,12.82,51.6,324.9,102.3,42,6.8,680.4,13,0.655,0,0.1,9.66,6.1,381,20.27,0.45,69.52,7.17,7.97,6.69,21.97,63.37,0.09,4.61,1.49,1.06,5.85,21.71,71.35,27.26,11.8,32.82,55.38,0.17,128.9,1395,0.427,29.8,226.5,-0.689,-0.725,44.16,22.1,1.13,10.5,1.355004864,16.22,1355
11096500,Ref,FALSE,55,2.52,34.318688,-118.334716,56.27,16.52,54.7,343,57,35.1,6.6,831,1,0.65,0,1.1,9.85,22.8,230.1,1.04,0.12,85.84,3.22,0.61,22.49,29.46,47.43,0.13,2.33,1.53,0.88,5.46,24.19,87.55,48.22,17.78,43.68,38.54,0.25,81.41,728,0.321,27.3,225.1,-0.706,-0.708,31.43,16.65,0.97,7.3,1.36759946,13.86,1247
11098000,Ref,TRUE,41.6,2.38,34.2532,-118.151205,78.85,15.1,54.3,334.5,79.8,38.9,6.7,776.5,4,0.655,0,0.6,9.61,6.5,349.9,23.13,0.3,70.91,0.34,0,16.64,42.65,40.71,0.13,2.46,1.51,1.03,5.98,18.02,86.96,50.3,17.67,48.19,34.14,0.26,138.56,1084,0.452,42.8,234.6,-0.579,-0.816,44.6,22.51,1.13,10.65,1.342035005,15.25,1439
11100000,Ref,FALSE,25,2.78,34.21391,-118.020793,96.85,14.6,55.8,329.4,101.8,42.9,7.2,762.2,1.4,0.656,0,0.6,8.47,3.8,365.2,50.93,0,46.62,0,2.47,14.53,39.94,43.06,0.12,2.95,1.49,0.99,5.99,18.54,82.83,47.73,17.33,47.65,35.03,0.24,144.97,1092,0.498,44.1,183.4,-0.998,-0.059,55.51,27.07,1.64,12.78,1.317088814,15.72,1286
11111500,Ref,TRUE,128.5,2.37,34.608821,-119.346402,84.96,9.57,45.4,308,96.6,28.9,5.1,551.8,14.1,0.705,1.1,9,10.09,39.8,365.7,46.36,0.2,45.94,5.18,1,2.45,47.12,49.43,0.15,1.13,1.47,1.88,6,22.39,78.34,47.27,22.14,41.35,36.51,0.29,64.21,1475,0.333,26.5,194.5,-0.968,-0.25,52.01,22.67,0.51,9.66,1.372388314,15,1198
11114495,Ref,TRUE,124.3,2.46,34.536367,-119.399156,88.3,11.08,49.7,313.9,86.3,35.9,6.4,606.1,3.8,0.706,1,8.9,9.71,19.2,392.9,58.11,0.11,39.08,2.2,1,0,35.73,63.27,0.15,1.12,1.47,2.33,6,20.16,81.94,50.45,21.93,42.54,35.53,0.3,121.66,1187,0.539,38.3,151,-0.875,0.484,54.15,23.55,0.48,10.16,1.329886558,13.57,1406
11114500,Ref,FALSE,131.2,2.49,34.534223,-119.396116,87.53,11.21,49.7,314.3,85.9,35.9,6.4,611.5,3.7,0.706,1,8.8,9.74,19.3,389.3,58.19,0.1,38.91,2.16,1,0,36.54,62.46,0.15,1.12,1.47,2.3,6,20.29,81.68,50.26,21.95,42.49,35.57,0.3,121.04,1156,0.541,38.7,145.2,-0.821,0.571,53.69,23.31,0.48,10.07,1.329686976,13.51,1480
11116000,Ref,FALSE,41.1,3.17,34.518469,-119.272753,70.31,12.58,48.7,318,86.1,35.5,6.4,667.5,2.9,0.695,1,9.8,9.44,31.7,324.1,46.32,0,48.32,0.96,1,0,71.54,27.46,0.15,0.94,1.47,1.14,6,25.9,70.59,41.71,22.77,40.02,37.21,0.29,99.76,934,0.499,36.4,204.3,-0.912,-0.411,43.12,18.13,0.5,8.63,1.314082925,13.48,1175
11117600,Ref,FALSE,33.9,2.5,34.440977,-119.400287,72.94,14.54,52.6,329,66.8,33.6,6.1,735.6,0.2,0.708,1,10.3,9.13,23.1,244.9,49.07,0.32,46.84,2.99,0.21,2.15,30.51,67.13,0.15,1.05,1.44,2.01,6,23.55,82.11,54.93,25.88,44.7,29.42,0.27,108.78,597,0.331,31.2,170.7,-0.987,0.161,45.2,19.51,0.35,8.35,1.325367808,10.26,1258
11120500,Ref,TRUE,14.4,1.4,34.494795,-119.816037,65.55,14.78,61.3,340.1,41.9,35.1,6.3,725.8,0,0.687,0.9,10.7,8.9,25.4,169.7,47.97,0,35.93,2.38,1.24,10.34,8.49,79.93,0.15,1.26,1.45,2.4,5.98,23.19,80.87,48.11,19.19,45.67,35.14,0.22,95.87,576,0.599,24.6,179.7,-1,0.005,39.41,18.43,0.51,7.85,1.352958833,9.28,901
11124500,Ref,TRUE,191.5,2.37,34.656865,-119.786349,83.1,11.97,54.6,316.3,75.1,38.1,6.8,636.9,4.5,0.711,1,8.8,9.72,26.4,431,45.5,0.09,47.26,6.44,0.74,12.39,43.73,43.14,0.14,1.35,1.45,1.55,6,25.25,80.66,49.66,23.93,41.12,34.95,0.29,128.78,1032,0.449,33.5,218.7,-0.78,-0.626,52.17,21.32,0.34,9.25,1.322606651,13.7,1755
11138500,Ref,TRUE,728.9,2,34.807533,-119.88059,69.82,12.57,57.6,315,79.7,39.6,7,665.2,7.1,0.686,0.8,7,9.8,31.1,348,27.03,0.32,66.72,5.5,0.96,9.53,28.78,60.73,0.15,1.39,1.47,2.25,6,20.89,84.34,51.04,21.86,41.68,36.45,0.29,88.95,955,0.404,34.2,281.5,0.199,-0.98,40.65,20.08,0.32,8.78,1.373964147,15.11,1888
11139000,Ref,FALSE,242.1,2.12,34.938273,-120.085865,62.4,13.9,64.2,324.4,71.7,41.6,7.1,701.5,1.5,0.645,0,6.6,10.1,24.9,200.7,29.68,0.07,67.1,2.23,0.93,0.68,57.1,41.29,0.15,1.02,1.47,1.56,6,24.18,75.5,45.98,22.96,41.22,35.82,0.29,70.22,660,0.348,29.7,240.3,-0.495,-0.869,34.07,18.36,0.39,9.63,1.427648015,14.6,1400
11139500,Ref,FALSE,74.3,2.12,34.937899,-120.21542,53.97,14.73,67.7,333.8,66,42.6,7.2,714,0,0.616,0,3.6,10.09,44.7,192.5,42.77,0.01,42.61,10.99,0.6,3.65,40.57,55.17,0.15,1.13,1.44,1.85,6,24.27,82.4,53.72,25.21,43.34,31.45,0.29,65.08,540,0.458,29.7,225.2,-0.704,-0.71,27.61,16.48,0.41,9.45,1.429118967,13.1,810
11141150,Ref,TRUE,34.5,2.94,35.200856,-120.404404,58.35,15.1,69.1,338.5,55.4,41.9,7.6,725.6,0,0.65,0,2,10.67,90.8,163.4,22.16,0.07,58.47,16.81,0.41,12.24,46.83,40.52,0.11,1.4,1.43,2.1,5.88,30.34,63,38.83,31.36,38.58,30.05,0.2,62.95,325,0.224,17.8,242.6,-0.461,-0.888,32.66,15.9,0.43,9.21,1.38158129,11.15,666
11141280,Ref,TRUE,54,2,35.279775,-120.528846,71.72,15.01,66.8,335.6,51.3,45.6,8.7,740.7,1,0.655,0,2,10.17,46.4,275.7,70.1,0,27.84,0.8,0.11,3.8,53.53,42.56,0.11,1.22,1.42,2.18,6,25.69,63.54,40.24,32.63,38.85,28.52,0.2,88,563,0.561,37.1,156.7,-0.918,0.396,40.65,19.34,0.41,11.32,1.3152808,12.72,692
11142500,Ref,FALSE,106.8,2.05,35.724472,-121.189551,90.59,14.74,64.8,327.1,81.9,51.4,9,715.9,0.3,0.648,0.7,2,10.04,56.7,226.1,56.92,0,26.32,15.11,0.02,7.94,15.55,76.49,0.16,0.93,1.4,1.85,6,27.91,83.04,59.53,34.29,40.42,25.3,0.24,78.86,394,0.356,28.1,234.4,-0.583,-0.813,54.24,19.6,0.26,16.68,1.317894677,8.26,1073
11143000,Ref,TRUE,120.6,2.74,36.243318,-121.681164,116.26,12.46,67.4,322,81.8,72.8,12.3,639.5,3.4,0.654,1.8,0,10.29,8.4,593.6,65.46,0.23,33.14,0.67,1.02,31.46,42.26,25.26,0.09,4.14,1.55,0.81,6,24.72,76.66,31.27,14.13,31.45,54.42,0.2,191.19,777,0.491,43.6,243.4,-0.447,-0.894,65.95,29.14,0.95,20.19,1.209794971,13.15,1429
11143500,Ref,FALSE,181.9,2.21,35.29278,-120.298508,70.72,14.34,65.2,321.5,72.3,40.6,7.6,735,1.8,0.626,0,5.3,10.59,81.3,222.6,19.27,0.17,57.74,15.36,0.99,10.69,52.18,36.13,0.14,1.28,1.47,1.35,5.94,28.35,77.9,45.96,22.09,40.34,37.57,0.28,53.73,619,0.249,18.8,246.8,-0.394,-0.919,39.47,18.61,0.78,11.93,1.374041731,15.51,819
11148900,Ref,TRUE,403.5,1.48,35.909111,-121.273848,69.16,14.68,62.7,314.2,93.6,52.5,9.5,745.3,1.5,0.653,0.5,0.9,11.37,52.5,204.6,33.66,0.03,40.81,21.54,3.73,17.04,24.43,54.8,0.12,2.86,1.48,1.13,6,28.12,80.21,44.47,22.94,36.87,40.19,0.22,67.17,521,0.302,21.3,125.9,-0.586,0.81,40.24,16.15,0.37,12.39,1.252220041,12.89,884
11151300,Ref,TRUE,608.2,1.61,36.259822,-120.847029,47.28,14.21,56.3,294.7,119.6,46.3,7.9,743,2.8,0.623,0.1,12.1,10.76,269.2,152.4,6.79,1.2,42.09,39.72,0.4,26.43,22.22,50.95,0.15,0.86,1.35,0.84,5.91,34.62,92.25,67.63,31.85,44.93,23.22,0.28,37.83,598,0.379,20,242,-0.47,-0.883,25.93,12.66,0.61,8.15,1.365328462,15.6,1212
11151870,Ref,FALSE,284.5,2.01,36.188579,-121.521721,100.15,11.98,65.8,312.2,96.2,64.7,11.2,623,4,0.657,1.4,0,10.09,10.6,393.9,60,0.01,38.16,1.03,0.72,23.96,33.57,41.75,0.1,3.84,1.53,0.86,6,22.95,76.83,34.36,16.04,33.25,50.71,0.2,101.07,891,0.422,39,83.1,0.12,0.993,57.55,24.95,0.83,16.71,1.266847698,14.64,1546
11152900,Ref,FALSE,33.1,1.95,37.088496,-121.365811,53.94,16.27,60.7,347.1,49.5,49.7,8.3,858.5,1.3,0.655,1,1,10.66,21,151.5,56.96,0,30.1,12,0,4,31,65,0.14,2.21,1.47,0.65,5.95,22.96,83.39,54.43,25.08,45.14,29.79,0.3,33.75,453,0.552,25.2,138.6,-0.751,0.661,31.23,13.06,0.36,9.26,1.250970702,14.19,598
11153470,Ref,FALSE,25,3.19,37.131613,-121.799878,94.84,14.38,67.7,331.8,65.8,71.9,11.8,726.7,0.8,0.641,1,1,9.29,29.1,603,74.92,0,16.56,6.36,0,4,31,65,0.14,2.21,1.47,0.65,5.95,22.96,83.39,54.43,25.08,45.14,29.79,0.3,120.9,419,0.241,29.6,92.4,-0.041,0.999,53.07,23.6,1.08,16.86,1.155206553,10.64,885
11153900,Ref,FALSE,54.4,2.07,37.093443,-121.773625,94.42,14.44,66.9,332.1,64.3,70.7,11.8,729.1,0.6,0.636,1,1,10.02,21.3,588.9,68.63,0,16.37,11.28,0,5.36,30.49,64.15,0.14,2.22,1.47,0.66,5.95,23.26,83.36,54.21,24.95,44.97,30.07,0.3,130.01,410,0.259,26.7,91.5,-0.026,1,52.39,23.78,1.09,17.25,1.150192877,11.15,1001
11154100,Ref,FALSE,26.4,2.61,36.990366,-121.676826,79.14,14.59,68,328.5,62.6,67,11.4,726.1,0,0.619,1,2,9.31,77.4,244.2,80.23,0,8.31,5.32,0.5,33.08,24.98,41.43,0.13,2.67,1.43,0.78,5.97,30.47,84.42,48.89,21.56,40.52,37.92,0.25,96.31,378,0.574,24.1,59.9,0.501,0.866,42.5,20.28,1.32,15.1,1.240823754,10.78,465
11154700,Ref,TRUE,36.8,2.8,36.372116,-120.704313,55,13.77,48.8,310.7,105,54.6,9.9,742,4,0.613,0,3.7,10.26,69.9,229.1,30.23,4.97,59.84,0.39,0,2.08,29.01,68.91,0.14,1.08,1.4,0.91,6,21.89,80.27,57.03,33.84,43.1,23.07,0.25,43.34,1150,0.44,21.2,289.1,0.328,-0.945,29.34,15.29,0.85,9.52,1.360768854,17.13,797
11160020,Ref,TRUE,15.8,2.55,37.231378,-122.131305,111.45,13.37,68,328.8,61.3,72.4,11.2,683.3,1.9,0.62,1,1.2,10.84,7.3,708.9,88.73,0,4.4,1.26,0.39,57.74,14.74,27.13,0.12,2.76,1.39,0.98,6,35.58,83.58,45.18,19.51,37.79,42.71,0.2,152.34,526,0.426,28,251.1,-0.324,-0.946,60.33,28.03,1.88,20.87,1.130410071,10.77,718
11160300,Ref,TRUE,28.7,2.49,37.124852,-122.015501,114.37,14.18,67.1,329.8,63.2,62.5,10.6,709.4,0.2,0.633,1,1.4,10.49,15.5,719.4,87.37,0,2.63,1.3,0.68,59.77,16.77,22.77,0.12,2.94,1.39,0.94,6,36.71,84.48,44.32,18.81,36.9,44.28,0.2,152.62,343,0.37,26,216.6,-0.803,-0.596,63.9,27.66,1.49,21.39,1.131442635,10.45,619
11162500,Ref,TRUE,118.9,1.88,37.259812,-122.216411,92.36,13.34,68.6,328.9,62.6,71.5,11.2,669.9,1,0.604,1,1.6,10.37,15.6,586,89.45,0.01,1.65,3.01,0.79,55.39,21.76,21.99,0.12,2.8,1.4,0.97,5.98,37,84.22,44.85,19.69,37.08,43.23,0.21,112.57,312,0.364,26.7,300.5,0.507,-0.862,48.86,23.37,1.81,18.3,1.146589336,9.82,789
11162570,Ref,TRUE,132,2.43,37.341533,-122.293213,88.94,13.14,70.2,332.1,59.9,75.8,11.7,650.5,0.4,0.599,1,3.8,10.37,38,491.3,65.42,0,3.03,23.92,0.53,35.13,54.23,9.96,0.13,1.6,1.43,1.04,5.95,39.41,82.95,51.25,26.47,40.11,33.42,0.27,97.07,287,0.358,22.3,248,-0.375,-0.927,46.64,22.53,1.81,17.86,1.162907069,8.45,771
11169800,Ref,TRUE,282.9,1.22,37.167461,-121.483852,60.85,15.64,63.3,341,67.5,56.7,9.6,817.9,1.8,0.626,0.9,0.9,10.98,23.3,221.9,49.17,0,37.24,12.43,0,4.76,23.13,72.12,0.14,2.22,1.47,0.66,5.95,22.05,82.04,52.5,23.01,45.71,31.28,0.29,50.85,604,0.421,25.6,194.5,-0.968,-0.251,33.39,15.72,0.64,11.07,1.258574253,14.4,859
11172945,Ref,TRUE,87.1,1.9,37.460539,-121.683848,62.38,15.05,62.8,341.2,78,59.5,10,791,4.1,0.574,0,0,10.31,12.3,264.9,37.51,0,35.02,26.37,0,4,31,65,0.14,2.21,1.47,0.65,5.95,22.96,83.39,54.43,25.08,45.14,29.79,0.3,51.78,832,0.619,26.7,252.4,-0.303,-0.953,30.9,17.39,0.93,13.2,1.250775458,14.84,864
11173200,Ref,TRUE,199.1,1.32,37.354892,-121.632987,62.25,15.03,63.2,335.2,98.3,58.1,9.9,792.3,4.1,0.584,0,0.3,10.49,38.5,234.4,39.64,0,39.07,19.03,0,6.86,19.85,73.3,0.14,2.12,1.47,0.7,5.95,22.58,81.52,52.02,23.06,45.64,31.3,0.29,48.28,807,0.527,26.7,297.3,0.459,-0.888,31.52,17.17,0.88,12.67,1.251083324,14.71,1061
11176400,Ref,TRUE,338.6,1.46,37.427522,-121.550013,57.45,15.12,62.2,339.9,75.9,56.1,9.4,798.4,4,0.599,0,0.3,10.82,30.1,178.6,27.27,0,57.04,14.34,0,4.65,17.32,78.03,0.14,2.16,1.47,0.72,5.95,20.89,80.36,50.87,22.41,45.93,31.66,0.29,42.47,731,0.497,23.4,266.1,-0.069,-0.998,29.25,16.44,0.66,11.11,1.258145688,16,1008
