StnID,CLASS,UsedInFDCStudy,DRAIN_SQKM,BAS_COMPACTNESS,LAT_CENT,LONG_CENT,PPTAVG_BASIN,T_AVG_BASIN,RH_BASIN,FST32F_BASIN,LST32F_BASIN,WD_BASIN,WDMAX_BASIN,PET,SNOW_PCT_PRECIP,PRECIP_SEAS_IND,PERDUN,PERHOR,TOPWET,CONTACT,WB5100_ANN_MM,FORESTNLCD06,BARRENNLCD06,SHRUBNLCD06,GRASSNLCD06,HGA,HGB,HGC,HGD,AWCAVE,PERMAVE,BDAVE,OMAVE,WTDEPAVE,ROCKDEPAVE,NO4AVE,NO200AVE,CLAYAVE,SILTAVE,SANDAVE,KFACT_UP,RFACT,ELEV_MEDIAN_M_BASIN,RRMEDIAN,SLOPE_PCT,ASPECT_DEGREES,ASPECT_NORTHNESS,ASPECT_EASTNESS,DJF_PPT7100_CM,MAM_PPT7100_CM,JJA_PPT7100_CM,SON_PPT7100_CM,WB5100_MON_PHASE,JUL_JAN_TMP_DIFF_DEGC,ELEV_RANGE_M_BASIN
11431800,Ref,TRUE,30,1.78,38.913888,-120.491716,154.01,11.28,58.3,288.6,139.1,80.3,12.2,642.4,25.8,0.542,4,4.5,9.84,39.3,1095,74.7,0,21.39,0.89,0.36,77.34,15.11,7.18,0.11,1.72,1.29,1.75,6,49.42,65.19,37.65,20.48,41.65,37.87,0.16,153.43,1552,0.427,16,288.4,0.316,-0.949,75.56,42.77,3.81,31.9,1.273518068,17.72,574
11433260,Ref,FALSE,229.7,2.85,39.113283,-120.62279,162.56,10.88,59.8,292.1,137,82.4,12.2,633.8,23.6,0.551,6,5.6,9.99,16.7,1221.6,88.26,0,10.84,0.27,1.07,22.18,31.13,45.62,0.09,2.61,1.24,1.06,6,27.12,60.03,32.09,17.79,41.9,40.32,0.17,181.68,1449,0.585,30.3,238.4,-0.525,-0.851,80.49,44.29,4,33.82,1.269019401,17.37,1778
11449500,Ref,TRUE,95.3,1.81,38.862855,-122.787525,148.47,14.32,60,331,82.4,80.8,12.7,774.8,1.3,0.621,3.3,6.1,10.94,43.5,797.3,46.2,0.06,45.91,3.1,0.13,26.21,27.36,46.3,0.11,1.18,1.29,0.75,5.98,30.44,66.73,41.52,24.63,43.26,32.11,0.2,141.78,799,0.353,20,328.3,0.851,-0.526,79.1,33.92,1.24,34.18,1.082418453,16.38,979
11451100,Ref,TRUE,155.1,2.44,39.200001,-122.729627,122.99,13.02,60.8,318.3,104.4,72.9,11.4,711.9,2.9,0.62,3.4,5.4,10.13,26,724.2,21.31,0,74.19,2.22,3.05,29.48,22.27,45.2,0.11,1.39,1.43,1.36,6,26.13,64.3,38.96,20.14,45.4,34.46,0.21,91.28,875,0.301,31.1,116.9,-0.452,0.892,67.56,28.33,1.49,25.72,1.065641478,17.12,1344
11464500,Ref,FALSE,227.6,1.52,38.825499,-123.153837,130.13,14.75,64.9,328.1,68.1,78.1,12.7,772.7,0.9,0.623,3.6,5.4,11.52,27.2,804.4,41.6,0.03,34.54,20.43,0,28.97,33.42,37.61,0.11,1.62,1.43,0.81,6,35.32,75.69,48.94,26,42.83,31.17,0.25,123,349,0.302,25.6,190,-0.985,-0.174,70.7,31.91,1.23,26.34,1.055626953,13.82,845
11467200,Ref,TRUE,162.6,2.33,38.574038,-123.090149,162.49,13.96,65.6,338,67.3,81.3,13.4,700.8,0.6,0.627,3.8,4.9,10.95,59.9,1011,70.92,0.77,22.23,3.8,0.14,65.53,21.59,12.74,0.11,2.58,1.4,0.7,5.99,39.86,66.57,41.25,24.92,42.04,33.04,0.21,147.86,300,0.392,28.9,179.5,-1,0.009,89.02,38.14,1.68,33.73,1.036093521,11.91,715
11467500,Ref,FALSE,417.6,2,38.656602,-123.249293,145.45,13.28,67.8,342.4,67.8,83,13.7,665.6,0.3,0.614,3.5,4.9,11.01,25.2,1037,65.17,0.02,21.03,11.93,0.12,59.62,34.18,6.09,0.12,1.85,1.41,0.6,5.97,41.84,71.17,45.8,25.44,43.73,30.83,0.25,133.7,298,0.358,26.2,257.5,-0.217,-0.976,77.86,35,1.68,30.89,1.03641396,11,785
11467600,Ref,FALSE,254,1.49,38.901774,-123.480926,138.43,13.92,65.5,325.9,80.5,80.9,12.8,712.8,0.9,0.606,4.1,4.8,11.02,18.8,749,86.91,0.03,6.77,2.44,0.07,67.61,28.94,3.37,0.12,1.98,1.4,0.64,5.96,42.8,71.27,45.45,25.09,43.3,31.61,0.25,107.64,360,0.423,31.3,291.2,0.362,-0.932,73.68,33.47,1.9,29.42,1.068197552,11.84,803
11468000,Ref,TRUE,785.9,1.44,39.062548,-123.418604,118.65,13.75,65.7,320,89,78.2,12.4,711.8,1.3,0.606,4,6,11.12,26.8,704.1,69.08,0.01,15.14,10.33,0,56.43,33.78,9.8,0.12,1.71,1.41,0.66,5.97,40.35,73.84,47.32,25.22,43.27,31.51,0.25,99.8,321,0.307,26.5,260.2,-0.17,-0.985,62.62,29.69,1.44,24.9,1.071953138,12.45,1027
11468500,Ref,TRUE,273.5,1.73,39.433117,-123.567566,128.28,12.35,65.4,313.4,94.6,93.6,14.4,636,2.5,0.584,4.2,6.6,10.25,28.3,831.2,89.63,0,4.02,0.75,0,69.35,30.21,0.44,0.13,1.48,1.38,0.63,5.97,44.99,72.8,48.16,26.79,44.03,29.18,0.26,122.53,249,0.25,28.3,235.7,-0.564,-0.826,66.32,32.29,2.2,27.49,1.053270916,10.87,959
11468900,Ref,TRUE,183.7,1.87,40.069159,-123.99542,190.16,12.8,69.5,338.4,72.5,109.4,15.8,673.1,1.4,0.55,1.6,0,10.8,28.2,1390.6,89.89,0,5.02,1.79,0,69.22,20.99,9.79,0.1,2.47,1.4,0.75,5.96,44.16,63.01,39.03,25.31,41.31,33.38,0.22,232.84,417,0.252,28.3,104.4,-0.249,0.968,94.94,48,5.02,42.26,0.996660355,11.19,934
11472160,Ref,FALSE,9.6,2.9,39.461414,-123.420433,151.93,12.14,63,288.2,122.2,92.5,14.4,644.2,5.1,0.603,4.9,5.8,8.94,61.6,936,94.1,0,0.93,0.16,0,62.28,36.62,1.09,0.12,1.7,1.4,0.55,6,42.2,71.18,46.21,25.23,44.61,30.16,0.25,141.07,660,0.472,25,170.4,-0.986,0.167,81.08,37.36,2.19,31.38,1.041411099,13.81,373
11472900,Ref,FALSE,418.8,2.06,39.70287,-122.923881,136.68,10.74,63.6,305.3,118.6,100,15.6,622.3,15.7,0.579,0.7,1.8,9.67,15,1174.9,54.6,0.05,35.41,6.07,4.49,43.53,17.78,34.19,0.09,1.62,1.41,1.37,6,31.13,55.85,35.26,22.49,46.15,31.37,0.2,172.22,1379,0.517,29.4,332.7,0.889,-0.458,70.78,34.17,3.02,28.65,1.054879317,17.37,1802
11473900,Ref,TRUE,1925,1.58,39.788997,-123.074096,143.4,11.59,62.8,298.5,122.2,96.7,15,656.8,15.1,0.58,2.6,4.3,10.14,38.1,1160.6,50.42,0.15,37.65,8.57,5.02,41.9,24.44,28.64,0.1,1.58,1.41,1.57,5.95,33.24,58.92,36.78,22.19,44.62,33.2,0.2,166.57,1104,0.408,26.4,302,0.53,-0.848,74.38,35.61,2.76,30.65,1.085521132,17.01,2029
11474500,Ref,FALSE,649.6,1.73,40.061787,-123.303168,145.95,11.99,61.9,297.1,118.8,93.8,14.7,676,16.9,0.573,4.3,3.4,10.34,33,1369.3,58.56,0.06,31.67,7.56,2.82,54.2,25.13,17.85,0.1,1.45,1.4,1.5,5.98,39.03,59.57,36.76,23.15,43.55,33.3,0.2,170.13,906,0.381,27,255.5,-0.251,-0.968,74.95,36.54,3.19,31.31,1.073559241,17.19,1562
11475500,Ref,FALSE,113.8,1.75,39.660331,-123.609096,220.63,12.26,65.6,317,93.7,114.1,17.9,651.2,6.5,0.589,4.3,4.7,10.63,43.9,1545.2,84.59,0.1,6.96,3.23,0,62.07,30.35,7.59,0.12,2.15,1.41,0.62,6,42.32,70.46,44.93,24.91,43.44,31.64,0.24,247.9,629,0.24,24.6,237.5,-0.538,-0.843,115.74,54.63,3.55,47.04,0.997120098,12.74,858
11475560,Ref,TRUE,16.8,2.68,39.713816,-123.603652,253.45,12.22,65.1,311.7,100,120,18.6,656.8,8.8,0.593,3.2,2,9.78,20.5,2036.6,96.93,0,2.74,0.09,0,76.7,17.4,5.9,0.11,3,1.4,0.69,6,42.4,66.86,40.28,22.92,42,35.08,0.22,372.72,852,0.508,34.2,314.7,0.704,-0.71,133.57,62.59,3.88,53.5,0.98911405,12.67,864
11475800,Ref,TRUE,642.1,2.23,39.757364,-123.614932,206.67,12.29,64.8,314,96.8,106,16.4,657.8,7.2,0.589,4.2,4.3,11.21,33.9,1560.9,74.08,0.1,13.77,6.85,0.04,60.93,28.09,10.94,0.12,2.07,1.41,0.66,5.96,42.83,70.67,45.12,25.53,42.82,31.65,0.24,242.3,593,0.351,26.8,243.3,-0.449,-0.893,108.13,51.18,3.42,44.01,1.003611976,12.88,1073
11476600,Ref,TRUE,71.8,2.02,40.315968,-124.027279,165.34,11.46,70.9,337.4,64.6,115.6,16.7,616.7,1.4,0.546,1.9,0,10.03,32.7,1375.6,90.14,0.19,4,1.52,0,82.83,16,1.17,0.13,1.56,1.33,0.77,5.92,48.78,73.66,49.02,28.2,42.5,29.29,0.26,206.92,474,0.415,29.2,112.2,-0.378,0.926,80.95,42.93,3.8,37.5,1.005647356,13.12,939
11478500,Ref,TRUE,572.4,1.44,40.422266,-123.632227,186.88,10.51,62.5,301.7,108,90.6,13.3,614.2,24.9,0.537,2.8,1.8,10.37,33.9,1294.7,66.72,0.23,19.34,11.56,1.96,55.83,33.5,8.72,0.11,1.41,1.37,1.34,5.9,45.12,64.56,39.19,23.84,42.24,33.92,0.21,166.87,938,0.493,25.8,332.2,0.884,-0.467,91.22,47.3,5.06,43.27,1.205630391,14.97,1676
11480390,Ref,TRUE,242.6,2.41,40.192567,-123.243645,166.38,10.87,62.2,298.1,122.2,92.3,14.4,637.8,28,0.561,4.4,2.5,10.96,38.9,1316,76.84,0.21,17.8,2.45,3.17,55.6,27.04,14.19,0.1,1.59,1.38,1.51,5.89,43.12,62.01,36.27,21.87,41.57,36.56,0.2,173.26,1097,0.274,28.7,268.6,-0.024,-1,84.46,41.08,3.9,37.38,1.202912307,16.84,1015
11481200,Ref,TRUE,105.4,1.85,41.022866,-123.996119,173.54,11.4,73.6,327.2,81.7,113.6,16.6,597.5,2.9,0.508,1.5,0.8,10.36,65.6,1287.1,83.66,0,9.34,6.28,0.02,48.12,19,32.86,0.14,0.99,1.3,0.63,5.14,54.15,71.87,54.22,33.83,46.06,20.11,0.21,155.26,302,0.289,19.8,261.3,-0.151,-0.989,80.06,45.76,5.42,42.29,0.99962197,9.39,1020
11481500,Ref,TRUE,175.1,2.02,40.812502,-123.759766,232.86,10.96,63.2,301.4,107.6,115,17.6,633.8,23.9,0.508,1.2,1,9.92,23.9,1546.8,77.73,0.02,15.02,6.31,0,63.71,29.79,6.5,0.12,1.25,1.33,1.02,5.8,47.36,68.21,46.3,27.68,45.04,27.28,0.2,222.42,876,0.452,27.7,330.4,0.87,-0.493,108.09,59.13,7.28,58.59,1.196789654,14.79,1355
11482500,Ref,TRUE,718,0.83,41.058615,-123.888499,212.86,11.06,68.6,311.3,105.5,116.5,17,609.8,11.8,0.506,2.6,1.5,10.38,27.8,1441.9,86.52,0.13,8.68,3.15,0,62.27,26.55,11.18,0.13,1.17,1.32,0.89,5.61,49.6,70.8,49.63,29.54,45.09,25.38,0.21,196.8,525,0.32,28.1,310.9,0.654,-0.756,98.36,55.18,6.77,52.6,1.05350495,12.54,1610
11489500,Ref,FALSE,40.3,2.07,41.496852,-121.944598,118.91,8.65,59.9,272.9,157.5,94.7,13.8,569.5,47.1,0.521,3.9,0,10.34,49,999.8,88.17,0.96,8.3,1.92,3,91,5,1,0.11,2.82,1.01,0.59,6,49.88,65.77,29.87,11.36,38.57,50.07,0.14,95.56,1843,0.379,24.4,67.4,0.384,0.923,59.1,31.04,5.34,23.46,1.79806421,18.5,746
11516900,Ref,FALSE,121.4,3.23,41.761156,-122.206933,62.31,6.27,64.3,255.5,175.5,81.7,11.1,482.7,38.1,0.297,0,0,9.65,43.9,323.8,81.69,1.93,11.91,3.52,29.51,47.9,12.65,9.94,0.11,4.17,1.21,1.08,5.92,51.49,66.69,33.39,17.17,35.85,46.98,0.17,29.91,1768,0.507,17,247.6,-0.381,-0.924,22.88,17.64,7.58,14.17,1.411200301,18.72,1497
11522500,Ref,TRUE,1943.1,2.25,41.29295,-123.189664,157.43,10,62.3,275.7,140.8,105.9,14.9,612,28.8,0.546,3.3,0.4,9.43,7.3,1140.7,81.7,0.27,15.02,1.34,0.95,44.82,20.55,33.68,0.08,2.96,1.42,1.35,5.89,32.42,60.66,25.44,14.58,36.1,49.32,0.18,138.03,1292,0.454,44.1,288,0.308,-0.951,78.1,37.49,4.96,36.91,1.160845422,18.42,2511
11523200,Ref,TRUE,382.9,1.94,41.228698,-122.639833,147.34,11.87,59.6,282.9,130.1,93.3,13,687.6,13,0.533,2.6,0.2,9.67,12.6,982,75.76,2.31,18.98,2.14,1.17,32.06,32.96,33.82,0.09,2.59,1.26,1.1,5.92,37.31,59.94,30.45,23.31,34.88,41.82,0.15,89.02,1669,0.45,33.8,185.9,-0.995,-0.103,72.66,37.78,5.97,30.93,1.092077701,17.87,1965
11525530,Ref,TRUE,58.2,1.54,40.792939,-122.886138,108.45,12.48,62.9,288.9,128.1,80.7,11.9,719.8,20.4,0.535,5.1,1.6,10.99,30.9,633.4,73.62,0.14,19.56,2.83,3.82,36.87,42.07,17.23,0.08,2.25,1.42,0.67,5.85,37.04,54.99,26.65,22.03,34.76,43.21,0.18,112.66,910,0.204,31.3,135.5,-0.713,0.701,53.27,27.48,3.46,24.29,1.095267264,19.12,1743
11525670,Ref,FALSE,86.9,2.03,40.600777,-122.82573,119.17,13.03,61.4,307.1,114.2,80.4,12,735.9,23.2,0.522,3.9,2.5,9.82,19.2,886,68.86,0.1,28.48,0.6,0.38,68.61,15.69,15.32,0.08,2.6,1.41,0.63,5.99,39.9,47.4,22.94,23.39,35.1,41.51,0.15,125.79,1084,0.366,33.3,291,0.358,-0.934,57.91,30.46,4.62,25.71,1.179511451,18.82,1570
11526500,Ref,FALSE,391.9,2.54,40.932228,-123.134281,130.47,10.04,63.6,274.7,144.1,98.9,13.8,614.4,31.7,0.536,3.8,0.9,9.89,7.1,915,69.73,0.39,27.07,1.39,0.89,44.09,20.35,34.68,0.08,2.37,1.43,1.44,5.87,33.22,52.47,24.8,15.48,39.11,45.41,0.17,140.97,1299,0.386,45.9,204.2,-0.912,-0.41,65.25,30.44,5.38,29.34,1.264592959,18.61,2268
11528700,Ref,TRUE,1980.1,2.08,40.469872,-123.229437,146.99,10.78,62.7,291.6,128.6,82.2,12.2,635.2,28.6,0.57,4.3,1.7,10.2,32.7,1135.6,70.21,0.08,23.88,1.81,0.6,42.03,34.46,22.91,0.09,2.06,1.41,1.49,5.87,36.71,60.29,30.38,17.97,39.56,42.48,0.19,122.35,1125,0.374,28.2,45.6,0.699,0.715,75.6,35.59,3.43,32.36,1.244796135,17.5,2014
11532500,Ref,TRUE,1578,1.85,41.827461,-123.865991,282.64,10.97,69.6,314.7,102.9,137.8,18.8,616.4,8,0.499,4.8,4.1,9.9,25.7,2137.7,73.25,0.15,22.26,1.34,0.24,35.2,33.81,30.75,0.11,1.28,1.35,1.15,5.95,39.34,71.94,45.49,26.12,43.77,30.11,0.2,357.79,731,0.366,36.9,274,0.07,-0.998,131.48,72.3,10.58,68.3,0.975277372,14.67,1914
