StnID,CLASS,UsedInFDCStudy,DRAIN_SQKM,BAS_COMPACTNESS,LAT_CENT,LONG_CENT,PPTAVG_BASIN,T_AVG_BASIN,RH_BASIN,FST32F_BASIN,LST32F_BASIN,WD_BASIN,WDMAX_BASIN,WDMIN_BASIN,PET,SNOW_PCT_PRECIP,PRECIP_SEAS_IND,PERDUN,PERHOR,TOPWET,CONTACT,WB5100_ANN_MM,FORESTNLCD06,PLANTNLCD06,BARRENNLCD06,SHRUBNLCD06,GRASSNLCD06,PASTURENLCD06,CROPSNLCD06,HGB,HGC,HGD,AWCAVE,PERMAVE,BDAVE,OMAVE,WTDEPAVE,ROCKDEPAVE,NO4AVE,NO200AVE,CLAYAVE,SILTAVE,SANDAVE,KFACT_UP,RFACT,ELEV_MEDIAN_M_BASIN,RRMEDIAN,SLOPE_PCT,ASPECT_DEGREES,ASPECT_NORTHNESS,ASPECT_EASTNESS,WATERWETNLCD06,DJF_PPT7100_CM,MAM_PPT7100_CM,JJA_PPT7100_CM,SON_PPT7100_CM,WB5100_MON_PHASE,JUL_JAN_TMP_DIFF_DEGC,ELEV_RANGE_M_BASIN
06771000,Ref,FALSE,949.2,0.82,40.969469,-99.554258,58.13,9.65,64,274.7,127,63.3,8.7,2.6,695.9,9.2,0.416,1.8,28.6,12.68,497.5,38,1.17,21.95,0.04,0.01,72.11,0.32,21.63,99.54,0.16,0.31,0.2,1.35,1.35,0.43,5.98,60,99.89,93.05,21.68,71.47,6.86,0.36,110.97,755,0.412,3.7,84.9,0.089,0.996,0.99,3.71,19.2,24.62,10.59,3.378422486,28.32,228
06775500,Ref,TRUE,5459.8,0.58,42.051717,-101.420102,50.97,8.53,60.8,263.2,134.3,65.4,9.3,3,649.2,11.5,0.427,2.2,4.7,12.96,43.9,25.9,0.22,0.41,0.04,0.02,93.72,0.17,0.24,1.31,0,8.53,0.08,12.76,1.74,0.37,5.17,60,99.58,13.57,4.29,9.37,86.35,0.16,69.89,1109,0.618,4.7,1.5,1,0.027,4.98,3.21,17.06,21.28,9.41,3.313155298,27.65,513
06783500,Ref,TRUE,1840.6,1.07,41.316262,-99.402983,62.2,8.96,63.6,268.2,131,66.2,9.1,2.7,677.5,10.8,0.398,2.3,14.4,12.22,265.4,52.8,1.23,27.74,0.03,0,65.4,0.97,26.77,95.84,0.46,0.41,0.19,1.8,1.37,0.41,5.95,60,99.88,89.3,20.57,68.83,10.6,0.36,109.34,733,0.397,3.7,106.9,-0.291,0.957,0.77,4.03,20.28,25.65,12.25,3.213655498,28.73,300
06784000,Ref,TRUE,6019.7,0.6,41.288764,-99.735089,59.99,9.1,63.8,269.4,130.7,66.1,9.2,2.8,679.8,10.4,0.405,2.4,12.1,12.33,240.1,44,1.02,21.27,0.03,0,72.1,0.74,20.53,75.48,0.53,2.39,0.17,4.26,1.45,0.39,5.79,60,99.85,72.5,17.14,55.46,27.4,0.31,104.46,775,0.412,3.6,99,-0.156,0.988,2.15,3.91,19.73,24.87,11.47,3.267243585,28.54,454
06798000,Ref,TRUE,729.6,0.97,42.201953,-98.781746,63.72,8.71,64.4,271.5,129.2,65.3,8.5,2.7,680.6,12,0.371,2.8,0.9,13.43,75.9,55.3,0.29,13.61,0.15,0.19,76.92,6.1,7.51,0,0.64,10.64,0.07,12.57,1.63,0.47,3.58,60,98.78,17.34,4.23,13.46,82.31,0.17,103.2,647,0.388,0.6,71.7,0.314,0.95,6.83,4.65,20.66,24.94,13.48,3.037047563,29.68,183
06803510,Ref,TRUE,113.3,1.85,40.956447,-96.717173,75.02,10.4,68,280.7,116.7,65.1,8.5,3.3,750.6,10,0.347,3.6,15,12.14,579.7,105.7,3.63,46.46,0,0.07,44.74,4.63,41.83,77.14,0.12,21.02,0.18,0.82,1.42,1.62,4.46,60,99.03,88.56,33.29,56.88,9.83,0.32,153.57,382,0.336,3.1,166.6,-0.973,0.232,0.78,5.45,24.38,28.28,16.91,2.997310266,30.3,116
06803530,Ref,TRUE,309.7,2.04,41.065479,-96.670776,75.7,10.22,67.5,279.5,117.1,67,8.7,3.1,742.2,10.7,0.347,3.7,14.4,12.43,455.2,103.3,2.68,75.81,0,0.01,16.3,1.79,74.02,81.05,0.35,14.58,0.19,0.93,1.4,1.89,4.36,60,99.54,93.04,33,60.81,6.19,0.32,150.19,387,0.367,2.9,118.1,-0.47,0.882,0.67,5.44,24.47,28.58,17.22,2.969026279,30.24,128
06814000,Ref,TRUE,713.8,1.51,40.088832,-96.256632,83.89,11.78,66,280.8,113.2,74.2,9.2,3.5,794.2,8.9,0.322,2,17.9,12.46,813.6,149.8,14.48,36.04,0,0.09,44.54,9.97,26.06,42.97,1.11,53.9,0.16,0.47,1.45,1.8,3.45,59.25,97.86,81.41,35.61,48.6,15.79,0.33,192.75,398,0.542,3.3,107.1,-0.293,0.956,1.13,7.01,25.36,31.41,20.12,3.11134494,29.42,153
06820000,Ref,FALSE,15.6,1.93,40.423548,-94.894812,91.37,10.1,66.7,280,115,85.1,10,4,723,10.1,0.311,4.3,8.8,12.1,305.7,210.8,2.95,92.2,0,0,0.02,25.87,66.33,80,18.04,0.48,0.19,1.03,1.4,1.58,4.21,59.21,99.7,95.27,32.36,63.36,4.27,0.33,193.18,350,0.585,2.6,153.8,-0.898,0.441,0.24,8.09,25.89,33.75,23.62,3.012098952,29.32,41
06821000,Ref,FALSE,7,2.66,39.639141,-94.590746,98.06,11.14,65.7,278.8,119.3,75.8,9,4,752.9,10,0.272,1.1,16.2,11.89,568.3,255.8,4.28,90.01,0,0,0,17.36,72.65,80,11,4,0.19,0.85,1.45,1.64,4.48,60,97.94,86.41,33.92,55.42,10.65,0.32,214.78,299,0.537,2.6,210.9,-0.858,-0.514,0.54,10.21,28.43,33.12,26.34,3.017902422,28.6,41
06821080,Ref,TRUE,172.5,1.47,39.662226,-94.374673,97.91,10.9,65.8,281,118,79.5,9.1,4,742.3,10,0.265,1.9,14.5,12.96,1569.4,247.8,7.2,84.34,0,0.13,0.39,31.55,52.79,5.8,91,0.41,0.17,0.36,1.43,0.89,2.61,59.88,98.33,87.67,36,54.41,9.6,0.36,211.83,310,0.629,1.8,198.7,-0.947,-0.321,2.46,10.39,28.41,32.43,26.69,2.89406675,28.55,62
06825500,Ref,FALSE,694.7,0.95,39.283607,-102.519175,44.92,9.78,57.1,276.4,128.1,53.8,8.1,2.1,672.2,8.6,0.444,0.1,8.1,12.72,606.2,19,0.02,54.39,0.02,0.05,41.61,0.35,54.03,67.56,28.3,3.47,0.17,1.55,1.35,0.68,5.98,58.58,96.95,74.76,23.71,55.23,21.06,0.32,65.35,1324,0.547,1.6,79,0.191,0.982,0.2,3.11,14.44,20.48,6.92,3.295394123,25.81,342
06841500,Ref,FALSE,135.2,1.35,40.61005,-100.328611,53.79,9.51,63,267.8,128.3,60.7,8.9,2.1,692.1,9,0.424,0.2,41.8,12.44,260.4,27.2,0.03,45.59,0,0,50.95,0,45.59,98.34,0,1.66,0.2,1.36,1.39,0.32,5.91,60,100,94.42,22.5,71.93,5.58,0.35,101.04,814,0.521,3.4,192.2,-0.977,-0.212,0.52,3.3,17.73,23.01,9.77,3.467876835,28.24,167
06846500,Ref,TRUE,4357.8,0.81,39.592147,-101.565464,49.78,10.33,60.3,277.5,126,60.6,8.9,2.8,703.6,8.4,0.434,0.4,26.1,12.61,613.2,23.7,0.04,61.72,0.03,0.03,34.7,0.38,61.34,95.1,3.35,1.27,0.2,1.32,1.31,0.52,5.93,59.58,99.71,89.06,21.68,68.06,10.26,0.34,83.53,1063,0.478,1.9,91.2,-0.02,1,0.36,3.42,16.3,21.94,8.14,3.361000209,26.74,613
06847000,Ref,TRUE,5223.2,0.57,39.673973,-101.34944,50.96,10.4,60.5,276.9,125.5,60.8,8.9,2.7,710.2,8.5,0.429,0.3,27.4,12.54,581,24.6,0.05,59.61,0.03,0.02,36.65,0.32,59.29,95.92,2.78,1.06,0.2,1.32,1.32,0.51,5.94,59.65,99.75,89.87,21.7,68.75,9.55,0.34,87.72,1033,0.515,2.1,93.3,-0.057,0.998,0.49,3.48,16.72,22.24,8.52,3.365770546,26.99,723
06847900,Ref,TRUE,1536.2,0.73,39.601772,-100.596338,54.43,10.96,61.5,276.6,122.2,60.7,8.7,2.6,740.8,8,0.421,0.2,21,12.68,505.9,29,0.06,66.63,0.06,0.02,29.08,0.3,66.33,98.71,0.28,0.75,0.2,1.36,1.33,0.37,5.98,59.75,99.94,92.38,21.22,71.29,7.48,0.33,104.88,843,0.394,1.7,106.7,-0.287,0.958,0.44,3.56,18.08,23.37,9.42,3.443789254,27.7,330
06853800,Ref,TRUE,589.4,1.38,39.909862,-98.466731,68.43,10.69,64.1,279.7,117.2,67.7,9,3,746.9,9.2,0.335,2.3,16.8,12.6,341.8,73.6,3.83,45.83,0.01,0,45.01,0.05,45.78,97.35,1.25,0.96,0.2,1.3,1.37,0.72,6,57.29,99.33,89.05,25.65,64.42,9.93,0.32,139.81,566,0.51,2.5,119.4,-0.491,0.871,1.19,5.4,22.84,25.49,14.73,3.068225836,29.3,143
06858500,Ref,FALSE,1802.4,0.8,39.117567,-102.030086,45.79,10.39,59.1,278.1,126.6,56.5,8.4,2.5,697.9,8.2,0.447,0.1,13,12.83,875.5,20.6,0.02,56.88,0.03,0.06,40.19,0.91,55.97,89.4,6.69,2.76,0.19,1.45,1.33,0.5,5.97,58.7,98.95,83.29,22.37,62.51,15.12,0.33,74.01,1224,0.537,1.3,112.2,-0.377,0.926,0.17,2.97,14.4,21.01,7.44,3.37461734,26.1,531
06859500,Ref,FALSE,3673,1.09,38.71289,-101.58456,46.82,11.13,58.8,279.3,122.9,57.3,8.1,2.7,733.8,7.9,0.426,0,12.2,12.82,829.9,21.2,0.05,66.29,0.2,0.02,30.49,1.53,64.76,95.09,1.24,2.34,0.2,1.39,1.32,0.46,5.95,58.98,99.52,87.9,23.38,65.35,11.27,0.33,82.49,1055,0.419,1,106,-0.276,0.961,0.22,3.17,14.66,20.8,8.17,3.405522912,26.58,594
06869950,Ref,TRUE,671.7,1.87,38.798064,-97.870413,77.63,12.6,64.2,289.2,109.2,65.7,8.2,3.1,821.9,7.7,0.331,1.1,27.8,12.44,453.2,92.2,3.35,19.67,0.01,0.04,71.35,1.18,18.48,59,24.32,16.68,0.19,1.12,1.39,1.46,5.99,45.27,97.49,74.36,27.26,50.06,22.68,0.32,181.02,435,0.346,3.4,88.1,0.034,0.999,1.32,6.83,24.97,29.18,16.66,2.984022782,28.7,179
06870300,Ref,FALSE,303.6,1.81,38.585752,-97.542996,82.09,12.98,64,290.2,107.4,71.5,9,4,834.7,7,0.312,3.7,17.5,12.74,717.7,116.3,4.48,29.91,0,0,59.23,0.73,29.18,40.82,19.36,39.82,0.19,0.89,1.4,1.77,5.69,46.34,98.3,77.96,32.59,47.5,19.92,0.31,197.43,438,0.577,2.4,357.5,0.999,-0.044,1.88,7.35,26.08,30.18,18.51,2.906373576,28.3,111
06876700,Ref,TRUE,1056.4,1.73,39.218506,-98.097332,72.48,12.35,64.1,286.9,113.4,60.9,8.1,2.8,816.9,7.9,0.342,1,33,12.23,362.7,77.8,1.91,41.35,0.01,0,52.49,0.55,40.8,74.63,15.64,9.54,0.19,1.1,1.36,0.97,5.99,51.38,97.77,83.55,29.65,56.97,13.38,0.32,166.54,449,0.344,2.7,124.7,-0.57,0.822,1,6,23.05,28.14,15.29,3.16068819,29.2,189
06878000,Ref,TRUE,776.4,1.5,39.193492,-97.276132,80.99,12.5,63.2,287.2,111.5,70.6,9.1,3.7,820.4,7.2,0.332,1.2,29.5,12.32,591,105.2,4.8,33.5,0,0,56.77,0.9,32.6,39.91,50.61,8.93,0.19,1.02,1.34,1.52,5.97,51.09,98.69,83.03,30.05,54.77,15.19,0.34,192.6,399,0.407,2.2,141.2,-0.78,0.626,0.97,6.75,25.31,30.59,18.34,3.041313195,28.94,145
06879650,Ref,TRUE,11.5,2.72,39.091359,-96.577289,87.95,12.44,61,286,111,81.9,10,4,811.9,7,0.317,1.1,13.7,11.2,372.4,143.7,8.25,0,0,0,90.19,0,0,5,76.81,18.19,0.15,0.46,1.4,1.94,5.74,44.62,82.86,70.62,43.97,46.11,9.92,0.31,211.26,398,0.587,6.7,313.2,0.684,-0.73,0.49,7.43,27.06,32.22,21.29,3.100699571,28.59,109
06885500,Ref,TRUE,1062.9,1.7,39.77357,-96.315587,86.53,11.7,65.3,283.9,112.4,74,9.2,3.5,785.9,8.1,0.327,1.9,19.3,12.42,1156.7,161.3,6.55,60.2,0,0.05,27.28,2.61,57.59,19.26,2.34,78.4,0.15,0.36,1.42,1.71,2.69,59.16,98.14,83.28,38.11,47.24,14.65,0.35,199.35,399,0.46,2.5,174.9,-0.996,0.089,1.29,7.07,26.16,32.44,20.85,3.113718691,29.17,126
06888000,Ref,TRUE,609.7,1.86,39.530796,-96.15286,89.51,11.94,65.2,285.8,111,74.5,9.3,3.5,793,8,0.322,1.9,15.6,12.02,742.6,177.1,12.08,27.61,0,0.02,55.22,9.38,18.22,28.31,31.4,39.88,0.16,0.43,1.45,1.94,4.15,52.14,96.9,81.93,36.77,49.33,13.9,0.34,207.46,381,0.471,3.7,168.4,-0.979,0.202,0.93,7.35,27.17,32.88,22.1,3.105894901,28.89,170
06888500,Ref,TRUE,842.3,2.08,38.954189,-96.313782,90.66,11.94,63.3,287.2,108.6,79.6,9.5,4,785.1,7.8,0.305,3.3,16,11.79,511.3,177.5,4.11,13.34,0.01,0.04,78.51,8.75,4.59,9.38,65.07,25.55,0.16,0.51,1.4,1.97,5.59,41.27,89.52,78.64,40.4,49.8,9.8,0.32,214.67,402,0.566,4.6,93.1,-0.054,0.999,0.75,7.91,28.11,32.51,22.16,3.061591429,28.35,198
06889100,Ref,FALSE,5.3,2.98,39.641445,-95.967547,90.52,11.87,66,285,112,78,10,4,789.3,8,0.312,3,16.5,10.85,852,193.8,1.89,91.24,0,0,0.56,42.53,48.71,17.4,1.73,80.88,0.14,0.33,1.43,1.68,2.62,59.48,98.05,82.53,38.45,46.2,15.35,0.35,205.56,414,0.618,1.8,154.2,-0.901,0.435,0.42,7.51,27.73,32.35,22.95,3.042833925,28.94,34
06889120,Ref,FALSE,27.4,3.09,39.62699,-95.973196,90.65,11.87,66,285,112,77.9,10,4,789.6,8,0.313,3,16.8,12.07,798.7,193.9,3.45,82.45,0,0.04,6.94,37.31,45.13,22.97,1.38,75.65,0.15,0.34,1.44,1.68,2.81,59.59,97.96,81.71,37.96,46.08,15.96,0.35,205.64,410,0.63,2.1,177.6,-0.999,0.042,2.1,7.52,27.81,32.42,22.91,3.044846648,28.92,46
06889140,Ref,TRUE,44.1,2.77,39.613069,-95.971086,90.78,11.88,66,284.9,112,77.6,10,4,790.4,8,0.314,3,16.3,12.3,751.1,195.5,5.36,76.45,0,0.06,11.48,35.72,40.73,30.58,0.9,68.52,0.15,0.36,1.45,1.67,3.08,59.73,97.83,80.58,37.28,45.92,16.8,0.34,206.48,406,0.618,2.2,173.7,-0.994,0.109,2.07,7.53,27.88,32.51,22.86,3.052501397,28.91,55
06889160,Ref,TRUE,129,1.82,39.549089,-95.969702,90.98,11.93,66,284.7,112,77.1,9.4,4,791.9,8,0.315,3,15.9,12.55,792.9,188.6,8.25,64.22,0.04,0.07,21.42,39,25.22,30.42,1.31,68.27,0.15,0.38,1.45,1.71,3.07,59.64,97.9,81.08,37.34,46.27,16.39,0.34,208.35,393,0.626,2.6,161,-0.945,0.326,1.82,7.52,27.82,32.71,22.93,3.08971827,28.87,91
06889200,Ref,TRUE,385.7,1.32,39.419505,-95.920874,91.62,12.09,66.3,284.8,110.8,78,9.3,4,796.1,8,0.309,3.8,14.2,12.57,829.3,184.5,8.46,60.29,0.02,0.06,26.21,44.43,15.86,22.04,19.79,58.17,0.16,0.47,1.44,1.97,3.46,54.38,97.04,82.54,37.83,47.94,14.24,0.34,211.63,363,0.549,3.2,181.1,-1,-0.02,1.4,7.75,27.71,32.73,23.43,3.07501484,28.64,142
06889500,Ref,TRUE,748.6,1.2,39.325763,-95.860567,92.58,12.19,66.9,285.3,109.7,79,9.6,4.1,798.8,8,0.301,4.1,13.5,12.65,885.4,183.6,9.12,61.87,0.01,0.06,22.84,43.95,17.91,22.59,20.22,57.03,0.16,0.53,1.44,1.98,3.49,54.18,97.26,82.82,37.38,48.36,14.26,0.34,213.94,339,0.457,3.2,175.6,-0.997,0.077,1.48,8.16,27.91,32.73,23.77,3.033982856,28.54,162
06891810,Ref,TRUE,473,1.95,39.457953,-95.293464,94.99,12.2,67,287.9,107,79.4,9.5,3.9,799.4,8,0.287,1.6,20.1,13.09,1445.9,199.6,9.98,80.82,0.03,0.16,2.51,41.91,38.91,39.31,34.32,26.37,0.17,0.42,1.47,1.41,3.41,59.17,97.38,82.29,35.5,49.57,14.93,0.34,216.39,332,0.617,2.7,121.8,-0.527,0.85,1.1,9.06,27.7,32.78,25.44,3.05821595,28.52,81
06892000,Ref,TRUE,1092.7,1.42,39.349399,-95.183148,96.61,12.29,67,288.6,106.7,81.2,9.8,4,801.7,8,0.28,1.5,15.5,12.57,1218.2,205.1,16.7,72.72,0.02,0.25,3.35,47.11,25.61,40.26,34.32,25.34,0.17,0.51,1.44,1.55,3.52,56.71,97.64,83.87,35.32,51.27,13.41,0.34,220.87,320,0.648,3.3,143.6,-0.804,0.594,1.48,9.42,28.16,32.84,26.2,3.028941531,28.44,122
06895000,Ref,FALSE,412.7,1.87,39.466865,-94.13199,99.38,11.4,66,286.2,111.7,86.5,10,5,761.8,10,0.237,1.6,16,12.69,840,255.5,21.42,68.03,0.01,0.43,2.33,49.68,18.36,18.71,57.15,17.42,0.16,0.48,1.37,1.24,2.89,55.49,96.33,84.77,36.57,54.07,9.36,0.34,216.29,295,0.661,3.7,126.2,-0.591,0.806,2.28,11.54,29,31.63,27.21,2.761285178,28.47,115
06897950,Ref,TRUE,135.9,2.3,40.762499,-94.003647,91.21,9.82,68,280.6,113.6,86,10,4.2,714,11.2,0.305,2,21.1,12.16,417.9,231.5,17.76,75.65,0.02,0.7,1.27,64.67,10.98,16.24,76.98,2.88,0.18,0.56,1.51,0.97,3.79,59.54,96.58,78.41,33.67,49.77,16.56,0.33,187.91,337,0.605,4.4,116.3,-0.444,0.896,0.55,8.06,26.3,32.99,23.87,2.851018839,29.48,86
