StnID,CLASS,UsedInFDCStudy,DRAIN_SQKM,BAS_COMPACTNESS,LAT_CENT,LONG_CENT,PPTAVG_BASIN,T_AVG_BASIN,RH_BASIN,FST32F_BASIN,LST32F_BASIN,WD_BASIN,WDMAX_BASIN,WDMIN_BASIN,PET,SNOW_PCT_PRECIP,PRECIP_SEAS_IND,PERDUN,PERHOR,TOPWET,CONTACT,WB5100_ANN_MM,FORESTNLCD06,PLANTNLCD06,BARRENNLCD06,SHRUBNLCD06,GRASSNLCD06,PASTURENLCD06,CROPSNLCD06,HGA,HGB,HGC,HGD,HGBD,AWCAVE,PERMAVE,BDAVE,OMAVE,WTDEPAVE,ROCKDEPAVE,NO4AVE,NO200AVE,CLAYAVE,SILTAVE,SANDAVE,KFACT_UP,RFACT,ELEV_MEDIAN_M_BASIN,RRMEDIAN,SLOPE_PCT,ASPECT_DEGREES,ASPECT_NORTHNESS,ASPECT_EASTNESS,WATERWETNLCD06,DJF_PPT7100_CM,MAM_PPT7100_CM,JJA_PPT7100_CM,SON_PPT7100_CM,WB5100_MON_PHASE,JUL_JAN_TMP_DIFF_DEGC,ELEV_RANGE_M_BASIN
02425500,Ref,FALSE,547.6,1.19,31.975155,-86.804671,145.47,17.94,70,313.1,80.8,97.5,11.3,5,963.7,0.2,0.093,3.8,10.4,12.32,156,491.5,68.62,6.68,0,12.76,2.12,5.54,1.15,4.78,13.62,41.78,39.83,0,0.14,1.4,1.45,0.99,4.93,51.98,94.94,68.26,37.59,36.41,26,0.29,465.54,95,0.413,4.1,211.9,-0.849,-0.529,7.03,40.47,39.33,35.61,30.09,1.403682987,18.43,138
02427250,Ref,TRUE,675.2,1.62,31.870287,-86.962291,148.3,17.87,70,312.3,80.9,94.4,11.1,4.7,959.2,0.1,0.088,4.1,9.1,12.56,60.2,519.4,66.14,8.31,0,11,4.29,6.89,1.43,4.54,14.95,45.27,35.24,0,0.13,1.4,1.48,0.58,5.22,56.07,95.82,64.89,35.25,34.25,30.5,0.27,475.63,89,0.36,3.2,177.4,-0.999,0.045,7.68,41.26,39.74,36.35,30.95,1.402462734,18.47,136
02427700,Ref,TRUE,252.5,1.73,32.074396,-87.671231,145.28,17.68,70.9,312.4,82,101.2,11,5,956.1,0.8,0.107,4.9,10.3,12.76,240.8,540.7,69.27,6.08,0.03,9.79,4.42,5.57,0.51,4.73,10.4,49.35,35.52,0,0.13,1.34,1.48,0.49,5.15,57.52,95.9,63.89,34.21,34.05,31.74,0.26,464.47,64,0.415,3.1,146.4,-0.833,0.554,7.44,40.96,40.58,34.17,29.59,1.389211217,19.03,106
02428500,Ref,FALSE,640.5,1.53,31.733876,-87.230255,150.97,18,70,311.8,80.4,83.2,9.9,3.7,965,0,0.087,4.4,10.7,12.19,55.8,518.3,68.86,2.96,0.01,8.84,4.62,2.17,0.79,3.82,15.09,58.33,22.75,0,0.14,1.4,1.48,0.44,4.68,55.85,95.44,61.37,31.29,34.76,33.95,0.27,491.95,72,0.354,4.1,212.3,-0.846,-0.534,13.01,41.56,40.78,37.77,30.82,1.410731298,18.5,161
02429980,Ref,TRUE,5.3,2.27,34.670464,-88.245626,151.57,15.7,69,299.5,95.4,99,10,6,884.7,4,0.107,5,4,11.32,156.7,612.4,62.01,6.45,0,15.87,8.48,4.11,2.34,2,82,16,0,0,0.15,2.36,1.5,0.23,5.58,60,99.68,53.89,21.45,36.37,42.18,0.28,368.56,162,0.414,4.2,224.3,-0.716,-0.698,0.46,41.95,44.96,31,33.67,1.406020172,21.82,58
02430085,Ref,TRUE,40.6,2.25,34.475272,-88.244737,151.97,16.13,69,300.8,93.6,98.5,10,6,901.1,3,0.118,6.3,4,12.69,284.5,620.9,65.08,8.4,0,16.04,2.04,5.87,2.53,1.82,79.24,18.86,0.08,0,0.14,2.32,1.5,0.23,5.44,60,99.66,54.14,21.45,36.56,41.99,0.28,373.05,146,0.393,4.1,265.1,-0.086,-0.996,2.94,42.22,45.94,31.11,32.7,1.410674767,21.91,84
02430615,Ref,TRUE,28.7,2.68,34.408059,-88.335291,150.51,16.13,69,298.6,96.3,99.8,10,6,900.7,3,0.117,5.8,4,12.37,164.8,625.9,75.64,2.29,0,12.97,4.81,0.85,1.44,2,82,16,0,0,0.15,2.36,1.5,0.23,5.58,60,99.68,53.89,21.45,36.37,42.18,0.28,373.62,126,0.414,4.9,248.5,-0.367,-0.93,1.39,41.96,45.19,30.91,32.55,1.400820958,21.81,70
02430880,Ref,TRUE,47.7,2.23,34.334323,-88.347864,150.52,16.25,69,296.4,97.9,102.7,10,6,904,2.7,0.118,5.6,4.1,12.77,148.8,635.4,72.47,4.19,0,11.51,4.15,1.79,2.4,2,82,16,0,0,0.15,2.36,1.5,0.23,5.58,60,99.68,53.89,21.45,36.37,42.18,0.28,374.02,123,0.419,4.9,257.6,-0.215,-0.977,2.39,42.04,45.2,30.92,32.46,1.397994653,21.79,74
02433000,Ref,FALSE,870,1.21,34.282115,-88.194553,151.32,16.1,69.2,299.3,94.6,99.4,10,5.8,897,3.2,0.119,5.5,4.9,12.37,154.7,638.7,59.51,8.72,0.14,14.61,4.89,5.01,3.71,5.38,46.13,41.29,7.21,0,0.13,2.51,1.52,0.27,4.71,58.24,93.61,51.46,20.88,36.92,42.2,0.26,375.86,145,0.351,5.3,245,-0.423,-0.906,7.72,42.55,45.23,31.23,32.36,1.392031381,21.79,205
02438000,Ref,TRUE,724.2,1.88,34.171496,-87.83582,154.26,15.25,69,295.5,98.8,102,10,5.9,852,4,0.111,5,4.4,12.19,54.5,676.3,63.74,10.87,0.07,13.25,4.33,9.54,1.33,6.16,34.93,37.42,21.49,0,0.12,2.92,1.52,0.39,4.97,49.53,88.18,49.86,21.11,38.32,40.57,0.24,377.62,211,0.5,6.7,212.2,-0.846,-0.534,1.54,42.98,45.19,32.6,33.53,1.357053119,21.63,174
02444000,Ref,FALSE,327.2,1.06,33.438159,-88.081411,145.96,16.43,69.7,301.7,90.4,99.5,10.5,5.3,909.7,2.3,0.124,5.4,5,12.81,92.9,572.3,68.13,4.95,0.06,11.89,1.99,3,1.95,8.64,37.36,49.5,4.5,0,0.13,2.62,1.5,0.21,5.27,59.4,93.31,52.41,24.18,34.72,41.1,0.24,378.97,98,0.35,4.3,182.6,-0.999,-0.046,9.03,41.69,42.12,31.27,30.89,1.416814734,21.21,143
02448900,Ref,TRUE,411.8,2.08,32.79668,-88.444015,143.69,17.16,72,302.9,89.4,95.1,10,5,936.3,1,0.128,5.7,18.3,13.3,2007.6,542.6,49.26,15.25,0.15,8.1,4.13,14.1,1.16,0.26,3.94,44.85,50.94,0,0.16,0.6,1.46,0.86,2.55,55.69,98.33,75.95,36.2,41.88,21.92,0.35,395.69,62,0.252,1.1,133.4,-0.687,0.727,19.1,40.51,42.52,31.13,29.52,1.466001473,20.41,115
02450250,Ref,TRUE,231.8,2.02,34.343574,-87.431683,152.28,15.45,71.1,298.3,97.3,105.7,10.2,6.2,860.4,4,0.11,4,4,12.61,38.5,657.4,95.46,1.54,0,0.76,0.31,1.45,0.1,0,32,22,46,0,0.13,2.66,1.49,0.67,5.79,31.84,85.58,51.91,22.9,40.74,36.35,0.24,368.56,254,0.558,10.9,158.4,-0.93,0.368,0.48,42.73,43.81,32.03,33.74,1.33264603,21.33,156
02450825,Ref,TRUE,263.4,2.2,34.181271,-87.510857,154.78,15.24,70.2,298.1,98.5,103.7,10,6.5,848.4,4,0.111,4.5,4,12.67,62.7,687.9,61.42,14.8,0.12,8.87,6.57,13.8,1,0.4,32.59,23.51,43.5,0,0.13,2.66,1.49,0.65,5.74,33.07,85.98,51.98,22.87,40.57,36.56,0.24,373.39,235,0.444,6.6,160.2,-0.941,0.339,1.63,43.6,44.36,32.71,34.13,1.342673729,21.3,133
02464000,Ref,TRUE,578.9,1.82,33.653168,-87.612717,149.86,15.96,69,299.8,94,101.6,10,5.5,882.2,2.8,0.117,5.4,6,12.48,166.5,619.8,72.2,6.43,0.14,11.16,3.61,4.58,1.84,1.95,39.46,28.42,30.17,0,0.13,1.83,1.45,0.48,5.7,40.91,83.99,50.98,25.54,41.08,33.39,0.28,377.85,144,0.467,5.8,193.6,-0.972,-0.235,3.29,42.44,43.28,32.23,31.91,1.37213873,21.29,165
02464146,Ref,TRUE,15.8,2.41,33.409527,-87.493709,149.19,16.41,70,305.5,86.9,104.2,11,6,909.6,2,0.109,6,4,11.64,111.4,572,64.21,0.11,1.76,18.54,12.65,0.11,0,9.23,86.09,1.61,3.06,0,0.13,4.13,1.48,0.16,5.99,58,86.01,44.05,19.93,37.23,42.85,0.25,377.48,145,0.606,5,282.3,0.213,-0.977,0.38,41.95,42.15,33.28,31.84,1.380034082,20.98,109
02464360,Ref,TRUE,148.6,1.98,33.47058,-87.682504,147.62,16.43,69.4,303.6,89,99.9,10,5,907,2,0.119,6,4.9,12.81,129.1,557.6,65.53,7.43,0.02,13.86,3.88,4.65,2.78,6.11,44.92,45.03,3.94,0,0.13,2.33,1.49,0.21,5.29,59.65,95.22,54.3,24.43,35.32,40.25,0.25,377.22,114,0.433,5.1,150.5,-0.871,0.492,5.76,41.78,42.6,32.07,31.21,1.411988958,21.19,104
02465493,Ref,TRUE,83.4,1.38,32.969215,-87.523037,144.13,17.23,70.1,311.7,82.1,99.6,10.1,5,939,1,0.125,5.6,4.2,11.93,61.3,553.2,80.87,4.45,0,8.79,0.2,3.23,1.21,6.84,40.87,47.28,4.77,0,0.13,2.44,1.49,0.21,5.24,60,95.31,54.75,25.21,34.71,40.08,0.25,388.55,102,0.429,6.9,248.4,-0.368,-0.93,3.22,40.75,41.42,31.46,30.54,1.416814732,20.33,133
02467500,Ref,TRUE,1574.1,1.33,32.665465,-88.548484,144.78,17.22,72.4,301.9,91.2,97.4,10.3,5,934.2,1,0.129,6.3,10.3,12.56,505.3,543.9,58.08,11.97,0.04,11.51,3.5,10.88,1.09,8.57,31.82,38.28,19.68,1.65,0.16,1.75,1.48,0.47,4.42,58.38,98.54,65.51,29.49,39.03,31.48,0.3,402.34,91,0.356,3.2,137,-0.731,0.683,10.21,40.71,42.91,31.95,29.23,1.458200192,19.93,163
02468500,Ref,FALSE,667,2.16,32.335158,-87.664221,141.3,17.7,70.7,312.7,80.3,92.4,9.9,4.5,959.3,1,0.115,5.5,9.3,12.81,597.9,508.5,37.93,33.95,0,8.25,1.44,32.56,1.39,2.85,7.29,38,51.86,0,0.15,1.2,1.42,1.37,3.95,52.82,95.73,72.75,39.59,38.16,22.25,0.31,436.09,55,0.379,1.6,209,-0.874,-0.486,15.24,39.86,40.16,32.51,28.75,1.4515235,19.5,87
02469800,Ref,TRUE,422.7,1.51,31.810621,-87.904343,150.9,17.94,70.4,310.5,84.6,99.8,11,4.9,961.6,0,0.09,4.5,6.2,12.35,28.1,556.1,70.22,0.87,0,8.24,13.06,0.83,0.04,19.35,28.51,43.42,8.72,0,0.13,3.07,1.48,0.4,5.68,56.24,96.54,53.89,26.01,32.2,41.79,0.23,499.65,69,0.407,4.5,197.5,-0.953,-0.301,5.93,41.6,41.46,36.68,31.12,1.375317949,18.8,145
02470072,Ref,TRUE,27.6,1.46,31.89722,-87.760968,150.14,17.9,71,315.3,81.1,109.2,12,5,962.9,0,0.097,4.5,9.3,11.56,51.1,582.9,57.03,7.25,0,12.61,3.38,6.88,0.37,4.76,9.63,48.83,36.78,0,0.13,1.43,1.48,0.54,5.09,54.09,95.04,63.96,33.62,35.52,30.86,0.27,483.12,115,0.375,3,151.2,-0.876,0.482,2.85,41.88,41.35,36.17,30.73,1.373293904,18.55,64
02472000,Ref,TRUE,1927.1,1.82,32.044613,-89.44998,152.09,17.71,73,308.9,83.7,94.7,10.2,5.1,953.7,0.8,0.119,5.1,7.1,12.69,549.1,571.7,56.47,12.2,0.03,10.82,2.67,11.4,0.8,1.49,33.11,39.94,25.43,0.03,0.15,1.37,1.49,0.56,3.66,59.7,98.86,65.83,29.23,39.05,31.72,0.3,470.05,119,0.438,2.5,149.2,-0.859,0.512,14.22,42.82,44.48,33.76,31.03,1.408441293,19.2,130
02472500,Ref,TRUE,789.9,1.06,31.586385,-89.659661,154.27,18.16,72.7,311.6,81.2,98.8,10.4,5.2,969.2,0.1,0.112,4.9,8.2,12.4,284.3,580.2,52.76,17.19,0.05,12.75,4.29,15.38,1.81,1,48.16,42.82,8.02,0,0.14,1.68,1.53,0.3,4.08,59.98,98.81,57.7,21.45,38.98,39.57,0.29,519.91,106,0.475,2.4,113,-0.391,0.92,7.9,43.44,45.04,33.94,31.86,1.39237448,18.42,118
02472850,Ref,TRUE,664.1,0.89,31.732753,-89.61243,152.02,18.04,72.8,309.9,82.5,94,10.1,5,965.2,0.3,0.113,5,7.1,12.4,206.5,569.6,45.54,21.19,0.03,13.04,2.92,19.31,1.88,0.23,44.94,51.07,3.75,0,0.13,1.69,1.56,0.27,3.96,60,99.59,57.44,21.72,38.48,39.8,0.29,505.31,116,0.513,2.6,137.4,-0.736,0.676,9,42.57,44.61,33.65,31.19,1.407246963,18.68,113
02479155,Ref,TRUE,137.3,2.25,31.098645,-89.006185,162.12,18.42,70.1,311.8,77.8,104.3,12,5,983.5,0,0.082,5,5.4,12.68,82.8,610.7,65.02,0.14,0.01,8.81,2.25,0.13,0.01,17.53,52.56,14.87,15.04,0,0.12,3.36,1.51,0.55,5.22,60,97.44,45.56,17.76,29.31,52.93,0.2,566.29,69,0.529,2.4,155,-0.907,0.422,20.45,43.9,45.29,39.29,33.67,1.342752725,18.18,68
02479300,Ref,TRUE,1144.2,1.13,30.868272,-89.167921,166,18.95,70.4,319.3,71.4,106,12.6,5.1,1008.8,0,0.074,4.7,8.8,12.48,308.1,640.2,37.6,9.15,0.2,16.29,6.76,6.93,2.22,2.59,61.27,11.75,24.23,0.16,0.14,1.63,1.49,0.67,4.59,60,96.83,53.66,18.91,36.9,44.18,0.23,596.47,65,0.496,1.9,131.2,-0.658,0.753,25.17,44.5,45.64,41.7,34.16,1.324161123,17.81,113
02479431,Ref,TRUE,52.9,2.02,31.209991,-88.411702,164.13,18.17,70,310.9,80.3,105.4,12.2,5,968.8,0,0.076,5.9,3.2,12.33,69.8,639.7,58.25,5.49,0,20.44,8.59,4.59,0.9,28.62,43.2,9.04,19.14,0,0.13,3.76,1.5,0.44,4.77,60,95.55,48.33,18.38,33.83,47.79,0.2,565.56,67,0.441,2.3,160.8,-0.944,0.329,3.54,43.77,45.17,41.11,34.15,1.348879363,18.37,68
02479500,Ref,FALSE,1313.8,0.92,31.180029,-88.377127,163.73,18.35,70.4,313.4,78.7,103.6,12.3,4.9,978.3,0,0.074,6.7,4.7,12.56,107.9,639.8,54.73,7.09,0.02,16.12,6.02,5.83,1.26,20.08,38,15.43,26.48,0,0.13,3.04,1.49,0.58,4.16,60,96.38,51.44,19.59,34.95,45.46,0.22,566.96,64,0.5,2.4,145.4,-0.823,0.568,12.37,43.8,44.88,40.77,34.35,1.340081087,18.38,102
02479560,Ref,TRUE,1454.3,0.94,31.150419,-88.387197,164.07,18.43,70.5,314.2,77.7,103.7,12.4,4.9,982.4,0,0.073,6.8,4.8,12.54,105.4,642,52.6,7.95,0.02,16.6,6.06,6.39,1.56,19.48,39,15.51,25.9,0.11,0.13,3.02,1.49,0.58,4.2,60,96.44,51.18,19.5,34.67,45.83,0.22,570.18,63,0.49,2.5,138,-0.743,0.669,12.87,43.73,44.96,40.99,34.46,1.34089399,18.38,102
02479945,Ref,TRUE,82,1.56,30.915085,-88.322089,166.5,19.02,71.4,322.5,69.9,105,13,5,1012.3,0,0.057,7.8,5,12.31,74,657.4,40.76,14.96,0.02,22.77,5.21,10.93,4.03,32.76,27.76,10.31,29.18,0,0.13,4.22,1.51,0.77,3.98,60,95.78,46.62,15.76,33.98,50.26,0.19,591.05,72,0.592,3.5,242.2,-0.466,-0.885,13.47,42.58,45.03,43.5,35.53,1.346098703,18.11,71
02481000,Ref,TRUE,249.2,1.57,30.680785,-89.207851,170.15,19.25,70,323.2,67.9,107.6,13,5.2,1022.3,0,0.058,4.8,8.9,13.17,255.2,673.7,40.9,4.36,0.07,20.7,8.23,4.01,0.35,3.12,51.02,20.19,23.2,2.47,0.15,1.56,1.49,0.69,4.1,60,96.38,57.64,20.29,40.25,39.47,0.24,613.94,46,0.375,2,156.6,-0.918,0.396,21.63,44.28,45.9,44.53,35.43,1.310185939,17.35,104
02481510,Ref,TRUE,800.7,1.08,30.770428,-89.414563,166.06,19.09,71.3,323.5,67.6,105.8,12.5,5,1015,0,0.068,4.7,8.9,12.44,252.7,634.1,38.09,9.68,0.12,19.09,9.48,8.06,1.62,2.4,60.35,11.81,24.53,0.91,0.14,1.67,1.49,0.85,4.34,60,96.92,55.35,19.75,38.33,41.92,0.25,602.11,66,0.472,2.5,155,-0.907,0.422,20.29,43.85,45.24,43.2,33.78,1.336669022,17.4,123
02483500,Ref,TRUE,5126.9,1.57,32.773557,-89.250563,147.79,17.05,72.7,306,87.4,91.1,9.6,4.9,927.5,1.1,0.131,6.6,9.6,12.86,469.6,560.9,46.43,19.75,0.02,10.91,1.86,18.69,1.06,0.68,26.21,53.91,19.09,0.11,0.16,1.48,1.5,0.32,3.99,59.47,98.24,69.49,27.09,46.08,26.83,0.34,411.45,139,0.381,2.1,180,-1,0,15.81,42.36,43.82,30.93,30.7,1.416419643,19.76,126
02488700,Ref,TRUE,352.3,1.41,31.589901,-89.872807,152.77,18.03,72.7,310.7,81,97.6,10.5,5,964.5,0.1,0.126,5.1,6.3,12.24,120.2,580.5,55.73,13.16,0.14,14.64,3.46,12.56,0.6,1.11,76.13,18.52,4.24,0,0.14,2.14,1.49,0.28,4.98,60,99.31,54.05,20.59,36.99,42.42,0.28,521.6,116,0.545,2.7,191.3,-0.981,-0.195,6.55,42.98,45.92,31.86,32,1.431103267,18.38,112
02490105,Ref,FALSE,188.9,1.53,30.827728,-89.983111,165.7,18.88,72,317.2,73.4,111.1,13,5.7,1004.2,0,0.074,4.5,10.2,12.57,416.6,684.6,39.21,6.19,0.02,19.31,9.98,5.7,0.49,0,40.05,47.33,12.62,0,0.14,1.35,1.54,0.43,3.95,60,98.08,58.16,21.51,40.12,38.37,0.3,598.49,72,0.589,2.5,145.4,-0.823,0.568,19.73,43.86,45.38,42.73,33.74,1.340692114,17.64,90
