StnID,CLASS,UsedInFDCStudy,DRAIN_SQKM,BAS_COMPACTNESS,LAT_CENT,LONG_CENT,PPTAVG_BASIN,T_AVG_BASIN,RH_BASIN,FST32F_BASIN,LST32F_BASIN,WD_BASIN,WDMAX_BASIN,WDMIN_BASIN,PET,SNOW_PCT_PRECIP,PRECIP_SEAS_IND,PERDUN,PERHOR,TOPWET,CONTACT,WB5100_ANN_MM,FORESTNLCD06,PLANTNLCD06,BARRENNLCD06,SHRUBNLCD06,GRASSNLCD06,PASTURENLCD06,CROPSNLCD06,HGB,HGC,HGD,AWCAVE,PERMAVE,BDAVE,OMAVE,WTDEPAVE,ROCKDEPAVE,NO4AVE,NO200AVE,CLAYAVE,SILTAVE,SANDAVE,KFACT_UP,RFACT,ELEV_MEDIAN_M_BASIN,RRMEDIAN,SLOPE_PCT,ASPECT_DEGREES,ASPECT_NORTHNESS,ASPECT_EASTNESS,DJF_PPT7100_CM,MAM_PPT7100_CM,JJA_PPT7100_CM,SON_PPT7100_CM,WB5100_MON_PHASE,JUL_JAN_TMP_DIFF_DEGC,ELEV_RANGE_M_BASIN
07056515,Ref,TRUE,209.9,1.24,35.838997,-92.748017,119.5,13.86,67.4,290.4,104.5,84.3,8.8,5.7,809,6.1,0.034,2.8,7,11.33,108.7,436,63.85,29.64,0.11,0.13,1.59,29.57,0.08,47.89,39.14,12.98,0.11,1.56,1.42,0.9,5.74,43.34,75.66,48.79,32.52,40.1,27.38,0.25,279.26,386,0.456,14.1,354,0.994,-0.105,25.5,36.43,24.64,32.77,1.522971183,23.86,419
07056700,Ref,TRUE,2776.9,1.25,35.938935,-93.022371,122.19,13.73,67.2,291.1,105.8,85.2,9.4,5.5,802.3,6.4,0.033,2.8,7,11.59,53.1,438.4,80.06,14.16,0.04,0.08,2.1,14.13,0.02,54.82,33.08,12.02,0.11,1.85,1.41,0.81,5.9,46.96,70.54,43.41,32.59,37.69,29.73,0.25,271.56,387,0.385,16,57.9,0.532,0.847,24.93,37.25,26.37,33.5,1.521731235,23.63,637
07057000,Ref,FALSE,2838.7,1.2,35.941896,-93.012183,122.08,13.75,67.2,291,105.9,85.2,9.4,5.5,803.1,6.4,0.033,2.8,7,11.63,52.3,437.2,80.28,13.93,0.04,0.08,2.1,13.9,0.02,54.62,33.32,11.96,0.11,1.84,1.4,0.8,5.9,47.08,70.41,43.37,32.64,37.68,29.67,0.25,271.13,381,0.38,16,58.9,0.516,0.856,24.93,37.21,26.32,33.47,1.519636397,23.65,642
07057500,Ref,TRUE,1456.4,2.09,36.856913,-92.108696,113.19,13.28,66.5,285.8,108.3,79.1,8,5.2,797.5,8.9,0.043,3.4,5.8,12.04,149.1,369.9,67.67,26.92,0.07,0.1,1.61,26.75,0.16,51.24,38.4,10.36,0.1,1.84,1.37,0.72,5.38,52.73,66.66,47.84,38.94,40.44,20.62,0.29,226.53,327,0.46,6.3,211.1,-0.856,-0.516,21.85,33.76,26.56,31.02,1.587341699,24.7,313
07058000,Ref,TRUE,1474.6,1.9,36.88942,-92.431752,111.86,13.73,66.7,291.5,102.4,78.6,8.2,4.6,816.9,8,0.041,2.9,5.4,11.89,87.6,346.7,68.37,25.6,0.04,0.23,1.8,25.39,0.2,56.32,42.61,1.05,0.1,2.02,1.37,0.46,5.14,57.44,60.5,38.72,34.23,39.66,26.11,0.3,225.15,326,0.419,8.7,158.1,-0.928,0.372,21.32,32.86,26.2,31.48,1.551658489,24.78,353
07060710,Ref,TRUE,150,2.71,36.041666,-92.281062,120.1,14.25,66.7,290.8,102.6,91.6,9.9,6.4,839.5,7,0.032,4,6.7,11.82,35.6,404.9,95.25,1.17,0,0,0.63,1.17,0,46.68,43.58,9.32,0.12,1.76,1.38,0.58,5.88,52.83,63.78,41.09,35.31,37.71,26.97,0.27,262.25,294,0.561,13.7,138.1,-0.744,0.668,25.87,36.14,25.32,32.82,1.417730062,24.24,280
07061270,Ref,TRUE,135.4,2,37.607338,-90.813217,116.78,13.23,67,284.8,113.6,83,8.9,5.4,792,9.6,0.054,2.7,7.1,11.2,77.7,401.6,94.22,2.34,0,0.35,1.05,2.34,0,39,54.95,0.78,0.1,1.91,1.37,0.38,4.59,52.24,63.02,41.05,30.16,44.43,25.41,0.27,221.83,369,0.414,11.4,215.4,-0.815,-0.579,22.09,33.88,30.3,30.58,1.582210882,24.92,280
07064300,Ref,FALSE,4.9,2.08,37.543593,-91.739183,114.17,12.75,68,283.5,113.7,91.5,9,6,783.1,10,0.07,3,3,11.91,335.3,353.9,49.61,44.43,0,0,2.15,44.43,0,61.23,37.78,0.99,0.1,2.19,1.38,0.46,5.45,57.52,58.48,36.48,33.29,39.46,27.26,0.29,214.35,390,0.531,4.3,199.2,-0.944,-0.329,20.86,33.4,29.23,30.66,1.670193764,25.19,64
07064440,Ref,FALSE,156.4,2.05,37.497992,-91.753117,114.04,12.72,68,282.2,115.4,90.2,9,6,778.8,10,0.068,3,3.7,12.11,179.7,355.9,69.42,24.5,0,0,2.37,24.46,0.03,66.05,32.03,1.92,0.09,1.97,1.36,0.43,5.26,57.3,61.37,40.3,37.42,39.3,23.28,0.29,215.4,371,0.599,5.3,134.5,-0.701,0.713,20.93,33.44,29.05,30.64,1.67201148,25.2,162
07064500,Ref,FALSE,22.1,2.99,37.227146,-91.871398,113.86,12.97,68,284.4,112.1,78.9,8,5,786.4,9.9,0.06,3,6,11.64,169.2,372.7,53.6,40.52,0,0,1.62,40.52,0,49.95,48.02,2.03,0.09,1.49,1.35,0.44,4.37,56.66,65.34,44.96,40.94,38.82,20.25,0.32,220.45,410,0.523,4.4,69.5,0.349,0.937,21.15,33.7,28.32,30.73,1.64739525,24.92,88
07064533,Ref,TRUE,763.3,1.92,37.378918,-91.727396,114.25,13.03,67.9,284,112,83.2,8.4,5.5,789.5,9.7,0.065,2.9,5.1,12.1,142.7,361.2,75.36,19.3,0.06,0,1.6,19.28,0.02,67.33,30.24,2.43,0.09,1.81,1.36,0.42,5.09,57.13,63.19,42.66,39.87,39.18,20.95,0.3,220,371,0.621,6.5,76.2,0.239,0.971,21.17,33.57,28.99,30.55,1.651438215,25.1,219
07065200,Ref,TRUE,486.4,1.85,37.092148,-91.826347,115.86,13.23,67.9,286.3,108.5,82.2,8.2,5.5,794.4,9.2,0.057,3,6,12.11,129.1,371.8,72.82,20,0.09,0,2.99,19.98,0.02,62.93,25.82,11.23,0.1,1.75,1.35,0.69,5.44,53.61,69.74,51.53,42.9,39.82,17.29,0.29,223.63,371,0.485,6.4,124.1,-0.56,0.828,22.12,34.11,28.94,30.71,1.620250517,24.84,229
07065495,Ref,TRUE,789.2,2.14,37.08499,-91.728877,115.95,13.27,67.6,285.9,107.7,80.8,8.1,5.4,796.1,9.1,0.059,3.2,6.1,12.04,140.5,373.7,72.45,20.43,0.08,0.03,2.38,20.4,0.03,62.1,29.38,8.21,0.1,1.72,1.36,0.6,5.2,55.12,68.69,49.69,41.72,40.24,18.05,0.3,224.23,352,0.516,6.6,104.8,-0.255,0.967,22.24,33.98,29.25,30.52,1.602903321,24.87,283
07066000,Ref,TRUE,1053.5,1.4,37.093141,-91.656787,115.81,13.26,67.4,285.4,108.1,79.6,8.1,5.3,796.1,9.1,0.061,3.4,6.1,12.01,122.2,374.7,76.46,16.95,0.06,0.08,2.07,16.92,0.03,64.51,28.17,6.98,0.1,1.75,1.36,0.55,5.19,55.73,67.77,48.45,41.33,40.25,18.42,0.3,224.85,338,0.497,7.1,103.3,-0.23,0.973,22.23,33.93,29.42,30.28,1.592091943,24.88,300
07066500,Ref,FALSE,3325.8,1.82,37.264599,-91.573627,115.42,13.21,67.4,284.9,108.8,78.9,8,5.2,795.5,9.4,0.064,3.1,5.3,12.04,115.9,370.7,77.76,16.35,0.07,0.35,1.54,16.32,0.02,66.94,27.93,5.01,0.1,1.79,1.36,0.49,5.18,56.52,65.86,45.94,40.89,39.45,19.66,0.29,222.15,346,0.543,7.8,111.2,-0.362,0.932,21.8,33.87,29.51,30.28,1.604482402,25.02,313
07067000,Ref,TRUE,4349,2.27,37.221291,-91.475064,116.19,13.19,67.1,284.8,109.6,78.8,8,5.1,794.9,9.5,0.058,3.3,5.1,11.98,107.2,379.2,80.23,13.89,0.07,0.3,1.5,13.87,0.02,66.56,27.25,6.04,0.1,1.77,1.36,0.52,5.22,56.26,67.13,47.48,41.29,39.55,19.16,0.29,224.4,328,0.541,8.2,110.4,-0.349,0.937,22.33,34.04,29.53,30.3,1.578886917,25.04,351
07068000,Ref,TRUE,5318.6,1.23,37.149321,-91.386239,117.2,13.23,66.8,285,109.8,80.3,8.2,5.3,797,9.5,0.05,3.5,4.9,11.96,115.3,386.9,82.17,12.02,0.07,0.26,1.39,12,0.02,66.4,26.89,6.49,0.1,1.76,1.36,0.54,5.22,56.33,67.87,48.29,41.49,39.64,18.87,0.29,228.32,307,0.53,8.2,113.7,-0.402,0.915,23.06,34.29,29.43,30.42,1.558093622,25.03,387
07070500,Ref,FALSE,918.9,1.79,36.95191,-91.965905,117.71,13.19,66.6,286.2,108.8,85.5,8.9,6,792.8,9.1,0.043,4.6,6.7,12.38,203.1,395.9,56,37.16,0.12,0,2.13,36.99,0.17,62.5,20.8,16.7,0.12,1.64,1.34,0.86,5.51,54.53,78.58,61.23,47.21,37.78,15.01,0.29,229.06,325,0.505,4.4,120.9,-0.514,0.858,23.57,34.45,28.76,30.95,1.53248485,24.7,277
07071500,Ref,TRUE,2023.8,1.59,36.853847,-91.540794,117.66,13.24,66.2,285.6,108,83.5,8.6,5.7,795.7,9,0.038,5,6.7,12.23,173.6,403.8,68.32,25.57,0.07,0.06,1.8,25.44,0.12,60.61,27.44,11.26,0.11,1.65,1.36,0.69,5.17,56.11,74.74,56.13,43.53,39.97,16.5,0.31,232.64,290,0.485,5.5,132.3,-0.673,0.74,23.9,34.34,28.55,30.87,1.499013439,24.75,334
07072000,Ref,TRUE,2895,1.48,36.766109,-91.459753,117.85,13.43,66.1,286.6,106.2,83.9,8.7,5.6,804.7,8.9,0.029,5.1,7,12.17,182.2,409,65.54,28.17,0.07,0.04,2.01,28.08,0.09,59.91,25.71,13.91,0.12,1.63,1.35,0.78,5.27,55.43,77.05,59.03,45.12,39.19,15.69,0.3,238.1,266,0.473,5.5,131.5,-0.662,0.749,24.55,34.37,27.9,31.04,1.477173132,24.65,372
07073500,Ref,FALSE,258.7,1.65,36.082574,-91.763595,120.16,14.49,65.2,285.6,106,83.9,8.9,5.7,844,7,0.041,5.6,6.3,12.17,174.5,424.9,51.8,40.69,0.19,0,2.99,40.63,0.06,49.7,41.33,6.68,0.13,1.87,1.39,0.61,5.82,54.8,86.94,53.34,32.68,35.02,32.29,0.27,254.62,209,0.527,3.9,84.8,0.091,0.996,27,35.42,24.67,33.12,1.408287107,24.15,146
07075000,Ref,FALSE,781.5,1.11,35.772028,-92.495609,128.59,13.85,67.2,290.4,104.8,87.1,9,5.9,810.5,6.3,0.044,3,5.8,11.46,82.7,496.9,76.58,16.02,0.07,0.05,3.25,15.92,0.1,51.74,34,14.26,0.11,1.73,1.42,0.97,5.79,40.82,78.83,48.4,29.57,38.7,31.73,0.24,285.72,392,0.517,13.2,146,-0.829,0.559,28.23,39.61,25.86,34.6,1.433191618,24.1,472
07075300,Ref,TRUE,324.5,1.09,35.678298,-92.61971,131.93,13.75,66.9,290.2,106.2,85.7,8.8,5.9,801.6,6.2,0.047,3,4.3,11.38,61.6,539.3,81.69,10.54,0.03,0.63,2.81,10.51,0.03,55.91,28.66,15.43,0.11,1.95,1.42,0.96,5.95,41.95,78.54,46.29,29.31,36.79,33.9,0.22,302.25,395,0.52,15.5,132.2,-0.672,0.741,29.16,40.76,26.59,35.25,1.412133202,24.03,473
07083000,Ref,TRUE,60.8,2.22,39.14668,-106.466101,87.39,-1.58,53.5,222.5,193.2,116.7,12.6,6.7,306.2,66.5,0.14,1,0,9.41,4.5,389.4,28.1,0,36.87,0.03,28.23,0,0,45.35,21.37,23.23,0.08,3.96,1.42,1.78,5.85,44.73,58.45,25.51,14.07,36.63,49.3,0.13,35.68,3680,0.482,41.8,64.7,0.427,0.904,22.43,29.02,16.03,20.34,4.219827027,20.24,1405
07086500,Ref,TRUE,174.1,2.31,38.97506,-106.412837,70.5,-0.86,53,226.8,190.5,100.3,11.3,5.9,317.5,63.8,0.108,0.3,8.1,9.51,14.9,318.7,29.54,0.25,32.94,0.19,33.68,0.25,0,50.68,23.19,18.97,0.08,3.57,1.42,1.44,5.89,46.39,58.62,26.34,16.41,35.36,48.23,0.13,30.98,3609,0.559,42.1,44,0.719,0.695,17.59,22.46,14.3,16.11,4.149189965,20.09,1599
07105945,Ref,TRUE,17.5,1.93,38.722644,-104.877516,56.91,6.05,51.1,258.5,151.4,80.7,12.3,3.6,492.3,13.1,0.37,0,0,8.29,8,43.2,96.2,0,0,2.49,1,0,0,7.87,43.98,48.02,0.11,6.21,1.45,0.46,6,38.95,71.56,40.78,23.75,37.89,38.36,0.19,43.35,2530,0.515,32.4,124.3,-0.564,0.826,4.55,18.41,23.71,10.26,3.296390792,20.76,1105
07142300,Ref,TRUE,1819.9,0.91,37.68296,-99.311291,64.46,13.06,61.8,290.4,107.2,62.9,8.4,3,827,6.1,0.348,1.7,19.9,13.72,483.3,41.9,0.06,59.88,0,0.01,35.3,0.04,59.84,56.62,1.56,9.3,0.14,5.47,1.46,0.4,5.49,60,99.64,53.07,18.78,35,46.22,0.25,141.49,672,0.379,0.5,68.1,0.373,0.928,5.51,20.27,25.45,13.26,3.195426376,27.19,190
07144780,Ref,TRUE,2078.9,0.94,37.905973,-98.765391,71.24,13.33,63.2,290.9,105,65,8.6,3,843,6.1,0.307,3.6,13.9,13.44,356.9,59.8,1.13,52.46,0.01,0.03,40.08,0.02,52.44,38.01,2.99,24.81,0.13,5.84,1.51,0.38,4.64,59.88,98.76,44.02,17.59,28.01,54.4,0.24,176.31,544,0.437,0.4,91.2,-0.021,1,6.5,22.63,26.13,15.95,2.908393459,27.54,222
07145700,Ref,TRUE,399.8,1.45,37.371438,-97.565688,81.31,13.92,64.2,296.7,100.1,65.3,7.9,3.2,871.4,5.9,0.265,1,38.8,13.53,1741.2,121.4,1.63,71.9,0.01,0,19.09,0.13,71.77,38.59,18.72,42.42,0.17,0.88,1.47,1.15,5.65,57.34,99.31,80.29,34.64,46.59,18.76,0.39,212,399,0.413,0.6,128.9,-0.628,0.778,8.46,25.9,27.8,19.09,2.771043384,27.25,104
07148350,Ref,TRUE,2141.4,1.62,37.153192,-99.086132,67.12,14.11,61.2,289.6,107,57.6,7.1,2.5,871.9,5.7,0.313,0.7,35.8,12.29,291.7,46.3,0.92,13.07,0,0.01,82.47,0,13.07,61.26,10.03,20.74,0.15,2.78,1.48,0.62,5.96,57.53,97.01,63.73,23.98,43,33.02,0.32,146.97,572,0.458,2.5,144.1,-0.81,0.587,6.12,21.59,24.46,15,3.025349643,27.08,308
07148400,Ref,TRUE,2544.5,1.37,37.111206,-99.041092,67.69,14.24,61.2,290.3,106.1,57.8,7.1,2.6,878.1,5.6,0.307,0.6,33.9,12.38,407.5,48.5,1.01,14.28,0,0.01,80.71,0,14.28,57.88,9.84,23.54,0.15,2.78,1.48,0.64,5.96,56.18,97.21,64.69,24.57,43.26,32.17,0.32,149.92,560,0.48,2.5,138.3,-0.747,0.665,6.25,21.89,24.32,15.26,3.002186627,27.06,344
07149000,Ref,TRUE,2291.2,1.4,37.384505,-98.849681,69.39,13.82,61.8,291.6,105,61.4,7.9,2.6,860.1,5.9,0.304,2.1,30.2,12.2,284.6,55,2.02,22.68,0.02,0.02,70.07,0,22.68,65.83,11.46,16.35,0.15,2.56,1.47,0.6,5.95,58.27,96.63,63.45,24.47,42.34,33.19,0.3,157.53,563,0.521,2.6,143.6,-0.805,0.593,6.41,22.18,25.15,15.7,2.926436815,27.11,326
07151500,Ref,TRUE,2109,0.91,37.398397,-98.087388,77.5,14.02,63.2,296,100.6,62.8,7.9,2.7,873.7,5.5,0.268,2.5,22.4,13.11,781.7,88.7,2.12,55.15,0.03,0,37.18,0.1,55.05,71.56,11.44,9.54,0.15,2.66,1.48,0.59,5.74,58.23,97.31,55.06,21.76,35.92,42.32,0.27,195.1,460,0.448,0.9,144.5,-0.814,0.58,7.77,24.84,26.33,18.52,2.802016235,27.24,270
07156220,Ref,TRUE,2132.4,1.39,37.485873,-102.436993,43.29,12.02,53.6,285.5,122.1,51.4,7,2.3,746.8,6.7,0.401,0,17.4,12.53,680.8,18.7,0.08,49.02,0.06,2.84,43.43,5.57,43.44,86.21,12.7,0.91,0.18,1.19,1.36,0.49,5.98,59.6,98.94,82.06,27.05,56.5,16.45,0.35,72.99,1269,0.472,1.2,92,-0.035,0.999,3.14,13.51,18.52,8.14,3.451363493,24.96,557
07159000,Ref,FALSE,659.4,1.21,36.427347,-98.099328,82.18,15.07,60.2,303.9,95.9,65.1,7.6,3.2,916.7,4.7,0.233,1.6,37.6,13.39,730.9,105.1,1.38,68.28,0.02,0,24.51,0.21,68.07,84.6,4.24,5.47,0.17,1.91,1.5,0.74,5.89,53.81,98.66,73.31,23.4,51.07,25.54,0.35,211.17,399,0.511,0.9,140.1,-0.768,0.641,9.5,26.64,25.66,20.42,2.620937204,26.53,90
07167500,Ref,TRUE,319.6,2.25,37.679143,-96.38084,94.35,13.81,63.5,290,104.2,76.8,8.5,4.4,853.3,6,0.246,1.4,23.2,12.26,925.1,186.8,6.09,23.84,0.07,0.06,65.22,20.66,3.18,8.78,62.18,29.04,0.17,0.46,1.4,1.7,4.74,37.34,93.83,84.73,38.06,52.87,9.07,0.35,239.39,371,0.343,3.3,116,-0.439,0.899,10.29,27.84,31.87,24.38,2.666961095,27.25,204
07176950,Ref,FALSE,298.8,2.23,36.551677,-96.468492,103.16,14.98,63.1,293.8,98.7,73.5,8.8,4,898.5,4.4,0.183,3.6,16,12.21,245.9,212.5,25.14,5.52,0,0,65.71,4.18,1.34,24.97,55.26,19.77,0.16,1.43,1.47,0.69,3.76,36.5,93.68,73.44,30.6,48.24,21.16,0.33,262.78,294,0.489,4.1,165,-0.966,0.259,13.25,32.78,28.53,28.64,2.230115561,25.79,139
07180500,Ref,TRUE,275.5,2.24,38.130966,-96.777418,86.36,12.96,64,285.3,111.8,69.2,8.7,3,824.3,7,0.289,2,20.6,12.86,1424.7,141.6,2.76,10.47,0,0,82.14,3.05,7.42,9.93,45.53,44.54,0.18,0.52,1.4,2.03,5.81,43.97,91.78,81.4,39.36,51.11,9.53,0.34,217.05,437,0.602,1.7,320.5,0.772,-0.636,8.06,26.2,31.1,21.01,2.96112724,28.07,83
07184000,Ref,TRUE,510.8,1.47,37.432933,-94.918061,113.76,13.72,66,299.5,98.4,79.8,9.1,4.8,844.2,5.9,0.178,2.3,9.7,13.23,776.1,305.9,4.17,84.29,0.13,0.01,0.68,45.98,38.3,15.77,30.6,53.51,0.18,1.02,1.43,0.75,2.65,54.08,97.1,84.94,38.18,50.06,11.76,0.38,264.69,283,0.449,1,217.3,-0.796,-0.606,14.88,33.34,33.23,32.33,2.175811512,26.29,69
07185500,Ref,FALSE,10.4,2.64,37.198868,-93.819227,114.05,13.17,68,289.2,106.5,92.8,10,6,804.7,7,0.121,5,5,11.24,267,333,10.51,82.54,0.07,0.08,0,81.17,1.37,23.64,72.51,3.86,0.09,1.47,1.45,0.62,3.11,59.66,58.76,45.83,34.91,50.85,14.24,0.32,255.19,389,0.574,1.8,250.2,-0.338,-0.941,17.66,32.26,31.34,32.81,1.69067435,25.55,47
07186400,Ref,TRUE,593.7,1.54,37.044419,-94.161577,114.42,13.51,67.4,290.8,103.9,87.9,9.6,5.2,815.3,6.5,0.125,2.8,6.9,12.66,342.2,340.7,22.8,68.99,0.18,0.53,0.46,64.89,4.09,23.74,68.46,7.75,0.1,1.38,1.42,0.57,3.04,59.87,63.35,49.23,36.55,48.75,14.7,0.33,266.38,352,0.407,1.6,326.7,0.836,-0.549,17.19,32.79,31.26,33.19,1.73670157,25.26,182
07188653,Ref,TRUE,367,1.75,36.528797,-94.071694,117.95,13.53,66.4,291.5,105.2,87.2,10,5,801.6,6.5,0.089,3.3,7.5,11.84,117.4,387.8,52.89,38.66,0.04,0.02,2.71,38.48,0.18,66.98,28.5,4.52,0.1,1.74,1.37,0.5,5.33,58.12,59.09,40.48,38.65,40.73,20.62,0.3,262,402,0.467,7.2,279.3,0.161,-0.987,20.03,34.5,30.56,32.87,1.680748877,23.94,227
07189100,Ref,TRUE,237.6,1.7,36.760752,-94.483699,114.36,13.78,66,286.1,109.3,87.1,9.5,5,820.7,6,0.107,2.4,5.6,12.46,242.8,348.8,42.8,47.11,0.09,0.18,1.87,46.89,0.22,51.73,44.27,4,0.1,1.64,1.38,0.54,4.86,58.44,52.96,36.89,39.05,40.87,20.09,0.31,275.1,344,0.686,4.3,259.1,-0.19,-0.982,18.07,33.5,29.82,33,1.694793579,24.48,153
07191222,Ref,TRUE,153.8,1.86,36.394432,-94.646359,118.8,14.41,65.4,290.8,104.2,89.7,9.9,6,843.9,5.1,0.081,3.9,4.9,11.98,259.5,353.5,30.29,63.49,0.05,0.11,1.49,62.27,1.22,56.67,36.52,6.81,0.11,1.51,1.39,0.58,5.07,58.62,59.4,42.27,36.51,43.06,20.43,0.33,278.28,323,0.575,3,242.5,-0.461,-0.887,20.06,35,29.04,34.68,1.632204938,24.14,146
07195800,Ref,TRUE,38.2,2.21,36.282109,-94.400609,120.99,13.96,66,290.4,105.3,91.8,10,5.9,818.6,5.8,0.075,4,4.2,11.9,205.9,387,27.97,65.65,0.07,0,0.79,65.65,0,62.38,33.1,4.53,0.1,1.7,1.37,0.57,5.48,58.26,53.35,36.31,37.98,40.54,21.48,0.31,277.02,408,0.59,2.9,193.2,-0.973,-0.229,21.06,35.66,29.9,34.35,1.655726249,23.67,83
