StnID,CLASS,UsedInFDCStudy,DRAIN_SQKM,BAS_COMPACTNESS,LAT_CENT,LONG_CENT,PPTAVG_BASIN,T_AVG_BASIN,RH_BASIN,FST32F_BASIN,LST32F_BASIN,WD_BASIN,WDMAX_BASIN,WDMIN_BASIN,PET,SNOW_PCT_PRECIP,PRECIP_SEAS_IND,PERDUN,PERHOR,TOPWET,CONTACT,WB5100_ANN_MM,FORESTNLCD06,PLANTNLCD06,BARRENNLCD06,SHRUBNLCD06,GRASSNLCD06,PASTURENLCD06,CROPSNLCD06,HGB,HGC,HGD,AWCAVE,PERMAVE,BDAVE,OMAVE,WTDEPAVE,ROCKDEPAVE,NO4AVE,NO200AVE,CLAYAVE,SILTAVE,SANDAVE,KFACT_UP,RFACT,ELEV_MEDIAN_M_BASIN,RRMEDIAN,SLOPE_PCT,ASPECT_DEGREES,ASPECT_NORTHNESS,ASPECT_EASTNESS,DJF_PPT7100_CM,MAM_PPT7100_CM,JJA_PPT7100_CM,SON_PPT7100_CM,WB5100_MON_PHASE,JUL_JAN_TMP_DIFF_DEGC,ELEV_RANGE_M_BASIN
07196900,Ref,TRUE,106.4,2.83,35.882386,-94.421772,127.96,14.3,66.8,292.7,104.7,88.2,10,6,829.1,5.2,0.065,2.8,3.4,11.92,133.3,476.3,45.86,48.5,0.16,0,1.55,48.5,0,55.78,29.51,14.71,0.11,1.9,1.42,0.96,5.89,41.45,78.23,46.48,29.02,37.32,33.66,0.23,289.35,404,0.396,8.2,280.3,0.178,-0.984,22.72,38.41,30.21,36.01,1.575712215,23.38,250
07197000,Ref,TRUE,808.4,1.94,35.919898,-94.592425,125.69,14.92,66.7,295.4,101.1,86.8,9.8,5.9,864.9,4.8,0.071,2.8,3.4,11.8,189.9,412.3,50.68,38.03,0.08,0.9,5.53,37.97,0.06,61.42,29.73,7.96,0.11,1.83,1.39,0.68,5.59,53.56,60.91,39.89,34.5,40.66,24.83,0.29,285.95,338,0.332,6.5,247.9,-0.376,-0.927,22.04,37.9,29.96,35.68,1.622343737,23.73,364
07197360,Ref,TRUE,233.3,1.56,35.834612,-94.753513,124.44,15.32,66.9,296.8,99.5,74.3,8.8,4.8,887.4,4,0.077,3,3.4,11.97,245.8,379.7,44.49,46.92,0.02,0.22,2.59,46.82,0.1,61.23,31.11,7.66,0.11,1.75,1.39,0.67,5.59,54.24,60.31,39.63,35.75,39.86,24.38,0.29,286.15,306,0.372,6.3,221.2,-0.752,-0.659,21.35,37.95,29.66,35.49,1.71717403,23.86,301
07208500,Ref,TRUE,159.2,1.8,36.396865,-105.123896,65.91,4.48,50.7,250.5,166.7,82.7,13,4.2,428.5,21.8,0.244,0,18.9,10.17,226.5,157.6,81.9,0,0.04,1.57,15.94,0,0,38.52,34.58,26.83,0.11,1.88,1.41,0.51,6,50.8,72.75,46.72,29.21,36.45,34.34,0.22,67.02,2931,0.577,18.3,91.7,-0.03,1,9.96,15.78,26.2,14.03,3.612100968,19.54,1519
07222500,Ref,TRUE,1230.7,1.68,35.438474,-104.742914,42.79,11.8,50.5,284.6,127.1,53.8,8.7,2.1,696.1,6.2,0.406,0,7,11.54,308.8,19,8.7,0.03,0.01,20.33,70.57,0,0.03,26.6,35.22,38.18,0.15,1.32,1.43,0.5,6,40.14,93.09,58.2,26.94,36.64,36.42,0.32,54.03,1639,0.379,5.6,94.1,-0.072,0.997,3.66,8.71,19.5,10.91,3.847180813,21.61,789
07226500,Ref,TRUE,5242.8,1.42,36.027275,-103.848604,41.58,11.6,51.8,284,126,54.7,8.3,2.4,699.3,4.9,0.455,0,16,11.95,368.3,17.5,1.42,0,0.11,15.99,81.95,0,0,53.77,13.44,27.8,0.14,2.55,1.46,0.36,5.99,52.2,92.74,55.8,24.57,37.12,38.3,0.28,62.97,1669,0.369,3.2,156,-0.914,0.406,2.95,8.93,20.53,9.14,3.667214157,22.22,1373
07227420,Ref,FALSE,245.4,2.02,35.760957,-103.065571,42.06,13,52,289,118.4,45.8,6.9,2,764.3,4,0.437,0,6.5,12.08,173,18.5,0,5.38,0.05,13.17,80.76,0.04,5.34,77.11,6.33,4.79,0.13,3.42,1.55,0.26,5.97,59.93,98.71,54.36,22.77,33.42,43.8,0.23,81.9,1319,0.451,1.7,80.5,0.166,0.986,2.86,10.3,19.52,9.26,3.594295591,23.1,237
07233500,Ref,TRUE,2909.2,1.5,36.006675,-101.861901,45.89,13.74,54.9,294.6,109,52.2,6.9,2.4,815.9,4.3,0.399,0,24.1,13.3,1750,21.5,0,58.17,0.04,4.45,32.04,0,58.17,42.3,15.63,42.05,0.15,0.78,1.42,0.31,5.85,60,98.39,79.85,35.49,46.01,18.51,0.33,100.93,1067,0.531,0.4,84.4,0.098,0.995,3.49,13.35,19.7,9.34,3.531466622,24.36,305
07247250,Ref,TRUE,244.3,1.97,34.732852,-94.445296,150.76,14.85,65.4,293.8,102.2,95.9,10.1,6.5,846.6,3.9,0.03,4.2,6,11.53,56.1,608.1,90.73,4.03,0,0.54,1.1,4.03,0.01,35.86,41.71,22.43,0.12,2.12,1.48,0.51,5.71,38.2,72.83,55.73,29.53,49.73,20.74,0.26,372.27,350,0.229,15.1,344,0.961,-0.275,32.31,45.37,32.55,41.63,1.456613496,22.36,599
07249500,Ref,FALSE,90.4,1.71,35.805318,-94.370109,132.21,14.17,66.9,292.3,105.6,88.2,10,6,820.6,5.2,0.059,2.5,3.4,11.45,50.6,481.6,80.39,14.61,0,0,2.57,14.61,0,55.8,29.38,14.82,0.11,1.91,1.42,0.96,5.9,41.52,78.28,46.45,29.06,37.24,33.7,0.23,299.31,424,0.5,14,158.5,-0.931,0.366,23.76,39.88,30.74,37.46,1.525683383,23.34,324
07249800,Ref,TRUE,626.5,1.23,35.738596,-94.351122,129.89,14.54,66.5,294,104.1,87.2,10.1,5.7,841,4.8,0.055,2.2,3.7,11.23,59.1,468.7,83,10.72,0.08,0.21,3,10.7,0.01,55.95,28.36,15.69,0.11,1.97,1.42,0.96,5.97,42.14,78.65,46.23,29.41,36.6,33.99,0.22,304.46,395,0.498,14.1,198.3,-0.949,-0.314,23.56,39.31,30.03,36.99,1.504716213,23.42,502
07249920,Ref,TRUE,264.3,1.86,35.679771,-94.590176,126.44,15.22,67,297.2,100.1,82.6,9.7,5.4,877.6,4.1,0.064,2.5,3,11.76,86.7,405.7,78.53,9.19,0.13,1.04,8.1,9.19,0,57.69,28,14.31,0.11,1.96,1.42,0.9,5.95,44.58,74.96,44.7,30.81,36.95,32.24,0.23,291.34,319,0.437,11,170.2,-0.985,0.171,22.26,38.46,29.53,36.14,1.611400214,23.8,373
07249985,Ref,TRUE,1124.8,1.16,35.767396,-94.419471,127.65,14.93,66.7,295.9,101.9,85.1,9.9,5.5,862.5,4.5,0.056,2.4,3.6,11.39,82.8,434,78.82,12.33,0.08,0.57,4.99,12.32,0.01,56.14,28.19,15.65,0.11,1.97,1.42,0.94,5.95,42.82,77.92,46.06,29.78,36.72,33.5,0.22,299.43,330,0.386,12,188.2,-0.99,-0.143,23.02,38.74,29.45,36.42,1.54072034,23.58,516
07250000,Ref,TRUE,1134.9,1.2,35.68426,-94.435244,127.58,14.94,66.7,296,101.8,85,9.9,5.5,863,4.5,0.056,2.3,3.6,11.39,83.3,433.2,78.8,12.35,0.08,0.57,4.98,12.35,0.01,56.14,28.19,15.66,0.11,1.97,1.42,0.94,5.95,42.82,77.93,46.06,29.78,36.72,33.5,0.22,299.37,329,0.394,12,188.6,-0.989,-0.149,23.02,38.72,29.43,36.41,1.541125701,23.58,525
07250935,Ref,TRUE,53.2,2.25,35.78587,-94.07346,134.63,14.08,64.4,291,110.3,92.6,10.2,6,804.6,4.4,0.057,2,4,10.95,28.5,560.7,83.45,12.18,0,0.03,1.58,12.18,0,55.94,28.39,15.66,0.11,1.97,1.42,0.96,5.97,42.12,78.64,46.23,29.4,36.62,33.98,0.22,341.05,505,0.507,21.1,178,-0.999,0.035,24.5,40.39,31.37,38.47,1.470128817,23.05,414
07250965,Ref,TRUE,143,1.86,35.769088,-94.030689,135.97,14.06,64.5,292,109.8,92.3,10.1,6,804.8,4.7,0.056,2,4,10.67,22,583.6,83.76,12.3,0,0.06,1.87,12.3,0,55.92,28.57,15.51,0.11,1.96,1.42,0.96,5.96,42.01,78.58,46.27,29.34,36.73,33.93,0.22,343.19,527,0.533,21.7,219.8,-0.768,-0.641,24.72,40.78,31.63,38.91,1.462315578,23.12,452
07250974,Ref,TRUE,18,3.03,35.710843,-94.05796,135.5,14.76,64.2,293.6,107.1,91.2,10,6,839.4,4.4,0.051,2,4,10.5,26.1,548.9,87.84,9.05,0,0,1.8,9.05,0,56,28,16,0.11,2,1.42,0.95,6,42.36,78.79,46.15,29.53,36.37,34.09,0.22,327.06,474,0.468,19.9,202.4,-0.925,-0.381,24.92,40.75,31.08,38.91,1.460165897,23.13,404
07252000,Ref,TRUE,969,1.2,35.695737,-93.72113,131.92,14.3,65.2,297.4,104.5,83.5,9.3,5.5,820.1,4.7,0.036,2.1,4,11.05,29.6,511.7,90.67,4.7,0,0.07,1.08,4.69,0,55.79,28.4,15.81,0.11,1.97,1.42,0.96,5.96,41.98,78.61,46.27,29.32,36.73,33.96,0.22,308.12,450,0.491,18.3,200,-0.94,-0.341,25.39,39.74,29.22,37.62,1.468688076,23.36,646
07257000,Ref,TRUE,708.2,1.82,35.7102,-93.229448,130.28,13.76,67,296.3,104,80.8,8.8,5,803.5,5.6,0.035,2.5,5.3,10.9,20.2,489.5,94.31,2.2,0,0.05,0.83,2.19,0.01,56,28,16,0.11,2,1.42,0.95,6,42.36,78.79,46.15,29.53,36.37,34.09,0.22,291.2,442,0.495,20.7,177.7,-0.999,0.039,26.61,39.6,28.15,35.82,1.47892014,23.44,586
07257006,Ref,TRUE,793.8,1.73,35.704332,-93.312316,129.84,13.89,66.8,296.7,103.8,80.8,8.8,5.1,809.8,5.5,0.035,2.6,5.4,10.86,24.8,484.8,93.31,2.91,0,0.08,0.96,2.9,0.01,55.57,27.84,16.59,0.11,2,1.43,0.95,5.98,42.12,78.79,46.26,29.36,36.59,34.05,0.22,291.9,426,0.482,19.9,182.1,-0.999,-0.036,26.63,39.43,28.05,35.67,1.48084824,23.47,602
07260000,Ref,TRUE,212,1.38,34.938768,-93.788942,138.2,15.27,65.4,296.2,99.4,88,9.2,6,866.4,3.7,0.032,3.5,7,11.4,136.2,485.6,83.46,10.29,0.02,0.59,2.38,10.28,0.01,37.27,47.04,15.69,0.12,1.81,1.47,0.71,5.13,42.49,79.28,56.97,28.33,47.4,24.26,0.28,357.81,264,0.251,13.5,88.9,0.019,1,29.59,40.86,29.81,37.51,1.478809822,23.03,573
07261000,Ref,TRUE,445.8,1.35,35.420728,-92.250933,130.15,15.21,67,297.4,98,88,8.8,6,875.1,5.3,0.043,3.8,4.1,12.44,282,492.4,53.64,38.54,0.17,0.11,2.9,38.03,0.52,43.47,24.86,31.67,0.11,2.07,1.46,0.98,5.66,32.27,77.12,46.91,25.28,40.43,34.29,0.27,290.74,219,0.432,4.6,258.2,-0.205,-0.979,29.34,38.25,26.98,35.58,1.410771106,23.81,250
07263295,Ref,TRUE,119,1.95,34.893308,-92.845281,139.1,16.29,67,309.9,93.2,94.6,9.5,6.6,920.7,3,0.055,3.2,5,11.19,107.7,514.3,93.16,0.1,0,1.23,0.93,0.1,0,39.96,38.6,21.45,0.12,2.48,1.48,0.49,5.78,39.15,70.96,54.11,29.2,49.66,21.14,0.25,334.02,240,0.358,9.2,47.6,0.674,0.739,31.85,41.45,28.44,37.43,1.436814452,22.29,327
72632962,Ref,FALSE,23.3,2.18,34.913467,-92.695558,132.92,16.36,67,307.8,92,90.9,9,6,925.3,3,0.058,4,5,10.91,130.3,469.8,89.51,0.9,0,5.73,1.17,0.9,0,38.18,39.61,22.21,0.12,2.32,1.48,0.5,5.79,38.41,71.62,54.67,29.42,49.6,20.97,0.25,326.16,213,0.551,7.1,146.2,-0.831,0.556,30.62,39.94,26.99,35.86,1.455624186,22.61,216
72632971,Ref,FALSE,6.5,2.45,34.905012,-92.652862,131.62,16.4,67.2,307.2,92,91.1,9,6,926,3.2,0.059,4,5,10.65,144,467.9,82.52,0,0,7.94,3.78,0,0,34,42,24,0.12,1.93,1.48,0.52,5.81,36.67,73.17,56,29.95,49.48,20.57,0.26,325.99,183,0.537,7.3,187.5,-0.991,-0.13,30.35,39.61,26.56,35.42,1.460959319,22.68,177
72632982,Ref,FALSE,14.7,1.92,34.929414,-92.633578,131.73,16.39,67.5,307.1,92,90.9,9,6,926.2,3.7,0.061,4,5,11.33,130.6,464.3,83.15,0,0,2.5,10.24,0,0,34,42,24,0.12,1.93,1.48,0.52,5.81,36.67,73.17,56,29.95,49.48,20.57,0.26,324.66,221,0.559,4.8,73.7,0.281,0.96,30.36,39.71,26.48,35.35,1.461748316,22.71,111
07299670,Ref,TRUE,828.4,2.34,34.36305,-99.968312,65.38,16.5,59.3,307.3,91.4,54.7,6.8,2.1,964.3,2,0.267,0,55.7,12.89,1989.4,39.8,0.89,31.69,0.11,59.83,1.71,0,31.69,21.09,55.84,23.07,0.14,0.57,1.53,0.82,6,56.69,96.8,75.22,37.93,41.5,20.57,0.32,172.8,494,0.37,0.8,112.9,-0.39,0.921,7.68,19.5,21.02,17.18,3.283198414,24.65,154
07301410,Ref,TRUE,769.7,1.57,35.517223,-100.368332,59.03,14.79,57.7,297.6,98.7,56.6,7.8,2,867.1,3.2,0.296,0,18.7,12.3,334.7,37.1,0.29,11.49,0.12,31.27,54.45,0,11.49,63.55,2.8,5.36,0.12,3.15,1.54,0.5,5.99,60,98.07,44.44,18,28.11,53.9,0.21,140.23,793,0.431,1.9,120.5,-0.508,0.861,5.78,18.84,19.7,14.74,3.061186658,24.53,262
07301500,Ref,TRUE,6885.1,0.84,35.364951,-100.493644,59.9,14.8,57.3,297.6,99,57.7,7.7,2.6,866.3,3.4,0.311,0,28.6,12.52,1337,39.3,0.99,17.38,0.46,21.39,55.13,0,17.38,42.27,7.05,26.4,0.13,2.85,1.5,0.62,5.93,58.16,97.57,56.6,23.42,35.54,41.04,0.27,142.49,801,0.479,1.7,114.3,-0.411,0.911,5.75,18.89,20.85,14.45,3.128917251,24.37,605
07309435,Ref,FALSE,8.3,1.94,34.830016,-98.583925,83.9,15.74,62,303.4,95.6,60,7,3,922.1,3,0.211,0,12,11.81,187.5,101.6,9.32,0.99,0,2.58,86.66,0,0.99,30.47,0.62,68.91,0.11,1.28,1.53,1.53,6,27.27,82.41,60.74,28.96,50.81,20.23,0.24,220.43,526,0.408,6.3,196,-0.961,-0.276,10.75,26.86,23.29,22.3,2.449348343,24.5,169
07311600,Ref,FALSE,1267.2,1.57,34.052732,-100.32346,62.23,16.5,57.9,310.6,88.7,53.7,6,3,949,2,0.27,0,23,12.52,571.5,37.3,0.41,17.11,0.1,66.54,12.22,0,17.11,56.52,25.78,3.95,0.14,1.77,1.54,0.51,6,59.4,97.93,57.48,27.43,32.06,40.52,0.26,156.02,572,0.316,1.4,98.6,-0.15,0.989,7.68,17.7,20.16,16.68,3.474283488,23.91,326
07311630,Ref,FALSE,158.2,1.86,33.754998,-100.183912,62.91,16.83,57.7,311.6,90,53.2,6,3,970,2,0.261,0,20.8,12.38,775.9,36.8,12.72,0,0.05,85.03,2.18,0,0,16.2,53.41,30.39,0.14,0.88,1.48,0.9,6,48.08,95.41,75.71,36.74,44.29,18.97,0.33,159.3,538,0.457,2.8,119.7,-0.495,0.869,7.92,17.6,20.19,17.2,3.481406238,24.02,138
07311900,Ref,TRUE,4771.7,1.66,33.785204,-100.098657,63.79,16.83,58.4,311.8,89.6,53.2,6.3,2.8,970.6,1.8,0.255,0,24.5,12.34,762.4,37.7,5.63,10.38,0.07,74.41,7.39,0,10.38,30.61,36.51,28.64,0.15,1.29,1.5,0.8,6,54.5,96.32,70.99,34.25,41.02,24.73,0.31,162.83,525,0.389,2.1,100.3,-0.178,0.984,8.03,18.14,20.15,17.47,3.346729057,24.05,442
07315200,Ref,TRUE,501.6,2.16,33.650724,-98.120593,82.15,17.59,63,314.4,84.2,59,6.6,3.7,1005.2,1.6,0.123,0,23.5,12.8,458.6,97.7,5.46,1.91,0.02,18.81,67.65,0.03,1.88,21.28,39.33,39.39,0.15,1.16,1.5,0.8,6,44.81,95.87,66.8,33.33,36.89,29.78,0.31,257.77,300,0.421,1.5,1.9,0.999,0.033,13.47,25.21,19.59,23.86,2.245660094,23.48,107
07315700,Ref,TRUE,1488.7,1.88,34.243685,-97.727748,89.1,17.06,63,307.1,91.6,65.6,7.1,4,981.1,2,0.132,0.2,24.6,12.75,508.8,125.4,14,18.75,0,0.09,64.06,5.27,13.47,59.64,8.79,31.57,0.15,1.34,1.52,0.97,5.83,45.61,97.83,69.13,29.68,41.09,29.22,0.36,275.48,281,0.325,1.7,169.6,-0.984,0.18,13.8,27.7,21.44,26.16,2.238067975,23.78,169
07325860,Ref,FALSE,74.3,2.37,35.295138,-98.443664,81.39,15.58,62,302,96.7,63.9,8,3,923.9,3,0.232,0.5,27.2,11.98,153.7,93.5,4.74,63.68,0.02,0.04,26.96,0,63.68,74.81,6.7,0,0.14,3.22,1.51,0.56,6,50.34,98.62,53.59,18.22,36.9,44.88,0.22,210.65,467,0.549,2.2,183.6,-0.998,-0.062,9.86,27.46,23.51,20.55,2.679481505,25.23,102
73274406,Ref,TRUE,9.6,2.44,34.936583,-98.255382,84.96,16.1,63,304.7,96.7,65.1,7,3.3,943.4,3,0.192,0,47.2,11.34,571,104.9,0.48,52.84,0.82,0.06,38.35,0,52.84,80,11,9,0.18,1.16,1.51,0.89,6,54.58,99.79,79.92,24.89,55.47,19.64,0.36,227.52,436,0.467,1.6,169.8,-0.984,0.177,11.62,27.6,23.1,22.59,2.463999397,24.68,60
07329780,Ref,FALSE,42.5,2.39,34.415002,-97.18318,100.28,17.19,63.8,310.9,87.9,70,8,4,987.5,2.9,0.124,2.1,16,11.4,178.9,192.1,38.58,1.21,0.84,0,54.93,1.21,0,5,10,85,0.12,1.35,1.55,1.77,6,18.26,88.25,68.76,22.86,57.71,19.43,0.27,287.69,370,0.698,3.6,76.1,0.24,0.971,15.58,31.82,23.47,29.55,1.87588706,23.72,149
07331295,Ref,FALSE,84.7,2.15,34.479265,-96.805397,106.34,16.29,63.8,307.1,91.2,66.4,8,4,938.8,2.5,0.107,1.7,8.3,12.4,374.5,240.1,15.76,22.91,0.03,0,58.97,22.33,0.58,31.04,9.99,58.97,0.18,1.23,1.49,1.32,6,31.81,88.21,78.3,29.82,58.95,11.23,0.36,299.01,350,0.488,1.9,163.1,-0.957,0.291,17.01,33.31,24.66,31.28,1.881433844,23.69,80
07331300,Ref,TRUE,171.7,1.81,34.448539,-96.766411,106.74,16.6,63.8,309.3,89.2,65.5,8,4,953.2,2.3,0.105,1.8,11,12.51,441.1,241.3,23.11,17.6,0.02,0,57.23,17.31,0.29,30.57,10.87,58.56,0.18,1.22,1.49,1.31,5.95,32.24,87.88,77.86,29.97,58.58,11.45,0.36,299.96,335,0.576,2.1,161.6,-0.949,0.315,17.24,33.3,24.86,31.29,1.872695353,23.58,132
07332390,Ref,TRUE,420.6,1.62,34.543001,-96.72023,106.94,16.5,63.4,308.6,90.8,63.5,7.7,3.7,944,2.8,0.108,1.7,8.3,12.67,393.4,255.1,18.37,17.97,0.12,0,60.14,16.21,1.76,34.25,8.89,56.86,0.18,1.24,1.49,1.33,5.98,33.97,89.38,77.57,30.08,56.93,13,0.36,298.52,347,0.566,1.7,134.9,-0.705,0.709,17.13,33.4,25.43,30.96,1.898636769,23.7,129
07335700,Ref,TRUE,102.6,2.3,34.646949,-94.544692,157.55,14.55,65.1,290.7,105.3,101,10.1,7,827.7,4,0.022,4.2,6.2,10.69,89,698.4,96.2,1.25,0,0.09,0.98,1.25,0,36.21,42.55,20.87,0.12,1.87,1.48,0.5,5.61,38.43,73.99,56.17,29.68,49.07,21.25,0.26,431.36,451,0.332,17.4,235.1,-0.572,-0.821,33.98,47.18,33.17,43.75,1.428972273,22.26,533
07340300,Ref,TRUE,230.4,2.13,34.429617,-94.163799,157.3,14.85,66.2,301.3,97.7,98.3,10.2,7,840.2,3.8,0.028,4.2,6.6,11.09,83.6,710,95.25,0.58,0,1,1.16,0.58,0,51.49,33.93,14.58,0.1,1.84,1.49,0.45,5.94,41.26,61.91,49.98,28.05,57.27,14.68,0.26,389.18,384,0.311,17.3,211.7,-0.851,-0.525,33.2,46.53,33.99,43.72,1.419787364,21.88,466
07342480,Ref,TRUE,111.9,1.66,33.333656,-95.991241,112.6,17.11,65,314,83,69.1,8,4,964.3,1.1,0.021,2.8,14.4,12.73,1307,307.4,17.71,25.06,0,0.76,50.87,14.46,10.6,4.77,1.75,93.48,0.16,0.63,1.46,1.54,4.86,59.48,97.06,84.35,47.11,41.51,11.38,0.37,330.61,176,0.411,0.8,145.3,-0.822,0.569,23.71,32.82,23.6,32.51,1.594945858,22.49,73
07344450,Ref,FALSE,208.8,2.09,32.515241,-94.099471,134.79,17.92,70,315.1,79.1,88,8.9,6,982.8,1,0.058,5.2,12.8,12.96,1071.4,429.8,56.56,7.03,0.14,10.75,1.57,6.97,0.06,9.5,59.8,30.61,0.16,1.16,1.46,0.66,3.34,59.61,99.28,72.98,31.16,43.18,25.66,0.44,374.57,83,0.397,1.3,108,-0.308,0.951,35.59,35.38,29.9,33.99,1.342011149,20.49,73
07344486,Ref,TRUE,61,2.19,32.968548,-95.235025,116.52,17.36,67,313.9,82.9,68.7,7.1,4.1,967.2,1,0.035,4.4,8.8,12.11,159.2,328.5,29.05,42.01,0.01,8.1,1.54,39.71,2.31,42.18,51.77,1.34,0.13,1.95,1.53,0.6,4.65,60,95.14,55.58,27.07,32.81,40.12,0.29,347.26,138,0.405,2.8,81.9,0.14,0.99,27.25,32.32,24.52,32.49,1.449621733,21.49,74
07345000,Ref,FALSE,195.3,2.23,33.129311,-94.77398,123.42,17.83,67.7,314.4,79.9,80.2,8,5.6,991.7,1,0.04,4,12.6,12.73,315.3,375,32.65,44.47,0.05,4.59,2.79,42.88,1.6,30.31,45.77,17.88,0.13,1.81,1.5,0.61,4.13,60,96.3,59.22,27.34,35.46,37.2,0.31,359.08,111,0.292,2,182.4,-0.999,-0.042,29.39,33.76,26.54,33.75,1.38205983,21.39,106
07346045,Ref,TRUE,959.9,1.71,33.012692,-94.527309,127.71,17.71,69.2,313.6,79.3,80.4,8,5.6,979.7,1,0.049,5.7,6.5,12.98,127.1,398.4,54.93,17.05,0.11,9.84,2.42,16.73,0.32,49.9,32.91,2.97,0.12,3.39,1.55,0.63,4.84,60,96.1,50.43,23.86,29.62,46.52,0.25,362.26,98,0.316,3.2,131.4,-0.661,0.75,31.48,34.62,27.55,34.07,1.39041872,21.09,136
07346140,Ref,TRUE,126,1.96,33.106165,-94.363485,132.58,17.43,69,311.7,81.6,78.5,8,5,964.6,1,0.051,6,5.9,12.66,142.1,418.3,66.99,8.11,0.04,10.39,1.41,7.8,0.31,56.02,24.68,0.3,0.12,4.11,1.56,0.65,5.21,60,96.23,47.21,22.82,27.06,50.12,0.23,364.24,106,0.4,3.4,141.2,-0.779,0.627,32.85,35.95,28.68,35.04,1.396910563,21.07,85
07348800,Ref,FALSE,174.5,1.82,32.783666,-93.187504,140.86,17.39,70,312.3,82.9,94.1,9,6.3,956.6,1,0.082,3.4,4.6,12.15,272.6,503.4,77.21,0.89,0.01,10.7,0.07,0.76,0.13,11.56,73.4,12.61,0.15,1.37,1.43,0.82,3.86,60,90.05,56.74,30.61,34.56,34.82,0.27,392.48,89,0.384,2.8,215.7,-0.812,-0.583,37.94,38.7,30.49,33.73,1.367993696,20.49,86
07351500,Ref,TRUE,169.9,2.08,32.258697,-93.912869,135.63,17.93,70,312.5,79.7,88.7,9,6,983.1,1,0.067,4.8,13.2,12.81,576.7,425.1,61.15,7.2,0.12,11.15,0.28,7.2,0,17.05,34.39,48.29,0.15,0.99,1.49,0.56,4.26,59.54,98.84,66.85,27.9,41.19,30.91,0.39,393.75,83,0.457,1.7,75.9,0.244,0.97,36.69,36.14,29.54,33.24,1.360735608,20.38,70
07352800,Ref,TRUE,245.5,1.45,32.191051,-93.32256,139.76,17.8,70,308.8,84.6,87.9,9,6,973.1,1,0.092,3.8,5.9,12.92,608.9,467.5,49.16,12.26,0.03,20.39,0.93,12.1,0.17,53.27,21.12,25.26,0.16,1.26,1.52,0.54,3.6,60,99.45,65.71,24.46,42.88,32.66,0.33,420.81,66,0.364,0.9,180.4,-1,-0.007,39.34,38.21,29.73,32.5,1.384992093,20.34,66
07354000,Ref,FALSE,56,2.57,31.376231,-93.214641,146.97,18.52,71,313.3,78.4,89.2,9,5.4,995.7,0,0.078,6.3,8.9,12.62,135.9,489.3,61.31,1.69,0.85,25.45,7.85,1.13,0.57,16.75,2.15,66.86,0.15,2.99,1.47,1.14,3.76,51.2,98.59,65.75,33.2,34.86,31.94,0.34,477.95,97,0.5,3.1,22.4,0.925,0.381,41.82,38.54,32.44,34.07,1.298417862,18.96,70
