StnID,CLASS,UsedInFDCStudy,DRAIN_SQKM,BAS_COMPACTNESS,LAT_CENT,LONG_CENT,PPTAVG_BASIN,T_AVG_BASIN,RH_BASIN,FST32F_BASIN,LST32F_BASIN,WD_BASIN,WDMAX_BASIN,WDMIN_BASIN,PET,SNOW_PCT_PRECIP,PRECIP_SEAS_IND,PERDUN,PERHOR,TOPWET,CONTACT,WB5100_ANN_MM,FORESTNLCD06,PLANTNLCD06,BARRENNLCD06,SHRUBNLCD06,GRASSNLCD06,PASTURENLCD06,CROPSNLCD06,HGA,HGB,HGC,HGD,AWCAVE,PERMAVE,BDAVE,OMAVE,WTDEPAVE,ROCKDEPAVE,NO4AVE,NO200AVE,CLAYAVE,SILTAVE,SANDAVE,KFACT_UP,RFACT,ELEV_MEDIAN_M_BASIN,RRMEDIAN,SLOPE_PCT,ASPECT_DEGREES,ASPECT_NORTHNESS,ASPECT_EASTNESS,WATERWETNLCD06,DJF_PPT7100_CM,MAM_PPT7100_CM,JJA_PPT7100_CM,SON_PPT7100_CM,WB5100_MON_PHASE,JUL_JAN_TMP_DIFF_DEGC,ELEV_RANGE_M_BASIN
06329597,Ref,FALSE,393.2,2,47.742805,-103.721389,37.45,5.59,65.1,259.1,137.8,71,9,3.8,615.2,16.3,0.426,0,30.2,12.05,152.2,16,0.45,41.68,0.1,5.66,49.2,0.11,41.57,2.57,57.91,6.81,32.71,0.16,1.92,1.39,0.83,5.34,48,94.06,72.1,25.97,52.07,21.96,0.3,35.26,691,0.446,3.3,356.1,0.998,-0.068,0.59,2.93,9.76,16.77,8.07,3.492472064,32.49,184
06332515,Ref,TRUE,191.5,1.45,47.749084,-102.839039,40.23,5.39,65,253.1,139.8,65.9,9.9,3,607,16.3,0.427,1.1,5.3,11.95,388.1,16,8.34,19.78,0.15,4.1,66.07,0.58,19.2,0.07,31.57,24.46,43.79,0.17,1.23,1.37,1.15,5.99,35.99,98.34,76.35,28.9,49.73,21.37,0.32,41.94,708,0.44,5.3,54.2,0.585,0.811,0.78,2.8,10.34,18.09,9.04,3.492472064,32.52,252
06335000,Ref,FALSE,1527.2,1.08,46.33434,-104.18337,39.75,6.6,59.9,256.3,140.2,66.8,9.4,3.5,613.5,15.9,0.375,0.5,10.8,12.09,730.6,19.3,5.05,12.06,0.05,21.56,57.75,0.07,11.99,3.53,42.78,25.86,27.82,0.14,2.48,1.41,0.53,6,42.44,95.65,57.89,23.88,38.13,37.99,0.32,38.1,987,0.349,3.5,39.5,0.772,0.635,2.67,3.4,12.1,15.55,8.78,3.383940533,29.61,421
06336600,Ref,FALSE,1556.2,1.34,46.857621,-104.121718,37.97,5.83,62.4,259.4,138.5,66.5,9.3,3.3,597.9,16,0.388,0,26.7,12.21,380.2,15.8,0.9,48.28,0.04,5.08,40.87,6.11,42.17,3.15,48.09,26.74,22.02,0.17,1.56,1.35,0.77,5.98,42.23,97.01,77.57,26.78,53.76,19.46,0.34,35.04,869,0.445,3.2,27.9,0.884,0.467,1.37,2.99,11.15,15.34,8.5,3.467161385,30.43,321
06339100,Ref,TRUE,529.1,1.58,47.27573,-103.009695,40.33,5.78,64.2,262.6,134.9,70.5,9.9,3.9,609.3,16.1,0.419,1,2.5,12.28,284.4,16.3,0.68,21.14,0.04,2.42,74.77,3.28,17.86,1.93,37.78,29.23,31.06,0.16,2.36,1.35,1.45,5.94,45.62,98.31,71.65,28.33,45.01,26.66,0.3,41.19,756,0.345,3.4,106.2,-0.28,0.96,0.38,2.88,11.12,17.55,8.79,3.465388285,31.83,281
06339500,Ref,TRUE,3171.5,1.21,47.249068,-102.446952,42.18,5.7,63.6,261.4,135.9,76.1,10.4,4,610,16.1,0.418,0.5,3.6,12.55,416.5,19,1.3,32.46,0.1,1.13,62.06,5.39,27.07,1.57,40.53,21.55,36.3,0.16,2.04,1.35,1.46,5.92,41.13,98.1,73.8,27.97,48.03,24,0.3,44.81,682,0.31,3.4,63.9,0.44,0.898,0.79,3.02,11.74,18.39,8.97,3.380775179,32.4,374
06342450,Ref,FALSE,285.7,1.87,47.027548,-100.743811,45.09,4.68,66.2,263.4,134.9,76.6,10.4,4,588,16.4,0.417,1.2,9.8,12.52,402.2,24.9,0.15,36.81,0,0,57.76,6.79,30.01,4.53,67.15,14.34,10.56,0.17,2.36,1.39,1.08,5.7,49.71,96.44,67.32,23.75,46.87,29.38,0.29,51.68,622,0.626,2.5,218.5,-0.782,-0.623,0.74,3.47,11.49,20.52,9.48,3.516381702,33.75,171
06344600,Ref,TRUE,402.5,1.97,47.080748,-103.182767,40.14,5.5,63.8,263.2,135.9,74.1,10,4,595.2,16.9,0.421,0,3.8,12.68,299.9,16.9,0.11,53.91,0.07,0.78,39.09,17.29,36.62,0.96,37.92,29.94,31.19,0.16,2.08,1.35,1.44,5.93,45.7,98.68,73.38,28.95,45.82,25.23,0.3,40.77,810,0.402,1.6,138.5,-0.749,0.663,2.12,2.9,11.05,17.64,8.59,3.435144198,31.29,117
06345000,Ref,FALSE,938.6,1.27,47.033281,-102.995959,41.19,5.44,63.4,261.1,136.3,74.6,10.4,4,592.6,16.8,0.421,0,3.5,12.43,349.9,18.1,0.21,60.54,0.04,0.59,33.15,11.87,48.67,0.78,42.8,26.15,30.27,0.16,2.08,1.35,1.47,5.94,44.02,98.24,73.07,28.12,46.8,25.08,0.3,42.62,792,0.491,1.8,129.7,-0.639,0.77,1.26,2.95,11.41,18.06,8.77,3.377302275,31.45,173
06347000,Ref,FALSE,617.2,1.35,46.450218,-101.782547,44.13,5.35,63.7,260.6,136.9,68.4,10.4,3.3,594.9,16.5,0.414,0.8,4,12.88,511.3,21.7,0.37,62.45,0.16,0.04,31.64,15.67,46.78,4.07,51.17,26.21,18.49,0.16,3.18,1.36,1.44,5.83,39.69,97.78,63.02,23.19,41.97,34.84,0.27,48.06,704,0.43,1.9,27.5,0.887,0.462,1.01,3.1,13.26,18.92,8.87,3.32154349,32.44,249
06347500,Ref,FALSE,1134.8,1.51,46.84483,-101.694885,44.41,5.51,63.9,262,137,73.9,10,4,607.9,16.2,0.41,0.4,4.7,12.39,224.8,20.9,0.94,36.68,0.14,0.34,56.38,3.5,33.17,3.6,39.66,15.09,41.65,0.16,2.3,1.35,1.41,5.97,37.22,96.73,72.59,26.56,49.68,23.77,0.31,49.03,663,0.444,3.7,111.2,-0.362,0.932,1.8,3.36,12.34,19.59,9.12,3.401585019,32.86,205
06350000,Ref,TRUE,1501,1.3,46.505653,-102.934125,41.08,5.77,63.3,259.9,135.4,70.5,10,3.6,598.4,16.1,0.424,0.9,19.2,12.94,724.7,19.3,0.18,69.97,0.02,0.51,24.53,10.13,59.83,1.23,42.49,28.33,27.95,0.16,2.01,1.36,1.33,5.93,41.86,98.45,72.89,28.37,46.23,25.4,0.29,43.62,823,0.262,1.9,79.1,0.188,0.982,1.07,2.93,12.03,17.64,8.47,3.328860609,31.1,305
06351000,Ref,FALSE,2970.4,1.18,46.475506,-102.650956,41.62,5.63,63.1,259.6,135.4,70.7,10,3.6,597.4,16.4,0.422,0.8,13.6,12.97,667.7,19.8,0.15,71.81,0.03,0.3,23,14.92,56.89,1.39,45.28,28.32,25,0.16,2.26,1.36,1.33,5.9,41.69,98.2,70.53,27.15,45.24,27.61,0.29,44.76,795,0.301,1.9,82.8,0.126,0.992,0.93,2.94,12.51,17.74,8.41,3.310836917,31.44,362
06351200,Ref,TRUE,4225.1,0.86,46.4125,-102.362204,42.1,5.64,63.3,259.7,135.7,69.3,10,3.5,599.8,16.2,0.421,0.7,11.2,12.78,569.5,19.8,0.26,61.97,0.07,0.24,32.73,13.53,48.44,1.46,46.46,28.11,23.96,0.16,2.34,1.36,1.39,5.89,40.97,98.15,69.51,26.53,44.94,28.53,0.29,45.72,768,0.415,2.3,81.7,0.144,0.99,1.19,2.94,12.73,17.93,8.48,3.323955518,31.76,479
06352000,Ref,TRUE,1441.8,1.35,46.285871,-102.950399,41,5.84,63.1,259.5,135.6,66.8,9.2,3.7,599,14.9,0.418,0.7,15,12.93,575.1,18.6,0.1,72,0.06,0.48,22.68,12.76,59.24,1.11,48.15,27.03,23.72,0.16,2.36,1.36,1.38,5.95,41.51,98.03,69.71,26.64,45.12,28.24,0.29,42.54,845,0.292,1.7,88.3,0.03,1,1.2,2.87,12.46,17.11,8.55,3.36730885,30.88,305
06353000,Ref,TRUE,4526.5,0.99,46.143035,-102.326996,41.98,5.98,63.2,259.9,135.2,65.8,9.4,3.5,609.4,15.3,0.418,0.5,10.5,12.72,554.4,19.2,0.15,54.16,0.05,0.19,41.42,15.34,38.81,1.43,47.09,26.82,24.64,0.16,2.53,1.36,1.4,5.94,40.92,97.78,68.68,26.18,44.71,29.12,0.29,45.52,777,0.411,2.2,82.6,0.129,0.992,1.02,2.94,12.96,17.62,8.44,3.342130347,31.6,482
06354000,Ref,TRUE,10598.2,1.06,46.280124,-102.144741,42.19,5.81,63.4,260.1,135.8,66.9,9.6,3.4,606.7,15.7,0.419,0.6,10.1,12.67,518.4,19.4,0.26,51.47,0.07,0.2,43.87,12.61,38.86,1.78,46.97,26.54,24.7,0.16,2.54,1.36,1.41,5.9,40.86,97.92,68.31,25.94,44.45,29.61,0.29,46.31,756,0.443,2.4,81.1,0.155,0.988,1.16,2.95,12.84,17.91,8.48,3.350065827,31.94,548
06354500,Ref,FALSE,1906.8,1.21,46.255639,-99.830854,45.46,4.88,64.7,258.9,139.7,71.6,9.4,3.4,593.8,15.2,0.43,0.9,4.3,13.07,633.4,24.7,0.06,35.79,0.03,0.94,57.37,9.28,26.5,4.15,68.28,11.81,13.44,0.16,2.85,1.39,1.26,5.78,48.18,95.9,63.71,23.57,43.85,32.58,0.28,60.1,616,0.566,2,257.7,-0.214,-0.977,2.08,3.11,12.38,20.61,9.37,3.474041289,34,173
06356000,Ref,TRUE,367.5,1.8,45.568974,-103.693081,38.94,6.76,60.1,257.3,138.2,63.9,9,3.1,618.1,14.6,0.416,1,0.6,12.64,175.2,16.6,0.13,1.65,0.15,3.16,93.6,1.29,0.35,10.31,31.79,2.64,55.27,0.13,3.8,1.41,0.58,5.93,32.1,97.24,49.03,17.21,33.85,48.94,0.25,39.43,931,0.304,3,96.7,-0.117,0.993,0.79,2.79,12.86,15.58,7.7,3.294579566,30.07,207
06359000,Ref,FALSE,4077.6,1.59,45.179665,-103.325336,39.95,6.77,60.3,259.4,134.4,65.4,9,3.5,622.4,15.4,0.414,0.6,11.8,12.37,1937.9,17.1,0.46,2.73,0.16,3.24,92.18,1.93,0.8,3.55,27.82,1,67.62,0.12,2.11,1.38,0.96,5.87,34.77,97.13,61.71,30.99,33.83,35.18,0.28,41.71,908,0.345,2.9,114.4,-0.412,0.911,0.88,2.95,13.33,16.16,7.53,3.269107957,29.99,481
06360500,Ref,TRUE,12655,0.99,45.236507,-102.380138,42.41,6.81,61.5,261.3,133.6,64.9,9,3.3,633.8,15.3,0.413,0.3,14.4,12.45,997.3,20,0.52,12.68,0.21,1.33,82.91,4.46,8.22,2.65,36.92,7.3,53.13,0.14,2.06,1.36,1.12,5.88,35.44,97.49,67.08,29.04,40.62,30.34,0.29,45.6,791,0.397,2.9,101.6,-0.2,0.98,1.44,3.04,14.29,17.11,7.96,3.275551288,31.09,716
06392900,Ref,TRUE,26.4,2.06,44.057981,-104.005092,67.63,2.46,59,238.9,179.3,104.8,13.9,6,430.4,34.5,0.21,1,6,11.46,73.7,224.7,86.28,0,0,3.04,10.59,0,0,0,6,89,5,0.14,1.01,1.41,0.42,5.94,51.88,85.97,65.43,32.35,50,17.65,0.36,95.51,2040,0.652,10.7,252.5,-0.3,-0.954,0.1,10.88,21.37,21.89,13.49,3.227418277,24.25,302
06402430,Ref,TRUE,118.3,1.61,43.645626,-103.570802,52.82,7.04,57,257.4,148.9,78.7,10.9,4,566.2,15.6,0.422,0.4,9.1,11.63,88.4,41.7,75.87,2.25,0.02,8.97,10.06,2.25,0,0.44,75.54,3.02,21,0.1,1.8,1.44,0.69,5.94,46.65,62.34,36.77,17.68,50.36,31.96,0.24,52.81,1574,0.52,13.1,169.1,-0.982,0.189,0.25,3.86,17.59,21.9,9.41,3.307506775,24.78,604
06404000,Ref,TRUE,151.8,2.48,43.880668,-103.445834,57.5,7.64,56.6,263.3,138.9,80,11.8,3.2,594.5,13.3,0.43,1,8,10.81,78.5,52.6,91.01,0.02,0.02,4.16,1.9,0.02,0,0.02,73.12,4.27,22.6,0.1,1.61,1.45,0.95,5.94,43.92,61.62,37.17,17.03,52.45,30.51,0.23,55.16,1512,0.353,16.9,96.5,-0.114,0.993,0.07,3.94,20.27,23.09,10.17,3.246799261,24.44,1004
06406000,Ref,TRUE,436.3,2.39,43.847719,-103.383998,53.53,7.87,57.9,263.4,137.4,76.4,11,3.4,608.7,13,0.432,0.7,6.8,11.31,353.4,37.8,65.81,0.53,0.02,12.07,18.99,0.36,0.17,1.21,66.1,10.43,22.26,0.11,1.74,1.44,0.75,5.95,47.03,70.32,46.37,19.93,52.26,27.81,0.25,51.51,1379,0.324,13.9,106.1,-0.278,0.961,0.35,3.58,18.88,21.64,9.52,3.278844049,24.92,1159
06408700,Ref,TRUE,20.8,2.69,44.124788,-103.895226,64.95,2.72,59.5,240.3,177.4,104.9,12.9,6,431,34.2,0.285,0,6,11.35,59.3,230.2,94.9,0.11,0,0.58,4.41,0.11,0,0,6,89,5,0.14,1.01,1.41,0.42,5.94,51.88,85.97,65.43,32.35,50,17.65,0.36,86.24,2025,0.581,13.2,112.9,-0.39,0.921,0,8.48,20.65,23.44,12.24,3.234126495,23.79,356
06409000,Ref,TRUE,205.3,1.82,44.015078,-103.878709,63.04,2.77,56.9,240,176.9,97.5,12.4,5.2,435.2,30.2,0.302,0.9,5.9,10.88,100.6,194.7,90.25,0.04,0.02,2.12,7.56,0.04,0,0,17.08,73.76,9.16,0.13,1.06,1.43,0.63,5.94,49.39,81.42,60.65,29.31,51.44,19.25,0.33,80.04,2042,0.629,12.1,148.6,-0.853,0.521,0.01,7.93,20.13,23.12,11.8,3.221637808,23.89,377
06422500,Ref,TRUE,243.9,2.26,44.198077,-103.597411,57.95,5.46,57.3,253.2,154.6,93.9,11.7,5.1,512.3,20.5,0.401,0.3,6.4,11.28,90.5,107.7,92.12,0.02,0.02,1.4,5.6,0.02,0,1.65,54.06,19.94,24.35,0.11,1.51,1.48,1.16,5.94,44.02,67.63,45.66,19.71,55.56,24.73,0.23,65.26,1632,0.425,10.7,92,-0.036,0.999,0.15,4.68,19.9,22.94,10.32,3.139516576,23.98,725
06424000,Ref,TRUE,56.5,1.59,44.271729,-103.692264,66.48,5.78,56.4,257,151.3,105,12,6.2,528.4,25,0.315,0.3,5.6,10.95,106.6,163.1,90.51,0.02,0.02,1.65,7.37,0.02,0,2.72,49.59,24.41,23.28,0.11,1.68,1.47,0.96,5.94,46.98,70.63,48.39,21.39,54.48,24.14,0.25,78.18,1715,0.406,10.3,61.3,0.481,0.877,0.08,7.66,23.27,23.19,12.3,3.000892617,23.97,562
06429500,Ref,TRUE,57.8,2.37,44.15005,-104.011997,67.43,2.63,60,240.3,177.7,106.8,13.2,6,432.9,35,0.21,0.3,6,11.1,106.3,225.7,88.25,0,0,0.99,9.46,0,0,0,6,89,5,0.14,1.01,1.41,0.42,5.94,51.88,85.97,65.43,32.35,50,17.65,0.36,91.69,2029,0.554,10.1,262.1,-0.137,-0.991,0.35,10.71,21.31,21.75,13.56,3.213422842,24.13,325
06430532,Ref,TRUE,105.6,0.94,44.4698,-104.011438,60.05,6.91,58.8,263,141.3,92.5,11.2,5.4,577.8,21.9,0.286,0.4,4.6,11.36,102.1,131,54.52,1.12,0.03,22.41,19.12,0.41,0.71,2.77,53.57,18.84,24.83,0.14,1.92,1.41,0.55,5.95,49.45,81.28,62.05,22.83,56.81,20.36,0.3,59.65,1327,0.304,10.9,5,0.996,0.088,1.84,7.73,20.69,19.45,12.12,2.949093964,25.79,995
06430850,Ref,TRUE,71.8,1.54,44.303357,-103.993631,69.24,5.07,54.8,255.7,155.7,103.3,12,6,502.3,29.5,0.286,0.8,3.5,10.79,50.6,220,93.33,0.06,0.03,1.43,5.11,0.06,0,3.81,31.88,47.14,17.18,0.13,1.79,1.45,0.51,5.94,52.98,79.18,56.92,26.75,51.63,21.62,0.3,78.03,1874,0.632,12.1,26.1,0.898,0.44,0.04,8.76,23.9,23.4,13.17,3.016275829,24.37,544
06431500,Ref,TRUE,427.1,1.59,44.306606,-103.921358,68.34,5.2,56.5,255.5,155.2,105,12.2,6.1,510.2,28.8,0.287,0.5,4.6,10.87,65.1,217.3,91.08,0.22,0.55,1.9,4.5,0.06,0.16,2.81,26.42,55.21,15.56,0.13,1.62,1.44,0.5,5.94,52.08,80.19,58.59,27.7,51.58,20.71,0.31,78.42,1848,0.692,15.9,18,0.951,0.308,0.13,8.62,23.68,22.94,12.93,3.004544543,24.32,1056
06436700,Ref,FALSE,810.4,1.83,45.004122,-103.906285,38.15,7.17,60.1,260.5,136.7,70.8,9.3,4,628.6,14.3,0.403,0.1,37.4,12.36,7393.5,16.5,0.01,0.44,0.18,19.04,79.48,0.12,0.32,0,2.42,3.41,94.17,0.1,0.24,1.32,1.46,5.83,34.55,95.89,81.35,55.82,31.24,12.94,0.36,38.76,985,0.418,2.3,134.7,-0.703,0.711,0.33,2.96,12.69,15.11,7.4,3.308558299,29.27,256
06440200,Ref,TRUE,649.2,1.48,43.868584,-101.955591,45,8.86,60.4,269.1,131.5,63.8,9,3,696.9,10.7,0.409,0,25.9,13,1379.1,20,0.15,6.28,6.08,0.06,84.39,0.03,6.25,0.38,18.16,28.4,53.05,0.14,0.89,1.3,0.73,5.99,39.44,97.21,78.87,37.18,45.26,17.56,0.33,52.84,781,0.32,2,60.1,0.499,0.867,1.1,3.13,15.73,17.74,8.36,3.340692612,29.73,300
06441500,Ref,TRUE,8152.5,1.24,44.114853,-101.256209,45.79,8.49,61.3,269.1,131.6,65.1,8.5,3.1,693.2,12.4,0.408,0,33.7,12.36,2383.9,20.4,0.1,14.27,0.58,0.06,81.27,0.22,14.04,0.23,4.39,11.44,83.94,0.12,0.42,1.23,1,5.92,36.29,98.03,85.6,51.34,37.56,11.1,0.36,54.28,670,0.429,3.3,105.2,-0.261,0.965,1.75,3.18,15.96,18.06,8.46,3.259916408,30.92,552
06444000,Ref,TRUE,667.8,2.03,42.630339,-103.611118,44.12,7.75,57.7,261.1,143.5,69.5,9.9,3.1,612,15.7,0.396,0.1,1,11.48,82.8,22.1,11.03,1.9,0,0.43,84.7,0.01,1.9,5.07,65.52,0.45,28.95,0.15,4.66,1.47,0.77,5.99,46.54,95.7,47.82,10.72,41.57,47.71,0.24,41.18,1379,0.674,7.2,64.3,0.433,0.901,0.75,3.35,16.22,16.27,8.52,3.237924898,26.77,390
06445980,Ref,TRUE,973.8,1.74,42.949072,-102.540484,46.77,8.24,59,262.9,135.9,67.5,9.2,3.4,644.4,12.3,0.409,0.1,33.1,12.09,429.4,21.5,19.55,5.38,0,0.06,71.31,0.54,4.84,3.89,49.01,0.88,46.22,0.18,1.87,1.34,0.86,5.99,33.98,93.37,67.86,16.82,58.33,24.85,0.31,51.54,1099,0.558,5.7,343,0.956,-0.292,1.97,3.27,15.89,18.67,8.91,3.264425121,27.93,330
06446500,Ref,TRUE,10623.4,1.1,43.141297,-102.736784,45.29,8.51,59.2,264,134.9,67.4,9.3,3.3,661.4,12.2,0.405,0.1,23.6,12.63,3069.4,20.7,8.07,4.3,6.38,0.63,77.51,0.35,3.95,3.14,40.8,4.48,51.58,0.15,1.84,1.32,0.77,5.99,36.32,96.14,71.19,27.88,47.68,24.44,0.34,47.89,1011,0.386,4.7,39.8,0.769,0.64,1.77,3.19,15.76,17.63,8.68,3.253823474,28.3,806
06446700,Ref,FALSE,1095.5,1.35,43.333824,-101.758712,47.65,8.65,61,267.2,132.7,66.1,9,3.3,672.5,11.1,0.417,0,30.3,12.27,449,24.3,4.18,14.01,0.53,0.02,77.31,1.4,12.61,3.28,48.34,1.99,46.39,0.17,1.96,1.33,0.81,5.89,34.24,92.93,65.68,18.91,54.04,27.04,0.32,55.54,918,0.491,3.9,49.4,0.651,0.759,2.12,3.06,16.75,18.88,8.94,3.27486422,28.77,322
06447000,Ref,TRUE,12849.7,0.97,43.202741,-102.566129,45.56,8.59,59.5,264.9,134.2,67,9.3,3.3,666.3,12,0.407,0,23.3,12.55,2615.1,21,7.2,5.32,6.84,0.53,76.96,0.48,4.84,3.15,41.11,4.36,51.38,0.16,1.88,1.32,0.76,5.98,35.87,96.03,70.9,27.37,48.01,24.62,0.34,49.11,981,0.39,4.6,40.5,0.76,0.649,1.77,3.16,15.88,17.79,8.7,3.262375118,28.46,860
06447230,Ref,TRUE,709.6,1.32,43.498516,-101.224971,48.53,8.89,61.7,268.8,132,67.3,9,3.3,689.5,11.4,0.418,0,17.8,12.44,579.1,23.8,1.42,8.1,4.92,0,81.32,1.59,6.5,4.35,37.69,13.32,44.63,0.15,2.38,1.33,0.87,5.94,32.92,97.19,67.02,27.27,45.41,27.32,0.33,57.91,784,0.411,3.3,25.5,0.903,0.431,2.11,3.13,17.02,19.32,9.05,3.275433052,29.43,387
06447450,Ref,TRUE,16086.4,0.85,43.284877,-102.296963,46.03,8.66,59.9,265.9,133.4,66.9,9.2,3.3,672.6,11.9,0.409,0,22.7,12.47,2240.3,21.5,6.06,5.79,6.09,0.43,78.24,0.6,5.2,3.43,38.25,4.81,53.51,0.15,1.88,1.32,0.78,5.97,35.29,96.17,71.13,28.8,46.99,24.21,0.34,50.76,930,0.402,4.4,38.4,0.784,0.621,1.98,3.15,16.06,18.04,8.75,3.267624582,28.74,964
06447500,Ref,TRUE,826.6,0.69,43.102148,-101.997322,47.85,8.22,60.3,266.3,134.6,65.8,9.2,3,650.1,11.6,0.419,0.3,25.3,13.3,429.4,22.1,0.19,32.27,0,0.01,57.99,1.69,30.59,31.45,48.2,1.4,18.95,0.14,5.49,1.46,0.64,5.52,49.89,97.86,53.29,14.9,41.65,43.45,0.26,54.54,1037,0.393,1.9,107.2,-0.296,0.955,6.28,3.16,16.51,19.2,8.99,3.303180698,28.33,272
06450500,Ref,TRUE,4111.3,0.57,43.217801,-101.28615,49.48,8.46,61.2,266.6,134,67.2,9,3.3,667.5,11.8,0.416,0.5,16.6,12.65,316.3,24.7,3.1,12.06,0.24,0.01,77.37,0.83,11.23,34.33,32.36,4.4,28.92,0.13,6.38,1.49,0.66,5.65,45.72,98.18,46.99,17.28,32.63,50.09,0.25,59.16,906,0.521,3.2,51.5,0.622,0.783,5.53,3.23,17.17,19.7,9.37,3.271267814,28.91,618
06452000,Ref,TRUE,25791,0.74,43.342619,-101.674153,48.01,8.7,60.8,267.2,132.6,67,9.2,3.3,680.5,12,0.408,0.1,24.9,12.46,1848.8,23.9,4.39,11.31,3.85,0.27,75.8,1.15,10.16,8.25,31.56,5.17,55.03,0.14,2.43,1.33,0.78,5.9,38.77,96.95,69.84,30.84,43.09,26.08,0.33,55.3,865,0.411,4,41.8,0.746,0.666,2.68,3.24,16.67,18.86,9.24,3.248451157,29.27,1088
06467600,Ref,TRUE,599.4,1.52,47.466168,-99.875189,43.93,4.14,65.8,258.6,137.6,66.3,9.4,3,579.5,17.9,0.43,0.4,20.3,13.29,1274.8,20.3,0.12,53.46,0,0,28.05,5.08,48.39,2.48,75.53,8.95,4.55,0.17,1.21,1.42,1.12,4.91,59.83,96.03,68.69,24.76,48.89,26.35,0.28,55.37,568,0.387,1.4,29.9,0.867,0.498,14.67,3.29,10.67,20.52,9.42,3.514408083,34.58,199
06468170,Ref,TRUE,2809.1,0.81,47.587641,-99.593779,44.87,4.4,65.9,260.9,136.1,67.3,9.6,3.1,592.2,17.5,0.429,0.3,16.7,13.7,983.1,21.6,0.22,73.91,0.01,0,13.18,15.04,58.86,3.25,78.45,4.5,4.62,0.16,2.07,1.45,1.47,4.89,59.92,95.47,64.2,18.26,50.28,31.46,0.28,56.77,490,0.172,0.8,43.3,0.727,0.686,8.36,3.43,10.63,21.14,9.67,3.517092742,34.85,256
06468250,Ref,TRUE,3242.6,0.69,47.588101,-99.490726,45.36,4.35,66,260.9,136.2,68.4,9.7,3.3,591.1,17.5,0.428,0.3,15.3,13.66,909.4,22.1,0.25,73.76,0.01,0,12.84,17.79,55.96,5.39,75.89,4.62,4.77,0.16,2.44,1.46,1.43,4.87,59.93,95.44,62.47,17.9,48.77,33.33,0.27,57.43,488,0.186,0.8,44.8,0.709,0.705,8.93,3.48,10.7,21.39,9.79,3.526114477,34.9,263
06470800,Ref,TRUE,1071.1,0.76,46.530583,-98.156785,51.43,5.23,67,263.8,135.7,69.7,8.8,3.4,613.4,15.8,0.398,1.8,11.4,13.92,2307.1,33.3,0.39,80.75,0,0.01,5.31,20.84,59.92,2.67,67.48,20.36,1.77,0.16,1.65,1.42,0.95,4.57,60,94.81,66.45,24.29,48.09,27.62,0.28,71.22,432,0.545,0.4,135.7,-0.716,0.698,9.4,3.76,13.51,22.55,11.62,3.433505445,34.71,66
06471200,Ref,TRUE,1869.3,0.93,46.23064,-98.773586,50.15,5.23,66.6,263.2,136.5,70.9,9.6,3.2,608.9,15.9,0.393,2.9,8,14.03,2057.2,34.9,0.49,65.36,0.03,1.75,19.29,20.71,44.66,1.71,70.65,13.85,7.2,0.16,1.41,1.42,1.05,5,59.7,95.53,68.84,26.27,47.86,25.86,0.29,68.38,507,0.336,0.9,87.6,0.043,0.999,9.12,3.55,14.06,21.36,11.18,3.332339838,34.12,268
06473500,Ref,FALSE,4398.4,1.16,45.258258,-99.250343,49.83,6.34,65.5,264.7,135.4,64.7,8.2,3.5,636,14.4,0.396,0.4,30.5,13.86,1741.5,29.1,0.25,51.02,0.05,0.23,40.88,13.89,37.13,1.11,74.76,10.6,5.46,0.17,1.09,1.42,1.27,5.23,59.93,96.61,71.07,27.27,47.21,25.53,0.3,66.79,534,0.498,0.6,94,-0.07,0.998,3.97,3.39,15.17,20.97,10.3,3.220695902,33.56,265
06473700,Ref,FALSE,6828.4,1.06,45.728701,-99.340754,50.4,6.3,65.9,264.9,135.2,66.5,8.4,3.6,637,14.5,0.397,0.5,26.7,13.93,2037.5,29.8,0.25,59.18,0.07,0.28,31.96,23.15,36.03,0.92,65.81,14.1,11.89,0.17,1.07,1.4,1.24,5.11,59.95,96.63,71.96,27.48,47.83,24.69,0.3,68.59,491,0.382,0.6,100.2,-0.176,0.984,4.68,3.42,15.25,21.31,10.41,3.224394757,33.73,285
06474000,Ref,FALSE,3199,1.48,44.772641,-98.798803,51.06,7.08,65.3,268.4,132.8,64.3,8.1,3.2,661.1,14.1,0.385,0.1,41,13.53,1766,30.9,0.09,48.6,0.05,0,46.21,13.98,34.63,0.12,65.21,5.28,26.39,0.17,1.01,1.42,0.92,5.06,59.67,96.87,72.38,30.43,44.93,24.64,0.3,68.64,498,0.385,0.4,67.1,0.388,0.921,1.81,3.53,16.47,20.4,10.64,3.178277881,33.35,260
06474300,Ref,FALSE,516.5,1.08,44.918989,-98.988771,51.23,6.53,65.9,266.4,134.6,65.8,8,3.2,646.2,14.2,0.391,0,40.7,13.55,1126.3,31,0.17,66.58,0.11,0,25.96,28.4,38.18,0,78.76,2.38,12.93,0.18,0.93,1.4,0.9,5.01,60,97,72.68,28.82,46.73,24.45,0.29,71.32,447,0.214,0.6,85,0.087,0.996,3.3,3.4,16.13,20.98,10.7,3.21209233,33.66,210
