StnID,CLASS,UsedInFDCStudy,DRAIN_SQKM,BAS_COMPACTNESS,LAT_CENT,LONG_CENT,PPTAVG_BASIN,T_AVG_BASIN,RH_BASIN,FST32F_BASIN,LST32F_BASIN,WD_BASIN,WDMAX_BASIN,WDMIN_BASIN,PET,SNOW_PCT_PRECIP,PRECIP_SEAS_IND,PERDUN,PERHOR,TOPWET,CONTACT,WB5100_ANN_MM,FORESTNLCD06,PLANTNLCD06,BARRENNLCD06,SHRUBNLCD06,GRASSNLCD06,PASTURENLCD06,CROPSNLCD06,HGA,HGB,HGAD,HGC,HGD,HGCD,AWCAVE,PERMAVE,BDAVE,OMAVE,WTDEPAVE,ROCKDEPAVE,NO4AVE,NO200AVE,CLAYAVE,SILTAVE,SANDAVE,KFACT_UP,RFACT,ELEV_MEDIAN_M_BASIN,RRMEDIAN,SLOPE_PCT,ASPECT_DEGREES,ASPECT_NORTHNESS,ASPECT_EASTNESS,WATERWETNLCD06,DJF_PPT7100_CM,MAM_PPT7100_CM,JJA_PPT7100_CM,SON_PPT7100_CM,WB5100_MON_PHASE,JUL_JAN_TMP_DIFF_DEGC,ELEV_RANGE_M_BASIN
01174000,Ref,FALSE,9.2,3.39,42.495679,-72.346513,132.08,7.34,65,266.1,138.7,128.2,12.1,9.1,586.8,31,0.031,4,0,9.75,52,706,84.52,5.95,0,0,0,5.95,0,6,27,0,35,27,5,0.11,5.5,1.41,1.45,3.28,54.95,77.67,30.84,4.99,39.3,55.71,0.2,124.7,317,0.538,8.5,121.5,-0.523,0.852,1.31,29.68,33.28,34.64,33.75,2.694584343,26.24,173
01174565,Ref,TRUE,33,2.01,42.497739,-72.385964,128.97,7.18,65.2,265.3,139.6,125.2,12,9,580.2,30.7,0.034,3.2,0,11.35,38.2,692,92.44,1.04,0,0.07,0,1.04,0,6,27,0,35,27,5,0.11,5.5,1.41,1.45,3.28,54.95,77.67,30.84,4.99,39.3,55.71,0.2,125.06,294,0.563,9.2,198.7,-0.947,-0.321,1.73,28.83,32.65,34.07,33.15,2.724180494,26.32,229
01174600,Ref,TRUE,1.6,2.51,42.364277,-72.393271,124.52,7.94,64.9,266.8,138.2,117.7,11,8,601.5,29,0.045,3,0,9.61,55,603,72.52,0.67,0,1.17,0.89,0.67,0,6,27,0,35,27,5,0.11,5.5,1.41,1.45,3.28,54.95,77.67,30.84,4.99,39.3,55.71,0.2,124.08,313,0.595,4.9,113.1,-0.393,0.92,15.99,27.19,31.46,33.16,32.21,2.436207539,26.11,79
01174900,Ref,TRUE,7.1,2.3,42.350071,-72.385337,124.28,8.01,64.7,267.4,137.3,117.7,11,8,605.3,28.8,0.044,3,0,9.71,103.7,590.1,87.89,0.48,0,1.75,0.08,0.48,0,6,27,0,35,27,5,0.11,5.5,1.41,1.45,3.28,54.95,77.67,30.84,4.99,39.3,55.71,0.2,125.44,281,0.644,7.4,87.6,0.041,0.999,6.17,27.24,31.25,33.11,32.01,2.39734582,26.16,180
01176780,Ref,FALSE,35.4,2.47,42.129468,-72.37186,121.28,8.81,65.5,274.5,128.5,114.7,11,8,639.5,26.8,0.036,3,0.7,10.47,83.9,571.6,75.03,2.89,0,1.29,0.03,2.88,0.01,8.67,23,0,37.96,24.7,5.67,0.12,5.38,1.4,1.32,3.21,55.08,77.96,31.69,5.07,39.88,55.05,0.2,134.82,174,0.404,7,295.5,0.43,-0.903,12.9,27.12,30.74,31.96,31.52,2.134867028,25.91,235
01180000,Ref,FALSE,3.6,1.98,42.306606,-72.880357,130.41,7.5,65,263.4,136.4,113.1,11,8,596.7,31.9,0.017,3,2,9.12,102.2,660.1,86.95,3.74,0,0.37,0,3.74,0,0.3,6.9,0,71.83,9.5,11.47,0.13,1.9,1.45,1.68,3.05,51.5,82.66,42.72,6.26,50.59,43.14,0.2,129.13,332,0.686,12.5,138,-0.743,0.669,4.46,29.78,34.55,33.06,33.26,2.666249219,26.27,207
01181000,Ref,TRUE,243.5,1.57,42.304896,-73.032613,143.51,7.33,65.8,257.6,147.4,116,11,7.9,596.7,31.8,0.038,2.8,2.7,10.99,58.4,718.1,87.99,1.8,0.02,0.99,0.02,1.71,0.09,1.79,8.71,0.01,64.59,7.68,17.22,0.13,2.44,1.43,1.7,3.88,45.68,83,43.93,6.04,52.66,41.31,0.2,148.81,447,0.585,11.2,96.3,-0.11,0.994,4.35,31.57,37.99,37.79,36.27,2.841073812,26.11,561
01187300,Ref,TRUE,53.9,2.08,42.079913,-72.975729,134.81,7.14,66.6,267.8,140.6,118.4,11,8.9,581.9,31.9,0.014,3,3.6,10.84,81,739.5,89.06,0.78,0.01,0.4,0.12,0.71,0.07,0.93,26.57,0.74,45.01,7.06,19.69,0.13,2.75,1.43,1.81,4.05,44.38,81.47,42.32,6.05,51.01,42.94,0.21,148.42,394,0.674,7,113.5,-0.398,0.917,6.77,31.38,34.78,33.5,35.1,2.810759044,26,325
01187400,Ref,FALSE,19.1,1.96,42.070782,-72.914872,132.83,7.54,66.2,270,137.5,115.8,11,8.3,592.5,30.7,0.013,3,2,11.44,61.7,702,91.7,2.33,0.02,0.84,0.32,2.12,0.21,1.66,39.19,1.02,21.65,8.95,27.53,0.13,3.44,1.37,1.48,4.75,38.25,79.9,41.8,5.96,50.99,43.05,0.22,144.52,349,0.652,12.6,168.9,-0.981,0.192,2.42,31.14,34.14,32.56,34.99,2.645010014,26.01,282
01187800,Ref,FALSE,61.6,1.38,41.839153,-73.023468,136.42,8.18,66.3,279,131.3,111.1,10.9,8,610.2,28.1,0.026,2.4,2,11.25,23.9,688.5,77.29,9.37,0.26,0.6,0.01,8.77,0.61,6.04,40.51,3.47,43.28,0,6.33,0.13,4.57,1.4,3.12,3.73,55.11,78,36.73,5.96,44.93,49.11,0.21,144.95,258,0.507,8.2,91.1,-0.019,1,4.72,30.98,34.92,35.09,35.43,2.336296494,25.83,205
01188000,Ref,TRUE,10.6,2.41,41.774715,-72.991098,135.68,8.24,66,280.4,131.6,113.1,11,8,612.1,27.9,0.029,3,0.6,10.43,34,717.7,64.04,17.65,0.35,1.15,0.43,16.27,1.38,18.78,26.49,3.99,47.65,0,1.93,0.12,6.12,1.37,3.25,3.56,58.08,77.06,33.26,5.45,41.68,52.87,0.22,149.46,277,0.372,4.2,36.3,0.806,0.592,6.81,30.49,34.71,34.88,35.39,2.295364195,25.8,121
01193500,Ref,TRUE,271.3,1.69,41.625994,-72.411912,130.37,9.04,66,275,128.6,110.7,11,8,635.6,25.2,0.018,4,2.3,12.54,34.5,625.4,64.28,6.84,0.2,2.18,0.2,6.47,0.37,2.77,43.56,3.36,42.8,0,7.35,0.13,4.15,1.4,3.1,3.75,54.43,78.27,37.66,6.1,45.78,48.12,0.21,143.16,148,0.506,6,177,-0.999,0.053,14.93,30.81,33.29,32.2,34.48,1.801015021,25.15,253
01194000,Ref,FALSE,52.3,2.25,41.492921,-72.342421,131.5,9.48,66,280.9,125.1,111.8,11,8,645.7,24.9,0.024,3.9,2.1,11.32,33.5,642.6,77.51,3.72,0.05,0.99,0.17,3.47,0.25,1.93,51.91,3.13,31.42,1.25,10.26,0.13,4.36,1.41,2.91,4.2,51.46,77.85,37.56,6.09,45.89,48.02,0.21,156.5,127,0.624,6,144.4,-0.813,0.582,11.26,31.8,33.71,31.49,34.29,1.714440385,24.92,181
01194500,Ref,TRUE,58.1,1.32,41.479022,-72.284817,130.85,9.52,66,281.3,124.1,111.9,11,8,647.2,25,0.025,3.9,2,11.66,37.7,656.2,70.45,8,0.17,1.06,0.35,7.81,0.19,4.59,50.18,3.19,31.39,1,9.37,0.12,4.75,1.41,2.88,4.19,52.22,77.61,36.73,5.94,45.15,48.91,0.21,154.67,112,0.514,5.1,186.3,-0.994,-0.109,11.9,31.88,33.69,31.42,34.04,1.727576346,24.84,175
01195100,Ref,TRUE,14.8,1.49,41.331954,-72.548459,127.65,9.95,66,286,121.8,108.6,10.9,8,657.6,23.8,0.015,4,1,11.67,39,606.4,75.79,3.03,0.02,2.67,0.53,3.03,0,0.55,41.9,3.39,46.86,0,7.28,0.13,3.67,1.4,3.23,3.61,54.53,78.65,38.53,6.27,46.48,47.25,0.21,161.29,69,0.432,4.1,145,-0.819,0.573,5.94,30.74,33.26,30.97,32.78,1.625468813,24.22,132
01195200,Ref,FALSE,18.8,0.94,41.320079,-72.632927,126.36,10.23,66.6,288.4,117.9,107.3,10.4,8,672.3,22.3,0.012,4,1,11.48,42,574.4,64.67,1.62,0.04,1.78,0.89,1.62,0,13.12,49.38,3.28,25.41,0.38,7.6,0.12,6.26,1.4,2.6,4.38,53.73,76.55,33.77,5.4,42.62,51.98,0.21,158.04,47,0.358,2.8,194.1,-0.97,-0.243,8.17,30.17,33.08,30.62,32.45,1.573717083,24.26,123
01198000,Ref,FALSE,132.2,1.8,42.260383,-73.441322,121.31,7.39,67.7,264.3,137.5,129.4,12,9,584.9,28.1,0.069,2.3,3.3,10.87,59.9,561.1,77.91,13.38,0.04,1.21,0.23,11.9,1.49,2.96,29.38,2.14,44.74,5.26,15.52,0.12,2.67,1.45,2.28,4.43,43.93,68.38,42.72,12.72,56.65,30.63,0.26,125.84,350,0.336,11.5,153.5,-0.895,0.446,3.33,25.25,32.04,33.53,30.29,2.552639481,26.26,414
01199200,Ref,FALSE,9,2.21,41.822979,-73.442635,122.97,8.06,66.9,272.9,134.4,120.5,11.1,8.8,606.5,27,0.061,2.2,2.2,9.99,18.7,586.3,79.69,5.51,0,1.69,0.49,5.28,0.23,0,55.02,3,31.92,0.03,10.03,0.13,4.24,1.42,2.76,4.15,52.46,78.02,37.87,6.06,46.21,47.73,0.2,130.9,393,0.385,6.4,64.6,0.428,0.904,8.01,26.44,31.57,33.94,31.07,2.349115019,25.93,122
01203805,Ref,TRUE,70.1,1.85,41.616315,-73.244169,131.49,8.98,66,280.8,129.6,112.7,11,7.8,635.7,24.9,0.042,2.4,2,11.23,24.9,618.8,71.23,16.72,0.03,1.78,0.08,16.14,0.58,1.93,44.48,3.32,42.52,0,7.64,0.13,4.05,1.41,3.09,3.76,54.23,78.33,37.89,6.14,46,47.87,0.21,144.29,239,0.595,8.9,145.3,-0.822,0.57,2.56,28.71,33.99,34.49,34.11,2.00151641,25.6,279
01208950,Ref,TRUE,19.2,2.59,41.186093,-73.30899,127.62,10.54,67.5,293.3,111.2,107.2,10,7.3,691.2,20,0.019,4,5.4,11.61,58.4,536.1,50.47,1.07,0,0.65,1.13,1.07,0,16.64,40.17,3.57,33.61,0,4.96,0.12,6.44,1.39,2.81,4.07,55.86,76.6,33.11,5.33,41.85,52.82,0.21,162.38,72,0.524,3.4,191.2,-0.981,-0.195,7.99,28.63,34.4,31.51,32.86,1.537440934,24.7,105
01208990,Ref,TRUE,53.8,1.16,41.324502,-73.441988,133.4,9.78,67,286.5,119.5,107.9,10.1,7.2,665.2,23,0.028,3.4,3.2,11.7,36.2,637.8,75.93,2.78,0,1.32,0.05,2.74,0.05,2.95,50.55,3.23,32.67,0.89,9.54,0.13,4.49,1.41,2.95,4.14,52.22,77.82,37.25,6.02,45.6,48.38,0.21,157.45,172,0.398,8.1,198.5,-0.948,-0.318,6.7,29.71,35.33,33.9,34.87,1.696969036,25.28,211
04296000,Ref,TRUE,302.2,1.72,44.735462,-72.334676,115.37,4.98,66.6,260.6,148.9,153.5,15.6,11.3,541.3,34.8,0.117,2.4,2,11.82,63.2,559.8,68.77,20.07,0.02,1.77,0.43,12.52,7.55,10.84,17.38,0,44.09,24.64,3.05,0.13,3.88,1.38,2.07,3.35,52.14,84.07,43.12,6.66,48.56,44.79,0.26,82.17,370,0.263,9.8,285.1,0.26,-0.966,4.65,23.29,25.71,36.28,30,3.290065559,29.11,585
